VariableName,zawakeID,_beizhu,awakeSeqID,pos,scale,awakeDes1_cn,awakeDes1_tw,awakeDes1,awakeDes1_vn,awakeDes1_en,awakeDes1_th,awakeDes1_in,awakeDes1_ph,awakeDes1_ma,isOpen,unlockType1,unlockLimit1,unlockType2,unlockLimit2
14207,42,,7,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{star=11;goodFeel=250;advance=16;zawakeStage=608},,
14208,42,,8,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=12},,
15101,51,,1,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,1,,{star=8;advance=13;goodFeel=100},,
15102,51,,2,,,,,Basic Attack Skill Enhanced!  ,Tăng cường kỹ năng tấn công cơ bản!,Basic Attack Skill Enhanced!  ,เสริมพลังทักษะโจมตีพื้นฐาน!  ,Skill Serangan Dasar Ditingkatkan!  ,Pinahusay ang Pangunahing Kakayahan sa Atake!  ,Kemahiran Serangan Asas Ditingkatkan!  ,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
15103,51,,3,,,,,Minor Skill Enhanced!  ,Tăng cường kỹ năng nhỏ!,Minor Skill Enhanced!  ,เสริมพลังทักษะย่อย!  ,Skill Minor Ditingkatkan!  ,Pinahusay ang Maliit na Kakayahan!  ,Kemahiran Kecil Ditingkatkan!  ,1,,{star=9;goodFeel=150;advance=14;zawakeStage=208},,
15104,51,,4,,,,,Active Skill Enhanced!  ,Tăng cường kỹ năng chủ động!,Active Skill Enhanced!  ,เสริมพลังทักษะใช้งาน!  ,Skill Aktif Ditingkatkan!  ,Pinahusay ang Aktibong Kakayahan!  ,Kemahiran Aktif Ditingkatkan!  ,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=8},,
15105,51,,5,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,1,,{star=10;goodFeel=200;advance=15;zawakeStage=408},,
15106,51,,6,,,,,Ultimate Skill Enhanced!  ,Tăng cường kỹ năng chiêu cuối!,Ultimate Skill Enhanced!  ,เสริมพลังท่าไม้ตาย!  ,Skill Ultimate Ditingkatkan!  ,Pinahusay ang Ultimate na Kakayahan!  ,Kemahiran Muktamad Ditingkatkan!  ,1,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
15107,51,,7,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{star=11;goodFeel=250;advance=16;zawakeStage=608},,
15108,51,,8,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=12},,
16101,61,,1,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{star=8;advance=13;goodFeel=100},,
16102,61,,2,,,,,Basic Attack Skill Enhanced!  ,Tăng cường kỹ năng tấn công cơ bản!,Basic Attack Skill Enhanced!  ,เสริมพลังทักษะโจมตีพื้นฐาน!  ,Skill Serangan Dasar Ditingkatkan!  ,Pinahusay ang Pangunahing Kakayahan sa Atake!  ,Kemahiran Serangan Asas Ditingkatkan!  ,,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
16103,61,,3,,,,,Minor Skill Enhanced!  ,Tăng cường kỹ năng nhỏ!,Minor Skill Enhanced!  ,เสริมพลังทักษะย่อย!  ,Skill Minor Ditingkatkan!  ,Pinahusay ang Maliit na Kakayahan!  ,Kemahiran Kecil Ditingkatkan!  ,,,{star=9;goodFeel=150;advance=14;zawakeStage=208},,
16104,61,,4,,,,,Active Skill Enhanced!  ,Tăng cường kỹ năng chủ động!,Active Skill Enhanced!  ,เสริมพลังทักษะใช้งาน!  ,Skill Aktif Ditingkatkan!  ,Pinahusay ang Aktibong Kakayahan!  ,Kemahiran Aktif Ditingkatkan!  ,,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=8},,
16105,61,,5,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{star=10;goodFeel=200;advance=15;zawakeStage=408},,
16106,61,,6,,,,,Ultimate Skill Enhanced!  ,Tăng cường kỹ năng chiêu cuối!,Ultimate Skill Enhanced!  ,เสริมพลังท่าไม้ตาย!  ,Skill Ultimate Ditingkatkan!  ,Pinahusay ang Ultimate na Kakayahan!  ,Kemahiran Muktamad Ditingkatkan!  ,,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
16107,61,,7,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{star=11;goodFeel=250;advance=16;zawakeStage=608},,
16108,61,,8,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=12},,
17101,71,,1,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{star=8;advance=13;goodFeel=100},,
17102,71,,2,,,,,Basic Attack Skill Enhanced!  ,Tăng cường kỹ năng tấn công cơ bản!,Basic Attack Skill Enhanced!  ,เสริมพลังทักษะโจมตีพื้นฐาน!  ,Skill Serangan Dasar Ditingkatkan!  ,Pinahusay ang Pangunahing Kakayahan sa Atake!  ,Kemahiran Serangan Asas Ditingkatkan!  ,,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
17103,71,,3,,,,,Minor Skill Enhanced!  ,Tăng cường kỹ năng nhỏ!,Minor Skill Enhanced!  ,เสริมพลังทักษะย่อย!  ,Skill Minor Ditingkatkan!  ,Pinahusay ang Maliit na Kakayahan!  ,Kemahiran Kecil Ditingkatkan!  ,,,{star=9;goodFeel=150;advance=14;zawakeStage=208},,
17104,71,,4,,,,,Active Skill Enhanced!  ,Tăng cường kỹ năng chủ động!,Active Skill Enhanced!  ,เสริมพลังทักษะใช้งาน!  ,Skill Aktif Ditingkatkan!  ,Pinahusay ang Aktibong Kakayahan!  ,Kemahiran Aktif Ditingkatkan!  ,,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=8},,
17105,71,,5,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{star=10;goodFeel=200;advance=15;zawakeStage=408},,
17106,71,,6,,,,,Ultimate Skill Enhanced!  ,Tăng cường kỹ năng chiêu cuối!,Ultimate Skill Enhanced!  ,เสริมพลังท่าไม้ตาย!  ,Skill Ultimate Ditingkatkan!  ,Pinahusay ang Ultimate na Kakayahan!  ,Kemahiran Muktamad Ditingkatkan!  ,,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
17107,71,,7,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{star=11;goodFeel=250;advance=16;zawakeStage=608},,
17108,71,,8,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=12},,
18101,81,,1,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{star=8;advance=13;goodFeel=100},,
18102,81,,2,,,,,Basic Attack Skill Enhanced!,Tăng cường kỹ năng tấn công cơ bản!,Basic Attack Skill Enhanced!,เสริมพลังทักษะโจมตีพื้นฐาน!,Skill Serangan Dasar Ditingkatkan!,Pinahusay ang Pangunahing Kakayahan sa Atake!,Kemahiran Serangan Asas Ditingkatkan!,,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
18103,81,,3,,,,,Minor Skill Enhanced!  ,Tăng cường kỹ năng nhỏ!,Minor Skill Enhanced!  ,เสริมพลังทักษะย่อย!  ,Skill Minor Ditingkatkan!  ,Pinahusay ang Maliit na Kakayahan!  ,Kemahiran Kecil Ditingkatkan!  ,,,{star=9;goodFeel=150;advance=14;zawakeStage=208},,
18104,81,,4,,,,,Active Skill Enhanced!  ,Tăng cường kỹ năng chủ động!,Active Skill Enhanced!  ,เสริมพลังทักษะใช้งาน!  ,Skill Aktif Ditingkatkan!  ,Pinahusay ang Aktibong Kakayahan!  ,Kemahiran Aktif Ditingkatkan!  ,,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=8},,
18105,81,,5,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{star=10;goodFeel=200;advance=15;zawakeStage=408},,
18106,81,,6,,,,,Ultimate Skill Enhanced!  ,Tăng cường kỹ năng chiêu cuối!,Ultimate Skill Enhanced!  ,เสริมพลังท่าไม้ตาย!  ,Skill Ultimate Ditingkatkan!  ,Pinahusay ang Ultimate na Kakayahan!  ,Kemahiran Muktamad Ditingkatkan!  ,,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
18107,81,,7,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{star=11;goodFeel=250;advance=16;zawakeStage=608},,
18108,81,,8,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=12},,
19101,91,,1,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,1,,{star=8;advance=13;goodFeel=100},,
19102,91,,2,,,,,Basic Attack Skill Enhanced!  ,Tăng cường kỹ năng tấn công cơ bản!,Basic Attack Skill Enhanced!  ,เสริมพลังทักษะโจมตีพื้นฐาน!  ,Skill Serangan Dasar Ditingkatkan!  ,Pinahusay ang Pangunahing Kakayahan sa Atake!  ,Kemahiran Serangan Asas Ditingkatkan!  ,1,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
19103,91,,3,,,,,Minor Skill Enhanced!  ,Tăng cường kỹ năng nhỏ!,Minor Skill Enhanced!  ,เสริมพลังทักษะย่อย!  ,Skill Minor Ditingkatkan!  ,Pinahusay ang Maliit na Kakayahan!  ,Kemahiran Kecil Ditingkatkan!  ,1,,{star=9;goodFeel=150;advance=14;zawakeStage=208},,
19104,91,,4,,,,,Active Skill Enhanced!  ,Tăng cường kỹ năng chủ động!,Active Skill Enhanced!  ,เสริมพลังทักษะใช้งาน!  ,Skill Aktif Ditingkatkan!  ,Pinahusay ang Aktibong Kakayahan!  ,Kemahiran Aktif Ditingkatkan!  ,1,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=8},,
19105,91,,5,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{star=10;goodFeel=200;advance=15;zawakeStage=408},,
19106,91,,6,,,,,Ultimate Skill Enhanced!  ,Tăng cường kỹ năng chiêu cuối!,Ultimate Skill Enhanced!  ,เสริมพลังท่าไม้ตาย!  ,Skill Ultimate Ditingkatkan!  ,Pinahusay ang Ultimate na Kakayahan!  ,Kemahiran Muktamad Ditingkatkan!  ,,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
19107,91,,7,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{star=11;goodFeel=250;advance=16;zawakeStage=608},,
19108,91,,8,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=12},,
20101,101,,1,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{star=8;advance=13;goodFeel=100},,
20102,101,,2,,,,,Basic Attack Skill Enhanced!  ,Tăng cường kỹ năng tấn công cơ bản!,Basic Attack Skill Enhanced!  ,เสริมพลังทักษะโจมตีพื้นฐาน!  ,Skill Serangan Dasar Ditingkatkan!  ,Pinahusay ang Pangunahing Kakayahan sa Atake!  ,Kemahiran Serangan Asas Ditingkatkan!  ,,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
20103,101,,3,,,,,Minor Skill Enhanced!  ,Tăng cường kỹ năng nhỏ!,Minor Skill Enhanced!  ,เสริมพลังทักษะย่อย!  ,Skill Minor Ditingkatkan!  ,Pinahusay ang Maliit na Kakayahan!  ,Kemahiran Kecil Ditingkatkan!  ,,,{star=9;goodFeel=150;advance=14;zawakeStage=208},,
20104,101,,4,,,,,Active Skill Enhanced!  ,Tăng cường kỹ năng chủ động!,Active Skill Enhanced!  ,เสริมพลังทักษะใช้งาน!  ,Skill Aktif Ditingkatkan!  ,Pinahusay ang Aktibong Kakayahan!  ,Kemahiran Aktif Ditingkatkan!  ,,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=8},,
20105,101,,5,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{star=10;goodFeel=200;advance=15;zawakeStage=408},,
20106,101,,6,,,,,Ultimate Skill Enhanced!  ,Tăng cường kỹ năng chiêu cuối!,Ultimate Skill Enhanced!  ,เสริมพลังท่าไม้ตาย!  ,Skill Ultimate Ditingkatkan!  ,Pinahusay ang Ultimate na Kakayahan!  ,Kemahiran Muktamad Ditingkatkan!  ,,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
20107,101,,7,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{star=11;goodFeel=250;advance=16;zawakeStage=608},,
20108,101,,8,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=12},,
21101,111,,1,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{star=8;advance=13;goodFeel=100},,
21102,111,,2,,,,,Basic Attack Skill Enhanced!  ,Tăng cường kỹ năng tấn công cơ bản!,Basic Attack Skill Enhanced!  ,เสริมพลังทักษะโจมตีพื้นฐาน!  ,Skill Serangan Dasar Ditingkatkan!  ,Pinahusay ang Pangunahing Kakayahan sa Atake!  ,Kemahiran Serangan Asas Ditingkatkan!  ,,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
21103,111,,3,,,,,Minor Skill Enhanced!  ,Tăng cường kỹ năng nhỏ!,Minor Skill Enhanced!  ,เสริมพลังทักษะย่อย!  ,Skill Minor Ditingkatkan!  ,Pinahusay ang Maliit na Kakayahan!  ,Kemahiran Kecil Ditingkatkan!  ,,,{star=9;goodFeel=150;advance=14;zawakeStage=208},,
21104,111,,4,,,,,Active Skill Enhanced!  ,Tăng cường kỹ năng chủ động!,Active Skill Enhanced!  ,เสริมพลังทักษะใช้งาน!  ,Skill Aktif Ditingkatkan!  ,Pinahusay ang Aktibong Kakayahan!  ,Kemahiran Aktif Ditingkatkan!  ,,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=8},,
21105,111,,5,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{star=10;goodFeel=200;advance=15;zawakeStage=408},,
21106,111,,6,,,,,Ultimate Skill Enhanced!  ,Tăng cường kỹ năng chiêu cuối!,Ultimate Skill Enhanced!  ,เสริมพลังท่าไม้ตาย!  ,Skill Ultimate Ditingkatkan!  ,Pinahusay ang Ultimate na Kakayahan!  ,Kemahiran Muktamad Ditingkatkan!  ,,,{effort=11;equipStarSum=10;equipAwakeSum=4;zawakeStage=508},,
21107,111,,7,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{star=11;goodFeel=250;advance=16;zawakeStage=608},,
21108,111,,8,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{effort=13;zawakeStage=708;nvalueSum=140;equipStarSum=12},,
22101,121,,1,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{star=8;advance=13;goodFeel=100},,
22102,121,,2,,,,,Basic Attack Skill Enhanced!  ,Tăng cường kỹ năng tấn công cơ bản!,Basic Attack Skill Enhanced!  ,เสริมพลังทักษะโจมตีพื้นฐาน!  ,Skill Serangan Dasar Ditingkatkan!  ,Pinahusay ang Pangunahing Kakayahan sa Atake!  ,Kemahiran Serangan Asas Ditingkatkan!  ,,,{effort=7;equipStarSum=6;equipAwakeSum=2;zawakeStage=108},,
22103,121,,3,,,,,Minor Skill Enhanced!  ,Tăng cường kỹ năng nhỏ!,Minor Skill Enhanced!  ,เสริมพลังทักษะย่อย!  ,Skill Minor Ditingkatkan!  ,Pinahusay ang Maliit na Kakayahan!  ,Kemahiran Kecil Ditingkatkan!  ,,,{star=9;goodFeel=150;advance=14;zawakeStage=208},,
22104,121,,4,,,,,Active Skill Enhanced!  ,Tăng cường kỹ năng chủ động!,Active Skill Enhanced!  ,เสริมพลังทักษะใช้งาน!  ,Skill Aktif Ditingkatkan!  ,Pinahusay ang Aktibong Kakayahan!  ,Kemahiran Aktif Ditingkatkan!  ,,,{effort=9;zawakeStage=308;nvalueSum=140;equipStarSum=8},,
22105,121,,5,,,,,Attribute Enhanced  ,Thuộc tính được tăng cường,Attribute Enhanced  ,คุณสมบัติถูกเพิ่มพลัง  ,Atribut Ditingkatkan  ,Nadagdagang Katangian  ,Atribut Ditingkatkan  ,,,{star=10;goodFeel=200;advance=15;zawakeStage=408},,
