VariableName,sceneName_cn,sceneName_tw,sceneName,sceneName_vn,sceneName_th,sceneName_in,sceneName_en,sceneName_ma,sceneName_ph,_beizhu,languages,monsters,boss,icon,gateType,sceneType,roundLimit,backMusic,backGround,bg_boss,bg_boss_pos,openLevel,desc,sceneCount,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,limitType,limitArg,firstAward,firstAwardShow,saodangAward,saodangAwardShow,lowestFightingPoint,gateDesc,gateDesc_tw,gateDesc_ma,gateDesc_ph,gateDesc_th,gateDesc_in,gateDesc_en,gateDesc_vn,gateDesc_kr
100035,,,Level 35,Cấp 35,Level 35,Level 35,Level 35,Level 35,Level 35,,,<{level=50;unitId=220082;advance=3};{level=50;unitId=220013;advance=3};{level=50;unitId=223472;advance=3};{level=50;unitId=222963;advance=3};{level=50;unitId=222073;advance=3}>,<{level=50;unitId=251035;advance=4}>,config/portrait/jinglingtouxiang2/img_1612.png,,22,,,battle/scene/bg_sd.jpg,,,,,,50,177,177,,,,5,<<9;1;10%>;<10;0;10%>;<7;0;10%>>,{gold=50000;451=30;519=1},<<gold;50000;1>;<451;30;1>;<519;1;1>>,{gold=2600;452=1;libs=<110;111;112>},<<gold;2600;0>;<451;1;1>;<452;1;1>>,17158,,,All monsters have increased critical rate; killing aura units will remove crit rate.,All monsters have increased critical rate; killing aura units will remove crit rate.,All monsters have increased critical rate; killing aura units will remove crit rate.,All monsters have increased critical rate; killing aura units will remove crit rate.,All monsters have increased critical rate; killing aura units will remove crit rate.,"Toàn bộ quái vật tăng cường tỷ lệ chí mạng, đơn vị trong hào quang bị tiêu diệt sẽ xóa bỏ chí mạng",
100036,,,Level 36,Cấp 36,Level 36,Level 36,Level 36,Level 36,Level 36,,,<{level=51;unitId=220273;advance=4};{level=51;unitId=220044;advance=4};{level=51;unitId=223511;advance=4};{level=51;unitId=223283;advance=4};{level=51;unitId=222593;advance=4}>,<{level=51;unitId=251036;advance=5}>,config/portrait/jinglingtouxiang2/img_1772.png,,22,,,battle/scene/bg_tower.jpg,,,,,,51,181,181,,,,3,<<13;1;2%>>,{gold=55000;451=30;452=20},<<gold;55000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=2700},<<gold;2700;0>;<451;1;1>;<452;1;1>>,17158,,,,,,,,,
100037,,,Level 37,Cấp 37,Level 37,Level 37,Level 37,Level 37,Level 37,,,<{level=52;unitId=220402;advance=4};{level=52;unitId=220053;advance=4};{level=52;unitId=223543;advance=4};{level=52;unitId=223293;advance=4};{level=52;unitId=222612;advance=4}>,<{level=52;unitId=251037;advance=5}>,config/portrait/jinglingtouxiang2/img_1813.png,,22,,,battle/scene/bg_grass.jpg,,,,,,52,185,185,,,,4,<<13;0;2%>;<24;0;2%>>,{502=1;451=30;gold=55000},<<gold;55000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=2700},<<gold;2700;0>;<451;1;1>;<452;1;1>>,17158,,,,,,,,,
100038,,,Level 38,Cấp 38,Level 38,Level 38,Level 38,Level 38,Level 38,,,<{level=53;unitId=220493;advance=4};{level=53;unitId=220082;advance=4};{level=53;unitId=223683;advance=4};{level=53;unitId=223342;advance=4};{level=53;unitId=222633;advance=4}>,<{level=53;unitId=251038;advance=5}>,config/portrait/jinglingtouxiang2/img_1841.png,,22,,,battle/scene/bg_night.jpg,,,,,,53,189,189,,,,5,<<9;0;5%>;<10;0;5%>>,{rmb=100;451=30;gold=55000},<<gold;55000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=2700},<<gold;2700;0>;<451;1;1>;<452;1;1>>,17158,,,,,,,,,
100039,,,Level 39,Cấp 39,Level 39,Level 39,Level 39,Level 39,Level 39,,,<{level=54;unitId=220552;advance=4};{level=54;unitId=220273;advance=4};{level=54;unitId=223772;advance=4};{level=54;unitId=223432;advance=4};{level=54;unitId=222683;advance=4}>,<{level=54;unitId=251039;advance=5}>,config/portrait/jinglingtouxiang2/img_1893.png,,22,,,battle/scene/bg_sd.jpg,,,,,,54,193,193,,,,5,<<9;0;5%>;<10;0;5%>;<24;0;5%>>,{gold=55000;451=30;452=20},<<gold;55000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=2700},<<gold;2700;0>;<451;1;1>;<452;1;1>>,17158,,,,,,,,,
100040,,,Level 40,Cấp 40,Level 40,Level 40,Level 40,Level 40,Level 40,,,<{level=55;unitId=220593;advance=4};{level=55;unitId=220402;advance=4};{level=55;unitId=220013;advance=4};{level=55;unitId=223472;advance=4};{level=55;unitId=222843;advance=4}>,<{level=55;unitId=251040;advance=5}>,config/portrait/jinglingtouxiang2/img_1911.png,,22,,,battle/scene/bg_tower.jpg,,,,,,55,197,197,,,,5,<<9;1;20%>;<10;0;20%>;<8;0;20%>>,{rmb=300;451=30;gold=55000},<<gold;55000;1>;<451;30;1>;<rmb;300;1>>,{gold=2700;452=2;libs=<110;111;112>},<<gold;2700;0>;<451;1;1>;<452;1;1>>,18878,,,All monsters have certain reflect damage; killing aura units grants life steal effect.,All monsters have certain reflect damage; killing aura units grants life steal effect.,All monsters have certain reflect damage; killing aura units grants life steal effect.,All monsters have certain reflect damage; killing aura units grants life steal effect.,All monsters have certain reflect damage; killing aura units grants life steal effect.,"Toàn bộ quái vật có phản sát thương nhất định, tiêu diệt đơn vị trong hào quang sẽ nhận hiệu ứng hút máu",
100041,,,Level 41,Cấp 41,Level 41,Level 41,Level 41,Level 41,Level 41,,,<{level=56;unitId=220692;advance=4};{level=56;unitId=220493;advance=4};{level=56;unitId=220044;advance=4};{level=56;unitId=223511;advance=4};{level=56;unitId=222963;advance=4}>,<{level=56;unitId=251041;advance=5}>,config/portrait/jinglingtouxiang2/img_1941.png,,22,,,battle/scene/bg_grass.jpg,,,,,,56,201,201,,,,3,<<1;1;3%>>,{gold=60000;451=30;452=20},<<gold;60000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=2800},<<gold;2800;0>;<451;1;1>;<452;1;1>>,18878,,,,,,,,,
100042,,,Level 42,Cấp 42,Level 42,Level 42,Level 42,Level 42,Level 42,,,<{level=57;unitId=220793;advance=4};{level=57;unitId=220552;advance=4};{level=57;unitId=220053;advance=4};{level=57;unitId=223543;advance=4};{level=57;unitId=223283;advance=4}>,<{level=57;unitId=251042;advance=5}>,config/portrait/jinglingtouxiang2/img_1951.png,,22,,,battle/scene/bg_night.jpg,,,,,,57,205,205,,,,4,<<1;0;3%>;<28;0;3%>>,{502=1;451=30;gold=60000},<<gold;60000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=2800},<<gold;2800;0>;<451;1;1>;<452;1;1>>,18878,,,,,,,,,
100043,,,Level 43,Cấp 43,Level 43,Level 43,Level 43,Level 43,Level 43,,,<{level=58;unitId=221221;advance=4};{level=58;unitId=220593;advance=4};{level=58;unitId=220082;advance=4};{level=58;unitId=223683;advance=4};{level=58;unitId=223293;advance=4}>,<{level=58;unitId=251043;advance=5}>,config/portrait/jinglingtouxiang2/img_2023.png,,22,,,battle/scene/bg_sd.jpg,,,,,,58,209,209,,,,5,<<27;0;5%>;<24;0;5%>>,{rmb=100;451=30;gold=60000},<<gold;60000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=2800},<<gold;2800;0>;<451;1;1>;<452;1;1>>,18878,,,,,,,,,
100044,,,Level 44,Cấp 44,Level 44,Level 44,Level 44,Level 44,Level 44,,,<{level=59;unitId=221903;advance=4};{level=59;unitId=220692;advance=4};{level=59;unitId=220273;advance=4};{level=59;unitId=223772;advance=4};{level=59;unitId=223342;advance=4}>,<{level=59;unitId=251044;advance=5}>,config/portrait/jinglingtouxiang2/img_2033.png,,22,,,battle/scene/bg_tower.jpg,,,,,,59,213,213,,,,5,<<1;0;5%>;<24;0;5%>>,{gold=60000;451=30;452=20},<<gold;60000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=2800},<<gold;2800;0>;<451;1;1>;<452;1;1>>,18878,,,,,,,,,
100045,,,Level 45,Cấp 45,Level 45,Level 45,Level 45,Level 45,Level 45,,,<{level=60;unitId=221931;advance=4};{level=60;unitId=220793;advance=4};{level=60;unitId=220402;advance=4};{level=60;unitId=220013;advance=4};{level=60;unitId=223432;advance=4}>,<{level=60;unitId=251045;advance=5}>,config/portrait/jinglingtouxiang2/img_2233.png,,22,,,battle/scene/bg_grass.jpg,,,,,,60,217,217,,,,5,<<27;0;10%>;<24;0;10%>>,{gold=60000;451=30;519=1},<<gold;60000;1>;<451;30;1>;<519;1;1>>,{gold=2800;452=1;libs=<110;111;112>},<<gold;2800;0>;<451;1;1>;<452;1;1>>,21450,,,All monsters' control rate increases; killing aura units grants control immunity to all heroes.,All monsters' control rate increases; killing aura units grants control immunity to all heroes.,All monsters' control rate increases; killing aura units grants control immunity to all heroes.,All monsters' control rate increases; killing aura units grants control immunity to all heroes.,All monsters' control rate increases; killing aura units grants control immunity to all heroes.,"Tỷ lệ kiểm soát của toàn bộ quái vật tăng lên, tiêu diệt đơn vị trong hào quang sẽ tăng tỷ lệ miễn kiểm soát cho toàn bộ anh hùng",
100046,,,Level 46,Cấp 46,Level 46,Level 46,Level 46,Level 46,Level 46,,,<{level=61;unitId=222013;advance=5};{level=61;unitId=221221;advance=5};{level=61;unitId=220493;advance=5};{level=61;unitId=220044;advance=5};{level=61;unitId=223472;advance=5}>,<{level=61;unitId=251046;advance=6}>,config/portrait/jinglingtouxiang2/img_2242.png,,22,,,battle/scene/bg_night.jpg,,,,,,61,221,221,,,,3,<<7;1;3%>;<8;1;3%>>,{gold=65000;451=30;452=20},<<gold;65000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=2900},<<gold;2900;0>;<451;1;1>;<452;1;1>>,21450,,,,,,,,,
100047,,,Level 47,Cấp 47,Level 47,Level 47,Level 47,Level 47,Level 47,,,<{level=62;unitId=222073;advance=5};{level=62;unitId=221903;advance=5};{level=62;unitId=220552;advance=5};{level=62;unitId=220053;advance=5};{level=62;unitId=223511;advance=5}>,<{level=62;unitId=251047;advance=6}>,config/portrait/jinglingtouxiang2/img_2401.png,,22,,,battle/scene/bg_sd.jpg,,,,,,62,225,225,,,,4,<<7;0;3%>;<8;0;3%>;<14;0;3%>>,{502=1;451=30;gold=65000},<<gold;65000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=2900},<<gold;2900;0>;<451;1;1>;<452;1;1>>,21450,,,,,,,,,
100048,,,Level 48,Cấp 48,Level 48,Level 48,Level 48,Level 48,Level 48,,,<{level=63;unitId=222593;advance=5};{level=63;unitId=221931;advance=5};{level=63;unitId=220593;advance=5};{level=63;unitId=220082;advance=5};{level=63;unitId=223543;advance=5}>,<{level=63;unitId=251048;advance=6}>,config/portrait/jinglingtouxiang2/img_2493.png,,22,,,battle/scene/bg_tower.jpg,,,,,,63,229,229,,,,5,<<27;0;5%>;<24;0;5%>>,{rmb=100;451=30;gold=65000},<<gold;65000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=2900},<<gold;2900;0>;<451;1;1>;<452;1;1>>,21450,,,,,,,,,
100049,,,Level 49,Cấp 49,Level 49,Level 49,Level 49,Level 49,Level 49,,,<{level=64;unitId=222612;advance=5};{level=64;unitId=222013;advance=5};{level=64;unitId=220692;advance=5};{level=64;unitId=220273;advance=5};{level=64;unitId=223683;advance=5}>,<{level=64;unitId=251049;advance=6}>,config/portrait/jinglingtouxiang2/img_2723.png,,22,,,battle/scene/bg_grass.jpg,,,,,,64,233,233,,,,5,<<1;0;5%>;<24;0;5%>>,{gold=65000;451=30;452=20},<<gold;65000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=2900},<<gold;2900;0>;<451;1;1>;<452;1;1>>,21450,,,,,,,,,
100050,,,Level 50,Cấp 50,Level 50,Level 50,Level 50,Level 50,Level 50,,,<{level=65;unitId=222633;advance=5};{level=65;unitId=222073;advance=5};{level=65;unitId=220793;advance=5};{level=65;unitId=220402;advance=5};{level=65;unitId=223772;advance=5}>,<{level=65;unitId=251050;advance=6}>,config/portrait/jinglingtouxiang2/img_3003.png,,22,,,battle/scene/bg_night.jpg,,,,,,65,237,237,,,,5,<<27;0;20%>;<24;0;20%>>,{6050=1;451=30;gold=65000},<<gold;65000;1>;<451;30;1>;<6050;1;1>>,{gold=2900;452=2;libs=<110;111;112>},<<gold;2900;0>;<451;1;1>;<452;1;1>>,25742,,,"The front row looks sturdy, the back row seems fragile.","The front row looks sturdy, the back row seems fragile.","The front row looks sturdy, the back row seems fragile.","The front row looks sturdy, the back row seems fragile.","The front row looks sturdy, the back row seems fragile.","Đội hình phía trước trông có vẻ dày dạn, phía sau có vẻ yếu ớt",
100051,,,Level 51,Cấp 51,Level 51,Level 51,Level 51,Level 51,Level 51,,,<{level=66;unitId=230013;advance=5};{level=67;unitId=232593;advance=5};{level=66;unitId=231221;advance=5};{level=66;unitId=230493;advance=5};{level=66;unitId=230611;advance=5}>,<{level=67;unitId=251051;advance=6}>,config/portrait/jinglingtouxiang2/img_3021.png,,22,,,battle/scene/bg_sd.jpg,,,,,,67,241,241,,,,3,<<9;1;3%>;<10;1;3%>>,{gold=70000;451=30;452=20},<<gold;70000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=3000},<<gold;3000;0>;<451;1;1>;<452;1;1>>,25742,,,,,,,,,
100052,,,Level 52,Cấp 52,Level 52,Level 52,Level 52,Level 52,Level 52,,,<{level=67;unitId=230044;advance=5};{level=69;unitId=232612;advance=5};{level=67;unitId=231903;advance=5};{level=67;unitId=230552;advance=5};{level=67;unitId=230712;advance=5}>,<{level=69;unitId=251052;advance=6}>,config/portrait/jinglingtouxiang2/img_3143.png,,22,,,battle/scene/bg_tower.jpg,,,,,,69,245,245,,,,4,<<9;0;3%>;<10;0;3%>;<17;0;3%>>,{502=1;451=30;gold=70000},<<gold;70000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=3000},<<gold;3000;0>;<451;1;1>;<452;1;1>>,25742,,,,,,,,,
100053,,,Level 53,Cấp 53,Level 53,Level 53,Level 53,Level 53,Level 53,,,<{level=68;unitId=230053;advance=6};{level=71;unitId=232633;advance=6};{level=68;unitId=231931;advance=6};{level=68;unitId=230593;advance=6};{level=68;unitId=230972;advance=6}>,<{level=71;unitId=251053;advance=7}>,config/portrait/jinglingtouxiang2/img_3152.png,,22,,,battle/scene/bg_grass.jpg,,,,,,71,249,249,,,,5,<<1;0;5%>;<24;0;5%>>,{rmb=100;451=30;gold=70000},<<gold;70000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=3000},<<gold;3000;0>;<451;1;1>;<452;1;1>>,25742,,,,,,,,,
100054,,,Level 54,Cấp 54,Level 54,Level 54,Level 54,Level 54,Level 54,,,<{level=69;unitId=230082;advance=6};{level=73;unitId=232683;advance=6};{level=69;unitId=232013;advance=6};{level=69;unitId=230692;advance=6};{level=69;unitId=231071;advance=6}>,<{level=73;unitId=251054;advance=7}>,config/portrait/jinglingtouxiang2/img_3161.png,,22,,,battle/scene/bg_night.jpg,,,,,,73,253,253,,,,5,<<27;0;5%>;<24;0;5%>>,{gold=70000;451=30;452=20},<<gold;70000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=3000},<<gold;3000;0>;<451;1;1>;<452;1;1>>,25742,,,,,,,,,
100055,,,Level 55,Cấp 55,Level 55,Level 55,Level 55,Level 55,Level 55,,,<{level=70;unitId=230163;advance=6};{level=75;unitId=232843;advance=6};{level=70;unitId=232073;advance=6};{level=70;unitId=230793;advance=6};{level=70;unitId=230273;advance=6}>,<{level=75;unitId=251055;advance=7}>,config/portrait/jinglingtouxiang2/img_3171.png,,22,,,battle/scene/bg_sd.jpg,,,,,,75,257,257,,,,5,<<1;1;10%>;<24;0;10%>>,{gold=70000;451=30;519=1},<<gold;70000;1>;<451;30;1>;<519;1;1>>,{gold=3000;452=1;libs=<110;111;112>},<<gold;3000;0>;<451;1;1>;<452;1;1>>,34322,,,Randomly greatly increases one unit’s physical defense.,Randomly greatly increases one unit’s physical defense.,Randomly greatly increases one unit’s physical defense.,Randomly greatly increases one unit’s physical defense.,Randomly greatly increases one unit’s physical defense.,Ngẫu nhiên một đơn vị tăng cường phòng thủ vật lý đáng kể,
100056,,,Level 56,Cấp 56,Level 56,Level 56,Level 56,Level 56,Level 56,,,<{level=71;unitId=230242;advance=6};{level=77;unitId=232963;advance=6};{level=71;unitId=232593;advance=6};{level=71;unitId=231221;advance=6};{level=71;unitId=230402;advance=6}>,<{level=77;unitId=251056;advance=7}>,config/portrait/jinglingtouxiang2/img_3181.png,,22,,,battle/scene/bg_tower.jpg,,,,,,77,261,261,,,,3,<<13;1;3%>>,{gold=75000;451=30;452=20},<<gold;75000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=3100},<<gold;3100;0>;<451;1;1>;<452;1;1>>,34322,,,,,,,,,
100057,,,Level 57,Cấp 57,Level 57,Level 57,Level 57,Level 57,Level 57,,,<{level=72;unitId=230273;advance=6};{level=79;unitId=233283;advance=6};{level=72;unitId=232612;advance=6};{level=72;unitId=231903;advance=6};{level=72;unitId=230493;advance=6}>,<{level=79;unitId=251057;advance=7}>,config/portrait/jinglingtouxiang2/img_3251.png,,22,,,battle/scene/bg_grass.jpg,,,,,,79,265,265,,,,4,<<13;0;3%>;<24;0;3%>>,{502=1;451=30;gold=75000},<<gold;75000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=3100},<<gold;3100;0>;<451;1;1>;<452;1;1>>,34322,,,,,,,,,
100058,,,Level 58,Cấp 58,Level 58,Level 58,Level 58,Level 58,Level 58,,,<{level=73;unitId=230333;advance=7};{level=81;unitId=233293;advance=7};{level=73;unitId=232633;advance=7};{level=73;unitId=231931;advance=7};{level=73;unitId=230552;advance=7}>,<{level=81;unitId=251058;advance=8}>,config/portrait/jinglingtouxiang2/img_3303.png,,22,,,battle/scene/bg_night.jpg,,,,,,81,269,269,,,,5,<<1;0;5%>;<24;0;5%>>,{rmb=100;451=30;gold=75000},<<gold;75000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=3100},<<gold;3100;0>;<451;1;1>;<452;1;1>>,34322,,,,,,,,,
100059,,,Level 59,Cấp 59,Level 59,Level 59,Level 59,Level 59,Level 59,,,<{level=74;unitId=230402;advance=7};{level=83;unitId=233342;advance=7};{level=74;unitId=232683;advance=7};{level=74;unitId=232013;advance=7};{level=74;unitId=230593;advance=7}>,<{level=83;unitId=251059;advance=8}>,config/portrait/jinglingtouxiang2/img_3353.png,,22,,,battle/scene/bg_sd.jpg,,,,,,83,273,273,,,,5,<<27;0;5%>;<24;0;5%>>,{gold=75000;451=30;452=20},<<gold;75000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=3100},<<gold;3100;0>;<451;1;1>;<452;1;1>>,34322,,,,,,,,,
100060,,,Level 60,Cấp 60,Level 60,Level 60,Level 60,Level 60,Level 60,,,<{level=75;unitId=230493;advance=7};{level=85;unitId=233432;advance=7};{level=75;unitId=232843;advance=7};{level=75;unitId=232073;advance=7};{level=75;unitId=230692;advance=7}>,<{level=85;unitId=251060;advance=8}>,config/portrait/jinglingtouxiang2/img_3592.png,,22,,,battle/scene/bg_tower.jpg,,,,,,85,277,277,,,,5,<<1;1;20%>;<24;0;20%>>,{501=1;451=30;gold=75000},<<gold;75000;1>;<451;30;1>;<501;1;1>>,{gold=3100;452=2;libs=<110;111;112>},<<gold;3100;0>;<451;1;1>;<452;1;1>>,42901,,,All monsters' control rate increases; killing aura units grants control immunity to all heroes.,All monsters' control rate increases; killing aura units grants control immunity to all heroes.,All monsters' control rate increases; killing aura units grants control immunity to all heroes.,All monsters' control rate increases; killing aura units grants control immunity to all heroes.,All monsters' control rate increases; killing aura units grants control immunity to all heroes.,"Tỷ lệ kiểm soát của toàn bộ quái vật tăng lên, tiêu diệt đơn vị trong hào quang sẽ tăng tỷ lệ miễn kiểm soát cho toàn bộ anh hùng",
100061,,,Level 61,Cấp 61,Level 61,Level 61,Level 61,Level 61,Level 61,,,<{level=76;unitId=230503;advance=7};{level=87;unitId=233472;advance=7};{level=76;unitId=232963;advance=7};{level=76;unitId=232593;advance=7};{level=76;unitId=230793;advance=7}>,<{level=87;unitId=251061;advance=8}>,config/portrait/jinglingtouxiang2/img_3663.png,,22,,,battle/scene/bg_grass.jpg,,,,,,87,282,282,,,,3,<<1;1;3%>>,{gold=80000;451=30;452=20},<<gold;80000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=3200},<<gold;3200;0>;<451;1;1>;<452;1;1>>,42901,,,,,,,,,
100062,,,Level 62,Cấp 62,Level 62,Level 62,Level 62,Level 62,Level 62,,,<{level=77;unitId=230552;advance=7};{level=89;unitId=233511;advance=7};{level=77;unitId=233283;advance=7};{level=77;unitId=232612;advance=7};{level=77;unitId=231221;advance=7}>,<{level=89;unitId=251062;advance=8}>,config/portrait/jinglingtouxiang2/img_3673.png,,22,,,battle/scene/bg_night.jpg,,,,,,89,287,287,,,,4,<<1;0;3%>;<28;0;3%>>,{502=1;451=30;gold=80000},<<gold;80000;1>;<451;30;1>;<502;1;1>>,{libs=<110;111>;451=2;gold=3200},<<gold;3200;0>;<451;1;1>;<452;1;1>>,42901,,,,,,,,,
100063,,,Level 63,Cấp 63,Level 63,Level 63,Level 63,Level 63,Level 63,,,<{level=78;unitId=230593;advance=8};{level=91;unitId=233543;advance=8};{level=78;unitId=233293;advance=8};{level=78;unitId=232633;advance=8};{level=78;unitId=231903;advance=8}>,<{level=91;unitId=251063;advance=9}>,config/portrait/jinglingtouxiang2/img_7001.png,,22,,,battle/scene/bg_sd.jpg,,,,,,91,292,292,,,,5,<<9;0;5%>;<10;0;5%>;<24;0;5%>>,{rmb=100;451=30;gold=80000},<<gold;80000;1>;<451;30;1>;<rmb;100;1>>,{libs=<110;111>;451=2;gold=3200},<<gold;3200;0>;<451;1;1>;<452;1;1>>,42901,,,,,,,,,
100064,,,Level 64,Cấp 64,Level 64,Level 64,Level 64,Level 64,Level 64,,,<{level=79;unitId=230603;advance=8};{level=93;unitId=233683;advance=8};{level=79;unitId=233342;advance=8};{level=79;unitId=232683;advance=8};{level=79;unitId=231931;advance=8}>,<{level=93;unitId=251064;advance=9}>,config/portrait/jinglingtouxiang2/img_163.png,,22,,,battle/scene/bg_tower.jpg,,,,,,93,297,297,,,,5,<<9;0;5%>;<10;0;5%>>,{gold=80000;451=30;452=20},<<gold;80000;1>;<451;30;1>;<452;20;1>>,{libs=<110;111>;451=2;gold=3200},<<gold;3200;0>;<451;1;1>;<452;1;1>>,42901,,,,,,,,,
100065,,,Level 65,Cấp 65,Level 65,Level 65,Level 65,Level 65,Level 65,,,<{level=80;unitId=230611;advance=8};{level=95;unitId=233772;advance=8};{level=80;unitId=233432;advance=8};{level=80;unitId=232843;advance=8};{level=80;unitId=232013;advance=8}>,<{level=95;unitId=251065;advance=9}>,config/portrait/jinglingtouxiang2/img_242.png,,22,,,battle/scene/bg_grass.jpg,,,,,,95,302,302,,,,5,<<9;1;10%>;<10;0;10%>;<24;0;10%>>,{gold=80000;451=30;519=1},<<gold;80000;1>;<451;30;1>;<519;1;1>>,{gold=3200;452=1;libs=<110;111;112>},<<gold;3200;0>;<451;1;1>;<452;1;1>>,47193,,,Monsters' attacks have a chance to poison; killing aura units restores some HP to heroes.,Monsters' attacks have a chance to poison; killing aura units restores some HP to heroes.,Monsters' attacks have a chance to poison; killing aura units restores some HP to heroes.,Monsters' attacks have a chance to poison; killing aura units restores some HP to heroes.,Monsters' attacks have a chance to poison; killing aura units restores some HP to heroes.,"Quái vật tấn công có xác suất gây độc, tiêu diệt đơn vị trong hào quang sẽ hồi phục một ít máu cho anh hùng",
