VariableName,drawType,_comment,drawTriggerType,drawTriggerTimes,weightStart,weightEnd,effectLimit,startCount,probInit,probStep,probLimit,probMiniTimes,probEffectInterval,lotteryType1,lotteryWeight1,lotteryType2,lotteryWeight2,lotteryType3,lotteryWeight3,lotteryType4,lotteryWeight4,lotteryType5,lotteryWeight5,lotteryType6,lotteryWeight6,lotteryType7,lotteryWeight7,lotteryType8,lotteryWeight8,lotteryType9,lotteryWeight9,lotteryType10,lotteryWeight10
12020,limit_up_rmb1_15711,,0,2,,,,,,,,,,{205=1},50,{206=1},50,,,,,,,,,,,,,,,,
12021,limit_up_rmb1_15711,,4,1,,,,,,,,,,{204=1},100,,,,,,,,,,,,,,,,,,
12022,limit_up_rmb1_15711,,,5,,,1,5,0.17,0.06,0.5,6,999999,{1216=1},100,,,,,,,,,,,,,,,,,,
12023,limit_up_rmb1_15711,,,6,,,10,10,0.05,0.015,0.5,15,15,{1216=1},100,,,,,,,,,,,,,,,,,,
12024,limit_up_rmb1_15711,,,160,,,,160,0.05,0.015,0.5,15,15,{1216=1},100,,,,,,,,,,,,,,,,,,
12030,limit_up_rmb10_15711,,4,1,,,,,,,,,,{205=3;206=6;1216=1},100,{205=4;206=5;1216=1},100,,,,,,,,,,,,,,,,
12031,limit_up_rmb10_15711,,0,2,,,20,,,,,,,{205=3;206=6;1216=1},150,{205=4;206=5;1216=1},100,{205=5;206=4;1216=1},50,{205=3;206=5;1216=2},30,{205=4;206=4;1216=2},20,{205=5;206=3;1216=2},10,{205=2;206=5;1216=3},,{205=3;206=4;1216=3},,{205=4;206=3;1216=3},,,
12032,limit_up_rmb10_15711,,0,22,,,,,,,,,,{205=3;206=6;1217=1},150,{205=4;206=5;1217=1},100,{205=5;206=4;1217=1},50,{205=3;206=5;1217=2},30,{205=4;206=4;1217=2},20,{205=5;206=3;1217=2},10,{205=2;206=5;1217=3},,{205=3;206=4;1217=3},,{205=4;206=3;1217=3},,,
15000,group_up_rmb1_1,,0,2,,,,,,,,,,{205=1},50,{206=1},50,,,,,,,,,,,,,,,,
15001,group_up_rmb1_1,,4,1,,,,,,,,,,{204=1},100,,,,,,,,,,,,,,,,,,
15002,group_up_rmb1_1,,,5,,,1,5,0.17,0.06,0.5,6,999999,{1251=1},100,,,,,,,,,,,,,,,,,,
15003,group_up_rmb1_1,,,6,,,10,10,0.05,0.015,0.5,15,15,{1251=1},100,,,,,,,,,,,,,,,,,,
15004,group_up_rmb1_1,,,160,,,,160,0.05,0.015,0.5,15,15,{1251=1},100,,,,,,,,,,,,,,,,,,
15011,group_up_rmb10_1,,4,1,,,,,,,,,,{205=3;206=6;1251=1},100,{205=4;206=5;1251=1},100,,,,,,,,,,,,,,,,
15012,group_up_rmb10_1,,0,2,,,20,,,,,,,{205=3;206=6;1251=1},150,{205=4;206=5;1251=1},100,{205=5;206=4;1251=1},50,{205=3;206=5;1251=2},30,{205=4;206=4;1251=2},20,{205=5;206=3;1251=2},10,{205=2;206=5;1251=3},,{205=3;206=4;1251=3},,{205=4;206=3;1251=3},,,
15013,group_up_rmb10_1,,0,22,,,,,,,,,,{205=3;206=6;1252=1},150,{205=4;206=5;1252=1},100,{205=5;206=4;1252=1},50,{205=3;206=5;1252=2},30,{205=4;206=4;1252=2},20,{205=5;206=3;1252=2},10,{205=2;206=5;1252=3},,{205=3;206=4;1252=3},,{205=4;206=3;1252=3},,,
15100,group_up_rmb1_2,,0,2,,,,,,,,,,{205=1},50,{206=1},50,,,,,,,,,,,,,,,,
15101,group_up_rmb1_2,,4,1,,,,,,,,,,{204=1},100,,,,,,,,,,,,,,,,,,
15102,group_up_rmb1_2,,,5,,,1,5,0.17,0.06,0.5,6,999999,{1253=1},100,,,,,,,,,,,,,,,,,,
15103,group_up_rmb1_2,,,6,,,10,10,0.05,0.015,0.5,15,15,{1253=1},100,,,,,,,,,,,,,,,,,,
15104,group_up_rmb1_2,,,160,,,,160,0.05,0.015,0.5,15,15,{1253=1},100,,,,,,,,,,,,,,,,,,
15111,group_up_rmb10_2,,4,1,,,,,,,,,,{205=3;206=6;1253=1},100,{205=4;206=5;1253=1},100,,,,,,,,,,,,,,,,
15112,group_up_rmb10_2,,0,2,,,20,,,,,,,{205=3;206=6;1253=1},150,{205=4;206=5;1253=1},100,{205=5;206=4;1253=1},50,{205=3;206=5;1253=2},30,{205=4;206=4;1253=2},20,{205=5;206=3;1253=2},10,{205=2;206=5;1253=3},,{205=3;206=4;1253=3},,{205=4;206=3;1253=3},,,
15113,group_up_rmb10_2,,0,22,,,,,,,,,,{205=3;206=6;1254=1},150,{205=4;206=5;1254=1},100,{205=5;206=4;1254=1},50,{205=3;206=5;1254=2},30,{205=4;206=4;1254=2},20,{205=5;206=3;1254=2},10,{205=2;206=5;1254=3},,{205=3;206=4;1254=3},,{205=4;206=3;1254=3},,,
15200,group_up_rmb1_3,,0,2,,,,,,,,,,{205=1},50,{206=1},50,,,,,,,,,,,,,,,,
15201,group_up_rmb1_3,,4,1,,,,,,,,,,{204=1},100,,,,,,,,,,,,,,,,,,
15202,group_up_rmb1_3,,,5,,,1,5,0.17,0.06,0.5,6,999999,{1255=1},100,,,,,,,,,,,,,,,,,,
15203,group_up_rmb1_3,,,6,,,10,10,0.05,0.015,0.5,15,15,{1255=1},100,,,,,,,,,,,,,,,,,,
15204,group_up_rmb1_3,,,160,,,,160,0.05,0.015,0.5,15,15,{1255=1},100,,,,,,,,,,,,,,,,,,
15211,group_up_rmb10_3,,4,1,,,,,,,,,,{205=3;206=6;1255=1},100,{205=4;206=5;1255=1},100,,,,,,,,,,,,,,,,
15212,group_up_rmb10_3,,0,2,,,20,,,,,,,{205=3;206=6;1255=1},150,{205=4;206=5;1255=1},100,{205=5;206=4;1255=1},50,{205=3;206=5;1255=2},30,{205=4;206=4;1255=2},20,{205=5;206=3;1255=2},10,{205=2;206=5;1255=3},,{205=3;206=4;1255=3},,{205=4;206=3;1255=3},,,
15213,group_up_rmb10_3,,0,22,,,,,,,,,,{205=3;1256=1;206=6},150,{205=4;1256=1;206=5},100,{205=5;1256=1;206=4},50,{205=3;1256=2;206=5},30,{205=4;1256=2;206=4},20,{205=5;1256=2;206=3},10,{205=2;1256=3;206=5},,{205=3;1256=3;206=4},,{205=4;1256=3;206=3},,,
15300,group_up_rmb1_4,,0,2,,,,,,,,,,{205=1},50,{206=1},50,,,,,,,,,,,,,,,,
15301,group_up_rmb1_4,,4,1,,,,,,,,,,{204=1},100,,,,,,,,,,,,,,,,,,
15302,group_up_rmb1_4,,,5,,,1,5,0.17,0.06,0.5,6,999999,{1257=1},100,,,,,,,,,,,,,,,,,,
15303,group_up_rmb1_4,,,6,,,10,10,0.05,0.015,0.5,15,15,{1257=1},100,,,,,,,,,,,,,,,,,,
15304,group_up_rmb1_4,,,160,,,,160,0.05,0.015,0.5,15,15,{1257=1},100,,,,,,,,,,,,,,,,,,
15311,group_up_rmb10_4,,4,1,,,,,,,,,,{205=3;1257=1;206=6},100,{205=4;1257=1;206=5},100,,,,,,,,,,,,,,,,
15312,group_up_rmb10_4,,0,2,,,20,,,,,,,{205=3;1257=1;206=6},150,{205=4;1257=1;206=5},100,{205=5;1257=1;206=4},50,{205=3;1257=2;206=5},30,{205=4;1257=2;206=4},20,{205=5;1257=2;206=3},10,{205=2;1257=3;206=5},,{205=3;1257=3;206=4},,{205=4;1257=3;206=3},,,
15313,group_up_rmb10_4,,0,22,,,,,,,,,,{205=3;1258=1;206=6},150,{205=4;1258=1;206=5},100,{205=5;1258=1;206=4},50,{205=3;1258=2;206=5},30,{205=4;1258=2;206=4},20,{205=5;1258=2;206=3},10,{205=2;1258=3;206=5},,{205=3;1258=3;206=4},,{205=4;1258=3;206=3},,,
15400,group_up_rmb1_5,,0,2,,,,,,,,,,{205=1},50,{206=1},50,,,,,,,,,,,,,,,,
15401,group_up_rmb1_5,,4,1,,,,,,,,,,{204=1},100,,,,,,,,,,,,,,,,,,
15402,group_up_rmb1_5,,,5,,,1,5,0.17,0.06,0.5,6,999999,{1259=1},100,,,,,,,,,,,,,,,,,,
15403,group_up_rmb1_5,,,6,,,10,10,0.05,0.015,0.5,15,15,{1259=1},100,,,,,,,,,,,,,,,,,,
15404,group_up_rmb1_5,,,160,,,,160,0.05,0.015,0.5,15,15,{1259=1},100,,,,,,,,,,,,,,,,,,
15411,group_up_rmb10_5,,4,1,,,,,,,,,,{205=3;1259=1;206=6},100,{205=4;1259=1;206=5},100,,,,,,,,,,,,,,,,
15412,group_up_rmb10_5,,0,2,,,20,,,,,,,{205=3;1259=1;206=6},150,{205=4;1259=1;206=5},100,{205=5;1259=1;206=4},50,{205=3;1259=2;206=5},30,{205=4;1259=2;206=4},20,{205=5;1259=2;206=3},10,{205=2;1259=3;206=5},,{205=3;1259=3;206=4},,{205=4;1259=3;206=3},,,
15413,group_up_rmb10_5,,0,22,,,,,,,,,,{1260=1;205=3;206=6},150,{1260=1;205=4;206=5},100,{1260=1;205=5;206=4},50,{1260=2;205=3;206=5},30,{1260=2;205=4;206=4},20,{1260=2;205=5;206=3},10,{1260=3;205=2;206=5},,{1260=3;205=3;206=4},,{1260=3;205=4;206=3},,,
15414,limit_box_rmb1_202309001,,3,10,,,,,,,,,,{150=1},100,,,,,,,,,,,,,,,,,,
15415,limit_box_rmb1_202309001,,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,,,,,,,,,
15416,limit_box_rmb10_202309001,,1,10,0.04,0.09,,19,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
15417,limit_box_rmb10_202309001,,1,10,0.08,0.15,1,11,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
15418,limit_box_rmb10_202309001,,1,10,0.2,0.3,1,5,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
15419,limit_box_rmb10_202309001,,1,10,0.06,0.12,,6,,,,,,{151=1;154=2;150=1;1101=1;153=1;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=2;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
15420,limit_box_rmb10_202309001,,1,10,0.2,0.3,1,2,,,,,,{151=1;154=2;150=1;1101=1;153=1;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=2;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
15421,limit_box_rmb10_202309001,,0,1,,,,,,,,,,{150=1;154=2;1101=1;153=2;160=1;152=3},100,{161=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{150=1;154=3;1101=1;153=1;160=1;152=3},100,{150=1;154=2;1101=1;153=1;160=1;152=4},100,{150=1;154=1;1101=1;153=2;160=1;152=4},100,{161=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,{161=1;154=2;1101=1;153=1;150=1;152=4},100,{150=1;154=3;1101=1;153=1;160=1;152=3},,,,,
15422,limit_box_rmb1_202310041,,3,10,,,,,,,,,,{150=1},100,,,,,,,,,,,,,,,,,,
15423,limit_box_rmb1_202310041,,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,,,,,,,,,
15424,limit_box_rmb10_202310041,,1,10,0.04,0.09,,19,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
15425,limit_box_rmb10_202310041,,1,10,0.08,0.15,1,11,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
15426,limit_box_rmb10_202310041,,1,10,0.2,0.3,1,5,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
15427,limit_box_rmb10_202310041,,1,10,0.06,0.12,,6,,,,,,{151=1;154=2;150=1;1101=1;153=1;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=2;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
15428,limit_box_rmb10_202310041,,1,10,0.2,0.3,1,2,,,,,,{151=1;154=2;150=1;1101=1;153=1;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=2;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
15429,limit_box_rmb10_202310041,,0,1,,,,,,,,,,{150=1;154=2;1101=1;153=2;160=1;152=3},100,{161=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{150=1;154=3;1101=1;153=1;160=1;152=3},100,{150=1;154=2;1101=1;153=1;160=1;152=4},100,{150=1;154=1;1101=1;153=2;160=1;152=4},100,{161=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,{161=1;154=2;1101=1;153=1;150=1;152=4},100,{150=1;154=3;1101=1;153=1;160=1;152=3},,,,,
15430,limit_rmb1_202310033,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{22510=1},150,,,,,,,,,,,,
15431,limit_rmb1_202310033,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
15432,limit_rmb1_202310033,,,80,,,1,73,0.1,0.05,0.4,9,99999,{22509=1},1,,,,,,,,,,,,,,,,,,
15433,limit_rmb1_202310033,,,155,,,999,144,0.1,0.05,0.4,9,71,{22509=1},1,,,,,,,,,,,,,,,,,,
15434,limit_rmb1_202311021,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{22510=1},150,,,,,,,,,,,,
15435,limit_rmb1_202311021,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
15436,limit_rmb1_202311021,,,80,,,1,73,0.1,0.05,0.4,9,99999,{22509=1},1,,,,,,,,,,,,,,,,,,
15437,limit_rmb1_202311021,,,155,,,999,144,0.1,0.05,0.4,9,71,{22509=1},1,,,,,,,,,,,,,,,,,,
15438,limit_box_rmb1_202311051,,3,10,,,,,,,,,,{150=1},100,,,,,,,,,,,,,,,,,,
15439,limit_box_rmb1_202311051,,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,,,,,,,,,
15440,limit_box_rmb10_202311051,,1,10,0.04,0.09,,19,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
15441,limit_box_rmb10_202311051,,1,10,0.08,0.15,1,11,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
15442,limit_box_rmb10_202311051,,1,10,0.2,0.3,1,5,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
15443,limit_box_rmb10_202311051,,1,10,0.06,0.12,,6,,,,,,{151=1;154=2;150=1;1101=1;153=1;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=2;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
15444,limit_box_rmb10_202311051,,1,10,0.2,0.3,1,2,,,,,,{151=1;154=2;150=1;1101=1;153=1;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=2;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
15445,limit_box_rmb10_202311051,,0,1,,,,,,,,,,{150=1;154=2;1101=1;153=2;160=1;152=3},100,{161=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{150=1;154=3;1101=1;153=1;160=1;152=3},100,{150=1;154=2;1101=1;153=1;160=1;152=4},100,{150=1;154=1;1101=1;153=2;160=1;152=4},100,{161=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,{161=1;154=2;1101=1;153=1;150=1;152=4},100,{150=1;154=3;1101=1;153=1;160=1;152=3},,,,,
15446,limit_rmb1_202312020,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{22512=1},150,,,,,,,,,,,,
15447,limit_rmb1_202312020,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
15448,limit_rmb1_202312020,,,80,,,1,73,0.1,0.05,0.4,9,99999,{22511=1},1,,,,,,,,,,,,,,,,,,
15449,limit_rmb1_202312020,,,155,,,999,144,0.1,0.05,0.4,9,71,{22511=1},1,,,,,,,,,,,,,,,,,,
15450,limit_box_rmb1_202312057,,3,10,,,,,,,,,,{150=1},100,,,,,,,,,,,,,,,,,,
15451,limit_box_rmb1_202312057,,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,,,,,,,,,
15452,limit_box_rmb10_202312057,,1,10,0.04,0.09,,19,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
15453,limit_box_rmb10_202312057,,1,10,0.08,0.15,1,11,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
15454,limit_box_rmb10_202312057,,1,10,0.2,0.3,1,5,,,,,,{162=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=2;160=1;152=3},100,{162=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
15455,limit_box_rmb10_202312057,,1,10,0.06,0.12,,6,,,,,,{151=1;154=2;150=1;1101=1;153=1;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=2;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
15456,limit_box_rmb10_202312057,,1,10,0.2,0.3,1,2,,,,,,{151=1;154=2;150=1;1101=1;153=1;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=2;160=1;152=3},100,{151=1;154=1;150=1;1101=1;153=1;160=1;152=4},100,,,,,,,,,,,,,,
15457,limit_box_rmb10_202312057,,0,1,,,,,,,,,,{150=1;154=2;1101=1;153=2;160=1;152=3},100,{161=1;150=1;154=2;1101=1;153=1;160=1;152=3},100,{150=1;154=3;1101=1;153=1;160=1;152=3},100,{150=1;154=2;1101=1;153=1;160=1;152=4},100,{150=1;154=1;1101=1;153=2;160=1;152=4},100,{161=1;150=1;154=1;1101=1;153=1;160=1;152=4},100,{161=1;154=2;1101=1;153=1;150=1;152=4},100,{150=1;154=3;1101=1;153=1;160=1;152=3},,,,,
15458,limit_rmb1_202401002,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{22514=1},150,,,,,,,,,,,,
15459,limit_rmb1_202401002,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
15460,limit_rmb1_202401002,,,80,,,1,73,0.1,0.05,0.4,9,99999,{22513=1},1,,,,,,,,,,,,,,,,,,
15461,limit_rmb1_202401002,,,155,,,999,144,0.1,0.05,0.4,9,71,{22513=1},1,,,,,,,,,,,,,,,,,,
15462,limit_rmb1_202402038,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{22516=1},150,,,,,,,,,,,,
15463,limit_rmb1_202402038,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
15464,limit_rmb1_202402038,,,80,,,1,73,0.1,0.05,0.4,9,99999,{22515=1},1,,,,,,,,,,,,,,,,,,
15465,limit_rmb1_202402038,,,155,,,999,144,0.1,0.05,0.4,9,71,{22515=1},1,,,,,,,,,,,,,,,,,,
15466,limit_rmb1_202403045,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{22518=1},150,,,,,,,,,,,,
15467,limit_rmb1_202403045,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
15468,limit_rmb1_202403045,,,80,,,1,73,0.1,0.05,0.4,9,99999,{22517=1},1,,,,,,,,,,,,,,,,,,
15469,limit_rmb1_202403045,,,155,,,999,144,0.1,0.05,0.4,9,71,{22517=1},1,,,,,,,,,,,,,,,,,,
15470,limit_rmb1_202403069,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{22520=1},150,,,,,,,,,,,,
15471,limit_rmb1_202403069,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
15472,limit_rmb1_202403069,,,80,,,1,73,0.1,0.05,0.4,9,99999,{22519=1},1,,,,,,,,,,,,,,,,,,
15473,limit_rmb1_202403069,,,155,,,999,144,0.1,0.05,0.4,9,71,{22519=1},1,,,,,,,,,,,,,,,,,,
15474,limit_rmb1_202404059,,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{22522=1},150,,,,,,,,,,,,
15475,limit_rmb1_202404059,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
15476,limit_rmb1_202404059,,,80,,,1,73,0.1,0.05,0.4,9,99999,{22521=1},1,,,,,,,,,,,,,,,,,,
15477,limit_rmb1_202404059,,,155,,,999,144,0.1,0.05,0.4,9,71,{22521=1},1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16000,limit_box_rmb1_80206,BidCứ sau 10 lần rút thăm liên tiếp - phải có phụ kiện và đạo cụ nâng cấp sao,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
16001,limit_box_rmb1_80206,Rút đơn thông thường - sản lượng cơ sở,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
16002,limit_box_rmb10_80206,Mười liên tiếp - đạo cụ mang màu tím - theo dõi với xác suất bình thường - 15 lần,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16003,limit_box_rmb10_80206,Mười liên tiếp - đạo cụ mang màu tím - ra khoảng 18 lần sau lần thứ tư,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16004,limit_box_rmb10_80206,10 lần liên tiếp - hết đạo cụ mang màu tím - hết khoảng 9 lần sau lần 4,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16005,limit_box_rmb10_80206,Mười liên tiếp - Vật liệu thức tỉnh phụ kiện - Xác suất bình thường tiếp theo - 11 lần,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16006,limit_box_rmb10_80206,Thập ty - Nguyên liệu thức tỉnh phụ kiện - khoảng 5 lần sau lần 2,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16007,limit_box_rmb10_80206,Mười thường xuyên,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16008,limit_rmb1_80240,red,0,1,,,,,,,,,,{201=1},,{1105=1},200,{1107=1},625,{22524=1},150,,,,,,,,,,,,
16009,limit_rmb1_80240,,,1,,,,3,0.15,0.05,0.4,5,10,{201=1},1,,,,,,,,,,,,,,,,,,
16010,limit_rmb1_80240,,,80,,,1,73,0.1,0.05,0.4,9,99999,{22523=1},1,,,,,,,,,,,,,,,,,,
16011,limit_rmb1_80240,,,155,,,999,144,0.1,0.05,0.4,9,71,{22523=1},1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16012,limit_box_rmb1_80242,BidCứ sau 10 lần rút thăm liên tiếp - phải có phụ kiện và đạo cụ nâng cấp sao,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
16013,limit_box_rmb1_80242,Rút đơn thông thường - sản lượng cơ sở,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
16014,limit_box_rmb10_80242,Mười liên tiếp - đạo cụ mang màu tím - theo dõi với xác suất bình thường - 15 lần,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
16015,limit_box_rmb10_80242,Mười liên tiếp - đạo cụ mang màu tím - ra khoảng 18 lần sau lần thứ tư,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
