VariableName,name,name_vn,name_en,name_th,name_in,name_ph,name_ma,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,extraOverlayLimit
2014,Tăng pháp phòng,Tăng pháp phòng,Increase magic defense,เพิ่มการป้องกันเวทมนตร์,Meningkatkan pertahanan sihir,Pagtaas ng depensa sa mahika,Meningkatkan pertahanan sihir,,,,specialDefence,,,,,,,,,,1,1,,,battle/buff_icon/logo_tf_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_tftg.png,,,,,,,,,,,,,,,,,,,,,,
2015,Giảm sát thương nhận vào,Giảm sát thương nhận vào,Reduce incoming damage,ลดความเสียหายที่ได้รับ,Mengurangi kerusakan yang diterima,Pagbawas ng natanggap na pinsala,Mengurangkan kerosakan yang diterima,,,,addHP,,,,,,,,,,2,3,,,,1,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,,
2016,Câm lặng,Câm lặng,Silence,ทำให้เงียบ,Diam,Patahimikin,Senyap,,,,damageSub,,,2,,,,,,,1,1,,,battle/buff_icon/logo_shjm_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmtg.png,,,,,,,,,,,,,,,,,,,,,,
2611,Giảm kháng phép,Giảm kháng phép,Reduce magic resistance,ลดความต้านทานเวทมนตร์,Mengurangi resistansi sihir,Pagbawas ng resistensya sa mahika,Mengurangkan ketahanan sihir,,,,specialDefence,,,,1313,,,,,,1,1,,,battle/buff_icon/logo_tf_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tfjd.png,,,,,,,,,,,,,,,,,,,,,,
2612,Giảm pháp công,Giảm pháp công,Reduce magic attack,ลดการโจมตีเวทมนตร์,Mengurangi serangan sihir,Pagbawas ng atake sa mahika,Mengurangkan serangan sihir,,,,specialDamage,,,,1302,,,,,,1,1,,,battle/buff_icon/logo_tg_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgjd.png,,,,,,,,,,,,,,,,,,,,,,
2613,Giảm công phép (bị động),Giảm công phép (bị động),Reduce magic attack (passive),ลดการโจมตีเวทมนตร์ (แบบพาสซีฟ),Mengurangi serangan sihir (pasif),Pagbawas ng atake sa mahika (passive),Mengurangkan serangan sihir (pasif),,,,silence,,,2,24,,,,,,,1,,,battle/buff_icon/logo_cm.png,,buff/chenmo/chenmo.skel,<chenmo_loop>,,,1,,{y=-320;x=0},,,,,,,,,,,,battle/txt/txt_cm.png,,,<0>,,,,,,,,,,,,,,,,,,,
2614,Giảm pháp công - Bị động,Giảm pháp công - Bị động,Reduce magic attack - Passive,ลดการโจมตีเวทมนตร์ - แบบพาสซีฟ,Mengurangi serangan sihir - Pasif,Pagbawas ng atake sa mahika - Passive,Mengurangkan serangan sihir - Pasif,,,,specialDamage,,,,,,,,,,1,1,,,battle/buff_icon/logo_tg_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgjd.png,,,,,,,,,,,,,,,,,,,,,,
2615,Tăng pháp công,Tăng pháp công,Increase magic attack,เพิ่มการโจมตีเวทมนตร์,Meningkatkan serangan sihir,Pagtaas ng atake sa mahika,Meningkatkan serangan sihir,,,,specialDamage,,,,1202,,,,,,1,1,,,battle/buff_icon/logo_tg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,,
2616,Hồi máu,Hồi máu,Healing,การฟื้นฟู,Penyembuhan,Pagpapagaling,Penyembuhan,,,,addHP,,,,,,,,,,1,3,,,,1,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,,
9011,sát thương,,,,,,,,,,strikeDamage,,,2,1212,,,,,,1,1,,,battle/buff_icon/logo_bjsh_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjshtg.png,,,,,,,,,,,,,,,,,,,,,,
9012,2 lượt,,,,,,,,,,,,,2,,,,,<1291203>,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9021,Sát thương vật lý,,,,,,,,,,damage,,,2,1202,,,,,,2,4,,,battle/buff_icon/logo_wg_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,,
9022,Speed tăng 15%,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{effectFuncs=<castBuff>;funcArgs=<<{cfgId=9021;prob=1;value=self:damage()*0.1;lifeRound=2;holder=2;caster=2}>>;triggerPoint=6;nodeId=1}>,,,,,,,,1,,,,,,,
9023,Choáng,,,,,,,,,,stun,,,2,21,,,,,,1,1,,,battle/buff_icon/logo_xy.png,1,buff/xuanyun/xuanyun.skel,<xuanyun_loop>,,,1,,{y=-320;x=0},,,,,,,,,,,,battle/txt/txt_xy.png,,,,,,,,,,,,,,,,,,,,,,
9031,Gây sát thương Sét,,,,,,,,,,,,,,5003,,,,,,1,1,,,battle/buff_icon/logo_gd.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_gd1.png,,,,,,,,,,,,,,,,,,,,,,
9032,Gây Tê liệt,,,,,,,,,,silence,,,2,27,,,,,,1,1,,,battle/buff_icon/logo_mb.png,1,buff/mabi/mabi.skel,<mabi_loop>,,,,,,,,,,,,,,,,,battle/txt/txt_mb.png,,,<0;1>,,,,,,,,,,,,,,,,,,,
9033,50% cơ hội gây sát thương,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{effectFuncs=<castBuff>;funcArgs=<<{cfgId=9031;prob=target2:hasBuffGroup(5003) and 1 or 0;value=target:curSkill():getTotalDamage()*0.15;lifeRound=1;holder=8;caster=1}>>;triggerPoint=8;nodeId=1}>,,,,,,,,,,,,,,,
9034,11 sao Tăng sát thương,,,,,,,,,,damage,,,,,,,,,,1,1,,,battle/buff_icon/logo_wg_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,,
9041,Tăng tỷ lệ chí mạng,,,,,,,,,,strike,,,,,,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,1,,,,,,,
9042,Tăng giảm sát thương vật lý,,,,,,,,,,physicalDamageSub,,,,,,,,,,2,5,,,battle/buff_icon/logo_wf_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wsjmtg.png,,,,,,,,,,,,,,,,,,,,,,
9043,Hồi máu,,,,,,,,,,beHealAdd,,,,1024,102,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_zlxgtg.png,,,,,,,,,,,,,,,,,,,,,,
9045,tăng chí mạng + tăng sát thương vật lí,,,,,,,,,,,,,,,,,,,,2,5,,,battle/buff_icon/logo_wf_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wsjmtg.png,,,,,,,<{effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=9041;prob=1;value=0.3;lifeRound=2;holder=2;caster=2}>;<{cfgId=9042;prob=1;value=self:damage()*0.2;lifeRound=2;holder=2;caster=2}>>;triggerPoint=1;nodeId=1}>,,,,,,,,,,,,,,,
9046,Hồi máu choáng,,,,,,,,,,beHealAdd,,,,1024,102,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_zlxgtg.png,,,,,,,"<{effectFuncs=<castBuff>;triggerPoint=18;funcArgs=<<{cfgId=9043;prob=1;value=self:hpMax()*0.15;lifeRound=1;holder=2;caster=2}>>;onSomeFlag=<lessThan(self:hp()/self:hpMax(), 0.3)>;nodeId=1}>",,,,,,,,,,,,,,,
9047,hooif chieeu,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1};{effectFuncs=<castBuff>;onSkillType=2;funcArgs=<<{cfgId=400200512;prob=1;value=1;lifeRound=1;holder=1;caster=1}>>;triggerPoint=8;nodeId=1}>,,,,,,,<{type=2;limit=1}>,,,,,,,,
9048,8 sao:Tăng 30% sát thương vật lý,,,,,,,,,,physicalDamageSub,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{effectFuncs=<castBuff>;funcArgs=<<{caster=2;value=((moreEqualThan(self:star(),8) and 1 or 0)*self:damage()*0.3);lifeRound=1;cfgId=9042;holder=1}>>;triggerPoint=1;nodeId=1}>",,,,,,,<{type=2;limit=1}>,,,,,,,,
9103,Giảm Tầm Nhìn,,,,,,,,,,damageHit,,,2,1612,,,,,,1,1,,,battle/buff_icon/logo_zm.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_zm1.png,,,,,,,,,,,,,,,,,,,,,,
9104,Sát thương thêm khi nhanh hơn,,,,,,,,,,damageAdd,,,,1222,,,,,,2,2,,,battle/buff_icon/logo_shjc_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_shtg.png,,,,,,,,,,,,,,,,,,,,,,
9105,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjd.png,,,,,,,<{effectFuncs=<castBuff>;funcArgs=<<{cfgId=9103;prob=1;value=self:curSkill():getTotalDamage()*0.1;lifeRound=1;holder=1;caster=2}>>;triggerPoint=6;onSomeFlag=<(self:speed()>target:speed()) and 1 or 0>;nodeId=1}>,,,,,,,,,,,,,,,
9106,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{effectFuncs=<castBuff>;funcArgs=<<{cfgId=9104;prob=0.3;value=self:damage()*0.2;lifeRound=1;holder=1;caster=2}>>;triggerPoint=10;onSomeFlag=<(self:speed()>target:speed()) and 1 or 0>;nodeId=1}>,,,,,,,,,,,,,,,
9203,,,,,,,,,,,buffDamage,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,<{processId=10}>,,,,,,,,,,,,,,,,,,,
9204,,,,,,,,,,,damageByHpRate,,,,,,,,,,1,1,,,battle/buff_icon/logo_bq.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_bq.png,,,,,,,,,,,,,,,,,,,,,,
9205,,,,,,,,,,,buffDamage,,,2,1541,,,,,,2,5,,,battle/buff_icon/logo_rh.png,,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,,,,,,,,,,,,,,,,,battle/txt/txt_rh.png,,,<{damageType=2;processId=15}>,,,,<{nodeId=0;triggerPoint=5}>,,,,,,,,,,,,,,,
9304,Tăng tỷ lệ né tránh,,,,,,,,,,damageDodge,,,2,1601,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9305,Giáp,,,,,,,,,,defence,,,2,1303,,,,,,1,1,,,battle/buff_icon/logo_wf_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wstg.png,,,,,,,,,,,,,,,,,,,,,,
9306,Choáng,,,,,,,,,,stun,,,2,21,,,,,,1,1,,,battle/buff_icon/logo_xy.png,1,buff/xuanyun/xuanyun.skel,<xuanyun_loop>,,,1,,{y=-320;x=0},,,,,,,,,,,,battle/txt/txt_xy.png,,,,,,,,,,,,,,,,,,,,,,
9307,Tăng sát thương vật lý,,,,,,,,,,physicalDamageAdd,,,2,1202,,,,,,1,1,,FALSE,battle/buff_icon/logo_bjsh_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wstg.png,,,,,,,,,,,,,,,,,,,,,,
9308,Tăng phản đòn,,,,,,,,,,rebound,,,2,,,,,,,1,1,,,battle/buff_icon/logo_fs.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9309,,,,,,,,,,,,,,2,,,,,,,1,1,,,battle/buff_icon/logo_wf_down.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wfjd.png,,,,,,,<{effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=9304;prob=1;value=-2500;lifeRound=1;holder=1;caster=2}>;<{cfgId=9305;prob=1;value=-target:defence()*0.15;lifeRound=1;holder=1;caster=2}>>;triggerPoint=1;nodeId=1}>,,,,,,,,,,,,,,,
9310,,,,,,,,,,,,,,2,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=0;triggerPoint=1};{effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=9307;prob=1;value=self:damage()*0.2;lifeRound=2;holder=2;caster=1}>;<{cfgId=9308;prob=1;value=4000;lifeRound=2;holder=2;caster=1}>>;triggerPoint=1;nodeId=1}>,,,,,,,,,,,,,,,
9311,,,,,,,,,,,,,,2,,,,,,,1,1,,,battle/buff_icon/logo_wg_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wstg.png,,,,,,,<{effectFuncs=<castBuff;castBuff>;funcArgs=<<{cfgId=9411;prob=1;value=self:hpMax()*0.3;lifeRound=2;holder=1;caster=2}>;<{cfgId=9308;prob=1;value=6000;lifeRound=2;holder=1;caster=2}>>;triggerPoint=1;nodeId=1}>,,,,,,,,,,,,,,,
9312,Dùng đếm địch,,,,,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9403,Tăng tỷ lệ né tránh,,,,,,,,,,damageDodge,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9406,Tăng tốc độ,,,,,,,,,,speed,,,,1201,,,,,,1,1,,,battle/buff_icon/logo_sd_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,,,,,,,,,,,,,,
9407,Tăng sát thương,,,,,,,,,,damageAdd,,,,1202,,,,,,1,1,,,battle/buff_icon/logo_shjc_up.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_shtg.png,,,,,,,,,,,,,,,,,,,,,,
9408,Vô niệm,,,,,,,,,,,,,2,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{effectFuncs=<castBuff>;funcArgs=<<{cfgId=9403;prob=1;value=1500;lifeRound=2;holder=1;caster=2}>>;triggerPoint=1;nodeId=1}>,,,,,,,,,,,,,,,
9409,Vô Ảnh,,,,,,,,,,,,,2,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{effectFuncs=<castBuff;castBuff>;triggerPoint=1;funcArgs=<<{cfgId=9406;prob=1;value=self:speed()*0.3;lifeRound=2;holder=2;caster=2}>;<{cfgId=9407;prob=1;value=self:damage()*0.15;lifeRound=2;holder=2;caster=2}>>;onSomeFlag=<lessThan(self:hp()/self:hpMax(),0.4)>;nodeId=1}>",,,,,,,<{type=1;limit=1}>,,,,,,,,
9410,Tăng sát thương vật lý,,,,,,,,,,specialDefence,,,2,1303,,,,,,1,1,,,battle/buff_icon/logo_tf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tftg.png,,,,,,,,,,,,,,,,,,,,,,
9411,Lá chắn,,,,,,,,,,shield,,,2,11,,,,,,1,1,,,battle/buff_icon/logo_hd.png,1,buff/hudun/hudun.skel,<hudun_loop>,,,,,,,,,,,,,,,,,battle/txt/txt_hd.png,,,,,,,,,,,,,,,,,,,,,,
9412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{effectFuncs=<castBuff>;funcArgs=<<{cfgId=9413;prob=(getNowRound()%2 == 0) and 1 or 0;value=0;lifeRound=99;holder=1;caster=2}>>;triggerPoint=5;nodeId=1}>,,,,,,,,,,,,,,,
9413,xoá hiệu ứng xấu,,,,,,,,,,qusan,,,,10005,,,,,<1;1>,1,1,,,,,buff/qusan/qusan.skel,<qusan>,,,,,,,,,,,,,,,,,battle/txt/txt_qs.png,,,,,,,,,,,,,,,,,,,,,,
11221,Charmander,Charmander,Charmander,Charmander,Charmander,Charmander,Charmander,,,,buffDamage,,,2,1500,,,,,,2,5,,,battle/buff_icon/logo_zs.png,,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,,,,,,,,,,,,,,,,,battle/txt/txt_zs1.png,,,<{damageType=1;processId=3}>,,,,<{nodeId=0;triggerPoint=5}>,,,,,,,,,,,,,,,
11222,Charmander,Charmander,Charmander,Charmander,Charmander,Charmander,Charmander,,,,specialDamage,,,,1202,,,,,,1,1,,,battle/buff_icon/logo_tg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,,
11223,Charmander,Charmander,Charmander,Charmander,Charmander,Charmander,Charmander,,,,defence,,,,1303,,,,,,1,1,,,battle/buff_icon/logo_wf_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wfjd.png,,,,,,,,,,,,,,,,,,,,,,
11224,Charmander,Charmander,Charmander,Charmander,Charmander,Charmander,Charmander,,,,specialDefence,,,,1303,,,,,,1,1,,,battle/buff_icon/logo_tf_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tfjd.png,,,,,,,,,,,,,,,,,,,,,,
11225,Charmander,Charmander,Charmander,Charmander,Charmander,Charmander,Charmander,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,"<{effectFuncs=<castBuff>;funcArgs=<<{cfgId=11229;caster=8;value=1000;lifeRound=1;holder=2;prob=self2:hasBuffGroup(1500,1510,1520) and 1 or 0}>>;nodeId=1;triggerPoint=7};{effectFuncs=<castBuff;castBuff>;funcArgs=<<{caster=2;value=0;lifeRound=1;holder=2;cfgId=11230}>;<{cfgId=11228;caster=2;value=self:specialDamage()*0.3;lifeRound=2;holder=8;prob=target2:hasBuffGroup(1500,1510,1520) and self:flagZ4() and 1 or 0}>>;nodeId=2;triggerPoint=8}>",,,,,TRUE,,,1,,,,,,,
11226,Charmander,Charmander,Charmander,Charmander,Charmander,Charmander,Charmander,,,,specialDamage,,,,1202,,,,,,1,1,,,battle/buff_icon/logo_tg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,,
11227,Charmander,Charmander,Charmander,Charmander,Charmander,Charmander,Charmander,,,,speed,,,2,1211,,,,,,1,1,,,battle/buff_icon/logo_sd_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,,,,,,,,,,,,,,
11228,Charmander,Charmander,Charmander,Charmander,Charmander,Charmander,Charmander,,,,buffDamage,,,2,1500,,,,,,2,5,,,battle/buff_icon/logo_zs.png,,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,,,,,,,,,,,,,,,,,battle/txt/txt_zs1.png,,,<{damageType=1;processId=3}>,,,,<{nodeId=0;triggerPoint=5}>,,,,,,,,,,,,,,,
11229,Charmander,Charmander,Charmander,Charmander,Charmander,Charmander,Charmander,,,,specialDefenceIgnore,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11230,Charmander,Charmander,Charmander,Charmander,Charmander,Charmander,Charmander,,,,,,,,,,,,<11229>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11411,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,,,,buffDamage,,,2,1500,,,,,,2,5,,,battle/buff_icon/logo_zs.png,,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,,,,,,,,,,,,,,,,,battle/txt/txt_zs1.png,,,<{damageType=2;processId=15}>,,,,<{nodeId=0;triggerPoint=5}>,,,,,,,,,,,,,,,
11412,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,,,,damage,,,,1202,,,,,,1,1,,,battle/buff_icon/logo_wg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,,
11413,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,,,,buffDamage,,,2,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,<{damageType=0;processId=3}>,,,,,,,,,,,,,,,,,,,
11414,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,,,,longhuo,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11415,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,,,,damage,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,,,,,,,,
11416,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,,,,buffDamage,,,2,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,<{damageType=0;processId=3}>,,,,,,,,,,,,,,,,,,,
11417,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,Mega Charizard Y,,,,strike,,,,1212,,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,,
11511,Hồi sinh,Hồi sinh,Revive,ฟื้นคืนชีพ,Revive,Buhay na muli,Kebangkitan semula,,,,buffDamage,,,2,1500,,,,,,2,5,,,battle/buff_icon/logo_zs.png,,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,,,,,,,,,,,,,,,,,battle/txt/txt_zs1.png,,,<{damageType=2;processId=15}>,,,,<{nodeId=0;triggerPoint=5}>,,,,,,,,,,,,,,,
11512,Hồi sinh,Hồi sinh,Revive,ฟื้นคืนชีพ,Revive,Buhay na muli,Kebangkitan semula,,,,specialDamage,,,,1202,,,,,,1,1,,,battle/buff_icon/logo_tg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,,,,,,,,
11513,Hồi sinh,Hồi sinh,Revive,ฟื้นคืนชีพ,Revive,Buhay na muli,Kebangkitan semula,,,,speed,,,2,1211,,,,,,1,1,,,battle/buff_icon/logo_sd_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,,,,,,,,,,,,,,
11514,Hồi sinh,Hồi sinh,Revive,ฟื้นคืนชีพ,Revive,Buhay na muli,Kebangkitan semula,,,,,,,2,1303,,,,,,1,1,,,battle/buff_icon/logo_hxys.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_hxys.png,,,,,,,"<{effectFuncs=<castBuff>;funcArgs=<<{cfgId=11515;caster=2;value=moreEqualThan(self:star(),11) and 3000 or 1500;lifeRound=1;holder=1;prob=target:attackerSkill():getNatureType()==2 and 1 or 0}>>;nodeId=1;triggerPoint=14}>",,,,,,,,,,,,,,,
11515,Hồi sinh,Hồi sinh,Revive,ฟื้นคืนชีพ,Revive,Buhay na muli,Kebangkitan semula,,,,damageDeepen,,,2,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{delSelfWhenTriggered=2;nodeId=0;triggerPoint=1}>,,,,,,,,,,,,,,,
11516,Hồi sinh,Hồi sinh,Revive,ฟื้นคืนชีพ,Revive,Buhay na muli,Kebangkitan semula,,,,otherBuffEnhance,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11517,Hồi sinh,Hồi sinh,Revive,ฟื้นคืนชีพ,Revive,Buhay na muli,Kebangkitan semula,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{effectFuncs=<castBuff>;funcArgs=<<{caster=2;value=1;lifeRound=1;holder={input=selfForce()|nodead;process=setSelectAttr({""damage"",""specialDamage""},""max"")|attr(""selectAttr"",""max"",1)};cfgId=11518}>>;nodeId=1;triggerPoint=3}>",,,,,,,,,,,,,,,
11518,Hồi sinh,Hồi sinh,Revive,ฟื้นคืนชีพ,Revive,Buhay na muli,Kebangkitan semula,,,,,,,2,,,,,,,1,1,,,battle/buff_icon/logo_yh.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_yh.png,,,,,,,<{effectFuncs=<castBuff>;funcArgs=<<{caster=2;value=self:specialDamage()*0.3;lifeRound=2;holder=8;cfgId=11511}>>;nodeId=1;triggerPoint=8}>,,2,,,,,,,,,,,,,
11519,Hồi sinh,Hồi sinh,Revive,ฟื้นคืนชีพ,Revive,Buhay na muli,Kebangkitan semula,,,,,,,,,,,,,,1,1,,,battle/buff_icon/logo_zsqdtg.png,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_zsqdtg.png,,,,,,,,,,,,,,,,,,,,,,
12711,Hồi máu bị động,Hồi máu bị động,Passive healing,การฟื้นฟูแบบพาสซีฟ,Penyembuhan pasif,Passive na pagpapagaling,Penyembuhan pasif,,,,reborn,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,battle/txt/txt_fh.png,,,,,,,<{nodeId=0;triggerPoint=12};{effectFuncs=<castBuff>;funcArgs=<<{bond=1;caster=2;value=0;lifeRound=99;holder=1;cfgId=1020002}>>;nodeId=1;triggerPoint=28}>,,,0,,,,<{type=1;limit=1}>,1,,,,,,,
12712,Hồi máu khi đốt cháy,Hồi máu khi đốt cháy,Healing when burned,การฟื้นฟูเมื่อถูกเผา,Penyembuhan saat terbakar,Pagpapagaling kapag nasusunog,Penyembuhan apabila terbakar,,,,addHP,,,,,,,,,,1,1,,,,1,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,,
12713,Đốt cháy,Đốt cháy,Burn,เผา,Terbakar,Nasusunog,Terbakar,,,,buffDamage,,,2,1520,,,,,,2,5,,,battle/buff_icon/logo_zs.png,,buff/zhuoshao/zhuoshao.skel,<zhuoshao_loop_top>,,,,,,,,,,,,,,,,,battle/txt/txt_zs1.png,,,<{damageType=2;processId=15}>,,,,<{nodeId=0;triggerPoint=5}>,,,,,,,,,,,,,,,
