VariableName,eventID,_name,delay,sound,damageSeg,hpSeg,segInterval,shaker,music,zOrder ,move,show,effectType,effectRes,effectArgs,otherEventIDs,follow,onlyTargetShow,jumpFlag,control,confuseIt,zOrder
9411,700111,,,,<0.3;0.3;0.4>,,<0;100;100>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
9421,700121,,,,<0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125>,,<0;150;150;150;150;150;150;150>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=25;interval=0},,,,,1,dijia/effect_dijia_1.json,{scale=0.4;screenPos=1;offsetY=250;addTolayer=1;aniLoop=True;zorder=99;offsetX=0;delay=0;aniName=skill1_loop;lastTime=1300},,,,,{lifeBar={show=True}},,
9431,700131,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;100;100;100;100;100;150;150;150>,{isRepeat=True;endT=100;beginT=0;count=1;disy=40;disx=30;interval=0},,,,,,,,,,,,,,
10111,10111,,,,<0.25;0.25;0.25;0.25>,,<0;200;200;200>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
10121,10121,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
10131,10131,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;300;300;300;300;300;300;300;300;300>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
10211,10211,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
10221,10221,,,,<0.25;0.25;0.25;0.25>,,<0;566.6;300;233.3>,,,,,,,,,,,,,{lifeBar={show=True}},,
10231,10231,,,,<0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125>,,<0;366.6;433.3;366.6;433.3;366.6;433.3;366.6>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
11111,11111,,,,<0.3;0.3;0.4>,,<0;100;66.6>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
11121,11121,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
11131,11131,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3;133.3>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
11211,11211,,,,<0.15;0.15;0.15;0.15;0.2;0.2>,,<0;133.3;133.3;133.3;133.3;133.3>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
11221,11221,,,,<0.3;0.3;0.4>,,<0;66.6;66.6>,,,,,,,,,,,,,{lifeBar={show=True}},,
11231,11231,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;66.6;100;300;66.6;100>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
11311,11311,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
11321,11321,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
11331,11331,,,,<0.3;0.3;0.4>,,<0;66.6;100>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
12111,12111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
12121,12121,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
12131,12131,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
12211,12211,,,,<0.25;0.25;0.25;0.25>,,<0;266.6;333.3;300>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
12221,12221,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
12231,12231,,,,<0.5;0.5>,,<0;900>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
12311,12311,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
12321,12321,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
12331,12331,,,,<0.1;0.1;0.2;0.2;0.4>,,<0;150;1419;363;1188>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
13111,13111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
13121,13121,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
13131,13131,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;200;200;200;200>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
13132,13132,,,,,,,,,,,<{hide=True;lastTime=5900;delay=0}>,,,,<90;173092>,,,,,,<{zorder=-999;lastTime=6000;delay=0}>
13133,13133,,,,,,,,,,,,1,koudai_beijing/yewan.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=pibaobao_skill2;offsetX=-100;delay=0;zorder=100;lastTime=7800},,,,,,,
13211,13211,,,,<0.3;0.3;0.4>,,<0;200;200>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
13221,13221,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
13231,13231,,,,<0.1;0.2;0.1;0.2;0.1;0.2;0.1>,,<0;333.3;200;200;200;200;200>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
13232,13232,,,,,,,,,,<{t=0;x=800;delay=0};{t=800;x=0;delay=4000}>,<{hide=True;lastTime=4000;delay=0}>,,,,<90;35092;35093>,,,,,,<{zorder=-999;lastTime=10966.67;delay=0}>
13233,13233,,,,,,,,,,,,1,koudai_beijing/yewan.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=pipi_skill2;offsetX=0;delay=0;zorder=100;lastTime=10966.67},,,,,,,
13234,13234,,,,,,,,,,,,1,koudai_beijing/moren_bj.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=pipi_skill2;offsetX=0;delay=0;zorder=10;lastTime=10966.67},,,,,,,
13311,13311,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
13321,13321,,,,<0.25;0.25;0.25;0.25>,,<0;200;200;200>,,,,,,,,,,,,,{lifeBar={show=True}},,
13331,13331,,,,<0.5;0.5>,,<0;2133.3>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
13332,13332,,,,,,,,,,<{t=0;x=-600;delay=0}>,<{hide=True;lastTime=300;delay=0};{hide=True;lastTime=5600;delay=12700}>,,,,<90;36092;36093>,,,,,,<{zorder=-999;lastTime=14566.67;delay=0}>
13333,13333,,,,,,,,,,,,1,koudai_beijing/yinghua.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=1;aniLoop=False;aniName=pikexi_skill2;offsetX=0;delay=0;zorder=999;lastTime=9566.6},,,,,,,
13334,13334,,,,,,,,,,,,1,koudai_pikexi/hero_pikexi.skel,{scale=0.75;screenPos=0;offsetY=-250;addTolayer=-1;aniLoop=False;aniName=skill2_bottom;offsetX=0;delay=0;zorder=99;lastTime=9566.6},,,,,,,
15111,15111,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;266.6;266.6;266.6;266.6>,,,,,,,,,,,,,{lifeBar={show=True}},,
15121,15121,,,,<0.5;0.5>,,<0;500>,,,,,,,,,,,,,{lifeBar={show=True}},,
15131,15131,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;366.6;400;400;400;400;400;400;233.3>,,,,,,,,,,,,,,,
15211,15211,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;200;200;200;200>,,,,,,,,,,,,,{lifeBar={show=True}},,
15221,15221,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;200;200;200;533.3>,,,,,,,,,,,,,{lifeBar={show=True}},,
15231,15231,,,,<0.05;0.05;0.05;0.05;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;400;333.3;333.3;333.3;333.3;333.3;333.3;333.3;333.3;333.3;366.6>,,,,,,,,,,,,,,,
15232,15232,,,,,,,,,,,,,,,<90;39091>,,,,,,
15233,15233,,,,,,,,,,,,1,koudai_beijing/wutai3.skel,{scale=0.64;screenPos=0;offsetY=-50;addTolayer=-1;aniLoop=False;aniName=pangding_skill2;offsetX=0;delay=0;zorder=2;lastTime=9466.6},,,,,,,
15311,15311,,,,<0.3;0.3;0.4>,,<0;266.6;266.6>,,,,,,,,,,,,,{lifeBar={show=True}},,
15321,15321,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;166.6;166.6;166.6;933.3>,,,,,,,,,,,,,{lifeBar={show=True}},,
15331,15331,,,,<0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.05;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;300;300;300;300;300;300;300;300;300;300;300;300;300>,,,,,,,,,,,,,,,
15611,15611,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
15621,15621,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;133;133;133;133;133;133;133;133>,,,,,,1,shenle/shenle_skill.json,{scale=1;screenPos=1;offsetY=0;addTolayer=1;aniLoop=True;zorder=99;offsetX=0;delay=0;aniName=skill1_loop;lastTime=1500},,,,,{lifeBar={show=True}},,
15631,15631,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;133;133;133;133;133;133;133;133>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,1,shenle/shenle_skill.json,{scale=1;screenPos=0;offsetY=0;addTolayer=1;aniLoop=True;zorder=99;offsetX=600;delay=0;aniName=skill2_loop;lastTime=1500},,,,,,,
16111,16111,,,,<0.5;0.5>,,<0;133.2>,,,,,,,,,,,,,{lifeBar={show=True}},,
16121,16121,,,,<0.25;0.25;0.25;0.25>,,<0;166.6;233.1;366.3>,,,,,,,,,,,,,{lifeBar={show=True}},,
16131,16131,,,,<0.3;0.3;0.4>,,<0;1198.8;699.3>,,,,,,,,,,,,,,,
16211,16211,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
16221,16221,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
16231,16231,,,,<0.5;0.5>,,<0;466.2>,,,,,,,,,,,,,,,
17111,17111,,,,<0.5;0.5>,,<30;115>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
17121,17121,,,,<0.2;0.2;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;120;420;125;125;125;125;125>,,,,<{y=100;t=60;delay=0};{y=130;t=440;delay=60};{y=0;t=100;delay=1550}>,,,,,,,,,{lifeBar={show=True}},,
17131,17131,,,,<0.5;0.5>,,<140;150>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
17211,17211,,,,<0.25;0.25;0.5>,,<0;100;100>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
17221,17221,,,,<0.25;0.25;0.25;0.25>,,<0;100;100;100>,,,,,,,,,,,,,{lifeBar={show=True}},,
17231,17231,,,,<0.5;0.5>,,<0;250>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
17311,17311,,,,<0.25;0.25;0.5>,,<0;100;100>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
17321,17321,,,,<0.1;0.1;0.1;0.2;0.2;0.3>,,<0;160;160;495;120;75>,,,,,,,,,,,,,{lifeBar={show=True}},,
17331,17331,,,,<0.5;0.5>,,<100;550>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
19111,19111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
19121,19121,,,,<0.5;0.3;0.2>,,<0;400;500>,,,,,,,,,,,,,{lifeBar={show=True}},,
19131,19131,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;200;200;200;200;200;200;200;200;200>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
19211,19211,,,,<0.5;0.3;0.2>,,<0;200;166.6>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
19221,19221,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
19231,19231,,,,<0.5;0.1;0.1;0.1;0.1;0.1>,,<0;600;200;200;200;200>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
22111,22111,,,,<0.3;0.3;0.4>,,<0;200;330>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
22121,22121,,,,<0.3;0.3;0.4>,,<0;200;200>,,,,,,,,,,,,,{lifeBar={show=True}},,
22131,22131,,,,<0.1;0.2;0.3;0.4>,,<0;200;200;200>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
22211,22211,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
22221,22221,,,,<0.5;0.5>,,<0;200>,,,,,,,,,,,,,{lifeBar={show=True}},,
22231,22231,,,,<0.1;0.2;0.3;0.4>,,<0;200;200;200>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
22232,22232,,,,,,,,,,<{t=0;scale=0.5;delay=0;y=140;absX=1400;teamClose=0.5}>,<{hide=True;lastTime=6237;delay=0}>,,,,<90;55091;55092>,,,,,,
22233,22233,,,,,,,,,,,,1,koudai_beijing/haian.skel,{scale=0.55;screenPos=0;offsetY=-150;addTolayer=-1;aniLoop=False;aniName=gedaya_skill2;offsetX=0;delay=0;zorder=2;lastTime=8745},,,,,,,
22234,22234,,,,,,,,,,,,1,koudai_beijing/yewan.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=gedaya_skill2;offsetX=0;delay=0;zorder=1;lastTime=8745},,,,,,,
23111,23111,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;200;200;233.3;166.6>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
23121,23121,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
23131,23131,,,,<0.25;0.25;0.25;0.25>,,<0;566.6;733.3;533.3>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
23211,23211,,,,<0.5;0.5>,,<0;360>,{isRepeat=True;endT=100;beginT=0;count=1;disy=15;disx=15;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
23221,23221,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
23231,23231,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;200;200;200;200;200;200;200;200;330>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=50;interval=0},,,,,,,,,,,,,,
24111,24111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
24121,24121,,,,<0.2;0.3;0.5>,,<0;280;280>,,,,,,,,,,,,,{lifeBar={show=True}},,
24131,24131,,,,<0.4;0.3;0.3>,,<0;700;200>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
24132,24132,,,,,,,,,,<{absY=420;scale=0.4;delay=0;t=0;rot=0;absX=2700};{absY=620;scale=0.7;delay=3300;t=1122;rot=0;absX=1630};{absY=-50;scale=3;delay=4455;t=0;rot=0;absX=1230};{absY=250;scale=1.2;delay=5254;t=0;rot=-15;absX=1430}>,<{hide=True;lastTime=3300;delay=0}>,,,,<90;58091;58092>,,,,,,
24133,24133,,,,,,,,,,,,1,koudai_beijing/sudu_bj.skel,{scale=0.75;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=kadigou_skill2;offsetX=0;delay=0;zorder=999;lastTime=6660},,,,,,,
24134,24134,,,,,,,,,,,,1,koudai_beijing/shandi.skel,{scale=0.65;screenPos=0;offsetY=0;addTolayer=-1;aniLoop=False;aniName=kadigou_skill2;offsetX=0;delay=0;zorder=99;lastTime=6660},,,,,,,
24211,24211,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
24221,24221,,,,<0.25;0.25;0.25;0.25>,,<0;5;5;5>,,,,,,,,,,,,,{lifeBar={show=True}},,
24231,24231,,,,<0.2;0.2;0.2;0.1;0.1;0.1;0.1>,,<0;133.3;133.3;133.3;133.3;133.3;133.3>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
26111,26111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
26121,26121,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
26131,26131,,,,<0.5;0.5>,,<0;150>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
26132,26132,,,,,,,,,,<{t=0;scale=0.7;delay=1300;y=-140;rot=0;x=-330}>,<{hide=True;lastTime=300;delay=1300}>,,,,,,,,,,
26211,26211,,,,<0.5;0.5>,,<0;466.6>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
26221,26221,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
26231,26231,,,,<0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125>,,<0;166.6;133.3;166.6;166.6;200;166.6;166.6>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
26311,26311,,,,<0.25;0.25;0.25;0.25>,,<0;150;150;150>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,1,dashe/effect_dashe_0.json,{scale=0.5;screenPos=1;offsetY=300;addTolayer=-1;aniLoop=False;zorder=99;offsetX=0;delay=0;aniName=skill0;lastTime=500},,,,,{lifeBar={show=True}},,
26321,26321,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.4>,,<0;200;200;200;200;200;500>,,,,,,1,dashe/effect_dashe_1.json,{scale=0.2;screenPos=1;offsetY=150;addTolayer=1;aniLoop=False;zorder=99;offsetX=0;delay=0;aniName=skill1_loop;lastTime=1500},,,,,{lifeBar={show=True}},,
26331,26331,,,,<0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125>,,<0;200;200;200;200;250;250;250>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,1,dashe/effect_dashe_2.json,{scale=0.2;screenPos=0;offsetY=0;addTolayer=1;aniLoop=True;zorder=99;offsetX=600;delay=0;aniName=skill2_loop;lastTime=1500},,,,,,,
26411,26411,,,,<0.25;0.25;0.25;0.25>,,<0;100;66.6;100>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
26421,26421,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;133.3;133.3;100;133.3;133.3>,,,,,,,,,,,,,{lifeBar={show=True}},,
26431,26431,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;633.3;700;200;133.3;133.3>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
26432,26432,,,,,,,,,,<{t=0;scale=0.5;delay=5900;y=-250;x=-500;teamClose=0.1}>,,,,,<90;65192>,,,,,,<{zorder=999;lastTime=2000;delay=5930}>
26433,26433,,,,,,,,,,,,1,koudai_hudimega/hero_hudimega_guang.skel,{screenPos=0;offsetY=0;addTolayer=1;aniLoop=False;aniName=hudimega_skill2;offsetX=-200;lastTime=8333.3;zorder=9},,,,,,,
27111,27111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
27121,27121,,,,<0.3;0.3;0.4>,,<0;200;200>,,,,,,,,,,,,,{lifeBar={show=True}},,
27131,27131,,,,<0.1;0.1;0.1;0.1;0.2;0.2;0.2>,,<0;666.6;400;300;366.6;900;1200>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
27211,27211,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
27221,27221,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
27231,27231,,,,<0.5;0.5>,,<0;100>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
27232,27232,,,,,,,,,,<{t=0;scale=0.5;delay=3100};{t=600;x=0;delay=3500;y=2200};{t=600;scale=1;delay=4500;y=0;rot=0;x=0}>,<{hide=True;lastTime=1200;delay=4300}>,,,,,,,,,,
27311,27311,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
27321,27321,,,,<0.3;0.3;0.4>,,<0;133;133>,,,,,,,,,,,,,{lifeBar={show=True}},,
27331,27331,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;250;250;250;250>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,1,jietoubawang/effect_jietoubawang_2.json,{scale=0.4;screenPos=1;offsetY=150;addTolayer=1;aniLoop=True;zorder=99;offsetX=50;delay=0;aniName=skill2_loop;lastTime=1200},,,,,,,
28111,28111,,,,<0.25;0.25;0.25;0.25>,,<0;200;266.6;333.3>,,,,,,,,,,,,,{lifeBar={show=True}},,
28121,28121,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
28131,28131,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;400;533.3;100;100;100;100;100;100>,,,,,,,,,,,,,,,
28211,28211,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
28221,28221,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
28231,28231,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;133.3;133.3;133.3;133.3>,,,,,,,,,,,,,,,
28311,28311,,,,<0.5;0.5>,,<0;200>,,,,,,,,,,,,,{lifeBar={show=True}},,
28321,28321,,,,<1>,,<0>,,,,,,,,,,,,,{lifeBar={show=True}},,
28331,28331,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;700;466.6;700;1900>,,,,,,,,,,,,,,,
28332,28332,,,,,,,,,,,,,,,,,,,,,
30111,30111,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
30121,30121,,,,<0.1;0.1;0.1;0.1;0.2;0.2;0.2>,,<0;366.6;133.3;133.3;133.3;133.3;500>,,,,,,,,,,,,,{lifeBar={show=True}},,
30131,30131,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.2>,,<0;133.3;133.3;133.3;133.3;166.6;166.6;166.6;166.6>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
30211,30211,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
30221,30221,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;266.6;300;333.3;333.3;266.6>,,,,,,,,,,,,,{lifeBar={show=True}},,
30231,30231,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.15;0.15>,,<0;233.3;233.3;233.3;233.3;233.3;233.3;233.3;366.6>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
30311,30311,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
30321,30321,,,,<0.5;0.5>,,<0;566.6>,,,,,,,,,,,,,{lifeBar={show=True}},,
30331,30331,,,,<1>,,<0>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
30332,30332,,,,,,,,,,,<{hide=True;lastTime=3966.6;delay=0}>,,,,<90;76092>,,,,,,
30333,30333,,,,,,,,,,,,1,koudai_beijing/sudu_bj.skel,{aniName=longlongyan_skill2;screenPos=0;lastTime=7133.3;addTolayer=-1;aniLoop=False;zorder=9},,,,,,,
33111,33111,,,,<0.33;0.33;0.34>,,<0;180;180>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
33121,33121,,,,<0.33;0.33;0.34>,,<0;200;200>,,,,,,,,,,,,,{lifeBar={show=True}},,
33131,33131,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;200;200;200;200;200;200;200;200;200>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
33211,33211,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;66.6;66.6;66.6;66.6>,{isRepeat=True;endT=100;beginT=0;count=1;disy=10;disx=10;interval=0},,,,,,,,,,,,{lifeBar={show=True}},,
33221,33221,,,,<0.3;0.3;0.4>,,<0;66.6;66.6>,,,,,,,,,,,,,{lifeBar={show=True}},,
33231,33231,,,,<0.125;0.125;0.125;0.125;0.125;0.125;0.125;0.125>,,<0;133.3;133.3;133.3;133.3;133.3;133.3;133.3>,{isRepeat=True;endT=100;beginT=0;count=1;disy=30;disx=20;interval=0},,,,,,,,,,,,,,
