VariableName,typeID,star,attrTarget,attrNatureType,attrNum,effectDesc_cn,effectDesc_tw,effectDesc,effectDesc_my,effectDesc_in,effectDesc_th,effectDesc_en,effectDesc_ph
15007,151,7,,,{25=300},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
15008,151,8,,,{1=10%},,,,,,,,
15009,151,9,,,{7=10%;8=10%},,,,,,,,
15010,151,10,,,{25=600},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
15011,151,11,,,{22=1000},,,,,,,,
15012,151,12,,,{23=1000},,,,,,,,
15013,151,13,,,{10=20%;9=20%},,,,,,,,
15014,151,14,,,{28=10%;12=15%},,,,,,,,
15015,151,15,,,{14=1500;25=1000},,,,,,,,
15016,151,16,,,{17=1500;19=1000},,,,,,,,
15017,151,17,,,{14=1000;21=1500},,,,,,,,
15018,151,18,,,{1=20%;30=2000},,,,,,,,
15019,151,19,,,{7=20%;8=20%},,,,,,,,
15020,151,20,,,{10=30%;9=30%},,,,,,,,
15021,151,21,,,{28=1500;12=2000},,,,,,,,
15022,151,22,,,{14=1000;25=2000},,,,,,,,
15023,151,23,,,{17=2000;19=2000},,,,,,,,
15024,151,24,,,{15=2000;21=3000},,,,,,,,
16002,161,2,,,{1=300},,,,,,,,
16003,161,3,,,{25=200},,,,,,,,
16004,161,4,,,{10=6%;9=6%},,,,,,,,
16005,161,5,,,{1=6%},,,,,,,,
16006,161,6,,,{7=6%;8=6%},,,,,,,,
16007,161,7,,,{25=400},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
16008,161,8,,,{1=12%},,,,,,,,
16009,161,9,,,{10=12%;9=12%},,,,,,,,
16010,161,10,,,{25=800},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
16011,161,11,,,{22=1200},,,,,,,,
16012,161,12,,,{23=1200},,,,,,,,
16013,161,13,,,{10=20%;9=20%},,,,,,,,
16014,161,14,,,{28=10%;12=15%},,,,,,,,
16015,161,15,,,{14=1500;25=1000},,,,,,,,
16016,161,16,,,{17=1500;19=1000},,,,,,,,
16017,161,17,,,{14=1000;21=1500},,,,,,,,
16018,161,18,,,{1=20%;30=2000},,,,,,,,
16019,161,19,,,{7=20%;8=20%},,,,,,,,
16020,161,20,,,{10=30%;9=30%},,,,,,,,
16021,161,21,,,{28=1500;12=2000},,,,,,,,
16022,161,22,,,{14=1000;25=2000},,,,,,,,
16023,161,23,,,{17=2000;19=2000},,,,,,,,
16024,161,24,,,{15=2000;21=3000},,,,,,,,
17002,171,2,,,{7=80;8=80},,,,,,,,
17003,171,3,,,{25=200},,,,,,,,
17004,171,4,,,{7=5%;8=5%},,,,,,,,
17005,171,5,,,{1=5%},,,,,,,,
17006,171,6,,,{10=5%;9=5%},,,,,,,,
17007,171,7,,,{91=300},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
17008,171,8,,,{1=10%},,,,,,,,
17009,171,9,,,{7=10%;8=10%},,,,,,,,
17010,171,10,,,{91=600},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
17011,171,11,,,{22=1000},,,,,,,,
17012,171,12,,,{23=1000},,,,,,,,
17013,171,13,,,{10=20%;9=20%},,,,,,,,
17014,171,14,,,{28=10%;12=15%},,,,,,,,
17015,171,15,,,{14=1500;25=1000},,,,,,,,
17016,171,16,,,{17=1500;19=1000},,,,,,,,
17017,171,17,,,{14=1000;21=1500},,,,,,,,
17018,171,18,,,{1=20%;30=2000},,,,,,,,
17019,171,19,,,{7=20%;8=20%},,,,,,,,
17020,171,20,,,{10=30%;9=30%},,,,,,,,
17021,171,21,,,{28=1500;12=2000},,,,,,,,
17022,171,22,,,{14=1000;25=2000},,,,,,,,
17023,171,23,,,{17=2000;19=2000},,,,,,,,
17024,171,24,,,{15=2000;21=3000},,,,,,,,
19002,191,2,,,{7=80;8=80},,,,,,,,
19003,191,3,,,{24=200},,,,,,,,
19004,191,4,,,{7=5%;8=5%},,,,,,,,
19005,191,5,,,{1=5%},,,,,,,,
19006,191,6,,,{7=5%;8=5%},,,,,,,,
19007,191,7,,,{26=300},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
19008,191,8,,,{1=10%},,,,,,,,
19009,191,9,,,{7=10%;8=10%},,,,,,,,
19010,191,10,,,{26=600},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
19011,191,11,,,{22=1000},,,,,,,,
19012,191,12,,,{23=1000},,,,,,,,
19013,191,13,,,{10=20%;9=20%},,,,,,,,
19014,191,14,,,{28=10%;12=15%},,,,,,,,
19015,191,15,,,{14=1500;25=1000},,,,,,,,
19016,191,16,,,{17=1500;19=1000},,,,,,,,
19017,191,17,,,{14=1000;21=1500},,,,,,,,
19018,191,18,,,{1=20%;30=2000},,,,,,,,
19019,191,19,,,{7=20%;8=20%},,,,,,,,
19020,191,20,,,{10=30%;9=30%},,,,,,,,
19021,191,21,,,{28=1500;12=2000},,,,,,,,
19022,191,22,,,{14=1000;25=2000},,,,,,,,
19023,191,23,,,{17=2000;19=2000},,,,,,,,
19024,191,24,,,{15=2000;21=3000},,,,,,,,
22002,221,2,,,{7=80;8=80},,,,,,,,
22003,221,3,,,{24=200},,,,,,,,
22004,221,4,,,{7=5%;8=5%},,,,,,,,
22005,221,5,,,{1=5%},,,,,,,,
22006,221,6,,,{7=5%;8=5%},,,,,,,,
22007,221,7,,,{24=300},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
22008,221,8,,,{1=10%},,,,,,,,
22009,221,9,,,{7=10%;8=10%},,,,,,,,
22010,221,10,,,{24=600},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
22011,221,11,,,{22=1000},,,,,,,,
22012,221,12,,,{23=1000},,,,,,,,
22013,221,13,,,{10=20%;9=20%},,,,,,,,
22014,221,14,,,{28=10%;12=15%},,,,,,,,
22015,221,15,,,{14=1500;25=1000},,,,,,,,
22016,221,16,,,{17=1500;19=1000},,,,,,,,
22017,221,17,,,{14=1000;21=1500},,,,,,,,
22018,221,18,,,{1=20%;30=2000},,,,,,,,
22019,221,19,,,{7=20%;8=20%},,,,,,,,
22020,221,20,,,{10=30%;9=30%},,,,,,,,
22021,221,21,,,{28=1500;12=2000},,,,,,,,
22022,221,22,,,{14=1000;25=2000},,,,,,,,
22023,221,23,,,{17=2000;19=2000},,,,,,,,
22024,221,24,,,{15=2000;21=3000},,,,,,,,
23002,231,2,,,{7=80;8=80},,,,,,,,
23003,231,3,,,{24=200},,,,,,,,
23004,231,4,,,{7=5%;8=5%},,,,,,,,
23005,231,5,,,{1=5%},,,,,,,,
23006,231,6,,,{7=5%;8=5%},,,,,,,,
23007,231,7,,,{14=300},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
23008,231,8,,,{1=10%},,,,,,,,
23009,231,9,,,{7=10%;8=10%},,,,,,,,
23010,231,10,,,{14=600},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
23011,231,11,,,{22=1000},,,,,,,,
23012,231,12,,,{23=1000},,,,,,,,
23013,231,13,,,{10=20%;9=20%},,,,,,,,
23014,231,14,,,{28=10%;12=15%},,,,,,,,
23015,231,15,,,{14=1500;25=1000},,,,,,,,
23016,231,16,,,{17=1500;19=1000},,,,,,,,
23017,231,17,,,{14=1000;21=1500},,,,,,,,
23018,231,18,,,{1=20%;30=2000},,,,,,,,
23019,231,19,,,{7=20%;8=20%},,,,,,,,
23020,231,20,,,{10=30%;9=30%},,,,,,,,
23021,231,21,,,{28=1500;12=2000},,,,,,,,
23022,231,22,,,{14=1000;25=2000},,,,,,,,
23023,231,23,,,{17=2000;19=2000},,,,,,,,
23024,231,24,,,{15=2000;21=3000},,,,,,,,
24002,241,2,,,{7=80;8=80},,,,,,,,
24003,241,3,,,{24=200},,,,,,,,
24004,241,4,,,{7=6%;8=6%},,,,,,,,
24005,241,5,,,{1=6%},,,,,,,,
24006,241,6,,,{7=6%;8=6%},,,,,,,,
24007,241,7,,,{15=600},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
24008,241,8,,,{1=12%},,,,,,,,
24009,241,9,,,{7=12%;8=12%},,,,,,,,
24010,241,10,,,{15=1200},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
24011,241,11,,,{22=1200},,,,,,,,
24012,241,12,,,{23=1200},,,,,,,,
24013,241,13,,,{10=20%;9=20%},,,,,,,,
24014,241,14,,,{28=10%;12=15%},,,,,,,,
24015,241,15,,,{14=1500;25=1000},,,,,,,,
24016,241,16,,,{17=1500;19=1000},,,,,,,,
24017,241,17,,,{14=1000;21=1500},,,,,,,,
24018,241,18,,,{1=20%;30=2000},,,,,,,,
24019,241,19,,,{7=20%;8=20%},,,,,,,,
24020,241,20,,,{10=30%;9=30%},,,,,,,,
24021,241,21,,,{28=1500;12=2000},,,,,,,,
24022,241,22,,,{14=1000;25=2000},,,,,,,,
24023,241,23,,,{17=2000;19=2000},,,,,,,,
24024,241,24,,,{15=2000;21=3000},,,,,,,,
26002,261,2,,,{7=120;8=120},,,,,,,,
26003,261,3,,,{24=300},,,,,,,,
26004,261,4,,,{7=8%;8=8%},,,,,,,,
26005,261,5,,,{1=8%},,,,,,,,
26006,261,6,,,{10=8%;9=8%},,,,,,,,
26007,261,7,,,{16=500},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
26008,261,8,,,{1=15%},,,,,,,,
26009,261,9,,,{7=15%;8=15%},,,,,,,,
26010,261,10,,,{16=1000},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
26011,261,11,,,{22=1500},,,,,,,,
26012,261,12,,,{23=1500},,,,,,,,
26013,261,13,,,{10=20%;9=20%},,,,,,,,
26014,261,14,,,{28=10%;12=15%},,,,,,,,
26015,261,15,,,{14=1500;25=1000},,,,,,,,
26016,261,16,,,{17=1500;19=1000},,,,,,,,
26017,261,17,,,{14=1000;21=1500},,,,,,,,
26018,261,18,,,{1=20%;30=2000},,,,,,,,
26019,261,19,,,{7=20%;8=20%},,,,,,,,
26020,261,20,,,{10=30%;9=30%},,,,,,,,
26021,261,21,,,{28=1500;12=2000},,,,,,,,
26022,261,22,,,{14=1000;25=2000},,,,,,,,
26023,261,23,,,{17=2000;19=2000},,,,,,,,
26024,261,24,,,{15=2000;21=3000},,,,,,,,
27002,271,2,,,{7=80;8=80},,,,,,,,
27003,271,3,,,{24=200},,,,,,,,
27004,271,4,,,{7=5%;8=5%},,,,,,,,
27005,271,5,,,{1=5%},,,,,,,,
27006,271,6,,,{7=5%;8=5%},,,,,,,,
27007,271,7,,,{11=300},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
27008,271,8,,,{1=10%},,,,,,,,
27009,271,9,,,{7=10%;8=10%},,,,,,,,
27010,271,10,,,{11=600},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
27011,271,11,,,{22=1000},,,,,,,,
27012,271,12,,,{23=1000},,,,,,,,
27013,271,13,,,{10=20%;9=20%},,,,,,,,
27014,271,14,,,{28=10%;12=15%},,,,,,,,
27015,271,15,,,{14=1500;25=1000},,,,,,,,
27016,271,16,,,{17=1500;19=1000},,,,,,,,
27017,271,17,,,{14=1000;21=1500},,,,,,,,
27018,271,18,,,{1=20%;30=2000},,,,,,,,
27019,271,19,,,{7=20%;8=20%},,,,,,,,
27020,271,20,,,{10=30%;9=30%},,,,,,,,
27021,271,21,,,{28=1500;12=2000},,,,,,,,
27022,271,22,,,{14=1000;25=2000},,,,,,,,
27023,271,23,,,{17=2000;19=2000},,,,,,,,
27024,271,24,,,{15=2000;21=3000},,,,,,,,
28002,281,2,,,{1=300},,,,,,,,
28003,281,3,,,{25=200},,,,,,,,
28004,281,4,,,{10=5%;9=5%},,,,,,,,
28005,281,5,,,{1=5%},,,,,,,,
28006,281,6,,,{7=5%;8=5%},,,,,,,,
28007,281,7,,,{26=300},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
28008,281,8,,,{1=10%},,,,,,,,
28009,281,9,,,{10=10%;9=10%},,,,,,,,
28010,281,10,,,{26=600},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
28011,281,11,,,{22=1000},,,,,,,,
28012,281,12,,,{23=1000},,,,,,,,
28013,281,13,,,{10=20%;9=20%},,,,,,,,
28014,281,14,,,{28=10%;12=15%},,,,,,,,
28015,281,15,,,{14=1500;25=1000},,,,,,,,
28016,281,16,,,{17=1500;19=1000},,,,,,,,
28017,281,17,,,{14=1000;21=1500},,,,,,,,
28018,281,18,,,{1=20%;30=2000},,,,,,,,
28019,281,19,,,{7=20%;8=20%},,,,,,,,
28020,281,20,,,{10=30%;9=30%},,,,,,,,
28021,281,21,,,{28=1500;12=2000},,,,,,,,
28022,281,22,,,{14=1000;25=2000},,,,,,,,
28023,281,23,,,{17=2000;19=2000},,,,,,,,
28024,281,24,,,{15=2000;21=3000},,,,,,,,
30002,301,2,,,{10=80;9=80},,,,,,,,
30003,301,3,,,{25=200},,,,,,,,
30004,301,4,,,{10=5%;9=5%},,,,,,,,
30005,301,5,,,{1=5%},,,,,,,,
30006,301,6,,,{10=5%;9=5%},,,,,,,,
30007,301,7,,,{17=300},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
30008,301,8,,,{1=10%},,,,,,,,
30009,301,9,,,{10=10%;9=10%},,,,,,,,
30010,301,10,,,{17=600},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
30011,301,11,,,{22=1000},,,,,,,,
30012,301,12,,,{23=1000},,,,,,,,
30013,301,13,,,{10=20%;9=20%},,,,,,,,
30014,301,14,,,{28=10%;12=15%},,,,,,,,
30015,301,15,,,{14=1500;25=1000},,,,,,,,
30016,301,16,,,{17=1500;19=1000},,,,,,,,
30017,301,17,,,{14=1000;21=1500},,,,,,,,
30018,301,18,,,{1=20%;30=2000},,,,,,,,
30019,301,19,,,{7=20%;8=20%},,,,,,,,
30020,301,20,,,{10=30%;9=30%},,,,,,,,
30021,301,21,,,{28=1500;12=2000},,,,,,,,
30022,301,22,,,{14=1000;25=2000},,,,,,,,
30023,301,23,,,{17=2000;19=2000},,,,,,,,
30024,301,24,,,{15=2000;21=3000},,,,,,,,
33002,331,2,,,{7=80;8=80},,,,,,,,
33003,331,3,,,{24=200},,,,,,,,
33004,331,4,,,{7=6%;8=6%},,,,,,,,
33005,331,5,,,{1=6%},,,,,,,,
33006,331,6,,,{7=6%;8=6%},,,,,,,,
33007,331,7,,,{5=400},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
33008,331,8,,,{1=12%},,,,,,,,
33009,331,9,,,{7=12%;8=12%},,,,,,,,
33010,331,10,,,{5=800},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
33011,331,11,,,{22=1200},,,,,,,,
33012,331,12,,,{23=1200},,,,,,,,
33013,331,13,,,{10=20%;9=20%},,,,,,,,
33014,331,14,,,{28=10%;12=15%},,,,,,,,
33015,331,15,,,{14=1500;25=1000},,,,,,,,
33016,331,16,,,{17=1500;19=1000},,,,,,,,
33017,331,17,,,{14=1000;21=1500},,,,,,,,
33018,331,18,,,{1=20%;30=2000},,,,,,,,
33019,331,19,,,{7=20%;8=20%},,,,,,,,
33020,331,20,,,{10=30%;9=30%},,,,,,,,
33021,331,21,,,{28=1500;12=2000},,,,,,,,
33022,331,22,,,{14=1000;25=2000},,,,,,,,
33023,331,23,,,{17=2000;19=2000},,,,,,,,
33024,331,24,,,{15=2000;21=3000},,,,,,,,
34002,341,2,,,{7=80;8=80},,,,,,,,
34003,341,3,,,{24=200},,,,,,,,
34004,341,4,,,{7=5%;8=5%},,,,,,,,
34005,341,5,,,{1=5%},,,,,,,,
34006,341,6,,,{7=5%;8=5%},,,,,,,,
34007,341,7,,,{11=300},,,\nMở khóa kỹ năng bị động tăng sát thương PVP,Buka kunci kemahiran pasif untuk meningkatkan kerosakan PVP,Buka skill pasif untuk meningkatkan damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อเพิ่มความเสียหายในการต่อสู้ PVP,Unlock passive skill to increase PVP damage,I-unlock ang passive skill na nagpapataas ng PVP damage
34008,341,8,,,{1=10%},,,,,,,,
34009,341,9,,,{7=10%;8=10%},,,,,,,,
34010,341,10,,,{11=600},,,\nMở khóa kỹ năng bị động giảm sát thương PVP,Buka kunci kemahiran pasif untuk mengurangkan kerosakan PVP,Buka skill pasif untuk mengurangi damage PVP,ปลดล็อกสกิลพาสซีฟเพื่อลดความเสียหายในการต่อสู้ PVP,Unlock passive skill to reduce PVP damage,I-unlock ang passive skill na nagpapababa ng PVP damage
34011,341,11,,,{22=1000},,,,,,,,
34012,341,12,,,{23=1000},,,,,,,,
34013,341,13,,,{10=20%;9=20%},,,,,,,,
34014,341,14,,,{28=10%;12=15%},,,,,,,,
34015,341,15,,,{14=1500;25=1000},,,,,,,,
