VariableName,scene_id,_name,round,monsters,bossMark,showInfo,posAdjust,bossLifeCount,rebornSeq,hpC,speedC,damageC,specialDamageC,defenceC,specialDefenceC,bkCsv,storys,winStories,failStories,storyNames,storyNames_vn,storyNames_tw,storyNames_en,weatherTypeId
173,10801,,2,<50402;53283;50044;50013;53683;50044>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_8_1.csv,,,,,,,,
174,10801,,3,<61303;63161;62023;0;72723;0>,<0;0;0;0;1;0>,TRUE,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_8_1.csv,,,,,,,,
175,10802,,1,<53293;53342;0;53472;50402;50053>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_8_2.csv,,,,,,,,
176,10802,,2,<53683;0;50552;0;52593;0>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_8_2.csv,,,,,,,,
177,10802,,3,<50013;60632;53772;0;71903;0>,<0;0;0;0;1;0>,TRUE,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_8_2.csv,,,,,,,,
178,10803,,1,<50053;53342;52013;52963;0;53683>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_8_3.csv,,,,,,,,
179,10803,,2,<50692;50552;53283;50013;50402;52013>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_8_3.csv,,,,,,,,
180,10803,,3,<0;0;0;0;73663;0>,<0;0;0;0;1;0>,TRUE,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_8_3.csv,,,,,,,,
181,10804,,1,<0;50013;50493;52633;53772;50013>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_8_4.csv,,,,,,,,
182,10804,,2,<52963;52013;53511;53511;53511;50552>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_8_4.csv,,,,,,,,
183,10804,,3,<0;0;0;0;71293;0>,<0;0;0;0;1;0>,TRUE,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_8_4.csv,,,,,,,,
184,10805,,1,<53283;53511;52633;50692;0;50053>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_8_5.csv,,,,,,,,
185,10805,,2,<52013;50552;50793;50793;50053;50013>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_8_5.csv,,,,,,,,
186,10805,,3,<61394;62242;61772;0;71082;0>,<0;0;0;0;1;0>,TRUE,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_8_5.csv,,,,,,,,
187,10806,,1,<50793;50044;0;50493;53772;52683>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_8_6.csv,,,,,,,,
188,10806,,2,<50552;50082;53511;50402;53293;50082>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_8_6.csv,,,,,,,,
189,10806,,3,<0;60641;0;63181;82401;60503>,<0;0;0;0;1;0>,TRUE,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_8_6.csv,,,,,,,,
190,10807,,1,<50793;52073;50402;52843;0;52843>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_8_7.csv,,,,,,,,
191,10807,,2,<0;0;0;53283;0;50493>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_8_7.csv,,,,,,,,
192,10807,,3,<60632;0;53342;60632;73021;60163>,<0;0;0;0;1;0>,TRUE,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_8_7.csv,,,,,,,,
193,10808,,1,<0;52683;0;50493;0;52013>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_8_8.csv,,,,,,,,
194,10808,,2,<0;52843;0;53293;52593;50692>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_8_8.csv,,,,,,,,
195,10808,,3,<0;0;0;0;81393;0>,<0;0;0;0;1;0>,TRUE,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_8_8.csv,,,,,,,,
196,10809,,1,<0;53432;0;53283;0;52612>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_8_9.csv,,,,,,,,
197,10809,,2,<50053;0;50493;53342;52683;53472>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_8_9.csv,,,,,,,,
198,10809,,3,<60641;60972;60603;0;71293;0>,<0;0;0;0;1;0>,TRUE,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_8_9.csv,,,,,,,,
199,10810,,1,<53342;53342;0;50013;52633;53683>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_8_10.csv,,,,,,,,
200,10810,,2,<50552;50552;53683;53472;50793;52963>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_8_10.csv,,,,,,,,
201,10810,,3,<0;0;0;0;80393;0>,<0;0;0;0;1;0>,TRUE,,,,2.4,,2.4,2.4,2.4,2.4,stage/fb/putongfuben/naruto_fb_8_10.csv,,,,,,,,
202,10901,,1,<50793;50273;53342;50692;0;50692>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_9_1.csv,,,,,,,,
203,10901,,2,<52843;53511;50493;50402;53772;53772>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_9_1.csv,,,,,,,,
204,10901,,3,<61032;0;60712;60731;70611;62723>,<0;0;0;0;1;0>,TRUE,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_9_1.csv,,,,,,,,
205,10902,,1,<0;53472;50013;50013;52843;52593>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_9_2.csv,,,,,,,,
206,10902,,2,<50053;53342;52013;53342;50053;50044>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_9_2.csv,,,,,,,,
207,10902,,3,<60603;0;60163;63181;71393;63152>,<0;0;0;0;1;0>,TRUE,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_9_2.csv,,,,,,,,
208,10903,,1,<50273;53772;50044;53511;0;53432>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_9_3.csv,,,,,,,,
209,10903,,2,<52633;53432;50692;53432;53432;50552>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_9_3.csv,,,,,,,,
210,10903,,3,<63251;61841;63251;0;73592;0>,<0;0;0;0;1;0>,TRUE,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_9_3.csv,,,,,,,,
211,10904,,1,<50793;53432;0;50793;53772;53472>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_9_4.csv,,,,,,,,
212,10904,,2,<50273;52612;53432;53511;50402;50273>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_9_4.csv,,,,,,,,
213,10904,,3,<52612;61813;50053;0;71612;0>,<0;0;0;0;1;0>,TRUE,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_9_4.csv,,,,,,,,
214,10905,,1,<50402;50793;53472;50793;0;50552>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_9_5.csv,,,,,,,,
215,10905,,2,<53511;52073;52683;52843;52612;52843>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_9_5.csv,,,,,,,,
216,10905,,3,<60632;0;61841;60603;73251;63592>,<0;0;0;0;1;0>,TRUE,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_9_5.csv,,,,,,,,
217,10906,,1,<0;50053;53432;52963;70263;52963>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_9_6.csv,,,,,,,,
218,10906,,2,<52073;53683;53342;53772;50402;52593>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_9_6.csv,,,,,,,,
219,10906,,3,<60972;0;60883;60883;83021;60333>,<0;0;0;0;1;0>,TRUE,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_9_6.csv,,,,,,,,
220,10907,,1,<52633;53293;53511;53432;0;52683>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_9_7.csv,,,,,,,,
221,10907,,2,<53772;50273;53342;52963;52013;53472>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_9_7.csv,,,,,,,,
222,10907,,3,<60242;61082;60593;0;73143;0>,<0;0;0;0;1;0>,TRUE,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_9_7.csv,,,,,,,,
223,10908,,1,<53772;50013;0;50013;52683;52683>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_9_8.csv,,,,,,,,
224,10908,,2,<53283;53772;53342;50552;52593;50044>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_9_8.csv,,,,,,,,
225,10908,,3,<52013;61293;53772;63152;73161;61911>,<0;0;0;0;1;0>,TRUE,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_9_8.csv,,,,,,,,
226,10909,,1,<50692;52612;0;50273;0;53432>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_9_9.csv,,,,,,,,
227,10909,,2,<50793;53772;53683;50402;50082;52612>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_9_9.csv,,,,,,,,
228,10909,,3,<63543;0;61221;0;80263;0>,<0;0;0;0;1;0>,TRUE,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_9_9.csv,,,,,,,,
229,10910,,1,<0;53511;53293;53772;52683;52073>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_9_10.csv,,,,,,,,
230,10910,,2,<52612;50082;53432;53283;52963;53511>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_9_10.csv,,,,,,,,
231,10910,,3,<63181;0;60731;61394;71393;63592>,<0;0;0;0;1;0>,TRUE,,,,2.4,,2.4,2.4,2.4,2.4,stage/fb/putongfuben/naruto_fb_9_10.csv,,,,,,,,
232,11001,,1,<53472;50082;53511;50013;0;53772>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_10_1.csv,,,,,,,,
233,11001,,2,<52683;50692;53432;50082;52073;50552>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_10_1.csv,,,,,,,,
234,11001,,3,<61931;60641;62033;0;70593;0>,<0;0;0;0;1;0>,TRUE,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_10_1.csv,,,,,,,,
235,11002,,1,<50013;53683;0;53342;52633;52073>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_10_2.csv,,,,,,,,
236,11002,,2,<53772;52612;52683;50082;50793;52073>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_10_2.csv,,,,,,,,
237,11002,,3,<52612;0;53772;60641;73171;60641>,<0;0;0;0;1;0>,TRUE,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_10_2.csv,,,,,,,,
238,11003,,1,<53683;50044;50082;52013;0;53511>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_10_3.csv,,,,,,,,
239,11003,,2,<53772;50013;50552;52013;52963;52073>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_10_3.csv,,,,,,,,
240,11003,,3,<62023;0;61293;60731;71893;61071>,<0;0;0;0;1;0>,TRUE,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_10_3.csv,,,,,,,,
241,11004,,1,<0;53293;52612;50273;50273;50013>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_10_4.csv,,,,,,,,
242,11004,,2,<50082;53432;50402;52843;50692;50013>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_10_4.csv,,,,,,,,
243,11004,,3,<60863;0;60593;62023;73303;62723>,<0;0;0;0;1;0>,TRUE,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_10_4.csv,,,,,,,,
244,11005,,1,<52013;52612;50044;50493;0;50082>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_10_5.csv,,,,,,,,
245,11005,,2,<50013;53342;52633;50044;53683;53293>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_10_5.csv,,,,,,,,
246,11005,,3,<60883;60863;60863;0;72242;0>,<0;0;0;0;1;0>,TRUE,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_10_5.csv,,,,,,,,
247,11006,,1,<53511;52013;0;53772;50692;50402>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_10_6.csv,,,,,,,,
248,11006,,2,<52013;52633;50044;50044;53293;52013>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_10_6.csv,,,,,,,,
249,11006,,3,<53432;0;50044;0;80572;0>,<0;0;0;0;1;0>,TRUE,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_10_6.csv,,,,,,,,
250,11007,,1,<53472;52963;52013;52963;0;52633>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_10_7.csv,,,,,,,,
251,11007,,2,<50552;50493;52593;52612;53432;50493>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_10_7.csv,,,,,,,,
252,11007,,3,<60603;0;60593;0;71394;0>,<0;0;0;0;1;0>,TRUE,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_10_7.csv,,,,,,,,
253,11008,,1,<0;50793;50044;50013;53472;50552>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_10_8.csv,,,,,,,,
254,11008,,2,<50082;52683;52013;52612;53283;52843>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_10_8.csv,,,,,,,,
255,11008,,3,<60972;0;60741;60641;73251;60741>,<0;0;0;0;1;0>,TRUE,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_10_8.csv,,,,,,,,
256,11009,,1,<50082;53283;52612;52593;0;53472>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_10_9.csv,,,,,,,,
257,11009,,2,<50082;50552;53683;53683;53342;52013>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_10_9.csv,,,,,,,,
258,11009,,3,<61303;0;0;0;81423;0>,<0;0;0;0;1;0>,TRUE,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_10_9.csv,,,,,,,,
259,11010,,1,<50402;50552;0;52593;53683;50793>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_10_10.csv,,,,,,,,
260,11010,,2,<50402;50402;52963;52843;53283;53683>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_10_10.csv,,,,,,,,
261,11010,,3,<0;0;0;0;80572;0>,<0;0;0;0;1;0>,TRUE,,,,2.4,,2.4,2.4,2.4,2.4,stage/fb/putongfuben/naruto_fb_10_10.csv,,,,,,,,
262,11101,,1,<53683;60712;52633;50273;0;50402>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_11_1.csv,,,,,,,,
263,11101,,2,<50493;52013;53511;53683;52073;50053>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_11_1.csv,,,,,,,,
264,11101,,3,<63251;0;60242;62242;71032;60333>,<0;0;0;0;1;0>,TRUE,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_11_1.csv,,,,,,,,
265,11102,,1,<0;52633;50793;52683;50793;50493>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_11_2.csv,,,,,,,,
266,11102,,2,<53683;53683;52612;52073;50044;50793>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_11_2.csv,,,,,,,,
267,11102,,3,<61612;0;61293;60641;70572;60242>,<0;0;0;0;1;0>,TRUE,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_11_2.csv,,,,,,,,
268,11103,,1,<53511;53283;53472;53511;0;53472>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_11_3.csv,,,,,,,,
269,11103,,2,<50402;52013;52073;52843;50552;50552>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_11_3.csv,,,,,,,,
270,11103,,3,<61394;62242;61253;0;70603;0>,<0;0;0;0;1;0>,TRUE,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_11_3.csv,,,,,,,,
271,11104,,1,<52633;52963;0;50053;52963;52963>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_11_4.csv,,,,,,,,
272,11104,,2,<50793;50044;50552;52612;50402;52612>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_11_4.csv,,,,,,,,
273,11104,,3,<52013;60163;50273;61032;71931;61253>,<0;0;0;0;1;0>,TRUE,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_11_4.csv,,,,,,,,
274,11105,,1,<52013;50402;53432;50793;0;50082>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_11_5.csv,,,,,,,,
275,11105,,2,<50692;53683;53342;50793;50552;50793>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_11_5.csv,,,,,,,,
276,11105,,3,<62033;0;61903;60712;71423;61071>,<0;0;0;0;1;0>,TRUE,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_11_5.csv,,,,,,,,
277,11106,,1,<0;53342;53293;52963;50013;52683>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_11_6.csv,,,,,,,,
278,11106,,2,<53511;52963;52633;53511;52073;52013>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_11_6.csv,,,,,,,,
279,11106,,3,<63543;0;60242;61931;81231;61772>,<0;0;0;0;1;0>,TRUE,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_11_6.csv,,,,,,,,
280,11107,,1,<52843;50552;52963;53293;0;53683>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_11_7.csv,,,,,,,,
281,11107,,2,<53283;53683;53283;50552;52683;53283>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_11_7.csv,,,,,,,,
282,11107,,3,<53511;63251;61293;0;70731;0>,<0;0;0;0;1;0>,TRUE,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_11_7.csv,,,,,,,,
283,11108,,1,<53683;52843;0;52683;53293;52612>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_11_8.csv,,,,,,,,
284,11108,,2,<52963;50082;50053;52073;53342;53511>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_11_8.csv,,,,,,,,
285,11108,,3,<53432;60632;52593;60242;70163;63152>,<0;0;0;0;1;0>,TRUE,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_11_8.csv,,,,,,,,
286,11109,,1,<52013;52843;50082;50044;0;53511>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_11_9.csv,,,,,,,,
287,11109,,2,<52013;53511;50013;50273;53283;50044>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_11_9.csv,,,,,,,,
288,11109,,3,<62242;0;63663;61903;80771;60593>,<0;0;0;0;1;0>,TRUE,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_11_9.csv,,,,,,,,
289,11110,,1,<0;50402;52013;52843;50552;50082>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_11_10.csv,,,,,,,,
290,11110,,2,<50273;52633;52633;53432;50793;50692>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_11_10.csv,,,,,,,,
291,11110,,3,<0;0;0;0;80701;0>,<0;0;0;0;1;0>,TRUE,,,,2.4,,2.4,2.4,2.4,2.4,stage/fb/putongfuben/naruto_fb_11_10.csv,,,,,,,,
292,11201,,1,<52633;53472;52843;53342;0;50273>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_12_1.csv,,,,,,,,
293,11201,,2,<53683;52843;50793;52612;53432;53342>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_12_1.csv,,,,,,,,
294,11201,,3,<61082;62723;60731;0;73663;0>,<0;0;0;0;1;0>,TRUE,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_12_1.csv,,,,,,,,
295,11202,,1,<53342;50402;0;53293;53772;53283>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_12_2.csv,,,,,,,,
296,11202,,2,<53772;52612;50552;53683;50053;53683>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_12_2.csv,,,,,,,,
297,11202,,3,<53772;60503;52612;61082;70863;61293>,<0;0;0;0;1;0>,TRUE,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_12_2.csv,,,,,,,,
298,11203,,1,<50273;52633;50053;53293;0;53293>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_12_3.csv,,,,,,,,
299,11203,,2,<53772;60731;52683;50692;50273;52683>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_12_3.csv,,,,,,,,
300,11203,,3,<60641;0;61903;60242;77001;61841>,<0;0;0;0;1;0>,TRUE,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_12_3.csv,,,,,,,,
301,11204,,1,<0;52633;50402;53472;50013;53432>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_12_4.csv,,,,,,,,
302,11204,,2,<53342;50402;50044;50053;50793;52843>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_12_4.csv,,,,,,,,
303,11204,,3,<60641;0;60603;61772;71813;60972>,<0;0;0;0;1;0>,TRUE,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_12_4.csv,,,,,,,,
304,11205,,1,<50273;50082;53772;53293;0;53293>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_12_5.csv,,,,,,,,
305,11205,,2,<53472;50044;52683;52073;50402;50692>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_12_5.csv,,,,,,,,
306,11205,,3,<60712;60163;60741;0;70163;0>,<0;0;0;0;1;0>,TRUE,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_12_5.csv,,,,,,,,
307,11206,,1,<50013;50552;0;52612;50013;53683>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_12_6.csv,,,,,,,,
308,11206,,2,<50044;52843;50082;52013;52013;50044>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_12_6.csv,,,,,,,,
309,11206,,3,<53772;62023;52633;61032;83303;60593>,<0;0;0;0;1;0>,TRUE,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_12_6.csv,,,,,,,,
310,11207,,1,<50053;50013;50013;53432;0;53342>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_12_7.csv,,,,,,,,
311,11207,,2,<50793;50053;53342;52633;52593;52963>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_12_7.csv,,,,,,,,
312,11207,,3,<62033;0;60503;62242;71032;60593>,<0;0;0;0;1;0>,TRUE,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_12_7.csv,,,,,,,,
313,11208,,1,<0;53772;53683;52073;52963;52963>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_12_8.csv,,,,,,,,
314,11208,,2,<50013;52683;50552;50402;53283;53772>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_12_8.csv,,,,,,,,
315,11208,,3,<60972;0;60603;60741;70333;60731>,<0;0;0;0;1;0>,TRUE,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_12_8.csv,,,,,,,,
316,11209,,1,<52683;60242;50552;53293;0;50273>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_12_9.csv,,,,,,,,
317,11209,,2,<52073;52073;53293;50273;53472;52843>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_12_9.csv,,,,,,,,
318,11209,,3,<63543;63161;63592;0;83303;0>,<0;0;0;0;1;0>,TRUE,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_12_9.csv,,,,,,,,
319,11210,,1,<50402;53472;0;50493;52843;53283>,,,,,,1.6,,1.6,1.6,1.6,1.6,stage/fb/putongfuben/naruto_fb_12_10.csv,,,,,,,,
320,11210,,2,<52593;50402;53283;50552;52843;50053>,,,,,,1.3,,1.3,1.3,1.3,1.3,stage/fb/putongfuben/naruto_fb_12_10.csv,,,,,,,,
321,11210,,3,<0;0;0;0;83303;0>,<0;0;0;0;1;0>,TRUE,,,,2.4,,2.4,2.4,2.4,2.4,stage/fb/putongfuben/naruto_fb_12_10.csv,,,,,,,,
