VariableName,name_cn,languages,drawlanguages,name_tw,name,name_vn,name_en,name_th,name_in,name_ph,name_ma,icon,desc_cn,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,desc,desc1_cn,desc1_tw,desc1,desc1_vn,desc1_th,desc1_en,desc1_ma,desc1_ph,desc1_in,quality,type,donateType,universalFragID,decomposeGain,combID,combCount,stackMax,effBtn,pageTag,sellPrice,autoComb,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_kr,isFinal,rebirthRMB,effect,sortType,sortValue
20731,,,,,Misaka Mikoto Fragment,Mảnh Misaka Mikoto,Misaka Mikoto Fragment,Misaka Mikoto ชิ้นส่วน,Fragmen Misaka Mikoto,Piraso ni Misaka Mikoto,Fragmen Misaka Mikoto,config/portrait/jinglingtouxiang/img_731.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Misaka Mikoto#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Misaka Mikoto#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Misaka Mikoto#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Misaka Mikoto#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Misaka Mikoto#C0x55504D#,Kumpul %d serpihan untuk gabung menjadi #C0xE77421#Misaka Mikoto#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Misaka Mikoto#C0x55504D#,,,,,,,,,,5,,,502,{coin5=10},731,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
20741,,,,,Phoenix Ikki Fragment,Mảnh Phoenix Ikki,Phoenix Ikki Fragment,Phoenix Ikki ชิ้นส่วน,Fragmen Phoenix Ikki,Piraso ni Phoenix Ikki,Fragmen Phoenix Ikki,config/portrait/jinglingtouxiang/img_741.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Phoenix Ikki#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Phoenix Ikki#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Phoenix Ikki#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Phoenix Ikki#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Phoenix Ikki#C0x55504D#,Kumpul %d serpihan untuk gabung menjadi #C0xE77421#Phoenix Ikki#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Phoenix Ikki#C0x55504D#,,,,,,,,,,5,,,502,{coin5=10},741,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
20771,,,,,Madoka Fragment,Mảnh Madoka,Madoka Fragment,Madoka ชิ้นส่วน,Fragmen Madoka,Piraso ni Madoka,Fragmen Madoka,config/portrait/jinglingtouxiang/img_771.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Madoka#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Madoka#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Madoka#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Madoka#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Madoka#C0x55504D#,Kumpul %d serpihan untuk gabung menjadi #C0xE77421#Madoka#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Madoka#C0x55504D#,,,,,,,,,,6,,0,521,{coin5=30},771,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
20793,,,,,Men in Black Fragment,Mảnh Men in black,Men in Black Fragment,Men in Black ชิ้นส่วน,Fragmen Men in Black,Piraso ng Men in Black,Fragmen Men in Black,config/portrait/jinglingtouxiang/img_793.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Men in black#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Men in black#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Men in black#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Men in black#C0x55504D#,Kolektahin ang %d piraso para buuin ang #C0xE77421#Men in black#C0x55504D#,Kumpul %d serpihan untuk gabung menjadi #C0xE77421#Men in black#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Men in black#C0x55504D#,,,,,,,,,,,,,502,,793,30,,,,,,drawCard-gold,,,,,,,,,,,,,,,
20863,,,,,Athena Fragment,Mảnh Athena,Athena Fragment,Athena ชิ้นส่วน,Fragmen Athena,Piraso ni Athena,Fragmen Athena,config/portrait/jinglingtouxiang/img_863.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Athena#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Athena#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Athena#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Athena#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Athena#C0x55504D#,Kumpul %d serpihan untuk gabung menjadi #C0xE77421#Athena#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Athena#C0x55504D#,,,,,,,,,,5,,,502,{coin5=10},863,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
20883,,,,,Killua Zoldyck Fragment,Mảnh Killua Zoldyck,Killua Zoldyck Fragment,Killua Zoldyck ชิ้นส่วน,Fragmen Killua Zoldyck,Piraso ni Killua Zoldyck,Fragmen Killua Zoldyck,config/portrait/jinglingtouxiang/img_883.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Killua Zoldyck#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Killua Zoldyck#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Killua Zoldyck#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Killua Zoldyck#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Killua Zoldyck#C0x55504D#,Kumpul %d serpihan untuk gabung menjadi #C0xE77421#Killua Zoldyck#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Killua Zoldyck#C0x55504D#,,,,,,,,,,5,,,502,{coin5=10},883,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
20972,,,,,Kurumi Tokisaki Fragment,Mảnh Kurumi Tokisaki,Kurumi Tokisaki Fragment,Kurumi Tokisaki ชิ้นส่วน,Fragmen Kurumi Tokisaki,Piraso ni Kurumi Tokisaki,Fragmen Kurumi Tokisaki,config/portrait/jinglingtouxiang/img_972.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Kurumi Tokisaki#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Kurumi Tokisaki#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Kurumi Tokisaki#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Kurumi Tokisaki#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Kurumi Tokisaki#C0x55504D#,Kumpul %d serpihan untuk gabung menjadi #C0xE77421#Kurumi Tokisaki#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Kurumi Tokisaki#C0x55504D#,,,,,,,,,,5,,,502,{coin5=10},972,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
20973,,,,,Kurumi Angel of Time Fragment,Mảnh Kurumi Angel of Time,Kurumi Angel of Time Fragment,Kurumi Angel of Time ชิ้นส่วน,Fragmen Kurumi Angel of Time,Piraso ni Kurumi Angel of Time,Fragmen Kurumi Angel of Time,config/portrait/jinglingtouxiang/img_972.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Kurumi Angel of Time #C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Kurumi Angel of Time#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Kurumi Angel of Time#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Kurumi Angel of Time#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Kurumi Angel of Time#C0x55504D#,Kumpul %d serpihan untuk gabung menjadi #C0xE77421#Kurumi Angel of Time#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Kurumi Angel of Time#C0x55504D#,,,,,,,,,,5,,,502,{coin5=10},972,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
21032,,,,,Amakusa Shirou Tokisada Fragment,Mảnh Amakusa Shirou Tokisada,Amakusa Shirou Tokisada Fragment,Amakusa Shirou Tokisada ชิ้นส่วน,Fragmen Amakusa Shirou Tokisada,Piraso ni Amakusa Shirou Tokisada,Fragmen Amakusa Shirou Tokisada,config/portrait/jinglingtouxiang/img_1032.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Amakusa Shirou Tokisada#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Amakusa Shirou Tokisada#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Amakusa Shirou Tokisada#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Amakusa Shirou Tokisada#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Amakusa Shirou Tokisada#C0x55504D#,Kumpul %d serpihan untuk gabung menjadi #C0xE77421#Amakusa Shirou Tokisada#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Amakusa Shirou Tokisada#C0x55504D#,,,,,,,,,,5,,,502,{coin5=10},1032,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
21071,,,,,Takasugi Shinsuke Fragment,Mảnh Takasugi Shinsuke,Takasugi Shinsuke Fragment,Takasugi Shinsuke ชิ้นส่วน,Fragmen Takasugi Shinsuke,Piraso ni Takasugi Shinsuke,Fragmen Takasugi Shinsuke,config/portrait/jinglingtouxiang/img_1071.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Takasugi Shinsuke#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Takasugi Shinsuke#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Takasugi Shinsuke#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Takasugi Shinsuke#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Takasugi Shinsuke#C0x55504D#,Kumpul %d serpihan untuk gabung menjadi #C0xE77421#Takasugi Shinsuke#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Takasugi Shinsuke#C0x55504D#,,,,,,,,,,5,,,502,{coin5=10},1071,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
21082,,,,,Maka Albarn Fragment,Mảnh Maka Albarn,Maka Albarn Fragment,Maka Albarn ชิ้นส่วน,Fragmen Maka Albarn,Piraso ni Maka Albarn,Fragmen Maka Albarn,config/portrait/jinglingtouxiang/img_1082.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Maka Albarn#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Maka Albarn#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Maka Albarn#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Maka Albarn#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Maka Albarn#C0x55504D#,Kumpul %d serpihan untuk gabung menjadi #C0xE77421#Maka Albarn#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Maka Albarn#C0x55504D#,,,,,,,,,,5,,,502,{coin5=10},1082,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
21173,,,,,Hiei Fragment,Mảnh Hiei,Hiei Fragment,Hiei ชิ้นส่วน,Fragmen Hiei,Piraso ni Hiei,Fragmen Hiei,config/portrait/jinglingtouxiang/img_1173.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Hiei#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Hiei#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Hiei#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Hiei#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Hiei#C0x55504D#,Kumpul %d serpihan untuk gabung menjadi #C0xE77421#Hiei#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Hiei#C0x55504D#,,,,,,,,,,6,,0,521,{coin5=30},1173,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
21221,,,,,Thor Fragment,Mảnh Thor,Thor Fragment,Thor ชิ้นส่วน,Fragmen Thor,Piraso ni Thor,Fragmen Thor,config/portrait/jinglingtouxiang/img_1221.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Thor#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Thor#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Thor#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Thor#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Thor#C0x55504D#,Kumpul %d serpihan untuk gabung menjadi #C0xE77421#Thor#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Thor#C0x55504D#,,,,,,,,,,5,,,502,{coin5=10},1221,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
21231,,,,,Kurosaki Ichigo Fragment,Mảnh Kurosaki Ichigo,Kurosaki Ichigo Fragment,Kurosaki Ichigo ชิ้นส่วน,Fragmen Kurosaki Ichigo,Piraso ni Kurosaki Ichigo,Fragmen Kurosaki Ichigo,config/portrait/jinglingtouxiang/img_1231.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Kurosaki Ichigo#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Kurosaki Ichigo#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Kurosaki Ichigo#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Kurosaki Ichigo#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Kurosaki Ichigo#C0x55504D#,Kumpul %d serpihan untuk gabung menjadi #C0xE77421#Kurosaki Ichigo#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Kurosaki Ichigo#C0x55504D#,,,,,,,,,,6,,0,521,{coin5=30},1231,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
21241,,,,,Hatsune Miku Fragment,Mảnh Hatsune Miku,Hatsune Miku Fragment,Hatsune Miku ชิ้นส่วน,Fragmen Hatsune Miku,Piraso ni Hatsune Miku,Fragmen Hatsune Miku,config/portrait/jinglingtouxiang/img_1241.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Hatsune Miku#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Hatsune Miku#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Hatsune Miku#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Hatsune Miku#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Hatsune Miku#C0x55504D#,Kumpul %d serpihan untuk gabung menjadi #C0xE77421#Hatsune Miku#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Hatsune Miku#C0x55504D#,,,,,,,,,,6,,0,521,{coin5=30},1241,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
21253,,,,,Heracles Fragment,Mảnh Heracles,Heracles Fragment,Heracles ชิ้นส่วน,Fragmen Heracles,Piraso ni Heracles,Fragmen Heracles,config/portrait/jinglingtouxiang/img_1253.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Hercules#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Hercules#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Hercules#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Hercules#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Hercules#C0x55504D#,Kumpul %d serpihan untuk gabung menjadi #C0xE77421#Hercules#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Hercules#C0x55504D#,,,,,,,,,,5,,,502,{coin5=10},1253,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
21293,,,,,Shihouin Yoruichi Fragment,Mảnh Shihouin Yoruichi,Shihouin Yoruichi Fragment,Shihouin Yoruichi ชิ้นส่วน,Fragmen Shihouin Yoruichi,Piraso ni Shihouin Yoruichi,Fragmen Shihouin Yoruichi,config/portrait/jinglingtouxiang/img_1293.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Shihouin Yoruichi#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Shihouin Yoruichi#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Shihouin Yoruichi#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Shihouin Yoruichi#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Shihouin Yoruichi#C0x55504D#,Kumpul %d serpihan untuk gabung menjadi #C0xE77421#Shihouin Yoruichi#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Shihouin Yoruichi#C0x55504D#,,,,,,,,,,5,,,502,{coin5=10},1293,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
21303,,,,,Akuma Fragment,Mảnh Akuma,Akuma Fragment,Akuma ชิ้นส่วน,Fragmen Akuma,Piraso ni Akuma,Fragmen Akuma,config/portrait/jinglingtouxiang/img_1303.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Akuma#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Akuma#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Akuma#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Akuma#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Akuma#C0x55504D#,Kumpul %d serpihan untuk gabung menjadi #C0xE77421#Akuma#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Akuma#C0x55504D#,,,,,,,,,,5,,,502,{coin5=10},1303,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
21313,,,,,Artoria Pendragon Fragment,Mảnh Artoria Pendragon,Artoria Pendragon Fragment,Artoria Pendragon ชิ้นส่วน,Fragmen Artoria Pendragon,Piraso ni Artoria Pendragon,Fragmen Artoria Pendragon,config/portrait/jinglingtouxiang/img_1313.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Artoria Pendragon#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Artoria Pendragon#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Artoria Pendragon#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Artoria Pendragon#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Artoria Pendragon#C0x55504D#,Kumpul %d serpihan untuk gabung menjadi #C0xE77421#Artoria Pendragon#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Artoria Pendragon#C0x55504D#,,,,,,,,,,6,,0,521,{coin5=30},1313,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
21381,,,,,Erza Scarlet Fragment,Mảnh Erza Scarlet,Erza Scarlet Fragment,Erza Scarlet ชิ้นส่วน,Fragmen Erza Scarlet,Piraso ni Erza Scarlet,Fragmen Erza Scarlet,config/portrait/jinglingtouxiang/img_1381.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Erza Scarlet#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Erza Scarlet#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Erza Scarlet#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Erza Scarlet#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Erza Scarlet#C0x55504D#,Kumpul %d serpihan untuk gabung trở thành #C0xE77421#Erza Scarlet#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Erza Scarlet#C0x55504D#,,,,,,,,,,5,,,502,{coin5=10},1381,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
21393,,,,,Akemi Homura Fragment,Mảnh Akemi Homura,Akemi Homura Fragment,Akemi Homura ชิ้นส่วน,Fragmen Akemi Homura,Piraso ni Akemi Homura,Fragmen Akemi Homura,config/portrait/jinglingtouxiang/img_1393.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Akemi Homura#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Akemi Homura#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Akemi Homura#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Akemi Homura#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Akemi Homura#C0x55504D#,Kumpul %d serpihan untuk gabung trở thành #C0xE77421#Akemi Homura#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Akemi Homura#C0x55504D#,,,,,,,,,,6,,0,521,{coin5=30},1393,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
21396,,,,,Demonflame Homura Fragment,Mảnh Demonflame Homura,Demonflame Homura Fragment,Demonflame Homura ชิ้นส่วน,Fragmen Demonflame Homura,Piraso ni Demonflame Homura,Fragmen Demonflame Homura,config/portrait/jinglingtouxiang/img_1393.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Demonflame Homura#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Demonflame Homura#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Demonflame Homura#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Demonflame Homura#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Demonflame Homura#C0x55504D#,Kumpul %d serpihan untuk gabung trở thành #C0xE77421#Demonflame Homura#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Demonflame Homura#C0x55504D#,,,,,,,,,,6,,0,521,{coin5=30},1393,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
21423,,,,,Saitama Fragment,Mảnh Saitama,Saitama Fragment,Saitama ชิ้นส่วน,Fragmen Saitama,Piraso ni Saitama,Fragmen Saitama,config/portrait/jinglingtouxiang/img_1423.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Saitama#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Saitama#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Saitama#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Saitama#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Saitama#C0x55504D#,Kumpul %d serpihan untuk gabung trở thành #C0xE77421#Saitama#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Saitama#C0x55504D#,,,,,,,,,,6,,0,521,{coin5=30},1423,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
21503,,,,,Maple Fragment,Mảnh Maple,Maple Fragment,Maple ชิ้นส่วน,Fragmen Maple,Piraso ni Maple,Fragmen Maple,config/portrait/jinglingtouxiang/img_1503.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Maple#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Maple#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Maple#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Maple#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Maple#C0x55504D#,Kumpul %d serpihan untuk gabung trở thành #C0xE77421#Maple#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Maple#C0x55504D#,,,,,,,,,,6,,0,521,{coin5=30},1503,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,
21612,,,,,Black Rock Shooter Fragment,Mảnh Black Rock Shooter,Black Rock Shooter Fragment,Black Rock Shooter ชิ้นส่วน,Fragmen Black Rock Shooter,Piraso ni Black Rock Shooter,Fragmen Black Rock Shooter,config/portrait/jinglingtouxiang/img_1612.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Black Rock Shooter#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Black Rock Shooter#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Black Rock Shooter#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Black Rock Shooter#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Black Rock Shooter#C0x55504D#,Kumpul %d serpihan untuk gabung trở thành #C0xE77421#Black Rock Shooter#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Black Rock Shooter#C0x55504D#,,,,,,,,,,5,,,502,{coin5=10},1612,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
21772,,,,,Jeanne d'Arc Fragment,Mảnh Jeanne d'Arc,Jeanne d'Arc Fragment,Jeanne d'Arc ชิ้นส่วน,Fragmen Jeanne d'Arc,Piraso ni Jeanne d'Arc,Fragmen Jeanne d'Arc,config/portrait/jinglingtouxiang/img_1772.png,,Thu thập đủ %d mảnh có thể hợp thành #C0xE77421#Jeanne d'Arc#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Jeanne d'Arc#C0x55504D#,รวบรวมเศษ %d ชิ้นเพื่อสร้าง #C0xE77421#Jeanne d'Arc#C0x55504D#,Kumpulkan %d fragmen untuk membentuk #C0xE77421#Jeanne d'Arc#C0x55504D#,Kolektahin ang %d piraso para buuin si #C0xE77421#Jeanne d'Arc#C0x55504D#,Kumpul %d serpihan untuk gabung trở thành #C0xE77421#Jeanne d'Arc#C0x55504D#,Collect %d fragments to synthesize #C0xE77421#Jeanne d'Arc#C0x55504D#,,,,,,,,,,5,,,502,{coin5=10},1772,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,
