VariableName,_beizhu,index,seatExtraFix,wave,hp,damage,specialDamage,defence,specialDefence,speed,hpself,damageself,specialDamageself,defenceself,specialDefenceself,speedself
Defaults,,,{},,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>,<1;1>
VariableName,备注,索引,站位修正,波次,怪物血量修正,怪物攻击修正,怪物攻击修正,怪物防御修正,怪物防御修正,怪物速度修正,己方血量修正,己方攻击修正,己方攻击修正,己方防御修正,己方防御修正,己方攻击修正
173,,80023,,5,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
174,,80023,,6,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
175,,80023,,7,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
176,,80023,,8,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
177,,80023,,9,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
178,,80023,,10,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
179,,80023,,11,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
180,,80023,,12,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
181,,80024,,1,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
182,,80024,,2,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
183,,80024,,3,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
184,,80024,,4,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
185,,80024,,5,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
186,,80024,,6,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
187,,80024,,7,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
188,,80024,,8,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
189,,80024,,9,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
190,,80024,,10,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
191,,80024,,11,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
192,,80024,,12,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
193,,80025,,1,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
194,,80025,,2,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
195,,80025,,3,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
196,,80025,,4,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
197,,80025,,5,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
198,,80025,,6,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
199,,80025,,7,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
200,,80025,,8,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
201,,80025,,9,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
202,,80025,,10,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
203,,80025,,11,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
204,,80025,,12,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
205,,80026,,1,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
206,,80026,,2,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
207,,80026,,3,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
208,,80026,,4,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
209,,80026,,5,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
210,,80026,,6,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
211,,80026,,7,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
212,,80026,,8,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
213,,80026,,9,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
214,,80026,,10,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
215,,80026,,11,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
216,,80026,,12,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
217,,80031,{11=1.3},1,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
218,,80031,{11=1.3},2,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
219,,80031,{11=1.3},3,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
220,,80031,{11=1.3},4,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
221,,80031,{11=1.3},5,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
222,,80031,{11=1.3},6,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
223,,80031,{11=1.3},7,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
224,,80031,{11=1.3},8,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
225,,80031,{11=1.3},9,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
226,,80031,{11=1.3},10,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
227,,80031,{11=1.3},11,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
228,,80031,{11=1.3},12,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
229,,80032,{11=1.2},1,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
230,,80032,{11=1.2},2,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
231,,80032,{11=1.2},3,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
232,,80032,{11=1.2},4,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
233,,80032,{11=1.2},5,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
234,,80032,{11=1.2},6,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
235,,80032,{11=1.2},7,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
236,,80032,{11=1.2},8,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
237,,80032,{11=1.2},9,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
238,,80032,{11=1.2},10,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
239,,80032,{11=1.2},11,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
240,,80032,{11=1.2},12,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
241,,80033,{11=1.2},1,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
242,,80033,{11=1.2},2,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
243,,80033,{11=1.2},3,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
244,,80033,{11=1.2},4,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
245,,80033,{11=1.2},5,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
246,,80033,{11=1.2},6,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
247,,80033,{11=1.2},7,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
248,,80033,{11=1.2},8,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
249,,80033,{11=1.2},9,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
250,,80033,{11=1.2},10,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
251,,80033,{11=1.2},11,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
252,,80033,{11=1.2},12,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
253,,80034,,1,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
254,,80034,,2,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
255,,80034,,3,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
256,,80034,,4,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
257,,80034,,5,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
258,,80034,,6,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
259,,80034,,7,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
260,,80034,,8,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
261,,80034,,9,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
262,,80034,,10,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
263,,80034,,11,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
264,,80034,,12,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
265,,80035,,1,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
266,,80035,,2,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
267,,80035,,3,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
268,,80035,,4,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
269,,80035,,5,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
270,,80035,,6,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
271,,80035,,7,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
272,,80035,,8,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
273,,80035,,9,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
274,,80035,,10,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
275,,80035,,11,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
276,,80035,,12,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
277,,80036,,1,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
278,,80036,,2,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
279,,80036,,3,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
280,,80036,,4,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
281,,80036,,5,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
282,,80036,,6,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
283,,80036,,7,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
284,,80036,,8,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
285,,80036,,9,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
286,,80036,,10,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
287,,80036,,11,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
288,,80036,,12,<2.76;2.35>,<1.09;1.21>,<1.09;1.21>,<1.45;1.24>,<1.45;1.24>,<0.94;0.94>,,,,,,
289,,80041,{11=1.1},1,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
290,,80041,{11=1.1},2,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
291,,80041,{11=1.1},3,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
292,,80041,{11=1.1},4,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
293,,80041,{11=1.1},5,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
294,,80041,{11=1.1},6,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
295,,80041,{11=1.1},7,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
296,,80041,{11=1.1},8,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
297,,80041,{11=1.1},9,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
298,,80041,{11=1.1},10,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
299,,80041,{11=1.1},11,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
300,,80041,{11=1.1},12,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
301,,80042,{11=1.1},1,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
302,,80042,{11=1.1},2,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
303,,80042,{11=1.1},3,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
304,,80042,{11=1.1},4,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
305,,80042,{11=1.1},5,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
306,,80042,{11=1.1},6,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
307,,80042,{11=1.1},7,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
308,,80042,{11=1.1},8,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
309,,80042,{11=1.1},9,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
310,,80042,{11=1.1},10,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
311,,80042,{11=1.1},11,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
312,,80042,{11=1.1},12,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
313,,80043,{11=2},1,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
314,,80043,{11=2},2,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
315,,80043,{11=2},3,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
316,,80043,{11=2},4,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
317,,80043,{11=2},5,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
318,,80043,{11=2},6,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
319,,80043,{11=2},7,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
320,,80043,{11=2},8,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
321,,80043,{11=2},9,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
322,,80043,{11=2},10,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
323,,80043,{11=2},11,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
324,,80043,{11=2},12,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
325,,80044,,1,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
326,,80044,,2,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
327,,80044,,3,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
328,,80044,,4,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
329,,80044,,5,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
330,,80044,,6,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
331,,80044,,7,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
332,,80044,,8,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
333,,80044,,9,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
334,,80044,,10,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
335,,80044,,11,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
336,,80044,,12,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
337,,80045,,1,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
338,,80045,,2,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
339,,80045,,3,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
340,,80045,,4,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
341,,80045,,5,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
342,,80045,,6,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
343,,80045,,7,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
344,,80045,,8,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
345,,80045,,9,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
346,,80045,,10,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
347,,80045,,11,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
348,,80045,,12,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
349,,80046,,1,<2.3;1.96>,<0.91;1.01>,<0.91;1.01>,<1.21;1.04>,<1.21;1.04>,<0.92;0.92>,,,,,,
