VariableName,markID,_beizhu1,_beizhu2,_beizhu3,_beizhu4,star,attrType1,attrValue1,attrType2,attrValue2
2729,8003,,,,,17,1,8.15%,,
2730,8003,,,,,18,1,8.65%,,
2731,8003,,,,,19,1,9.16%,,
2732,8003,,,,,20,1,9.67%,,
2733,8003,,,,,21,1,10.18%,,
2734,8003,,,,,22,1,10.69%,,
2735,8003,,,,,23,1,11.20%,,
2736,8003,,,,,24,1,11.71%,,
2737,8004,,,,,1,7,0.00%,,
2738,8004,,,,,2,7,0.00%,,
2739,8004,,,,,3,7,0.00%,,
2740,8004,,,,,4,7,0.16%,,
2741,8004,,,,,5,7,0.48%,,
2742,8004,,,,,6,7,0.80%,,
2743,8004,,,,,7,7,1.44%,,
2744,8004,,,,,8,7,2.08%,,
2745,8004,,,,,9,7,2.72%,,
2746,8004,,,,,10,7,3.68%,,
2747,8004,,,,,11,7,4.64%,,
2748,8004,,,,,12,7,5.60%,,
2749,8004,,,,,13,7,6.11%,,
2750,8004,,,,,14,7,6.62%,,
2751,8004,,,,,15,7,7.13%,,
2752,8004,,,,,16,7,7.64%,,
2753,8004,,,,,17,7,8.15%,,
2754,8004,,,,,18,7,8.65%,,
2755,8004,,,,,19,7,9.16%,,
2756,8004,,,,,20,7,9.67%,,
2757,8004,,,,,21,7,10.18%,,
2758,8004,,,,,22,7,10.69%,,
2759,8004,,,,,23,7,11.20%,,
2760,8004,,,,,24,7,11.71%,,
2761,8005,,,,,1,1,0.00%,,
2762,8005,,,,,2,1,0.00%,,
2763,8005,,,,,3,1,0.00%,,
2764,8005,,,,,4,1,0.16%,,
2765,8005,,,,,5,1,0.48%,,
2766,8005,,,,,6,1,0.80%,,
2767,8005,,,,,7,1,1.44%,,
2768,8005,,,,,8,1,2.08%,,
2769,8005,,,,,9,1,2.72%,,
2770,8005,,,,,10,1,3.68%,,
2771,8005,,,,,11,1,4.64%,,
2772,8005,,,,,12,1,5.60%,,
2773,8005,,,,,13,1,6.11%,,
2774,8005,,,,,14,1,6.62%,,
2775,8005,,,,,15,1,7.13%,,
2776,8005,,,,,16,1,7.64%,,
2777,8005,,,,,17,1,8.15%,,
2778,8005,,,,,18,1,8.65%,,
2779,8005,,,,,19,1,9.16%,,
2780,8005,,,,,20,1,9.67%,,
2781,8005,,,,,21,1,10.18%,,
2782,8005,,,,,22,1,10.69%,,
2783,8005,,,,,23,1,11.20%,,
2784,8005,,,,,24,1,11.71%,,
2785,8006,,,,,1,1,0.00%,,
2786,8006,,,,,2,1,0.00%,,
2787,8006,,,,,3,1,0.00%,,
2788,8006,,,,,4,1,0.16%,,
2789,8006,,,,,5,1,0.48%,,
2790,8006,,,,,6,1,0.80%,,
2791,8006,,,,,7,1,1.44%,,
2792,8006,,,,,8,1,2.08%,,
2793,8006,,,,,9,1,2.72%,,
2794,8006,,,,,10,1,3.68%,,
2795,8006,,,,,11,1,4.64%,,
2796,8006,,,,,12,1,5.60%,,
2797,8006,,,,,13,1,6.11%,,
2798,8006,,,,,14,1,6.62%,,
2799,8006,,,,,15,1,7.13%,,
2800,8006,,,,,16,1,7.64%,,
2801,8006,,,,,17,1,8.15%,,
2802,8006,,,,,18,1,8.65%,,
2803,8006,,,,,19,1,9.16%,,
2804,8006,,,,,20,1,9.67%,,
2805,8006,,,,,21,1,10.18%,,
2806,8006,,,,,22,1,10.69%,,
2807,8006,,,,,23,1,11.20%,,
2808,8006,,,,,24,1,11.71%,,
2809,8007,,,,,1,7,0.00%,,
2810,8007,,,,,2,7,0.00%,,
2811,8007,,,,,3,7,0.00%,,
2812,8007,,,,,4,7,0.16%,,
2813,8007,,,,,5,7,0.48%,,
2814,8007,,,,,6,7,0.80%,,
2815,8007,,,,,7,7,1.44%,,
2816,8007,,,,,8,7,2.08%,,
2817,8007,,,,,9,7,2.72%,,
2818,8007,,,,,10,7,3.68%,,
2819,8007,,,,,11,7,4.64%,,
2820,8007,,,,,12,7,5.60%,,
2821,8007,,,,,13,7,6.11%,,
2822,8007,,,,,14,7,6.62%,,
2823,8007,,,,,15,7,7.13%,,
2824,8007,,,,,16,7,7.64%,,
2825,8007,,,,,17,7,8.15%,,
2826,8007,,,,,18,7,8.65%,,
2827,8007,,,,,19,7,9.16%,,
2828,8007,,,,,20,7,9.67%,,
2829,8007,,,,,21,7,10.18%,,
2830,8007,,,,,22,7,10.69%,,
2831,8007,,,,,23,7,11.20%,,
2832,8007,,,,,24,7,11.71%,,
2833,8008,,,,,1,8,0.00%,,
2834,8008,,,,,2,8,0.00%,,
2835,8008,,,,,3,8,0.00%,,
2836,8008,,,,,4,8,0.16%,,
2837,8008,,,,,5,8,0.48%,,
2838,8008,,,,,6,8,0.80%,,
2839,8008,,,,,7,8,1.44%,,
2840,8008,,,,,8,8,2.08%,,
2841,8008,,,,,9,8,2.72%,,
2842,8008,,,,,10,8,3.68%,,
2843,8008,,,,,11,8,4.64%,,
2844,8008,,,,,12,8,5.60%,,
2845,8008,,,,,13,8,6.11%,,
2846,8008,,,,,14,8,6.62%,,
2847,8008,,,,,15,8,7.13%,,
2848,8008,,,,,16,8,7.64%,,
2849,8008,,,,,17,8,8.15%,,
2850,8008,,,,,18,8,8.65%,,
2851,8008,,,,,19,8,9.16%,,
2852,8008,,,,,20,8,9.67%,,
2853,8008,,,,,21,8,10.18%,,
2854,8008,,,,,22,8,10.69%,,
2855,8008,,,,,23,8,11.20%,,
2856,8008,,,,,24,8,11.71%,,
2857,8009,,,,,1,7,0.00%,,
2858,8009,,,,,2,7,0.00%,,
2859,8009,,,,,3,7,0.00%,,
2860,8009,,,,,4,7,0.16%,,
2861,8009,,,,,5,7,0.48%,,
2862,8009,,,,,6,7,0.80%,,
2863,8009,,,,,7,7,1.44%,,
2864,8009,,,,,8,7,2.08%,,
2865,8009,,,,,9,7,2.72%,,
2866,8009,,,,,10,7,3.68%,,
2867,8009,,,,,11,7,4.64%,,
2868,8009,,,,,12,7,5.60%,,
2869,8009,,,,,13,7,6.11%,,
2870,8009,,,,,14,7,6.62%,,
2871,8009,,,,,15,7,7.13%,,
2872,8009,,,,,16,7,7.64%,,
2873,8009,,,,,17,7,8.15%,,
2874,8009,,,,,18,7,8.65%,,
2875,8009,,,,,19,7,9.16%,,
2876,8009,,,,,20,7,9.67%,,
2877,8009,,,,,21,7,10.18%,,
2878,8009,,,,,22,7,10.69%,,
2879,8009,,,,,23,7,11.20%,,
2880,8009,,,,,24,7,11.71%,,
2881,8010,,,,,1,8,0.00%,,
2882,8010,,,,,2,8,0.00%,,
2883,8010,,,,,3,8,0.00%,,
2884,8010,,,,,4,8,0.16%,,
2885,8010,,,,,5,8,0.48%,,
2886,8010,,,,,6,8,0.80%,,
2887,8010,,,,,7,8,1.44%,,
2888,8010,,,,,8,8,2.08%,,
2889,8010,,,,,9,8,2.72%,,
2890,8010,,,,,10,8,3.68%,,
2891,8010,,,,,11,8,4.64%,,
2892,8010,,,,,12,8,5.60%,,
2893,8010,,,,,13,8,6.11%,,
2894,8010,,,,,14,8,6.62%,,
2895,8010,,,,,15,8,7.13%,,
2896,8010,,,,,16,8,7.64%,,
2897,8010,,,,,17,8,8.15%,,
2898,8010,,,,,18,8,8.65%,,
2899,8010,,,,,19,8,9.16%,,
2900,8010,,,,,20,8,9.67%,,
2901,8010,,,,,21,8,10.18%,,
2902,8010,,,,,22,8,10.69%,,
2903,8010,,,,,23,8,11.20%,,
2904,8010,,,,,24,8,11.71%,,
2905,8012,,,,,1,11,0.00%,,
2906,8012,,,,,2,11,0.00%,,
2907,8012,,,,,3,11,0.00%,,
2908,8012,,,,,4,11,0.16%,,
2909,8012,,,,,5,11,0.48%,,
2910,8012,,,,,6,11,0.80%,,
2911,8012,,,,,7,11,1.44%,,
2912,8012,,,,,8,11,2.08%,,
2913,8012,,,,,9,11,2.72%,,
2914,8012,,,,,10,11,3.68%,,
2915,8012,,,,,11,11,4.64%,,
2916,8012,,,,,12,11,5.60%,,
2917,8012,,,,,13,11,6.11%,,
2918,8012,,,,,14,11,6.62%,,
2919,8012,,,,,15,11,7.13%,,
2920,8012,,,,,16,11,7.64%,,
2921,8012,,,,,17,11,8.15%,,
2922,8012,,,,,18,11,8.65%,,
2923,8012,,,,,19,11,9.16%,,
2924,8012,,,,,20,11,9.67%,,
2925,8012,,,,,21,11,10.18%,,
2926,8012,,,,,22,11,10.69%,,
2927,8012,,,,,23,11,11.20%,,
2928,8012,,,,,24,11,11.71%,,
2929,8013,,,,,1,10,0.00%,,
2930,8013,,,,,2,10,0.00%,,
2931,8013,,,,,3,10,0.00%,,
2932,8013,,,,,4,10,0.16%,,
2933,8013,,,,,5,10,0.48%,,
2934,8013,,,,,6,10,0.80%,,
2935,8013,,,,,7,10,1.44%,,
2936,8013,,,,,8,10,2.08%,,
2937,8013,,,,,9,10,2.72%,,
2938,8013,,,,,10,10,3.68%,,
2939,8013,,,,,11,10,4.64%,,
2940,8013,,,,,12,10,5.60%,,
2941,8013,,,,,13,10,6.11%,,
2942,8013,,,,,14,10,6.62%,,
2943,8013,,,,,15,10,7.13%,,
2944,8013,,,,,16,10,7.64%,,
2945,8013,,,,,17,10,8.15%,,
2946,8013,,,,,18,10,8.65%,,
2947,8013,,,,,19,10,9.16%,,
2948,8013,,,,,20,10,9.67%,,
2949,8013,,,,,21,10,10.18%,,
2950,8013,,,,,22,10,10.69%,,
2951,8013,,,,,23,10,11.20%,,
2952,8013,,,,,24,10,11.71%,,
2953,8101,,,,,1,7,0.00%,,
2954,8101,,,,,2,7,0.00%,,
2955,8101,,,,,3,7,0.00%,,
2956,8101,,,,,4,7,0.16%,,
2957,8101,,,,,5,7,0.48%,,
2958,8101,,,,,6,7,0.80%,,
2959,8101,,,,,7,7,1.44%,,
2960,8101,,,,,8,7,2.08%,,
2961,8101,,,,,9,7,2.72%,,
2962,8101,,,,,10,7,3.68%,,
2963,8101,,,,,11,7,4.64%,,
2964,8101,,,,,12,7,5.60%,,
2965,8101,,,,,13,7,6.11%,,
2966,8101,,,,,14,7,6.62%,,
2967,8101,,,,,15,7,7.13%,,
2968,8101,,,,,16,7,7.64%,,
2969,8101,,,,,17,7,8.15%,,
2970,8101,,,,,18,7,8.65%,,
2971,8101,,,,,19,7,9.16%,,
2972,8101,,,,,20,7,9.67%,,
2973,8101,,,,,21,7,10.18%,,
2974,8101,,,,,22,7,10.69%,,
2975,8101,,,,,23,7,11.20%,,
2976,8101,,,,,24,7,11.71%,,
2977,8102,,,,,1,7,0.00%,,
2978,8102,,,,,2,7,0.00%,,
2979,8102,,,,,3,7,0.00%,,
2980,8102,,,,,4,7,0.16%,,
2981,8102,,,,,5,7,0.48%,,
2982,8102,,,,,6,7,0.80%,,
2983,8102,,,,,7,7,1.44%,,
2984,8102,,,,,8,7,2.08%,,
2985,8102,,,,,9,7,2.72%,,
2986,8102,,,,,10,7,3.68%,,
2987,8102,,,,,11,7,4.64%,,
2988,8102,,,,,12,7,5.60%,,
2989,8102,,,,,13,7,6.11%,,
2990,8102,,,,,14,7,6.62%,,
2991,8102,,,,,15,7,7.13%,,
2992,8102,,,,,16,7,7.64%,,
2993,8102,,,,,17,7,8.15%,,
2994,8102,,,,,18,7,8.65%,,
2995,8102,,,,,19,7,9.16%,,
2996,8102,,,,,20,7,9.67%,,
2997,8102,,,,,21,7,10.18%,,
2998,8102,,,,,22,7,10.69%,,
2999,8102,,,,,23,7,11.20%,,
3000,8102,,,,,24,7,11.71%,,
3001,8103,,,,,1,9,0.00%,,
3002,8103,,,,,2,9,0.00%,,
3003,8103,,,,,3,9,0.00%,,
3004,8103,,,,,4,9,0.16%,,
3005,8103,,,,,5,9,0.48%,,
3006,8103,,,,,6,9,0.80%,,
3007,8103,,,,,7,9,1.44%,,
3008,8103,,,,,8,9,2.08%,,
3009,8103,,,,,9,9,2.72%,,
3010,8103,,,,,10,9,3.68%,,
3011,8103,,,,,11,9,4.64%,,
3012,8103,,,,,12,9,5.60%,,
3013,8103,,,,,13,9,6.11%,,
3014,8103,,,,,14,9,6.62%,,
3015,8103,,,,,15,9,7.13%,,
3016,8103,,,,,16,9,7.64%,,
3017,8103,,,,,17,9,8.15%,,
3018,8103,,,,,18,9,8.65%,,
3019,8103,,,,,19,9,9.16%,,
3020,8103,,,,,20,9,9.67%,,
3021,8103,,,,,21,9,10.18%,,
3022,8103,,,,,22,9,10.69%,,
3023,8103,,,,,23,9,11.20%,,
3024,8103,,,,,24,9,11.71%,,
3025,8104,,,,,1,9,0.00%,,
3026,8104,,,,,2,9,0.00%,,
3027,8104,,,,,3,9,0.00%,,
3028,8104,,,,,4,9,0.16%,,
3029,8104,,,,,5,9,0.48%,,
3030,8104,,,,,6,9,0.80%,,
3031,8104,,,,,7,9,1.44%,,
3032,8104,,,,,8,9,2.08%,,
3033,8104,,,,,9,9,2.72%,,
3034,8104,,,,,10,9,3.68%,,
3035,8104,,,,,11,9,4.64%,,
3036,8104,,,,,12,9,5.60%,,
3037,8104,,,,,13,9,6.11%,,
3038,8104,,,,,14,9,6.62%,,
3039,8104,,,,,15,9,7.13%,,
3040,8104,,,,,16,9,7.64%,,
3041,8104,,,,,17,9,8.15%,,
3042,8104,,,,,18,9,8.65%,,
3043,8104,,,,,19,9,9.16%,,
3044,8104,,,,,20,9,9.67%,,
3045,8104,,,,,21,9,10.18%,,
3046,8104,,,,,22,9,10.69%,,
3047,8104,,,,,23,9,11.20%,,
3048,8104,,,,,24,9,11.71%,,
3049,8105,,,,,1,13,0.00%,,
3050,8105,,,,,2,13,0.00%,,
3051,8105,,,,,3,13,0.00%,,
3052,8105,,,,,4,13,0.16%,,
3053,8105,,,,,5,13,0.48%,,
3054,8105,,,,,6,13,0.80%,,
3055,8105,,,,,7,13,1.44%,,
3056,8105,,,,,8,13,2.08%,,
3057,8105,,,,,9,13,2.72%,,
3058,8105,,,,,10,13,3.68%,,
3059,8105,,,,,11,13,4.64%,,
3060,8105,,,,,12,13,5.60%,,
3061,8105,,,,,13,13,6.11%,,
3062,8105,,,,,14,13,6.62%,,
3063,8105,,,,,15,13,7.13%,,
3064,8105,,,,,16,13,7.64%,,
3065,8105,,,,,17,13,8.15%,,
3066,8105,,,,,18,13,8.65%,,
3067,8105,,,,,19,13,9.16%,,
3068,8105,,,,,20,13,9.67%,,
3069,8105,,,,,21,13,10.18%,,
3070,8105,,,,,22,13,10.69%,,
3071,8105,,,,,23,13,11.20%,,
3072,8105,,,,,24,13,11.71%,,
3073,8106,,,,,1,10,0.00%,,
3074,8106,,,,,2,10,0.00%,,
3075,8106,,,,,3,10,0.00%,,
3076,8106,,,,,4,10,0.16%,,
3077,8106,,,,,5,10,0.48%,,
3078,8106,,,,,6,10,0.80%,,
3079,8106,,,,,7,10,1.44%,,
3080,8106,,,,,8,10,2.08%,,
3081,8106,,,,,9,10,2.72%,,
3082,8106,,,,,10,10,3.68%,,
3083,8106,,,,,11,10,4.64%,,
3084,8106,,,,,12,10,5.60%,,
3085,8106,,,,,13,10,6.11%,,
3086,8106,,,,,14,10,6.62%,,
3087,8106,,,,,15,10,7.13%,,
3088,8106,,,,,16,10,7.64%,,
3089,8106,,,,,17,10,8.15%,,
3090,8106,,,,,18,10,8.65%,,
3091,8106,,,,,19,10,9.16%,,
3092,8106,,,,,20,10,9.67%,,
3093,8106,,,,,21,10,10.18%,,
3094,8106,,,,,22,10,10.69%,,
3095,8106,,,,,23,10,11.20%,,
3096,8106,,,,,24,10,11.71%,,
3097,8107,,,,,1,7,0.00%,,
3098,8107,,,,,2,7,0.00%,,
3099,8107,,,,,3,7,0.00%,,
3100,8107,,,,,4,7,0.16%,,
3101,8107,,,,,5,7,0.48%,,
3102,8107,,,,,6,7,0.80%,,
3103,8107,,,,,7,7,1.44%,,
3104,8107,,,,,8,7,2.08%,,
3105,8107,,,,,9,7,2.72%,,
3106,8107,,,,,10,7,3.68%,,
3107,8107,,,,,11,7,4.64%,,
3108,8107,,,,,12,7,5.60%,,
3109,8107,,,,,13,7,6.11%,,
3110,8107,,,,,14,7,6.62%,,
3111,8107,,,,,15,7,7.13%,,
3112,8107,,,,,16,7,7.64%,,
3113,8107,,,,,17,7,8.15%,,
3114,8107,,,,,18,7,8.65%,,
3115,8107,,,,,19,7,9.16%,,
3116,8107,,,,,20,7,9.67%,,
3117,8107,,,,,21,7,10.18%,,
3118,8107,,,,,22,7,10.69%,,
3119,8107,,,,,23,7,11.20%,,
3120,8107,,,,,24,7,11.71%,,
3121,8200,,,,,1,8,0.00%,,
3122,8200,,,,,2,8,0.00%,,
3123,8200,,,,,3,8,0.00%,,
3124,8200,,,,,4,8,0.16%,,
3125,8200,,,,,5,8,0.48%,,
3126,8200,,,,,6,8,0.80%,,
3127,8200,,,,,7,8,1.44%,,
3128,8200,,,,,8,8,2.08%,,
3129,8200,,,,,9,8,2.72%,,
3130,8200,,,,,10,8,3.68%,,
3131,8200,,,,,11,8,4.64%,,
3132,8200,,,,,12,8,5.60%,,
3133,8200,,,,,13,8,6.11%,,
3134,8200,,,,,14,8,6.62%,,
3135,8200,,,,,15,8,7.13%,,
3136,8200,,,,,16,8,7.64%,,
3137,8200,,,,,17,8,8.15%,,
3138,8200,,,,,18,8,8.65%,,
3139,8200,,,,,19,8,9.16%,,
3140,8200,,,,,20,8,9.67%,,
3141,8200,,,,,21,8,10.18%,,
3142,8200,,,,,22,8,10.69%,,
3143,8200,,,,,23,8,11.20%,,
3144,8200,,,,,24,8,11.71%,,
3145,8201,,,,,1,13,0.00%,,
3146,8201,,,,,2,13,0.00%,,
3147,8201,,,,,3,13,0.00%,,
3148,8201,,,,,4,13,0.16%,,
3149,8201,,,,,5,13,0.48%,,
3150,8201,,,,,6,13,0.80%,,
3151,8201,,,,,7,13,1.44%,,
3152,8201,,,,,8,13,2.08%,,
3153,8201,,,,,9,13,2.72%,,
3154,8201,,,,,10,13,3.68%,,
3155,8201,,,,,11,13,4.64%,,
3156,8201,,,,,12,13,5.60%,,
3157,8201,,,,,13,13,6.11%,,
3158,8201,,,,,14,13,6.62%,,
3159,8201,,,,,15,13,7.13%,,
3160,8201,,,,,16,13,7.64%,,
3161,8201,,,,,17,13,8.15%,,
3162,8201,,,,,18,13,8.65%,,
3163,8201,,,,,19,13,9.16%,,
3164,8201,,,,,20,13,9.67%,,
3165,8201,,,,,21,13,10.18%,,
3166,8201,,,,,22,13,10.69%,,
3167,8201,,,,,23,13,11.20%,,
3168,8201,,,,,24,13,11.71%,,
3169,8202,,,,,1,7,0.00%,,
3170,8202,,,,,2,7,0.00%,,
3171,8202,,,,,3,7,0.00%,,
3172,8202,,,,,4,7,0.16%,,
3173,8202,,,,,5,7,0.48%,,
3174,8202,,,,,6,7,0.80%,,
3175,8202,,,,,7,7,1.44%,,
3176,8202,,,,,8,7,2.08%,,
3177,8202,,,,,9,7,2.72%,,
3178,8202,,,,,10,7,3.68%,,
3179,8202,,,,,11,7,4.64%,,
3180,8202,,,,,12,7,5.60%,,
3181,8202,,,,,13,7,6.11%,,
3182,8202,,,,,14,7,6.62%,,
3183,8202,,,,,15,7,7.13%,,
3184,8202,,,,,16,7,7.64%,,
3185,8202,,,,,17,7,8.15%,,
3186,8202,,,,,18,7,8.65%,,
3187,8202,,,,,19,7,9.16%,,
3188,8202,,,,,20,7,9.67%,,
3189,8202,,,,,21,7,10.18%,,
3190,8202,,,,,22,7,10.69%,,
3191,8202,,,,,23,7,11.20%,,
3192,8202,,,,,24,7,11.71%,,
3193,8203,,,,,1,1,0.00%,,
3194,8203,,,,,2,1,0.00%,,
3195,8203,,,,,3,1,0.00%,,
3196,8203,,,,,4,1,0.16%,,
3197,8203,,,,,5,1,0.48%,,
3198,8203,,,,,6,1,0.80%,,
3199,8203,,,,,7,1,1.44%,,
3200,8203,,,,,8,1,2.08%,,
3201,8203,,,,,9,1,2.72%,,
3202,8203,,,,,10,1,3.68%,,
3203,8203,,,,,11,1,4.64%,,
3204,8203,,,,,12,1,5.60%,,
3205,8203,,,,,13,1,6.11%,,
3206,8203,,,,,14,1,6.62%,,
3207,8203,,,,,15,1,7.13%,,
3208,8203,,,,,16,1,7.64%,,
3209,8203,,,,,17,1,8.15%,,
3210,8203,,,,,18,1,8.65%,,
3211,8203,,,,,19,1,9.16%,,
3212,8203,,,,,20,1,9.67%,,
3213,8203,,,,,21,1,10.18%,,
3214,8203,,,,,22,1,10.69%,,
3215,8203,,,,,23,1,11.20%,,
3216,8203,,,,,24,1,11.71%,,
3217,8901,,,,,1,1,0.00%,,
3218,8901,,,,,2,1,0.00%,,
3219,8901,,,,,3,1,0.00%,,
3220,8901,,,,,4,1,0.16%,,
3221,8901,,,,,5,1,0.48%,,
3222,8901,,,,,6,1,0.80%,,
3223,8901,,,,,7,1,1.44%,,
3224,8901,,,,,8,1,2.08%,,
3225,8901,,,,,9,1,2.72%,,
3226,8901,,,,,10,1,3.68%,,
3227,8901,,,,,11,1,4.64%,,
3228,8901,,,,,12,1,5.60%,,
3229,8901,,,,,13,1,6.11%,,
3230,8901,,,,,14,1,6.62%,,
3231,8901,,,,,15,1,7.13%,,
3232,8901,,,,,16,1,7.64%,,
3233,8901,,,,,17,1,8.15%,,
3234,8901,,,,,18,1,8.65%,,
3235,8901,,,,,19,1,9.16%,,
3236,8901,,,,,20,1,9.67%,,
3237,8901,,,,,21,1,10.18%,,
3238,8901,,,,,22,1,10.69%,,
3239,8901,,,,,23,1,11.20%,,
3240,8901,,,,,24,1,11.71%,,
3241,8902,,,,,1,9,0.00%,,
3242,8902,,,,,2,9,0.00%,,
3243,8902,,,,,3,9,0.00%,,
3244,8902,,,,,4,9,0.16%,,
3245,8902,,,,,5,9,0.48%,,
3246,8902,,,,,6,9,0.80%,,
3247,8902,,,,,7,9,1.44%,,
3248,8902,,,,,8,9,2.08%,,
3249,8902,,,,,9,9,2.72%,,
3250,8902,,,,,10,9,3.68%,,
3251,8902,,,,,11,9,4.64%,,
3252,8902,,,,,12,9,5.60%,,
3253,8902,,,,,13,9,6.11%,,
3254,8902,,,,,14,9,6.62%,,
3255,8902,,,,,15,9,7.13%,,
3256,8902,,,,,16,9,7.64%,,
3257,8902,,,,,17,9,8.15%,,
3258,8902,,,,,18,9,8.65%,,
3259,8902,,,,,19,9,9.16%,,
3260,8902,,,,,20,9,9.67%,,
3261,8902,,,,,21,9,10.18%,,
3262,8902,,,,,22,9,10.69%,,
3263,8902,,,,,23,9,11.20%,,
3264,8902,,,,,24,9,11.71%,,
3265,8903,,,,,1,9,0.00%,,
3266,8903,,,,,2,9,0.00%,,
3267,8903,,,,,3,9,0.00%,,
3268,8903,,,,,4,9,0.16%,,
3269,8903,,,,,5,9,0.48%,,
3270,8903,,,,,6,9,0.80%,,
3271,8903,,,,,7,9,1.44%,,
3272,8903,,,,,8,9,2.08%,,
3273,8903,,,,,9,9,2.72%,,
3274,8903,,,,,10,9,3.68%,,
3275,8903,,,,,11,9,4.64%,,
3276,8903,,,,,12,9,5.60%,,
3277,8903,,,,,13,9,6.11%,,
3278,8903,,,,,14,9,6.62%,,
3279,8903,,,,,15,9,7.13%,,
3280,8903,,,,,16,9,7.64%,,
3281,8903,,,,,17,9,8.15%,,
3282,8903,,,,,18,9,8.65%,,
3283,8903,,,,,19,9,9.16%,,
3284,8903,,,,,20,9,9.67%,,
3285,8903,,,,,21,9,10.18%,,
3286,8903,,,,,22,9,10.69%,,
3287,8903,,,,,23,9,11.20%,,
3288,8903,,,,,24,9,11.71%,,
3289,2461,,,,,1,8,0.00%,,
3290,2461,,,,,2,8,0.00%,,
3291,2461,,,,,3,8,0.00%,,
3292,2461,,,,,4,8,0.16%,,
3293,2461,,,,,5,8,0.48%,,
3294,2461,,,,,6,8,0.80%,,
3295,2461,,,,,7,8,1.44%,,
3296,2461,,,,,8,8,2.08%,,
3297,2461,,,,,9,8,2.72%,,
3298,2461,,,,,10,8,3.68%,,
3299,2461,,,,,11,8,4.64%,,
3300,2461,,,,,12,8,5.60%,,
3301,2461,,,,,13,8,6.11%,,
3302,2461,,,,,14,8,6.62%,,
3303,2461,,,,,15,8,7.13%,,
3304,2461,,,,,16,8,7.64%,,
3305,2461,,,,,17,8,8.15%,,
3306,2461,,,,,18,8,8.65%,,
3307,2461,,,,,19,8,9.16%,,
3308,2461,,,,,20,8,9.67%,,
3309,2461,,,,,21,8,10.18%,,
3310,2461,,,,,22,8,10.69%,,
3311,2461,,,,,23,8,11.20%,,
3312,2461,,,,,24,8,11.71%,,
3313,1981,,,,,1,1,0.00%,,
3314,1981,,,,,2,1,0.00%,,
3315,1981,,,,,3,1,0.00%,,
3316,1981,,,,,4,1,0.16%,,
3317,1981,,,,,5,1,0.48%,,
3318,1981,,,,,6,1,0.80%,,
3319,1981,,,,,7,1,1.44%,,
3320,1981,,,,,8,1,2.08%,,
3321,1981,,,,,9,1,2.72%,,
3322,1981,,,,,10,1,3.68%,,
3323,1981,,,,,11,1,4.64%,,
3324,1981,,,,,12,1,5.60%,,
3325,1981,,,,,13,1,6.11%,,
3326,1981,,,,,14,1,6.62%,,
3327,1981,,,,,15,1,7.13%,,
3328,1981,,,,,16,1,7.64%,,
3329,1981,,,,,17,1,8.15%,,
3330,1981,,,,,18,1,8.65%,,
3331,1981,,,,,19,1,9.16%,,
3332,1981,,,,,20,1,9.67%,,
3333,1981,,,,,21,1,10.18%,,
3334,1981,,,,,22,1,10.69%,,
3335,1981,,,,,23,1,11.20%,,
3336,1981,,,,,24,1,11.71%,,
3337,1991,,,,,1,1,0.00%,,
3338,1991,,,,,2,1,0.00%,,
3339,1991,,,,,3,1,0.00%,,
3340,1991,,,,,4,1,0.16%,,
3341,1991,,,,,5,1,0.48%,,
3342,1991,,,,,6,1,0.80%,,
3343,1991,,,,,7,1,1.44%,,
3344,1991,,,,,8,1,2.08%,,
3345,1991,,,,,9,1,2.72%,,
3346,1991,,,,,10,1,3.68%,,
3347,1991,,,,,11,1,4.64%,,
3348,1991,,,,,12,1,5.60%,,
3349,1991,,,,,13,1,6.11%,,
3350,1991,,,,,14,1,6.62%,,
3351,1991,,,,,15,1,7.13%,,
3352,1991,,,,,16,1,7.64%,,
3353,1991,,,,,17,1,8.15%,,
3354,1991,,,,,18,1,8.65%,,
3355,1991,,,,,19,1,9.16%,,
3356,1991,,,,,20,1,9.67%,,
3357,1991,,,,,21,1,10.18%,,
3358,1991,,,,,22,1,10.69%,,
3359,1991,,,,,23,1,11.20%,,
3360,1991,,,,,24,1,11.71%,,
3361,9001,,,,,1,1,0.00%,,
3362,9001,,,,,2,1,0.06%,,
3363,9001,,,,,3,1,0.06%,,
3364,9001,,,,,4,1,0.06%,,
3365,9001,,,,,5,1,0.06%,,
3366,9001,,,,,6,1,0.06%,,
3367,9001,,,,,7,1,0.06%,,
3368,9001,,,,,8,1,0.06%,,
3369,9001,,,,,9,1,0.06%,,
3370,9001,,,,,10,1,0.06%,,
3371,9001,,,,,11,1,0.06%,,
3372,9001,,,,,12,1,0.06%,,
3373,9001,,,,,13,1,0.07%,,
3374,9001,,,,,14,1,0.07%,,
3375,9001,,,,,15,1,0.08%,,
3376,9001,,,,,16,1,0.08%,,
3377,9001,,,,,17,1,0.09%,,
3378,9001,,,,,18,1,0.09%,,
3379,9001,,,,,19,1,0.10%,,
3380,9001,,,,,20,1,0.10%,,
3381,9001,,,,,21,1,0.11%,,
3382,9001,,,,,22,1,0.11%,,
3383,9001,,,,,23,1,0.12%,,
3384,9001,,,,,24,1,0.13%,,
3385,9002,,,,,1,1,0.00%,,
3386,9002,,,,,2,1,0.12%,,
3387,9002,,,,,3,1,0.12%,,
3388,9002,,,,,4,1,0.12%,,
3389,9002,,,,,5,1,0.12%,,
3390,9002,,,,,6,1,0.12%,,
3391,9002,,,,,7,1,0.12%,,
