VariableName,_beizhu,_comment,stage,specialName,startSceen,startLevel,startGate,extendCondition,order,service,award,awardChoose,showAward,gotoScene,gotoStep,outDelay,showType,force,useRoleFigure,unitId,offPos,headRes,headPos,roleName_cn,roleName_tw,roleName,roleName_vn,roleName_kr,talkContent,talkContent_vn,talkContent_ma,talkContent_en,talkContent_ph,talkContent_th,talkContent_in,bgRes,__tagName,tagName,jumpToNode,animate,animateAngle,animatePos,battleEnter,anyPosCancel,lightSize,chooseDesc1,choose1,chooseDesc2,choose2
1902,,,191,,,,,,,,,,,,,,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,"Press to enter ""Adventure"".  ","Nhấn để vào ""Phiêu lưu""","Tekan untuk masuk ke ""Pengembaraan"".  ","Press to enter ""Adventure"".  ","Pindutin upang pumasok sa ""Pakikipagsapalaran"".  ","กดเพื่อเข้าสู่ ""ผจญภัย""  ","Tekan untuk masuk ke ""Petualangan"".  ",,,<rightBottomPanel;btnAdventure>,,effect/shouyindao.skel,,,,,,,,,
1903,,,191,,,,,,,,,,,,,0.4,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,"Click to select ""Dispatch"".  ","Bấm để chọn ""Phái cử""","Klik untuk memilih ""Penugasan"".  ","Click to select ""Dispatch"".  ","Pindutin upang pumili ng ""Pagpapadala"".  ","กดเพื่อเลือก ""มอบหมาย""  ","Klik untuk memilih ""Pengiriman"".  ",,,<list;dispatchTask>,,effect/shouyindao.skel,,,,,,,,,
1904,,,191,,,,,,,,,,,,,,2,2,,,{y=100;x=0},login/new_character/xiaozhushou1.png,,,,,,,"Tianxuan Hero can assign heroes to take on various missions, completing missions grants corresponding rewards.  ","Thiên Tuyển Giả có thể ủy phái anh hùng nhận các loại nhiệm vụ, hoàn thành nhiệm vụ có thể nhận được phần thưởng tương ứng","Tianxuan boleh menugaskan wira untuk menerima pelbagai jenis misi, menyelesaikan misi akan mendapat ganjaran yang sesuai.  ","Tianxuan Hero can assign heroes to take on various missions, completing missions grants corresponding rewards.  ","Maaaring i-assign ng Tianxuan Bayani ang mga bayani upang tanggapin ang iba't ibang misyon, kapag natapos ay makakakuha ng kaukulang gantimpala.  ",เหล่าวีรบุรุษเทียนซวนสามารถมอบหมายฮีโร่รับภารกิจต่างๆ การทำภารกิจสำเร็จจะได้รับรางวัลที่สอดคล้องกัน  ,"Pahlawan Tianxuan bisa menugaskan pahlawan untuk mengambil berbagai misi, menyelesaikan misi akan mendapatkan hadiah yang sesuai.  ",,,,,,,,,TRUE,,,,,
1905,,,191,,,,,,,,,,,,,,2,2,,,{y=100;x=0},login/new_character/xiaozhushou1.png,,,,,,,"Each mission has a corresponding quality, the higher the quality, the better the rewards.  ","Mỗi nhiệm vụ có phẩm chất tương ứng, phẩm chất càng cao phần thưởng càng tốt.","Setiap misi mempunyai kualiti yang berbeza, semakin tinggi kualiti semakin baik ganjarannya.  ","Each mission has a corresponding quality, the higher the quality, the better the rewards.  ","Ang bawat misyon ay may katumbas na kalidad, mas mataas ang kalidad mas maganda ang gantimpala.  ",แต่ละภารกิจมีคุณภาพแตกต่างกัน คุณภาพสูงรางวัลยิ่งดี  ,"Setiap misi memiliki kualitas yang berbeda, semakin tinggi kualitas semakin baik hadiahnya.  ",,,,,,,,,TRUE,,,,,
1906,,,191,,,,,,,,,,,,,,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,The mission board displays information and rewards for each mission.  ,Bảng nhiệm vụ hiển thị thông tin và phần thưởng tương ứng của nhiệm vụ.,Papan misi memaparkan maklumat dan ganjaran yang berkaitan.  ,The mission board displays information and rewards for each mission.  ,Ipinapakita ng board ng misyon ang impormasyon at gantimpala ng mga misyon.  ,กระดานภารกิจแสดงข้อมูลและรางวัลของภารกิจ  ,Papan misi menampilkan informasi dan hadiah dari setiap misi.  ,,,<list;item1>,,,,,,TRUE,,,,,
1907,,,191,,,,,,,,,,,,,,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,Press to select a mission and start dispatching tasks.  ,Nhấn để chọn nhiệm vụ và bắt đầu điều phối nhiệm vụ nhé.,Tekan untuk memilih misi dan mula mengatur misi.  ,Press to select a mission and start dispatching tasks.  ,Pindutin upang pumili ng misyon at simulan ang pag-assign ng mga gawain.  ,กดเพื่อเลือกภารกิจและเริ่มมอบหมายงาน  ,Tekan untuk memilih misi dan mulai mengatur tugas.  ,,,<list;item1>,,effect/shouyindao.skel,,,,,,,,,
2001,,,200,,city.view,33,,,,1,,,,1,,0.1,2,2,,,{y=100;x=0},login/new_character/xiaozhushou1.png,,,,,,,"Greetings chosen one, you have successfully unlocked the Beast Summon feature, let’s take a look!","Chào người được chọn, bạn đã mở thành công tính năng Thú Triệu Hồi, cùng xem qua nhé!","Salam kepada yang terpilih, anda telah berjaya membuka fungsi Panggilan Binatang, mari kita lihat!","Greetings chosen one, you have successfully unlocked the Beast Summon feature, let’s take a look!","Pagbati sa napili, matagumpay mong na-unlock ang tampok na Pagtawag ng Hayop, tingnan natin ito!",สวัสดีผู้ถูกเลือก คุณได้ปลดล็อกฟีเจอร์เรียกสัตว์แล้ว มาดูกันเถอะ!,"Salam sang terpilih, Anda telah berhasil membuka fitur Panggilan Binatang, mari kita lihat!",,,,,,,,,,,,,,
2002,,,200,,,,,,,,,,,,,0.1,,2,,,{y=0;x=400},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,"Press here to open ""Nurture""  ","Nhấn vào đây để mở ""Nuôi dưỡng""","Tekan di sini untuk membuka ""Pemeliharaan""  ","Press here to open ""Nurture""  ","Pindutin dito upang buksan ang ""Pag-aalaga""  ","กดที่นี่เพื่อเปิด ""การบำรุง""  ","Tekan di sini untuk membuka ""Pemeliharaan""  ",,,<centerBottomPanel;actionList;develop>,,effect/shouyindao.skel,,,,,,,,,
2003,,,200,,,,,,,,,,,,,0.1,,2,,,{y=0;x=400},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,"Click here to open ""Nurture""  ","Bấm vào đây để mở ""Nuôi dưỡng""","Klik di sini untuk membuka ""Pemeliharaan""  ","Click here to open ""Nurture""  ","I-click dito upang buksan ang ""Pag-aalaga""  ","คลิกที่นี่เพื่อเปิด ""การบำรุง""  ","Klik di sini untuk membuka ""Pemeliharaan""  ",,,<developPanel;developList;listItem;explore>,,effect/shouyindao.skel,,,,,,,,,
2004,,,200,,,,,,,,,,,,,0.1,2,2,,,{y=100;x=0},login/new_character/xiaozhushou1.png,,,,,,,Tianxuan Hero can activate and upgrade the Spirit Beast by collecting Spirit Beast shards. Let’s go treasure hunting to get these shards!  ,Thiên Tuyển Giả có thể kích hoạt và tăng cấp Thông Linh Thú bằng cách thu thập các mảnh ghép Thông Linh Thú. Hãy cùng nhau đi săn kho báu để có được các mảnh ghép này nhé!,Tianxuan boleh mengaktifkan dan menaik taraf Binatang Roh dengan mengumpul kepingan Binatang Roh. Mari kita berburu harta karun untuk mendapatkan kepingan ini!  ,Tianxuan Hero can activate and upgrade the Spirit Beast by collecting Spirit Beast shards. Let’s go treasure hunting to get these shards!  ,Maaaring i-activate at i-upgrade ng Tianxuan Bayani ang Spirit Beast sa pamamagitan ng pagkolekta ng mga piraso ng Spirit Beast. Tara na at maghanap ng kayamanan para makuha ang mga pirasong ito!  ,เหล่าวีรบุรุษเทียนซวนสามารถเปิดใช้งานและอัปเกรดสัตว์วิญญาณได้โดยการรวบรวมชิ้นส่วนสัตว์วิญญาณ มาออกล่าสมบัติเพื่อรับชิ้นส่วนเหล่านี้กันเถอะ!  ,Pahlawan Tianxuan dapat mengaktifkan dan meningkatkan Binatang Roh dengan mengumpulkan pecahan Binatang Roh. Mari berburu harta karun untuk mendapatkan pecahan ini!  ,,,,,,,,,,,,,,
2005,,,200,,,,,,,,,,,,,0.1,,2,,,{y=50;x=-50},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,"Press here to enter ""Spirit Beast""  ","Nhấn vào đây để vào ""Thông linh""","Tekan di sini untuk masuk ke ""Binatang Roh""  ","Press here to enter ""Spirit Beast""  ","Pindutin dito para pumasok sa ""Spirit Beast""  ","กดที่นี่เพื่อเข้าสู่ ""สัตว์วิญญาณ""  ","Tekan di sini untuk masuk ke ""Binatang Roh""  ",,,<upLeftPanel;btnFind>,,effect/shouyindao.skel,,,,,,,,,
2006,,,200,,,,,,,,,,,,,0.1,,2,,,{y=50;x=-50},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,"Click here to get a ""free spirit beast"" once  ","Bấm vào đây để được ""thông linh miễn phí"" một lần","Klik di sini untuk dapatkan ""binatang roh percuma"" sekali  ","Click here to get a ""free spirit beast"" once  ","I-click dito para makakuha ng ""libreng spirit beast"" isang beses  ","คลิกที่นี่เพื่อรับ ""สัตว์วิญญาณฟรี"" 1 ครั้ง  ","Klik di sini untuk mendapatkan ""binatang roh gratis"" sekali  ",,,<onePanel;btn>,,effect/shouyindao.skel,,,,,,,,,
2010,,,201,,city.develop.explorer.view,33,,,,1,,,,,,0.1,2,2,,,{y=100;x=0},login/new_character/xiaozhushou1.png,,,,,,,Press the corresponding components to activate and upgrade them.  ,Nhấn vào các thành phần tương ứng để kích hoạt và nâng cấp chúng.,Tekan pada komponen yang sesuai untuk mengaktifkan dan menaikkannya.  ,Press the corresponding components to activate and upgrade them.  ,Pindutin ang mga kaukulang bahagi upang i-activate at i-upgrade ang mga ito.  ,กดที่ส่วนประกอบที่เกี่ยวข้องเพื่อเปิดใช้งานและอัปเกรด  ,Tekan komponen yang sesuai untuk mengaktifkan dan meningkatkannya.  ,,,,,,,,,,,,,,
2011,,,201,,,,,,,,,,,,,0.1,,,,,{y=50;x=-800},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,Excess components can be decomposed here to get Spirit Beast Coins.  ,Các thành phần thừa có thể được phân giải tại đây để nhận Thông Linh Tệ.,Komponen berlebihan boleh diurai di sini untuk mendapatkan Syiling Binatang Roh.  ,Excess components can be decomposed here to get Spirit Beast Coins.  ,Ang sobrang bahagi ay maaaring i-decompose dito para makakuha ng Spirit Beast Coins.  ,ส่วนประกอบที่เหลือสามารถสลายที่นี่เพื่อรับเหรียญสัตว์วิญญาณ  ,Komponen berlebih dapat diurai di sini untuk mendapatkan Koin Binatang Roh.  ,,,<upLeftPanel;btnDecompose>,,,,,,TRUE,,,,,
2012,,,201,,,,,,,,,,,,,0.1,2,2,,,{y=100;x=0},login/new_character/xiaozhushou1.png,,,,,,,Spirit Beast Coins can be used to buy components that Tianxuan Hero needs in the shop.  ,Đồng Thông Linh có thể dùng để mua các thành phần mà Thiên Tuyển Giả cần trong cửa hàng.,Syiling Binatang Roh boleh digunakan untuk membeli komponen yang Tianxuan perlukan di kedai.  ,Spirit Beast Coins can be used to buy components that Tianxuan Hero needs in the shop.  ,Ang Spirit Beast Coins ay maaaring gamitin para bumili ng mga bahagi na kailangan ng Tianxuan Bayani sa tindahan.  ,เหรียญสัตว์วิญญาณสามารถใช้ซื้อส่วนประกอบที่เหล่าวีรบุรุษเทียนซวนต้องการในร้านค้า  ,Koin Binatang Roh dapat digunakan untuk membeli komponen yang dibutuhkan Pahlawan Tianxuan di toko.  ,,,,,,,,,,,,,,
2013,,,201,,,,,,,,,,,,,0.1,2,2,,,{y=100;x=0},login/new_character/xiaozhushou1.png,,,,,,,"Chosen one, continue your adventure!  ","Người được chọn, hãy tiếp tục cuộc phiêu lưu của bạn!","Yang terpilih, teruskan pengembaraan anda!  ","Chosen one, continue your adventure!  ","Pinili, ipagpatuloy ang iyong paglalakbay!  ",ท่านผู้ถูกเลือก กรุณาสานต่อการผจญภัยของท่าน!  ,"Yang terpilih, lanjutkan petualanganmu!  ",,,,,,,,,,,,,,
2101,,,211,,city.view,33,,not finish(212),,,,,,1,,0.1,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,You can go to #C0xE77421#Element Tower#C0x5B545B# to explore and find treasures.  ,Có thể đến #C0xE77421#Tháp Nguyên Tố#C0x5B545B# khám phá tìm bảo vật rồi đó.,Boleh ke #C0xE77421#Menara Unsur#C0x5B545B# untuk mencari harta karun.  ,You can go to #C0xE77421#Element Tower#C0x5B545B# to explore and find treasures.  ,Maaari kang pumunta sa #C0xE77421#Element Tower#C0x5B545B# upang maghanap ng mga kayamanan.  ,สามารถไปที่ #C0xE77421#หอธาตุ#C0x5B545B# เพื่อสำรวจค้นหาสมบัติ  ,Kamu dapat ke #C0xE77421#Menara Unsur#C0x5B545B# untuk mencari harta karun.  ,,,,,,,,,,,,,,
2102,,,211,,,,,,,,,,,,,0.1,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,Press here to enter the #C0xE77421#Adventure#C0x5B545B# selection interface.  ,Nhấn vào đây để vào giao diện lựa chọn #C0xE77421#Mạo hiểm#C0x5B545B#.,Tekan di sini untuk masuk ke antara muka pilihan #C0xE77421#Pengembaraan#C0x5B545B#.  ,Press here to enter the #C0xE77421#Adventure#C0x5B545B# selection interface.  ,Pindutin dito para pumasok sa interface ng pagpili ng #C0xE77421#Adventure#C0x5B545B#.  ,กดที่นี่เพื่อเข้าสู่หน้าจอเลือก #C0xE77421#การผจญภัย#C0x5B545B#  ,Tekan di sini untuk masuk ke antarmuka pilihan #C0xE77421#Petualangan#C0x5B545B#.  ,,,<rightBottomPanel;btnAdventure>,,effect/shouyindao.skel,180,,,,,,,,
2103,,,211,,,,,,,1,,,,,,0.4,,2,,,{y=400;x=0},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,"From here, you can press into the #C0xE77421#Dimension Tower.  ",Từ đây có thể nhấn vào #C0xE77421#Tháp Thứ Nguyên.,Dari sini boleh tekan ke #C0xE77421#Menara Dimensi.  ,"From here, you can press into the #C0xE77421#Dimension Tower.  ","Mula dito, maaari kang pumindot papunta sa #C0xE77421#Dimension Tower.  ",จากที่นี่สามารถกดเข้า #C0xE77421#หอมิติ  ,Dari sini kamu dapat masuk ke #C0xE77421#Menara Dimensi.  ,,,<list;randomTower>,randomTower,effect/shouyindao.skel,,,,,,,,,
2111,,,212,,city.adventure.random_tower.view,33,,,,1,,,,,,0.1,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,"Welcome to the #C0xE77421#Element Tower#C0x5B545B#, here you can enjoy the fun of intellectual challenges and luck.  ","Chào mừng đến với #C0xE77421#Tháp Nguyên Tố#C0x5B545B#, tại đây bạn có thể trải nghiệm niềm vui từ những thử thách trí tuệ và cơ duyên.","Selamat datang ke #C0xE77421#Menara Unsur#C0x5B545B#, di sini anda boleh merasai keseronokan cabaran minda dan nasib baik.  ","Welcome to the #C0xE77421#Element Tower#C0x5B545B#, here you can enjoy the fun of intellectual challenges and luck.  ","Maligayang pagdating sa #C0xE77421#Element Tower#C0x5B545B#, dito mo mararanasan ang saya ng mga hamon sa talino at swerte.  ",ยินดีต้อนรับสู่ #C0xE77421#หอธาตุ#C0x5B545B# ที่นี่คุณจะได้สัมผัสความสนุกจากความท้าทายด้านปัญญาและโชค  ,"Selamat datang di #C0xE77421#Menara Unsur#C0x5B545B#, di sini kamu bisa menikmati keseruan tantangan kecerdasan dan keberuntungan.  ",,,,,,,,,,,,,,
2112,,,212,,,,,,,,,,,,,0.1,,,,,{y=400;x=-600},login/new_character/xiaozhushou.png,{y=300;x=-600},,,,,,Press here to start today’s adventure  ,Nhấn vào đây để bắt đầu cuộc phiêu lưu hôm nay,Tekan di sini untuk memulakan pengembaraan hari ini  ,Press here to start today’s adventure  ,Pindutin dito para simulan ang paglalakbay ngayon  ,กดที่นี่เพื่อเริ่มผจญภัยในวันนี้  ,Tekan di sini untuk memulai petualangan hari ini  ,,,<item>,,effect/shouyindao.skel,,,,,{dy=-70},,,,
2113,,,212,,,,,,,,,,,,,0.1,,,,,{y=400;x=0},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,"The Dimension Tower has 7 floors, each floor has 7-12 rooms, each room has 1-4 choices.  ","Tháp Thứ Nguyên có tổng cộng 7 tầng, mỗi tầng có 7-12 phòng, mỗi phòng có 1-4 lựa chọn.","Menara Dimensi ada 7 tingkat, setiap tingkat ada 7-12 bilik, setiap bilik ada 1-4 pilihan.  ","The Dimension Tower has 7 floors, each floor has 7-12 rooms, each room has 1-4 choices.  ","Mayroong 7 palapag ang Dimension Tower, bawat palapag ay may 7-12 kuwarto, bawat kuwarto ay may 1-4 pagpipilian.  ",หอมิติมีทั้งหมด 7 ชั้น ชั้นละ 7-12 ห้อง แต่ละห้องมีตัวเลือก 1-4 แบบ  ,"Menara Dimensi memiliki 7 lantai, setiap lantai memiliki 7-12 kamar, setiap kamar memiliki 1-4 pilihan.  ",,,,,,,,,,,,,,
2114,,,212,,,,,,,,,,,,,0.1,,,,,{y=400;x=-600},login/new_character/xiaozhushou.png,{y=300;x=-600},,,,,,"These are the selectable options for each room, choosing different options can bring different effects and affect the next path choice.  ","Đây là các tùy chọn có thể chọn cho mỗi phòng, việc chọn các tùy chọn khác nhau có thể mang lại các hiệu ứng khác nhau và ảnh hưởng đến việc lựa chọn tuyến đường tiếp theo.","Ini adalah pilihan yang boleh diambil di setiap bilik, memilih pilihan berlainan boleh membawa kesan berbeza dan mempengaruhi laluan seterusnya.  ","These are the selectable options for each room, choosing different options can bring different effects and affect the next path choice.  ","Ito ang mga opsyon na maaaring piliin sa bawat kuwarto, ang pagpili ng iba't ibang opsyon ay maaaring magdala ng iba't ibang epekto at makaapekto sa susunod na landas na pipiliin.  ",นี่คือตัวเลือกที่สามารถเลือกได้ในแต่ละห้อง การเลือกตัวเลือกที่แตกต่างกันจะทำให้เกิดผลต่างกันและส่งผลต่อเส้นทางถัดไป  ,"Ini adalah opsi yang bisa dipilih di setiap kamar, memilih opsi berbeda dapat memberikan efek berbeda dan mempengaruhi pilihan jalur berikutnya.  ",,,<panel>,,,,,,TRUE,{dy=-200},,,,
2115,,,212,,,,,,,,,,,,,0.1,,2,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,This is your current progress and points  ,Đây là tiến độ và điểm hiện tại của bạn,Ini adalah kemajuan dan mata semasa anda  ,This is your current progress and points  ,Ito ang iyong kasalukuyang progreso at puntos  ,นี่คือความก้าวหน้าและคะแนนปัจจุบันของคุณ  ,Ini adalah kemajuan dan poinmu saat ini  ,,,<leftBottomPanel;pointPanel>,,,,,,TRUE,{width=560;dx=80;height=200;dy=60},,,,
2116,,,212,,,,,,,,,,,,,0.1,,,,,{y=400;x=0},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,"After accumulating enough points, you can claim rewards here.  ","Sau khi tích lũy đủ điểm, bạn có thể nhận phần thưởng điểm tại đây.","Selepas mengumpul mata yang cukup, anda boleh menuntut ganjaran di sini.  ","After accumulating enough points, you can claim rewards here.  ","Pagkatapos makalikom ng sapat na puntos, maaari mong kunin ang mga gantimpala dito.  ",หลังจากสะสมคะแนนครบถ้วน คุณสามารถรับรางวัลคะแนนได้ที่นี่  ,"Setelah mengumpulkan poin yang cukup, kamu dapat mengklaim hadiah di sini.  ",,,<rightBottomPanel;pointBtn>,,,,,,TRUE,{width=200;dx=0;height=200;dy=0},,,,
2117,,,212,,,,,,,,,,,,,0.1,,,,,{y=400;x=0},login/new_character/xiaozhushou.png,{y=300;x=-100},,,,,,"So, please begin your performance... hmm... adventure!  ","Vậy thì, xin mời bắt đầu màn trình diễn của bạn... ừm hừm... phiêu lưu!","Jadi, silakan mulakan persembahan anda... hmm... pengembaraan!  ","So, please begin your performance... hmm... adventure!  ","Kaya, simulan na ang iyong pagtatanghal... hmm... paglalakbay!  ",เชิญเริ่มแสดงฝีมือของคุณ... อืม... การผจญภัย!  ,"Jadi, silakan mulai penampilanmu... hmm... petualangan!  ",,,,,,,,,,,,,,
2201,,,220,,city.adventure.clone_battle.base,32,,,,1,,,,,,0.1,2,2,,,{y=100;x=0},login/new_character/xiaozhushou1.png,,,,,,,"Dear Tianxuan Hero, the Illusion Challenge has opened.  ","Thiên Tuyển Giả thân mến, Thử thách Ảo Ảnh đã mở.","Tianxuan yang dikasihi, Cabaran Ilusi telah dibuka.  ","Dear Tianxuan Hero, the Illusion Challenge has opened.  ","Mahal na Tianxuan Bayani, ang Illusion Challenge ay bukas na.  ",เหล่าวีรบุรุษเทียนซวนที่รัก ความท้าทายภาพลวงตาได้เปิดแล้ว  ,"Pahlawan Tianxuan yang terhormat, Tantangan Ilusi telah dibuka.  ",,,,,,,,,,,,,,
2202,,,220,,,,,,,,,,,,,,,,,,{y=400;x=0},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,You can select one of the illusions on this interface to challenge.  ,Bạn có thể chọn một trong các ảo ảnh trên giao diện này để thử thách.,Anda boleh memilih satu daripada ilusi pada antara muka ini untuk dicabar.  ,You can select one of the illusions on this interface to challenge.  ,Maaari kang pumili ng isa sa mga ilusyon sa interface na ito upang hamunin.  ,คุณสามารถเลือกภาพลวงตาหนึ่งในอินเทอร์เฟซนี้เพื่อลองท้าทาย  ,Kamu dapat memilih salah satu ilusi di antarmuka ini untuk ditantang.  ,,,,,,,,,,,,,,
2203,,,220,,,,,,,,,,,,,,,,,,{y=400;x=-100},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,"Press ""Hero Today"" to see today’s overview information  ","Nhấn vào ""Anh hùng hôm nay"" để xem thông tin tổng quan hôm nay","Tekan ""Wira Hari Ini"" untuk lihat maklumat ringkas hari ini  ","Press ""Hero Today"" to see today’s overview information  ","Pindutin ang ""Bayani Ngayon"" upang makita ang pangkalahatang impormasyon ngayon  ","กด ""ฮีโร่วันนี้"" เพื่อดูข้อมูลโดยรวมของวันนี้  ","Tekan ""Pahlawan Hari Ini"" untuk melihat informasi ringkasan hari ini  ",,,<btnShowList>,,effect/shouyindao.skel,,,,,,,,,
2204,,,220,,,,,,,,,,,,,,,,,,{y=400;x=-800},login/new_character/xiaozhushou.png,{y=300;x=0},,,,,,Displays all illusions that can be challenged today and corresponding target heroes.  ,Hiển thị tất cả các ảo ảnh có thể khiêu chiến hôm nay và tướng mục tiêu tương ứng.,Memaparkan semua ilusi yang boleh dicabar hari ini dan sasaran wira yang sesuai.  ,Displays all illusions that can be challenged today and corresponding target heroes.  ,Ipinapakita ang lahat ng ilusyon na maaaring hamunin ngayon at ang mga target na bayani.  ,แสดงภาพลวงตาทั้งหมดที่สามารถท้าทายในวันนี้และเป้าหมายฮีโร่ที่เกี่ยวข้อง  ,Menampilkan semua ilusi yang bisa ditantang hari ini dan target pahlawan yang sesuai.  ,,,,,,,,,,,,,,
2205,,,220,,,,,,,,,,,,,,2,2,,,{y=100;x=0},login/new_character/xiaozhushou1.png,,,,,,,Players can select illusion attribute levels based on activated heroes displayed.  ,Người chơi có thể chọn các cấp độ thuộc tính ảo ảnh dựa trên các tướng đã kích hoạt được hiển thị.,Pemain boleh memilih tahap atribut ilusi berdasarkan wira yang telah diaktifkan yang dipaparkan.  ,Players can select illusion attribute levels based on activated heroes displayed.  ,Maaaring pumili ang mga manlalaro ng mga antas ng katangian ng ilusyon base sa mga na-activate na bayani na ipinapakita.  ,ผู้เล่นสามารถเลือกระดับคุณสมบัติของภาพลวงตาตามฮีโร่ที่เปิดใช้งานที่แสดง  ,Pemain dapat memilih level atribut ilusi berdasarkan pahlawan yang telah diaktifkan dan ditampilkan.  ,,,,,,,,,,,,,,
2206,,,220,,,,,,,,,,,,,,2,2,,,{y=100;x=0},login/new_character/xiaozhushou1.png,,,,,,,Let’s click an illusion to challenge together!,Hãy cùng nhau nhấp vào một ảo ảnh để thử thách nhé!,Jom klik satu ilusi untuk mencabar!,Let’s click an illusion to challenge together!,"Tara, pindutin natin ang isang ilusyon upang hamunin!",มาร่วมกดภาพลวงตาเพื่อท้าทายกันเถอะ!,Ayo klik ilusi untuk menantang bersama!,,,,,,,,,,,,,,
2411,,,241,,city.card.chip.bag,,,,,1,{60122=1;60123=1;60124=1;60121=1},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
