VariableName,sceneName_cn,sceneName,sceneName_vn,sceneName_en,sceneName_th,sceneName_in,sceneName_ph,sceneName_ma,sceneName_kr,_beizhu,monsters,boss,icon,gateType,sceneType,sceneCount,roundLimit,deployType,deployCardNumLimit,deployNum,deployNatureLimit,backMusic,backGround,bg_boss,bg_boss_pos,ownerId,onlyClassify,openLevel,preGateID,stars,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,dayChallengeMax,staminaCost,cardExp,roleExp,dropIds,gold,desc,desc_tw,desc_en,desc_th,desc_in,desc_ph,desc_ma,desc_vn,desc_kr,sandangAward,worldLevelSaodangAward,forbidMarkID,winAward,star3Award,kssdFlag,chestAward,pos,awardPos,frontWay,monsterRange,finishPoint,isWheel,isQuickSweep,tag,unitID
10102,,World in Turmoil,Thế giới biến động,World in Turmoil,โลกปั่นป่วน,Dunia dalam Kekacauan,Mundo ng Kaguluhan,Dunia yang Bergolak,,,<{unitId=50082;level=1;advance=1};{unitId=53772;level=1;advance=1};{unitId=50692;level=1;advance=1}>,<{unitId=71293;level=1;advance=1}>,config/portrait/simple/img_1293.png,,4,2,,,,,,,battle/scene/battle_map_3.png,config/big_hero/normal/img_1293.png,,11,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,1,4,4,,,,,6,30,6,{5002=0;5000=0},875,"When you return home, who is waiting for you?",,"When you return home, who is waiting for you?",เมื่อคุณกลับถึงบ้าน ใครกำลังรอคุณอยู่?,"Saat kamu pulang ke rumah, siapa yang sedang menunggumu?","Kapag umuwi ka, sino ang naghihintay sa'yo?","Apabila kamu pulang ke rumah, siapa yang sedang menunggu kamu?","Khi bạn trở về nhà, ai đang đợi bạn?",,{11=1;30=1;31=1},{11=2;30=1;31=1},,,,1,{gold=20000;rmb=100;5000=10},{y=952;x=790},{y=1043;x=1076},<<516;826>;<790;952>>,,,,1,,71293
10103,,World in Turmoil,Thế giới biến động,World in Turmoil,โลกปั่นป่วน,Dunia dalam Kekacauan,Mundo ng Kaguluhan,Dunia yang Bergolak,,,<{unitId=52633;level=2;advance=1};{unitId=53432;level=2;advance=1};{unitId=52612;level=2;advance=1};{unitId=53472;level=2;advance=1}>,<{unitId=80721;level=2;advance=1}>,,,4,2,,,,,,,battle/scene/battle_map_3.png,config/big_hero/normal/img_721.png,,11,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,2,7,7,,,,,6,30,6,{5003=0;5000=0},875,My homeland has turned to ruins. Where should I go now?,,My homeland has turned to ruins. Where should I go now?,บ้านเกิดของฉันกลายเป็นซากปรักหักพัง ฉันควรไปที่ไหนต่อดี?,Kampung halamanku telah menjadi reruntuhan. Ke mana aku harus pergi?,Ang aking bayan ay naging isang guho. Saan ako dapat pumunta?,Kampung halamanku telah menjadi runtuhan. Ke mana aku harus pergi?,Quê hương tôi đã trở thành đống đổ nát. Tôi nên đi đâu?,,{11=1;30=1;31=1},{11=2;30=1;31=1},,,,1,,{y=942;x=1568},,<<790;952>;<1076;1043>;<1568;942>>,,,,1,,
10104,,World in Turmoil,Thế giới biến động,World in Turmoil,โลกปั่นป่วน,Dunia dalam Kekacauan,Mundo ng Kaguluhan,Dunia yang Bergolak,,,<{unitId=53432;level=3;advance=1};{unitId=52013;level=3;advance=1};{unitId=53283;level=3;advance=1}>,<{unitId=82233;level=3;advance=1}>,config/portrait/simple/img_2233.png,,4,2,,,,,,,battle/scene/battle_map_3.png,config/big_hero/normal/img_2233.png,,11,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,3,12,12,,,,,6,30,6,{5001=0;5000=0},875,A mysterious girl suddenly appeared. Who is she?,,A mysterious girl suddenly appeared. Who is she?,หญิงสาวลึกลับปรากฏตัวขึ้นทันที เธอคือใคร?,Seorang gadis misterius tiba-tiba muncul. Siapa dia?,Isang misteryosong babae ang biglang lumitaw. Sino siya?,Seorang gadis misteri tiba-tiba muncul. Siapakah dia?,"Cô gái bí ẩn đột nhiên xuất hiện, cô ấy là ai?",,{11=1;30=1;31=1},{11=2;30=1;31=1},,,,,{5003=1;5001=1;5002=1;rmb=100},{y=782;x=1815},{y=574;x=2084},<<1568;942>;<1815;782>>,,,,,,82233
10105,,World in Turmoil,Thế giới biến động,World in Turmoil,โลกปั่นป่วน,Dunia dalam Kekacauan,Mundo ng Kaguluhan,Dunia yang Bergolak,,,,<{unitId=81313;level=3;advance=1}>,config/portrait/simple/img_1313.png,,4,2,,,,,,,battle/scene/battle_map_3.png,config/big_hero/normal/img_1313.png,,11,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,3,20,20,,,,,6,30,6,{5002=0;5000=0},875,"A sudden crisis, and a hero called ""Overlord""",,"A sudden crisis, and a hero called ""Overlord""","วิกฤตที่เกิดขึ้นกะทันหัน และฮีโร่ชื่อว่า ""Overlord""","Krisis mendadak, dan seorang pahlawan bernama ""Overlord""","Isang biglaang krisis, at isang bayani na tinatawag na ""Overlord""","Krisis yang tidak dijangka, dan seorang wira bernama ""Overlord""","Một cuộc khủng hoảng bất ngờ, một anh hùng mang tên ""Overlord""",,{11=1;30=1;31=1},{11=2;30=1;31=1},,,,,,{y=382;x=1715},,<<1815;782>;<2084;574>;<1715;382>>,,,,,,81313
10201,,A Pile of Ruins,Một đống đổ nát,A Pile of Ruins,กองซากปรักหักพัง,Tumpukan Puing,Tumpok ng Wasak,Isang Tumpok ng Giba,,,<{unitId=50692;level=4;advance=1};{unitId=53342;level=4;advance=1};{unitId=50013;level=4;advance=1};{unitId=50793;level=4;advance=1}>,<{unitId=71241;level=4;advance=1}>,,,4,2,,,,,,,battle/scene/battle_map_24.png,config/big_hero/normal/img_1241.png,,12,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,4,23,23,,,,,6,30,6,{5001=0;5000=0},910,A mysterious tribe with an unknown identity,,A mysterious tribe with an unknown identity,ชนเผ่าลึกลับที่ไม่ทราบตัวตน,Suku misterius dengan identitas yang tidak diketahui,Isang misteryosong tribo na walang kilalang pagkakakilanlan,Suku misteri yang tidak diketahui identitinya,Bộ tộc bí ẩn không rõ danh tính,,{11=2;30=1;31=1},{11=3;30=1;31=1},,,,1,,{y=894;x=615},,<<615;894>>,,,,1,,
10202,,A Pile of Ruins,Một đống đổ nát,A Pile of Ruins,กองซากปรักหักพัง,Tumpukan Puing,Tumpok ng Wasak,Isang Tumpok ng Giba,,,<{unitId=50793;level=4;advance=1};{unitId=50053;level=4;advance=1};{unitId=50692;level=4;advance=1}>,<{unitId=70972;level=4;advance=1}>,config/portrait/simple/img_972.png,,4,2,,,,,,,battle/scene/battle_map_24.png,config/big_hero/normal/img_972.png,,12,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,4,25,25,,,,,6,30,6,{5001=0;5000=0},910,What is the true face of the endless zombies blocking the way?,,What is the true face of the endless zombies blocking the way?,ใบหน้าที่แท้จริงของฝูงซอมบี้ไม่รู้จบที่ขวางทางคืออะไร?,Apa wajah sebenarnya dari gerombolan zombie tak berujung yang menghalangi jalan?,Ano ang tunay na anyo ng walang katapusang mga zombie na humaharang sa daan?,Apakah wajah sebenar gerombolan zombi tanpa henti yang menghalang jalan?,Bộ mặt thật của lũ thây ma vô tận đang chặn đường là gì?,,{11=2;30=1;31=1},{11=3;30=1;31=1},,,,,{5003=1;5001=1;5002=1;rmb=100},{y=883;x=999},{y=959;x=1324},<<615;894>;<999;883>>,,,,,,70972
10203,,A Pile of Ruins,Một đống đổ nát,A Pile of Ruins,กองซากปรักหักพัง,Tumpukan Puing,Tumpok ng Wasak,Isang Tumpok ng Giba,,,<{unitId=52843;level=4;advance=1};{unitId=53472;level=4;advance=1};{unitId=50692;level=4;advance=1};{unitId=53342;level=4;advance=1}>,<{unitId=70603;level=4;advance=1}>,,,4,2,,,,,,,battle/scene/battle_map_24.png,config/big_hero/normal/img_603.png,,12,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,4,27,27,,,,,6,30,6,{5002=0;5000=0},910,,,,,,,,,,{11=2;30=1;31=1},{11=3;30=1;31=1},,,,1,,{y=1104;x=1615},,<<999;883>;<1324;959>;<1615;1104>>,,,,1,,
10204,,A Pile of Ruins,Một đống đổ nát,A Pile of Ruins,กองซากปรักหักพัง,Tumpukan Puing,Tumpok ng Wasak,Isang Tumpok ng Giba,,,<{unitId=50402;level=5;advance=1};{unitId=53293;level=5;advance=1};{unitId=52612;level=5;advance=1};{unitId=52843;level=5;advance=1}>,<{unitId=70632;level=5;advance=1}>,config/portrait/simple/img_631.png,,4,2,,,,,,,battle/scene/battle_map_24.png,config/big_hero/normal/img_631.png,,12,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,5,29,29,,,,,6,30,6,{5002=0;5000=0},910,,,,,,,,,,{11=2;30=1;31=1},{11=3;30=1;31=1},,,,,{5003=1;5001=1;5002=1;rmb=100},{y=902;x=1957},{y=759;x=1374},<<1615;1104>;<1957;902>>,,,,,,70632
10205,,A Pile of Ruins,Một đống đổ nát,A Pile of Ruins,กองซากปรักหักพัง,Tumpukan Puing,Tumpok ng Wasak,Isang Tumpok ng Giba,,,<{unitId=53472;level=5;advance=1};{unitId=53342;level=5;advance=1};{unitId=50552;level=5;advance=1};{unitId=53772;level=5;advance=1}>,<{unitId=72023;level=5;advance=1}>,,,4,2,,,,,,,battle/scene/battle_map_24.png,config/big_hero/normal/img_2023.png,,12,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,5,31,31,,,,,6,30,6,{5003=0;5000=0},910,,,,,,,,,,{11=2;30=1;31=1},{11=3;30=1;31=1},,,,1,,{y=551;x=1954},,<<1957;902>;<1374;759>;<1954;551>>,,,,1,,
10206,,A Pile of Ruins,Một đống đổ nát,A Pile of Ruins,กองซากปรักหักพัง,Tumpukan Puing,Tumpok ng Wasak,Isang Tumpok ng Giba,,,,<{unitId=81313;level=6;advance=2}>,config/portrait/simple/img_1313.png,,4,2,,,,,,,battle/scene/battle_map_24.png,config/big_hero/normal/img_1313.png,,12,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,6,33,33,,,,,6,30,9,{5003=0;5000=0},910,,,,,,,,,,{11=2;30=1;31=1},{11=3;30=1;31=1},,,,,,{y=403;x=1560},,<<1954;551>;<1560;403>>,,,,,,81313
10301,,From the Beginning,từ đầu,From the Beginning,ตั้งแต่ต้น,Sejak Awal,Mula,Mula,,,<{unitId=53293;level=7;advance=2};{unitId=50493;level=7;advance=2};{unitId=50082;level=7;advance=2};{unitId=52013;level=7;advance=2}>,<{unitId=70731;level=7;advance=2}>,,,4,2,,,,,,,battle/scene/battle_map_4.png,config/big_hero/normal/img_731.png,,13,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,7,36,36,,,,,6,35,9,{5001=0;5000=0},945,,,,,,,,,,{30=1;31=1;12=1},{30=1;12=1;11=1;31=1},,,,1,,{y=723;x=522},,<<522;723>>,,,,1,,
10302,,From the Beginning,từ đầu,From the Beginning,ตั้งแต่ต้น,Sejak Awal,Mula,Mula,,,<{unitId=50273;level=8;advance=2};{unitId=50552;level=8;advance=2};{unitId=52073;level=8;advance=2}>,<{unitId=71612;level=8;advance=2}>,config/portrait/simple/img_1612.png,,4,2,,,,,,,battle/scene/battle_map_4.png,config/big_hero/normal/img_1612.png,,13,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,8,39,39,,,,,6,35,9,{5001=0;5000=0},945,,,,,,,,,,{30=1;31=1;12=1},{30=1;12=1;11=1;31=1},,,,,{5003=2;5001=2;5002=2;rmb=100},{y=524;x=785},{y=545;x=1119},<<522;723>;<785;524>>,,,,,,71612
10303,,From the Beginning,từ đầu,From the Beginning,ตั้งแต่ต้น,Sejak Awal,Mula,Mula,,,<{unitId=53472;level=8;advance=2};{unitId=52073;level=8;advance=2};{unitId=53683;level=8;advance=2};{unitId=53511;level=8;advance=2}>,<{unitId=71893;level=8;advance=2}>,,,4,2,,,,,,,battle/scene/battle_map_4.png,config/big_hero/normal/img_1893.png,,13,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,8,42,42,,,,,6,35,9,{5001=0;5000=0},945,,,,,,,,,,{30=1;31=1;12=1},{30=1;12=1;11=1;31=1},,,,,,{y=512;x=1426},,<<785;524>;<1119;545>;<1426;512>>,,,,,,
10304,,From the Beginning,từ đầu,From the Beginning,ตั้งแต่ต้น,Sejak Awal,Mula,Mula,,,<{unitId=50692;level=8;advance=2};{unitId=53342;level=8;advance=2};{unitId=50273;level=8;advance=2};{unitId=50053;level=8;advance=2};{unitId=52013;level=8;advance=2}>,<{unitId=70721;level=8;advance=2}>,config/portrait/simple/img_721.png,,4,2,,,,,,,battle/scene/battle_map_4.png,config/big_hero/normal/img_721.png,,13,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,8,45,45,,,,,6,35,9,{5002=0;5000=0},945,That voice sounds like the legendary hero. Why did you meet him here?,,That voice sounds like the legendary hero. Why did you meet him here?,เสียงนั้นดูเหมือนเป็นของวีรบุรุษในตำนาน ทำไมคุณถึงเจอเขาที่นี่?,Suara itu terdengar seperti pahlawan legendaris. Mengapa kamu bertemu dengannya di sini?,Ang tinig na iyon ay parang sa alamat na bayani. Bakit mo siya nakita rito?,Suara itu kedengaran seperti wira lagenda. Kenapa kamu jumpa dia di sini?,"Giọng nói đó dường như là vị anh hùng trong truyền thuyết, tại sao anh lại gặp anh ta ở đây?",,{30=1;31=1;12=1},{30=1;12=1;11=1;31=1},,,,1,{5003=2;5001=2;5002=2;rmb=100},{y=442;x=1785},{y=659;x=2100},<<1426;512>;<1785;442>>,,,,1,,70721
10305,,From the Beginning,từ đầu,From the Beginning,ตั้งแต่ต้น,Sejak Awal,Mula,Mula,,,<{unitId=50493;level=9;advance=2};{unitId=53283;level=9;advance=2};{unitId=52683;level=9;advance=2};{unitId=52013;level=9;advance=2}>,<{unitId=71082;level=9;advance=2}>,,,4,2,,,,,,,battle/scene/battle_map_4.png,config/big_hero/normal/img_1082.png,,13,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,9,48,48,,,,,6,35,9,{5002=0;5000=0},945,,,,,,,,,,{30=1;31=1;12=1},{30=1;12=1;11=1;31=1},,,,,,{y=859;x=2100},,<<1785;442>;<2100;659>;<2100;859>>,,,,,,
10306,,From the Beginning,từ đầu,From the Beginning,ตั้งแต่ต้น,Sejak Awal,Mula,Mula,,,<{unitId=50692;level=9;advance=2};{unitId=52593;level=9;advance=2};{unitId=52633;level=9;advance=2};{unitId=53283;level=9;advance=2}>,<{unitId=71893;level=9;advance=2}>,config/portrait/simple/img_1893.png,,4,2,,,,,,,battle/scene/battle_map_4.png,config/big_hero/normal/img_1893.png,,13,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,9,51,51,,,,,6,35,9,{5002=0;5000=0},945,,,,,,,,,,{30=1;31=1;12=1},{30=1;12=1;11=1;31=1},,,,,{5003=2;5001=2;5002=2;rmb=100},{y=896;x=1700},{y=800;x=1400},<<2100;859>;<1700;896>>,,,,,,71893
10307,,From the Beginning,từ đầu,From the Beginning,ตั้งแต่ต้น,Sejak Awal,Mula,Mula,,,<{unitId=52612;level=10;advance=2};{unitId=50013;level=10;advance=2};{unitId=53283;level=10;advance=2};{unitId=50552;level=10;advance=2}>,<{unitId=71293;level=10;advance=2}>,,,4,2,,,,,,,battle/scene/battle_map_4.png,config/big_hero/normal/img_1293.png,,13,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,10,54,54,,,,,6,35,9,{5003=0;5000=0},945,,,,,,,,,,{30=1;31=1;12=1},{30=1;12=1;11=1;31=1},,,,1,,{y=788;x=1092},,<<1700;896>;<1400;800>;<1092;788>>,,,,1,,
10308,,From the Beginning,từ đầu,From the Beginning,ตั้งแต่ต้น,Sejak Awal,Mula,Mula,,,,<{unitId=81313;level=10;advance=2}>,config/portrait/simple/img_1313.png,,4,2,,,,,,,battle/scene/battle_map_4.png,config/big_hero/normal/img_1313.png,,13,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,10,57,57,,,,,6,35,9,{5003=0;5000=0},945,"Who am I, and why do I exist?",,"Who am I, and why do I exist?",“ฉันคือใคร และทำไมฉันถึงมีตัวตน?”,"“Aku ini siapa, dan kenapa aku ada?”","“Sino ba ako, at bakit ako umiiral?”","“Siapa aku, dan kenapa aku wujud?”",“Tôi là ai và tại sao tôi tồn tại?”,,{30=1;31=1;12=1},{30=1;12=1;11=1;31=1},,,,,,{y=940;x=770},,<<1092;788>;<770;940>>,,,,,,81313
10401,,Set Off Again,Lại lên đường,Set Off Again,ออกเดินทางอีกครั้ง,Berangkat Lagi,Muling Lumakad,Mulakan Semula,,,<{unitId=53293;level=11;advance=3};{unitId=50402;level=11;advance=3};{unitId=50692;level=11;advance=3};{unitId=50273;level=11;advance=3}>,<{unitId=73152;level=11;advance=3}>,,,4,2,,,,,,,battle/scene/battle_map_5.png,config/big_hero/normal/img_3152.png,,14,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,11,60,60,,,,,6,40,12,{5004=0;5000=0;5002=0;5003=0},980,Just relax!,,Just relax!,ใจเย็นไว้เถอะ!,Tenang saja!,Relax ka lang!,Bertenanglah!,Hãy thư giãn đi!,,{30=1;12=1;11=1;31=1},{30=1;12=1;11=2;31=1},,,,1,,{y=942;x=603},,<<603;942>>,,,,1,,
10402,,Set Off Again,Lại lên đường,Set Off Again,ออกเดินทางอีกครั้ง,Berangkat Lagi,Muling Lumakad,Mulakan Semula,,,<{unitId=53683;level=11;advance=3};{unitId=50082;level=11;advance=3};{unitId=53342;level=11;advance=3};{unitId=52683;level=11;advance=3}>,<{unitId=72401;level=11;advance=3}>,config/portrait/simple/img_2401.png,,4,2,,,,,,,battle/scene/battle_map_5.png,config/big_hero/normal/img_2401.png,,14,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,11,63,63,,,,,6,40,12,{5004=0;5000=0;5002=0;5003=0},980,,,,,,,,,,{30=1;12=1;11=1;31=1},{30=1;12=1;11=2;31=1},,,,,{5004=2;rmb=100;gold=100000},{y=806;x=1135},{y=694;x=721},<<603;942>;<1135;806>>,,,,,,72401
10403,,Set Off Again,Lại lên đường,Set Off Again,ออกเดินทางอีกครั้ง,Berangkat Lagi,Muling Lumakad,Mulakan Semula,,,<{unitId=50044;level=12;advance=3};{unitId=50552;level=12;advance=3};{unitId=52593;level=12;advance=3};{unitId=52633;level=12;advance=3}>,<{unitId=70771;level=12;advance=3}>,,,4,2,,,,,,,battle/scene/battle_map_5.png,config/big_hero/normal/img_771.png,,14,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,12,66,66,,,,,6,40,12,{5004=0;5000=0;5002=0;5003=0},980,,,,,,,,,,{30=1;12=1;11=1;31=1},{30=1;12=1;11=2;31=1},,,,,,{y=488;x=580},,<<1135;806>;<721;694>;<580;488>>,,,,,,
10404,,Set Off Again,Lại lên đường,Set Off Again,ออกเดินทางอีกครั้ง,Berangkat Lagi,Muling Lumakad,Mulakan Semula,,,<{unitId=52633;level=13;advance=3};{unitId=50013;level=13;advance=3};{unitId=53432;level=13;advance=3};{unitId=53772;level=13;advance=3}>,<{unitId=70641;level=13;advance=3}>,config/portrait/simple/img_641.png,,4,2,,,,,,,battle/scene/battle_map_5.png,config/big_hero/normal/img_641.png,,14,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,13,69,69,,,,,6,40,12,{5005=0;5000=0;5001=0;5003=0},980,The Reunion of Rivals,,The Reunion of Rivals,การกลับมาพบกันของคู่แข่ง,Pertemuan Kembali Para Rival,Muling Pagkikita ng mga Karibal,Pertemuan Semula Para Pesaing,Cuộc hội ngộ của các đối thủ,,{30=1;12=1;11=1;31=1},{30=1;12=1;11=2;31=1},,,,1,{5005=2;rmb=100;gold=100000},{y=403;x=931},{y=521;x=1350},<<580;488>;<931;403>>,,,,1,,70641
10405,,Set Off Again,Lại lên đường,Set Off Again,ออกเดินทางอีกครั้ง,Berangkat Lagi,Muling Lumakad,Mulakan Semula,,,<{unitId=53772;level=13;advance=3};{unitId=53772;level=13;advance=3};{unitId=53772;level=13;advance=3}>,<{unitId=73003;level=13;advance=3}>,,,4,2,,,,,,,battle/scene/battle_map_5.png,config/big_hero/normal/img_3003.png,,14,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,13,72,72,,,,,6,40,12,{5005=0;5000=0;5001=0;5003=0},980,,,,,,,,,,{30=1;12=1;11=1;31=1},{30=1;12=1;11=2;31=1},,,,,,{y=416;x=1637},,<<931;403>;<1350;521>;<1637;416>>,,,,,,
10406,,Set Off Again,Lại lên đường,Set Off Again,ออกเดินทางอีกครั้ง,Berangkat Lagi,Muling Lumakad,Mulakan Semula,,,<{unitId=50552;level=14;advance=3};{unitId=53472;level=14;advance=3};{unitId=50273;level=14;advance=3};{unitId=50082;level=14;advance=3}>,<{unitId=70503;level=14;advance=3}>,config/portrait/simple/img_503.png,,4,2,,,,,,,battle/scene/battle_map_5.png,config/big_hero/normal/img_503.png,,14,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,14,75,75,,,,,6,40,12,{5005=0;5000=0;5001=0;5003=0},980,,,,,,,,,,{30=1;12=1;11=1;31=1},{30=1;12=1;11=2;31=1},,,,,{5006=2;rmb=100;gold=100000},{y=520;x=2007},{y=681;x=1550},<<1637;416>;<2007;520>>,,,,,,70503
10407,,Set Off Again,Lại lên đường,Set Off Again,ออกเดินทางอีกครั้ง,Berangkat Lagi,Muling Lumakad,Mulakan Semula,,,<{unitId=52593;level=14;advance=3};{unitId=52843;level=14;advance=3};{unitId=53342;level=14;advance=3};{unitId=53772;level=14;advance=3}>,<{unitId=71772;level=14;advance=3}>,,,4,2,,,,,,,battle/scene/battle_map_5.png,config/big_hero/normal/img_1772.png,,14,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,14,78,78,,,,,6,40,12,{5006=0;5000=0;5001=0;5002=0},980,,,,,,,,,,{30=1;12=1;11=1;31=1},{30=1;12=1;11=2;31=1},,,,1,,{y=925;x=2175},,<<2007;520>;<1550;681>;<2175;925>>,,,,1,,
10408,,Set Off Again,Lại lên đường,Set Off Again,ออกเดินทางอีกครั้ง,Berangkat Lagi,Muling Lumakad,Mulakan Semula,,,,<{unitId=80701;level=15;advance=3}>,config/portrait/simple/img_701.png,,4,2,,,,,,,battle/scene/battle_map_5.png,config/big_hero/normal/img_701.png,,14,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,15,81,81,,,,,6,40,12,{5006=0;5000=0;5001=0;5002=0},980,,,,,,,,,,{30=1;12=1;11=1;31=1},{30=1;12=1;11=2;31=1},,,,,,{y=963;x=1795},,<<2175;925>;<1795;963>>,,,,,,80701
10501,,Countless Difficulties,Muôn vàn khó khăn,Countless Difficulties,ความยากลำบากมากมาย,Banyak Kesulitan,Walang Hanggang Hirap,Banyak Kesulitan,,,<{unitId=53342;level=16;advance=4};{unitId=50044;level=16;advance=4};{unitId=53283;level=16;advance=4}>,<{unitId=73543;level=16;advance=4}>,,,4,,,,,,,,battle/scene/battle_map_6.png,config/big_hero/normal/img_3543.png,,15,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,16,84,84,,,,,6,45,15,{5000=0;5004=0},1015,,,,,,,,,,{30=1;12=1;11=2;31=1},{30=1;12=2;11=1;31=1},,,,1,,{y=924;x=543},,<<543;924>>,,,,1,,
10502,,Countless Difficulties,Muôn vàn khó khăn,Countless Difficulties,ความยากลำบากมากมาย,Banyak Kesulitan,Walang Hanggang Hirap,Banyak Kesulitan,,,<{unitId=52612;level=16;advance=4};{unitId=53342;level=16;advance=4};{unitId=50082;level=16;advance=4};{unitId=50793;level=16;advance=4};{unitId=52612;level=16;advance=4}>,<{unitId=72723;level=16;advance=4}>,config/portrait/simple/img_2723.png,,4,,,,,,,,battle/scene/battle_map_6.png,config/big_hero/normal/img_2723.png,,15,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,16,87,87,,,,,6,45,15,{5000=0;5004=0},1015,,,,,,,,,,{30=1;12=1;11=2;31=1},{30=1;12=2;11=1;31=1},,,,,{5004=3;rmb=100;gold=100000},{y=925;x=940},{y=1082;x=1379},<<543;924>;<940;925>>,,,,,,72723
10503,,Countless Difficulties,Muôn vàn khó khăn,Countless Difficulties,ความยากลำบากมากมาย,Banyak Kesulitan,Walang Hanggang Hirap,Banyak Kesulitan,,,<{unitId=50692;level=17;advance=4};{unitId=50793;level=17;advance=4};{unitId=53772;level=17;advance=4};{unitId=50793;level=17;advance=4};{unitId=52683;level=17;advance=4}>,<{unitId=71082;level=17;advance=4}>,,,4,,,,,,,,battle/scene/battle_map_6.png,config/big_hero/normal/img_1082.png,,15,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,17,91,91,,,,,6,45,15,{5000=0;5004=0},1015,,,,,,,,,,{30=1;12=1;11=2;31=1},{30=1;12=2;11=1;31=1},,,,,,{y=1084;x=1676},,<<940;925>;<1379;1082>;<1676;1084>>,,,,,,
10504,,Countless Difficulties,Muôn vàn khó khăn,Countless Difficulties,ความยากลำบากมากมาย,Banyak Kesulitan,Walang Hanggang Hirap,Banyak Kesulitan,,,<{unitId=53342;level=18;advance=4};{unitId=50552;level=18;advance=4};{unitId=50053;level=18;advance=4};{unitId=50053;level=18;advance=4};{unitId=50493;level=18;advance=4}>,<{unitId=73143;level=18;advance=4}>,config/portrait/simple/img_3143.png,,4,,,,,,,,battle/scene/battle_map_6.png,config/big_hero/normal/img_3143.png,,15,,,,<{key=1;value=1};{key=2;value=2};{key=3;value=6}>,18,94,94,,,,,6,45,15,{5000=0;5004=0},1015,,,,,,,,,,{30=1;12=1;11=2;31=1},{30=1;12=2;11=1;31=1},,,,,{5005=3;rmb=100;gold=100000},{y=872;x=2064},{y=642;x=1923},<<1676;1084>;<2064;872>>,,,,,,73143
