VariableName,name_cn,name_th,name,name_vn,name_in,name_my,name_en,name_ph,attributeType,rarity,natureType,natureType2,twinFlag,battleFlag,rectSize,bossCard_id,bossLife,cardID,star,icon,cardIcon,cardIcon2,iconSimple,cardShow,cardShowScale,cardShowPosC,unitRes,skin,show,bansxScale,bansxPosC,passiveSkillList,skillList,combinationObjCardId,combinationSkillId,everyPos,lifeScale,specBind,killResumeMp1,scale,scaleC,scaleCMode,scaleU,scaleX,scaleSkin,bornTime,rebornTime,deathTime,deathSound,fightingPoint,buffId,buffLifeRound,buffProb,buffLevel,buffValue1,hpGrow,speedGrow,damageGrow,specialDamageGrow,defenceGrow,specialDefenceGrow,hpBaseC,speedBaseC,damageBaseC,defenceBaseC,specialDamageBaseC,specialDefenceBaseC,hpC,mp1C,initMp1C,hpRecoverC,mp1RecoverC,mp2RecoverC,damageC,specialDamageC,defenceC,specialDefenceC,defenceIgnoreC,specialDefenceIgnoreC,speedC,strikeC,strikeDamageC,strikeResistanceC,blockC,breakBlockC,blockPowerC,dodgeC,hitC,damageDodgeC,damageHitC,damageAddC,damageSubC,ultimateAddC,ultimateSubC,damageDeepenC,damageReduceC,suckBloodC,reboundC,cureC,natureRestraintC,controlPerC,immuneControlC,effectPowerId,summonCalDamage,cardSkinScale,shiny,extraSkillList,shinyPos,cardSpine,cardSpineNeedStar,cardSpineScale,frontPriority,fakePassiveSkillList,cardSkinPos,cardSpinePos,shinyRes,showOpen,showOpenOffsetY,scaleY,ShowScale,cardIcon3,cardShowPosY,cardShowPos,cardShowRes,showRes
712,,2B,2B,2B,2B,2B,2B,2B,base,3,17,12,,<997051>,,,,712,,config/portrait/speedranktouxiang/img_712.png,config/portrait/jinglingtouxiang/img_712.png,config/portrait/jinglingtouxiang2/img_712.png,config/portrait/simple/img_712.png,config/big_hero/normal/img_712.png,,,nier/nier.json,,config/big_hero/normal/img_712.png,,,,<7121;7122;7123>,,,,,,,,,,1.75,,,,,,,,,,,,,111.076,0.981,10.653,9.532,3.82,4.269,1.48,1.09,1.33,1.19,1.19,1.33,16998,1000,400,,,,398,241,109,172,0,0,25,,15000,500,,,3000,,,,,300,1200,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_nier.png,240,,,,,,,
721,,ริน โทซากะ  ,Rin Tohsaka,Rin Tohsaka,Rin Tohsaka  ,Rin Tohsaka  ,Rin Tohsaka,Rin Tohsaka  ,base,4,6,11,,<997051>,,,,721,,config/portrait/speedranktouxiang/img_721.png,config/portrait/jinglingtouxiang/img_721.png,config/portrait/jinglingtouxiang2/img_721.png,config/portrait/simple/img_721.png,config/big_hero/normal/img_721.png,,,yuanbanlin/yuanbanlin.json,,config/big_hero/normal/img_721.png,,,<7215>,<7211;7212;7213>,,,,,,,,,,1.75,,,,,,,,,,,,,120.832,1.413,12.896,14.338,5.04,5.618,1.61,1.57,1.61,1.57,1.79,1.75,21510,1000,400,,,,765,1062,349,464,0,0,89,,15000,1500,1000,,3000,,,,,500,1000,,500,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_yuanbanlin.skel,240,,,,,,,
731,,มิโคโตะ มิซากะ  ,Mikoto Misaka,Mikoto Misaka,Mikoto Misaka  ,Mikoto Misaka  ,Mikoto Misaka,Mikoto Misaka  ,base,3,5,11,,<997051>,,,,731,,config/portrait/speedranktouxiang/img_731.png,config/portrait/jinglingtouxiang/img_731.png,config/portrait/jinglingtouxiang2/img_731.png,config/portrait/simple/img_731.png,config/big_hero/normal/img_731.png,,,yubanmeiqin/yubanmeiqin.json,,config/big_hero/normal/img_731.png,,,<7314>,<7311;7312;7313>,,,,,,,,,,1.75,,,,,,,,,,,,,102.07,1.251,10.894,11.775,4.301,4.366,1.36,1.39,1.36,1.34,1.47,1.36,11220,1000,400,,,,399,551,171,179,0,0,58,,15000,300,,500,3000,,,,,600,600,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_meiqin.png,240,,,,,,,
741,,อิคกิ  ,Ikki,Ikki,Ikki  ,Ikki  ,Ikki,Ikki  ,base,3,10,2,,,,,,741,,config/portrait/speedranktouxiang/img_741.png,config/portrait/jinglingtouxiang/img_741.png,config/portrait/jinglingtouxiang2/img_741.png,config/portrait/simple/img_741.png,config/big_hero/normal/img_741.png,,,yihui/yihui.json,,config/big_hero/normal/img_741.png,,,,<7411;7412;7413>,,,,,,,,,,1.75,,,,,,,,,,,,,102.07,1.224,11.134,11.775,4.366,4.301,1.36,1.36,1.39,1.36,1.47,1.34,11220,1000,400,,,,440,551,179,171,0,0,54,200,15000,,,800,3000,,,,,800,200,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_yihui.png,240,,,,,,,
761,,อาสึนะ  ,Asuna Shining Starlight,Asuna Shining Starlight,Asuna Shining Starlight,Asuna Shining Starlight,Asuna Shining Starlight,Asuna Shining Starlight,base,6,12,15,,<997051>,,,,761,,config/portrait/speedranktouxiang/img_761.png,config/portrait/jinglingtouxiang/img_761.png,config/portrait/jinglingtouxiang2/img_761.png,config/portrait/simple/img_761.png,config/big_hero/normal/img_761.png,,,mega_yasina/mega_yasina.json,1,config/big_hero/normal/img_761.png,,,<7615>,<7611;7612;7613>,,,,,,,1.1,,,1.75,,,,,,,,,,,,,140.6841,1.7802,15.19955,16.5807,5.796,5.796,1.8745,1.978,1.8975,1.8055,2.07,1.8055,25792.2,1150,460,0,0,0,945.3,1248.9,401.35,401.35,0,0,131.1,1725,17250,,,575,3450,,11500,,11500,1150,575,575,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_mega_yasina.skel,260,,,,,,beibao/lihui_761.skel,
762,,อาสึนะ  ,Asuna,Asuna,Asuna  ,Asuna  ,Asuna,Asuna  ,base,6,12,15,,<997051>,,,,761,,config/portrait/speedranktouxiang/img_762.png,config/portrait/jinglingtouxiang/img_762.png,config/portrait/jinglingtouxiang2/img_762.png,config/portrait/simple/img_762.png,config/big_hero/normal/img_762.png,,,mega_yasina/mega_yasina_pifu.json,,config/big_hero/normal/img_762.png,,,<7625>,<7621;7622;7623>,,,,,,,0.9,,,1.75,,,,,,,,,,,,,140.6841,1.7802,15.19955,16.5807,5.796,5.796,1.8745,1.978,1.8975,1.8055,2.07,1.8055,25792.2,1150,460,0,0,0,945.3,1248.9,401.35,401.35,0,0,131.1,1725,17250,,,575,3450,,11500,,11500,1150,575,575,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_mega_yasina_pifu1.skel,260,,,,,,beibao/lihui_762.skel,
771,,มาโดกะ  ,Madoka,Madoka,Madoka  ,Madoka  ,Madoka,Madoka  ,base,4,11,15,,<997051>,,,,771,,config/portrait/speedranktouxiang/img_771.png,config/portrait/jinglingtouxiang/img_771.png,config/portrait/jinglingtouxiang2/img_771.png,config/portrait/simple/img_771.png,config/big_hero/normal/img_771.png,,,xiaoyuan/xiaoyuan.json,,config/big_hero/normal/img_771.png,,,<7714;7715>,<7711;7712;7713>,,,,,,,,,,1.75,,,,,,,,,,,,,120.832,1.413,13.457,14.338,5.168,5.393,1.61,1.57,1.68,1.61,1.79,1.68,21510,1000,400,,,,878,1062,371,416,0,0,89,,15000,1000,300,,3000,,,,,1000,1200,,500,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_xiaoyuan.skel,250,,,,,,,
793,,เมน อิน แบล็ก  ,Men in Black,Men in Black,Men in Black  ,Men in Black  ,Men in Black,Men in Black  ,base,2,14,17,,,,,,793,,config/portrait/speedranktouxiang/img_793.png,config/portrait/jinglingtouxiang/img_793.png,config/portrait/jinglingtouxiang2/img_793.png,config/portrait/simple/img_793.png,config/big_hero/normal/img_793.png,,,heiyiren/heiyiren.json,,config/big_hero/normal/img_793.png,,,,<7931;7932;7933>,,,{lifePos={y=320;x=-50};hitPos={y=160;x=0};headPos={y=280;x=0};namePos={y=320;x=0}},,,,0.9,,,2.25,,,,,,,,,,,,,92.312,1.17,10.013,10.573,3.948,4.013,1.23,1.3,1.25,1.23,1.32,1.25,7956,1000,400,,,,304,393,126,136,0,0,50,400,15000,,,,3000,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_heiyiren.png,240,,,,,,,
863,,อธีนา  ,Athena,Athena,Athena  ,Athena  ,Athena,Athena  ,base,3,,15,,<997051>,,,,863,,config/portrait/speedranktouxiang/img_863.png,config/portrait/jinglingtouxiang/img_863.png,config/portrait/jinglingtouxiang2/img_863.png,config/portrait/simple/img_863.png,config/big_hero/normal/img_863.png,,,yadianna/yadianna.json,,config/big_hero/normal/img_863.png,,,,<8631;8632;8633>,,,,,,,,,,1.75,,,,,,,,,,,,,100.568,1.197,9.852,11.695,4.43,4.622,1.34,1.33,1.23,1.38,1.46,1.44,10626,1000,400,,,,248,530,188,222,0,0,49,,15000,700,500,,3000,,,,,300,500,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_yadianna.png,240,,,,,,,
883,,คิรัวร์ โซลดิ๊ก  ,Killua Zoldyck,Killua Zoldyck,Killua Zoldyck  ,Killua Zoldyck  ,Killua Zoldyck,Killua Zoldyck  ,base,3,5,11,,,,,,883,,config/portrait/speedranktouxiang/img_883.png,config/portrait/jinglingtouxiang/img_883.png,config/portrait/jinglingtouxiang2/img_883.png,config/portrait/simple/img_883.png,config/big_hero/normal/img_883.png,,,qiyazoudike/qiyazoudike.json,,config/big_hero/normal/img_883.png,,,<8834>,<8831;8832;8833>,,,,,,,,,,1.75,,,,,,,,,,,,,102.07,1.125,10.493,11.534,4.301,4.366,1.36,1.25,1.31,1.34,1.44,1.36,11220,1000,400,,,,339,506,171,179,0,0,39,,15000,500,500,,3000,,,,,500,500,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_qiya.png,240,,,,,,,
972,,คุรุมิ โทคิซากิ  ,Kurumi Tokisaki,Kurumi Tokisaki,Kurumi Tokisaki  ,Kurumi Tokisaki  ,Kurumi Tokisaki,Kurumi Tokisaki  ,base,3,11,16,,<997051>,,,,972,,config/portrait/speedranktouxiang/img_972.png,config/portrait/jinglingtouxiang/img_972.png,config/portrait/jinglingtouxiang2/img_972.png,config/portrait/simple/img_972.png,config/big_hero/normal/img_972.png,,,shiqikuangsan/shiqikuangsan.json,,config/big_hero/normal/img_972.png,,,,<9721;9722;9723>,,,,,,,,,,1.75,,,,,,,,,,,,,94.564,1.269,10.093,11.294,4.045,4.526,1.26,1.41,1.26,1.26,1.41,1.41,7962,1000,400,,,,283,463,133,205,0,0,61,,15000,300,400,,3000,,,,,200,800,,,,,,,,,300,,,,,,,,,,,,,,,,config/big_lihui/lihui_shiqikuangsan.png,240,,,,,,,
973,,เทพแห่งกาลเวลา  ,Angel of Time,Angel of Time,Malaikat Waktu  ,Malaikat Masa  ,Angel of Time,Anghel ng Panahon  ,base,5,11,16,,<997051>,,,,973,,config/portrait/speedranktouxiang/img_973.png,config/portrait/jinglingtouxiang/img_973.png,config/portrait/jinglingtouxiang2/img_973.png,config/portrait/simple/img_973.png,config/big_hero/normal/img_973.png,,,mega_kuangsan/mega_kuangsan.json,,config/big_hero/normal/img_973.png,,,<9734>,<9731;9732;9733>,,,,,,,0.9,,,,,,,,,,,,,,,,120.832,1.413,12.896,14.338,5.04,5.618,1.61,1.57,1.61,1.57,1.79,1.75,21510,1000,400,,,,765,1062,349,464,0,0,89,,15000,1500,1000,,3000,,,,,500,1000,,500,,,,,,,300,,,,,,,,,,,,,,,,lihui/lihui_mega_kuangsan.skel,240,0.7,,,{y=80;x=0},,beibao/lihui_973.skel,
974,,เทพแห่งกาลเวลา  ,Angel of Time,Angel of Time,Malaikat Waktu  ,Malaikat Masa  ,Angel of Time,Anghel ng Panahon  ,base,5,11,16,,<997051>,,,,973,,config/portrait/speedranktouxiang/img_974.png,config/portrait/jinglingtouxiang/img_974.png,config/portrait/jinglingtouxiang2/img_974.png,config/portrait/simple/img_974.png,config/big_hero/normal/img_974.png,,,mega_kuangsan_pifu/mega_kuangsan_pifu.json,,config/big_hero/normal/img_974.png,,,<9744>,<9741;9742;9743>,,,,,,,0.9,,,,,,,,,,,,,,,,120.832,1.413,12.896,14.338,5.04,5.618,1.61,1.57,1.61,1.57,1.79,1.75,21510,1000,400,,,,765,1062,349,464,0,0,89,,15000,1500,1000,,3000,,,,,500,1000,,500,,,,,,,300,,,,,,,,,,,,,,,,lihui/lihui_mega_kuangsan_pifu1.skel,240,0.7,,,{y=80;x=0},,beibao/lihui_974.skel,
1032,,ชิโร่ อามาคุสะ  ,Shiro Amakusa,Shiro Amakusa,Shiro Amakusa  ,Shiro Amakusa  ,Shiro Amakusa,Shiro Amakusa  ,base,3,8,16,,,,,,1032,,config/portrait/speedranktouxiang/img_1032.png,config/portrait/jinglingtouxiang/img_1032.png,config/portrait/jinglingtouxiang2/img_1032.png,config/portrait/simple/img_1032.png,config/big_hero/normal/img_1032.png,,,tiancaosilangshizhen/tiancaosilangshizhen.json,,config/big_hero/normal/img_1032.png,,,,<10321;10322;10323>,,,,,,,,,,1.75,,,,,,,,,,,,,98.316,1.242,11.054,9.692,4.719,4.205,1.31,1.38,1.38,1.47,1.21,1.31,9540,1000,400,,,,421,231,240,155,0,0,56,,15000,500,,500,3000,,,,,300,300,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_tiancao.png,240,,,,,,,
1071,,ชินสุเกะ ทาคาซึกิ  ,Shinsuke Takasugi,Shinsuke Takasugi,Shinsuke Takasugi  ,Shinsuke Takasugi  ,Shinsuke Takasugi,Shinsuke Takasugi  ,base,3,12,7,,,,,,1071,,config/portrait/speedranktouxiang/img_1071.png,config/portrait/jinglingtouxiang/img_1071.png,config/portrait/jinglingtouxiang2/img_1071.png,config/portrait/simple/img_1071.png,config/big_hero/normal/img_1071.png,,,gaoshanjinzhu/gaoshanjinzhu.json,,config/big_hero/normal/img_1071.png,,,,<10711;10712;10713>,,,,,,,,,,1.75,,,,,,,,,,,,,99.818,1.206,11.775,9.612,4.205,4.43,1.33,1.34,1.47,1.31,1.2,1.38,10104,1000,400,,,,551,215,155,188,0,0,51,,15000,,800,,3500,,,,,200,500,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_gaoshan.png,240,,,,,,,
1082,,มากะ  ,Maka,Maka,Maka  ,Maka  ,Maka,Maka  ,base,3,16,6,,<997051>,,,,1082,,config/portrait/speedranktouxiang/img_1082.png,config/portrait/jinglingtouxiang/img_1082.png,config/portrait/jinglingtouxiang2/img_1082.png,config/portrait/simple/img_1082.png,config/big_hero/normal/img_1082.png,,,majia/majia.json,,config/big_hero/normal/img_1082.png,,,,<10821;10822;10823>,,,,,,,,,,1.75,,,,,,,,,,,,,97.566,1.323,11.695,9.692,4.109,4.301,1.3,1.47,1.46,1.28,1.21,1.34,9030,1000,400,,,,530,231,140,171,0,0,71,,15000,500,,500,3000,,,,,300,300,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_majia.png,240,,,,,,,
1173,,ฮิเอ  ,Hiei,Hiei,Hiei  ,Hiei  ,Hiei,Hiei  ,base,4,7,2,,,,,,1173,,config/portrait/speedranktouxiang/img_1173.png,config/portrait/jinglingtouxiang/img_1173.png,config/portrait/jinglingtouxiang2/img_1173.png,config/portrait/simple/img_1173.png,config/big_hero/normal/img_1173.png,,,feiying/feiying.json,,config/big_hero/normal/img_1173.png,,,,<11731;11732;11733>,,,,,,,,,,1.75,,,,,,,,,,,,,122.334,1.431,14.338,14.338,5.04,5.04,1.63,1.59,1.79,1.57,1.79,1.57,22302,1000,400,,,,1062,1062,349,349,0,0,92,1500,15500,,,1000,3000,,,,,1000,,500,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_feiying.skel,280,,,,,,,
1221,,ธอร์  ,Thor,Thor,Thor  ,Thor  ,Thor,Thor  ,base,3,14,5,,,,,,1221,,config/portrait/speedranktouxiang/img_1221.png,config/portrait/jinglingtouxiang/img_1221.png,config/portrait/jinglingtouxiang2/img_1221.png,config/portrait/simple/img_1221.png,config/big_hero/normal/img_1221.png,,,suoer/suoer.json,,config/big_hero/normal/img_1221.png,,,,<12211;12212;12213>,,,,,,,0.9,,,,,,,,,,,,,,,,102.07,1.296,10.733,11.534,4.205,4.462,1.36,1.44,1.34,1.31,1.44,1.39,11220,1000,400,,,,378,506,155,196,0,0,66,500,15000,,,500,3000,,,,,500,500,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_leishen.png,240,,,,,,,
1231,,อิจิโกะ คุโรซากิ  ,Ichigo Kurosaki,Ichigo Kurosaki,Ichigo Kurosaki  ,Ichigo Kurosaki  ,Ichigo Kurosaki,Ichigo Kurosaki  ,base,4,12,15,,,,,,1231,,config/portrait/speedranktouxiang/img_1231.png,config/portrait/jinglingtouxiang/img_1231.png,config/portrait/jinglingtouxiang2/img_1231.png,config/portrait/simple/img_1231.png,config/big_hero/normal/img_1231.png,,,heiqiyihu/heiqiyihu.json,,config/big_hero/normal/img_1231.png,,,,<12311;12312;12313>,,,,,,,,,,1.75,,,,,,,,,,,,,122.334,1.413,13.777,13.217,5.04,5.778,1.63,1.57,1.72,1.57,1.65,1.8,22428,1000,400,,,,938,822,349,500,0,0,89,500,15000,1000,1000,,3000,,,,,500,1000,,500,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_heiqiyihu.skel,260,,,,,,,
1241,,ฮัตสึเนะ มิกุ  ,Hatsune Miku,Hatsune Miku,Hatsune Miku  ,Hatsune Miku  ,Hatsune Miku,Hatsune Miku  ,base,4,11,1,,<997051>,,,,1241,,config/portrait/speedranktouxiang/img_1241.png,config/portrait/jinglingtouxiang/img_1241.png,config/portrait/jinglingtouxiang2/img_1241.png,config/portrait/simple/img_1241.png,config/big_hero/normal/img_1241.png,,,chuyinweilai/chuyinweilai.json,,config/big_hero/normal/img_1241.png,,,,<12411;12412;12413>,,,,,,,,,,1.75,,,,,,,,,,,,,122.334,1.548,13.217,14.418,5.04,5.04,1.63,1.72,1.65,1.57,1.8,1.57,22428,1000,400,,,,822,1086,349,349,0,0,114,1500,15000,,,500,3000,,,,,1000,500,500,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_chuyinweilai.skel,270,,,,,,,
1253,,เฮอร์คิวลิส  ,Heracles,Heracles,Heracles  ,Heracles  ,Heracles,Heracles  ,base,3,15,14,,,,,,1253,,config/portrait/speedranktouxiang/img_1253.png,config/portrait/jinglingtouxiang/img_1253.png,config/portrait/jinglingtouxiang2/img_1253.png,config/portrait/simple/img_1253.png,config/big_hero/normal/img_1253.png,,,helakelesi/helakelesi.json,,config/big_hero/normal/img_1253.png,,,<12534;12535>,<12531;12532;12533>,,,,,,,,,,1.75,,,,,,,,,,,,,104.32,1.143,12.015,11.054,4.558,4.462,1.39,1.27,1.5,1.42,1.38,1.39,12372,1000,400,,,,594,421,213,196,0,0,41,,15000,,,,3000,,,,,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_hela.png,240,,,,,,,
1293,,โยรุอิจิ ชิโฮอิน  ,Yoruichi Shihouin,Yoruichi Shihouin,Yoruichi Shihouin  ,Yoruichi Shihouin  ,Yoruichi Shihouin,Yoruichi Shihouin  ,base,3,16,7,,<997051>,,,,1293,,config/portrait/speedranktouxiang/img_1293.png,config/portrait/jinglingtouxiang/img_1293.png,config/portrait/jinglingtouxiang2/img_1293.png,config/portrait/simple/img_1293.png,config/big_hero/normal/img_1293.png,,,sifengyuanyeyi/sifengyuanyeyi.json,,config/big_hero/normal/img_1293.png,,,,<12931;12932;12933>,,,,,,,,,,1.75,,,,,,,,,,,,,97.566,1.314,10.733,11.294,4.109,4.301,1.3,1.46,1.34,1.28,1.41,1.34,9030,1000,400,,,,378,463,140,171,0,0,69,1000,15000,,,1000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_yeyi.png,240,,,,,,,
1303,,โกอูกิ  ,Gouki,Gouki,Gouki  ,Gouki  ,Gouki,Gouki  ,base,3,2,7,,,,,,1303,,config/portrait/speedranktouxiang/img_1303.png,config/portrait/jinglingtouxiang/img_1303.png,config/portrait/jinglingtouxiang2/img_1303.png,config/portrait/simple/img_1303.png,config/big_hero/normal/img_1303.png,,,haogui/haogui.json,,config/big_hero/normal/img_1303.png,,,<13034>,<13031;13032;13033>,,,,,,,,,,1.75,,,,,,,,,,,,,99.818,1.197,11.695,11.374,4.173,4.173,1.33,1.33,1.46,1.3,1.42,1.3,10104,1000,400,,,,530,483,148,148,0,0,49,500,15000,,,500,3000,,,,,500,500,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_haogui.png,240,,,,,,,
1313,,อาร์โทเรีย  ,Artoria,Artoria,Artoria  ,Artoria  ,Artoria,Artoria  ,base,4,12,1,,<997051>,,,,1313,,config/portrait/speedranktouxiang/img_1313.png,config/portrait/jinglingtouxiang/img_1313.png,config/portrait/jinglingtouxiang2/img_1313.png,config/portrait/simple/img_1313.png,config/big_hero/normal/img_1313.png,,,aertuoliya/aertuoliya.json,,config/big_hero/normal/img_1313.png,,,,<13131;13132;13133>,,,,,,,,,,1.75,,,,,,,,,,,,,134.342,1.413,13.777,12.896,5.393,5.393,1.79,1.57,1.61,1.68,1.61,1.68,29862,1000,400,,,,765,765,416,416,0,0,89,,15000,1200,1200,,3000,,,,,400,1200,,1000,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_saber.skel,250,,,,,,,
1393,,โฮมูระ อาเคมิ  ,Homura Akemi,Homura Akemi,Homura Akemi  ,Homura Akemi  ,Homura Akemi,Homura Akemi  ,base,4,2,16,,<997051>,,,,1393,,config/portrait/speedranktouxiang/img_1393.png,config/portrait/jinglingtouxiang/img_1393.png,config/portrait/jinglingtouxiang2/img_1393.png,config/portrait/simple/img_1393.png,config/big_hero/normal/img_1393.png,,,xiaomeiyan/xiaomeiyan.json,,config/big_hero/normal/img_1393.png,,,,<13931;13932;13933>,,,,,,,,,,1.75,,,,,,,,,,,,,120.832,1.413,12.896,14.338,5.04,5.618,1.61,1.57,1.61,1.57,1.79,1.75,21510,1000,400,,,,765,1062,349,464,0,0,89,,15000,1500,1000,,3000,,,,,500,1000,,500,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_xiaomeiyan.skel,260,,,,,,,
1394,,เออร์ซ่า  ,Erza,Erza,Erza  ,Erza  ,Erza,Erza  ,base,3,9,12,,<997051>,,,,1381,,config/portrait/speedranktouxiang/img_1381.png,config/portrait/jinglingtouxiang/img_1381.png,config/portrait/jinglingtouxiang2/img_1381.png,config/portrait/simple/img_1381.png,config/big_hero/normal/img_1381.png,,,ailusha/ailusha.json,,config/big_hero/normal/img_1381.png,,,,<13941;13942;13943>,,,,,,,,,,1.75,,,,,,,,,,,,,96.816,1.197,11.775,10.253,4.109,4.622,1.29,1.33,1.47,1.28,1.28,1.44,8802,1000,400,,,,551,302,140,222,0,0,49,300,15000,300,,300,3000,,,,,800,300,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_ailusha.png,240,,,,,,,
1396,,เปลวไฟปีศาจ,Demon's Flame,Demon's Flame,Api Iblis  ,Api Iblis  ,Demon's Flame,Apoy ng Demonyo  ,base,6,2,16,,<997051>,,,,1396,,config/portrait/speedranktouxiang/img_1396.png,config/portrait/jinglingtouxiang/img_1396.png,config/portrait/jinglingtouxiang2/img_1396.png,config/portrait/simple/img_1396.png,config/big_hero/normal/img_1396.png,,,mega_xiaomeiyan/mega_xiaomeiyan.json,mr,config/big_hero/normal/img_1396.png,,,<13964>,<13961;13962;13963>,,,,,,,0.9,,,,,,,,,,,,,,,,138.9568,1.62495,14.8304,16.4887,5.796,6.4607,1.8515,1.8055,1.8515,1.8055,2.0585,2.0125,24736.5,1000,460,,,,879.75,1221.3,401.35,533.6,0,0,102.35,,17250,1725,1150,,3450,,11500,,11500,575,1150,,575,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_mega_xiaomeiyan.skel,260,0.7,,,{y=80;x=0},,beibao/lihui_1396.skel,
1397,,เปลวไฟปีศาจ,Demon's Flame,Demon's Flame,Api Iblis  ,Api Iblis  ,Demon's Flame,Apoy ng Demonyo  ,base,6,2,16,,<997051>,,,,1396,,config/portrait/speedranktouxiang/img_1397.png,config/portrait/jinglingtouxiang/img_1397.png,config/portrait/jinglingtouxiang2/img_1397.png,config/portrait/simple/img_1397.png,config/big_hero/normal/img_1397.png,,,mega_xiaomeiyan_pifu/mega_xiaomeiyan_pifu.json,mr,config/big_hero/normal/img_1397.png,,,<13974>,<13971;13972;13973>,,,,,,,0.9,,,,,,,,,,,,,,,,138.9568,1.62495,14.8304,16.4887,5.796,6.4607,1.8515,1.8055,1.8515,1.8055,2.0585,2.0125,24736.5,1000,460,,,,879.75,1221.3,401.35,533.6,0,0,102.35,,17250,1725,1150,,3450,,11500,,11500,575,1150,,575,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_mega_xiaomeiyan_pifu1.skel,260,0.7,,,{y=80;x=0},,beibao/lihui_1397.skel,
1423,,ไซตามะ  ,Saitama,Saitama,Saitama  ,Saitama  ,Saitama,Saitama  ,base,4,7,9,,,,,,1423,,config/portrait/speedranktouxiang/img_1423.png,config/portrait/jinglingtouxiang/img_1423.png,config/portrait/jinglingtouxiang2/img_1423.png,config/portrait/simple/img_1423.png,config/big_hero/normal/img_1423.png,,,qiyu/qiyu.json,,config/big_hero/normal/img_1423.png,,,,<14231;14232;14233>,,,,,,,,,,1.75,,,,,,,,,,,,,122.334,1.431,14.338,14.338,5.04,5.04,1.63,1.59,1.79,1.57,1.79,1.57,22302,1000,400,,,,1062,1062,349,349,0,0,92,1500,15500,,,1000,3000,,,,,1000,,500,,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_qiyv.skel,260,,,,,,,
1503,,เมเปิ้ล  ,Maple,Maple,Maple  ,Maple  ,Maple,Maple  ,base,4,8,9,,<997051>,,,,1503,,config/portrait/speedranktouxiang/img_1503.png,config/portrait/jinglingtouxiang/img_1503.png,config/portrait/jinglingtouxiang2/img_1503.png,config/portrait/simple/img_1503.png,config/big_hero/normal/img_1503.png,,,meipulu/meipulu.json,,config/big_hero/normal/img_1503.png,,,,<15031;15032;15033>,,,,,,,,,,1.75,,,,,,,,,,,,,134.342,1.413,12.896,12.896,5.393,5.393,1.79,1.57,1.61,1.68,1.61,1.68,29862,1000,400,,,,765,765,416,416,0,0,89,,15000,1200,1200,,3000,,,,,400,1200,,1000,,,,,,,,,,,,,,,,,,,,,,,lihui/lihui_meipulu.skel,260,,,,,,,
1612,,แบล็ก ร็อค ชูตเตอร์  ,Black Rock Shooter,Black Rock Shooter,Black Rock Shooter  ,Black Rock Shooter  ,Black Rock Shooter,Black Rock Shooter  ,base,3,13,2,,<997051>,,,,1612,,config/portrait/speedranktouxiang/img_1612.png,config/portrait/jinglingtouxiang/img_1612.png,config/portrait/jinglingtouxiang2/img_1612.png,config/portrait/simple/img_1612.png,config/big_hero/normal/img_1612.png,,,heiyansheshou/heiyansheshou.json,,config/big_hero/normal/img_1612.png,,,,<16121;16122;16123>,,,,,,,,,,1.75,,,,,,,,,,,,,90.812,1.008,10.413,10.493,3.884,3.916,1.21,1.12,1.3,1.21,1.31,1.22,7236,1000,400,,,,361,378,116,122,0,0,28,200,15000,,,,3000,,,,,200,200,,,,,,,,,,,,,,,,,,,,,,,,,config/big_lihui/lihui_heiyansheshou.png,240,,,,,,,
