VariableName,type,targetType,targetType2,targetArg,targetArg2,yyID,point,award,isShow,sort,title_cn,title_tw,title,title_vn,title_en,title_th,title_in,title_ph,title_ma,desc_cn,desc_tw,desc,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,jumpTo,languages
1052,1,10,10,3000000,,,10,{rmb=5;gold=2000},,,,,Self-made,Tay trắng dựng nghiệp,Self-made,สร้างอาชีพด้วยมือเปล่า,Membuat Karir Sendiri,Bumuo ng Negosyo Mula Sa Wala,Membina Kerjaya Sendiri,,,"Accumulate 3,000,000 Gold","Tích lũy sở hữu 3,000,000 vàng","Accumulate 3,000,000 Gold","สะสมทอง 3,000,000",Akumulasi 3.000.000 Emas,"Mag-ipon ng 3,000,000 Ginto","Kumpul 3,000,000 Emas",gainGold,
1053,1,10,10,6000000,,,10,{rmb=10;gold=2000},,2,,,First Gold Chest,Thùng vàng đầu tiên,First Gold Chest,หีบทองใบแรก,Peti Emas Pertama,Kahon ng Gintong Unang,Petak Emas Pertama,,,"Accumulate 6,000,000 Gold","Tích lũy sở hữu 6,000,000 vàng","Accumulate 6,000,000 Gold","สะสมทอง 6,000,000",Akumulasi 6.000.000 Emas,"Mag-ipon ng 6,000,000 Ginto","Kumpul 6,000,000 Emas",gainGold,
1054,1,10,10,15000000,,,10,{rmb=20;gold=2000},,3,,,Financial Rookie,Tân binh tài chính,Financial Rookie,มือใหม่การเงิน,Pendatang Baru Keuangan,Bagong Salapi,Baru Pendatang Keuangan,,,"Accumulate 15,000,000 Gold","Tích lũy sở hữu 15,000,000 vàng","Accumulate 15,000,000 Gold","สะสมทอง 15,000,000",Akumulasi 15.000.000 Emas,"Mag-ipon ng 15,000,000 Ginto","Kumpul 15,000,000 Emas",gainGold,
1055,1,10,10,30000000,,,20,{rmb=30;gold=2000},,4,,,Financial Tycoon,Đại gia tài chính,Financial Tycoon,เศรษฐีการเงิน,Tycoon Keuangan,Tycoon Pinansyal,Tycoon Kewangan,,,"Accumulate 30,000,000 Gold","Tích lũy sở hữu 30,000,000 vàng","Accumulate 30,000,000 Gold","สะสมทอง 30,000,000",Akumulasi 30.000.000 Emas,"Mag-ipon ng 30,000,000 Ginto","Kumpul 30,000,000 Emas",gainGold,
1056,1,10,10,60000000,,,20,{rmb=40;gold=2000},,5,,,Money Master,Cao thủ gom tiền,Money Master,ผู้เชี่ยวชาญเงิน,Penguasa Uang,Master ng Pera,Pakar Wang,,,"Accumulate 60,000,000 Gold","Tích lũy sở hữu 60,000,000 vàng","Accumulate 60,000,000 Gold","สะสมทอง 60,000,000",Akumulasi 60.000.000 Emas,"Mag-ipon ng 60,000,000 Ginto","Kumpul 60,000,000 Emas",gainGold,
1057,1,10,10,150000000,,,30,{rmb=50;gold=2000},,6,,,Financial Tycoon,Đại gia tài chính,Financial Tycoon,เศรษฐีการเงิน,Tycoon Keuangan,Tycoon Pinansyal,Tycoon Kewangan,,,"Accumulate 150,000,000 Gold","Tích lũy sở hữu 150,000,000 vàng","Accumulate 150,000,000 Gold","สะสมทอง 150,000,000",Akumulasi 150.000.000 Emas,"Mag-ipon ng 150,000,000 Ginto","Kumpul 150,000,000 Emas",gainGold,
1058,1,10,10,300000000,,,50,{rmb=80;gold=2000},,7,,,Join the Billionaire List,Chen chân vào danh sách tỷ phú,Join the Billionaire List,เข้าร่วมรายชื่อเศรษฐี,Masuk Daftar Miliarder,Pasok sa Listahan ng Bilyonaryo,Masuk Senarai Bilionair,,,"Accumulate 300,000,000 Gold","Tích lũy sở hữu 300,000,000 vàng","Accumulate 300,000,000 Gold","สะสมทอง 300,000,000",Akumulasi 300.000.000 Emas,"Mag-ipon ng 300,000,000 Ginto","Kumpul 300,000,000 Emas",gainGold,
1059,1,10,10,600000000,,,50,{rmb=100;gold=2000},,8,,,Richest Person in the World,Người giàu nhất thế giới,Richest Person in the World,คนรวยที่สุดในโลก,Orang Terkaya di Dunia,Pinakamayamang Tao sa Mundo,Orang Terkaya di Dunia,,,"Accumulate 600,000,000 Gold","Tích lũy sở hữu 600,000,000 vàng","Accumulate 600,000,000 Gold","สะสมทอง 600,000,000",Akumulasi 600.000.000 Emas,"Mag-ipon ng 600,000,000 Ginto","Kumpul 600,000,000 Emas",gainGold,
1060,1,10,10,1500000000,,,50,{rmb=5;gold=2000},,9,,,Money Never Runs Out,Tiền tiêu không hết,Money Never Runs Out,เงินไม่มีวันหมด,Uang Tak Pernah Habis,Hindi Nauubos ang Pera,Uang Tak Pernah Habis,,,"Accumulate 1,500,000,000 Gold","Tích lũy sở hữu 1,500,000,000 vàng","Accumulate 1,500,000,000 Gold","สะสมทอง 1,500,000,000",Akumulasi 1.500.000.000 Emas,"Mag-ipon ng 1,500,000,000 Ginto","Kumpul 1,500,000,000 Emas",gainGold,
1061,1,11,11,3000000,,,10,{rmb=10;gold=2000},,,,,Spending Money Like Water,Tung tiền như nước,Spending Money Like Water,ใช้เงินเหมือนน้ำ,Belanja Uang Seperti Air,Gumagastos ng Pera Parang Tubig,Menghabiskan Wang Macam Air,,,"Spend 3,000,000 Gold","Tổng tiêu hao 3,000,000 vàng","Spend 3,000,000 Gold","ใช้ทอง 3,000,000",Menghabiskan 3.000.000 Emas,"Gumastos ng 3,000,000 Ginto","Belanja 3,000,000 Emas",,
1062,1,11,11,6000000,,,10,{rmb=15;gold=2000},,2,,,Spend Without Regret,Tiêu mà không xót,Spend Without Regret,ใช้เงินโดยไม่เสียดาย,Menghabiskan Tanpa Penyesalan,Gumastos Nang Walang Pagsisisi,Menghabiskan Tanpa Menyesal,,,"Spend 6,000,000 Gold","Tổng tiêu hao 6,000,000 vàng","Spend 6,000,000 Gold","ใช้ทอง 6,000,000",Menghabiskan 6.000.000 Emas,"Gumastos ng 6,000,000 Ginto","Belanja 6,000,000 Emas",,
1063,1,11,11,15000000,,,10,{rmb=20;gold=2000},,3,,,Money in Several Bags,Tiền của vài cái túi,Money in Several Bags,เงินในหลายกระเป๋า,Uang Dalam Beberapa Tas,Perang Pera sa Ilang Bag,Beberapa Beg Wang,,,"Spend 15,000,000 Gold","Tổng tiêu hao 15,000,000 vàng","Spend 15,000,000 Gold","ใช้ทอง 15,000,000",Menghabiskan 15.000.000 Emas,"Gumastos ng 15,000,000 Ginto","Belanja 15,000,000 Emas",,
1064,1,11,11,30000000,,,20,{rmb=25;gold=2000},,4,,,Drive Mercedes for a Ride,Mở Mercedes đi dạo,Drive Mercedes for a Ride,ขับ Mercedes ไปเที่ยว,Mengendarai Mercedes untuk Berkeliling,Magmaneho ng Mercedes para Maglibot,Memandu Mercedes Untuk Bersiar-siar,,,"Spend 30,000,000 Gold","Tổng tiêu hao 30,000,000 vàng","Spend 30,000,000 Gold","ใช้ทอง 30,000,000",Menghabiskan 30.000.000 Emas,"Gumastos ng 30,000,000 Ginto","Belanja 30,000,000 Emas",,
1065,1,11,11,60000000,,,20,{rmb=30;gold=2000},,5,,,Live in Luxury Villa,Ở biệt thự cao cấp,Live in Luxury Villa,อยู่ในวิลล่าหรู,tinggal di vila mewah,Nakatira sa Luho na Villa,Tinggal di Vila Mewah,,,"Spend 60,000,000 Gold","Tổng tiêu hao 60,000,000 vàng","Spend 60,000,000 Gold","ใช้ทอง 60,000,000",Menghabiskan 60.000.000 Emas,"Gumastos ng 60,000,000 Ginto","Belanja 60,000,000 Emas",,
1066,1,11,11,150000000,,,30,{rmb=35;gold=2000},,6,,,Buy Yacht and Villa,Mua du thuyền và biệt thự,Buy Yacht and Villa,ซื้อเรือยอชท์และวิลล่า,Membeli Yacht dan Vila,Bumili ng Yate at Villa,Membeli Kapal Pesiar dan Vila,,,"Spend 150,000,000 Gold","Tổng tiêu hao 150,000,000 vàng","Spend 150,000,000 Gold","ใช้ทอง 150,000,000",Menghabiskan 150.000.000 Emas,"Gumastos ng 150,000,000 Ginto","Belanja 150,000,000 Emas",,
1067,1,11,11,300000000,,,50,{rmb=40;gold=2000},,7,,,Never Lack Money,Không thiếu tiền,Never Lack Money,ไม่ขาดเงิน,Tidak Pernah Kekurangan Uang,Hindi Nawawalan ng Pera,Tidak Pernah Kekurangan Wang,,,"Spend 300,000,000 Gold","Tổng tiêu hao 300,000,000 vàng","Spend 300,000,000 Gold","ใช้ทอง 300,000,000",Menghabiskan 300.000.000 Emas,"Gumastos ng 300,000,000 Ginto","Belanja 300,000,000 Emas",,
1068,1,11,11,600000000,,,50,{rmb=45;gold=2000},,8,,,Spend Money Like Water,Tiêu tiền như nước,Spend Money Like Water,ใช้เงินเหมือนน้ำ,Belanja Uang Seperti Air,Gumagastos ng Pera Parang Tubig,Menghabiskan Wang Macam Air,,,"Spend 600,000,000 Gold","Tổng tiêu hao 600,000,000 vàng","Spend 600,000,000 Gold","ใช้ทอง 600,000,000",Menghabiskan 600.000.000 Emas,"Gumastos ng 600,000,000 Ginto","Belanja 600,000,000 Emas",,
1069,1,11,11,1500000000,,,50,{rmb=50;gold=2000},,9,,,Spend Extravagantly,Tiêu pha hoang phí,Spend Extravagantly,ใช้เงินอย่างฟุ่มเฟือย,Menghabiskan Secara Boros,Gumastos Nang Labis,Lebih Membazir,,,"Spend 1,500,000,000 Gold","Tổng tiêu hao 1,500,000,000 vàng","Spend 1,500,000,000 Gold","ใช้ทอง 1,500,000,000",Menghabiskan 1.500.000.000 Emas,"Gumastos ng 1,500,000,000 Ginto","Belanja 1,500,000,000 Emas",,
1070,1,12,12,5000,,,20,{rmb=10;gold=2000},,,,,Save Small Money,Tiền nhỏ thì tiết kiệm,Save Small Money,เก็บเงินเล็กน้อย,Menabung Uang Kecil,Nag-iipon ng Maliit na Pera,Menyimpan Wang Kecil,,,"Accumulate 5,000 Diamonds","Tích lũy sở hữu 5,000 kim cương","Accumulate 5,000 Diamonds","สะสมเพชร 5,000",Berkumpul 5.000 Berlian,"Mag-ipon ng 5,000 Diamante","Kumpul 5,000 Berlian",,
1071,1,12,12,10000,,,20,{rmb=15;gold=2000},,2,,,Earn Big Money,Tiền lớn thì phải kiếm,Earn Big Money,หาเงินมาก,Menghasilkan Uang Besar,Kumita ng Malaking Pera,Menghasilkan Wang Besar,,,"Accumulate 10,000 Diamonds","Tích lũy sở hữu 10,000 kim cương","Accumulate 10,000 Diamonds","สะสมเพชร 10,000",Berkumpul 10.000 Berlian,"Mag-ipon ng 10,000 Diamante","Kumpul 10,000 Berlian",,
1072,1,12,12,20000,,,20,{rmb=20;gold=2000},,3,,,Just for Form,Cho có lệ,Just for Form,แค่ให้ผ่านๆ,Sekadar Formalitas,Para Lang Sa Porma,Hanya Untuk Formaliti,,,"Accumulate 20,000 Diamonds","Tích lũy sở hữu 20,000 kim cương","Accumulate 20,000 Diamonds","สะสมเพชร 20,000",Berkumpul 20.000 Berlian,"Mag-ipon ng 20,000 Diamante","Kumpul 20,000 Berlian",,
1073,1,12,12,50000,,,30,{rmb=25;gold=2000},,4,,,Strategic Investment,Đầu tư có chiến lược,Strategic Investment,การลงทุนอย่างมีกลยุทธ์,Investasi Strategis,Strategic na Pamumuhunan,Pelaburan Strategik,,,"Accumulate 50,000 Diamonds","Tích lũy sở hữu 50,000 kim cương","Accumulate 50,000 Diamonds","สะสมเพชร 50,000",Berkumpul 50.000 Berlian,"Mag-ipon ng 50,000 Diamante","Kumpul 50,000 Berlian",,
1074,1,12,12,100000,,,30,{rmb=30;gold=2000},,5,,,Dominant Golden Pig,Heo vàng bá đạo,Dominant Golden Pig,หมูทองคำผู้ครองราชย์,Babi Emas Dominan,Dominanteng Gintong Baboy,Babi Emas Dominan,,,"Accumulate 100,000 Diamonds","Tích lũy sở hữu 100,000 kim cương","Accumulate 100,000 Diamonds","สะสมเพชร 100,000",Berkumpul 100.000 Berlian,"Mag-ipon ng 100,000 Diamante","Kumpul 100,000 Berlian",,
1075,1,12,12,200000,,,30,{rmb=35;gold=2000},,6,,,Butterfly Tycoon,Đại gia bướm,Butterfly Tycoon,เศรษฐีผีเสื้อ,Miliarder Kupu-kupu,Tycoon ng Paruparo,Tycoon Kupu-kupu,,,"Accumulate 200,000 Diamonds","Tích lũy sở hữu 200,000 kim cương","Accumulate 200,000 Diamonds","สะสมเพชร 200,000",Berkumpul 200.000 Berlian,"Mag-ipon ng 200,000 Diamante","Kumpul 200,000 Berlian",,
1076,1,12,12,500000,,,50,{rmb=40;gold=2000},,7,,,Great Tycoon,Đại phú hào,Great Tycoon,มหาเศรษฐี,Miliarder Besar,Malaking Tycoon,Miliarder Besar,,,"Accumulate 500,000 Diamonds","Tích lũy sở hữu 500,000 kim cương","Accumulate 500,000 Diamonds","สะสมเพชร 500,000",Berkumpul 500.000 Berlian,"Mag-ipon ng 500,000 Diamante","Kumpul 500,000 Berlian",,
1077,1,12,12,1000000,,,50,{rmb=45;gold=2000},,8,,,Great Tycoon,Đại phú hào,Great Tycoon,มหาเศรษฐี,Miliarder Besar,Malaking Tycoon,Miliarder Besar,,,"Accumulate 1,000,000 Diamonds","Tích lũy sở hữu 1,000,000 kim cương","Accumulate 1,000,000 Diamonds","สะสมเพชร 1,000,000",Berkumpul 1.000.000 Berlian,"Mag-ipon ng 1,000,000 Diamante","Kumpul 1,000,000 Berlian",,
1078,1,12,12,5000000,,,50,{rmb=50;gold=2000},,9,,,Great Tycoon,Đại phú hào,Great Tycoon,มหาเศรษฐี,Miliarder Besar,Malaking Tycoon,Miliarder Besar,,,"Accumulate 5,000,000 Diamonds","Tích lũy sở hữu 5,000,000 kim cương","Accumulate 5,000,000 Diamonds","สะสมเพชร 5,000,000",Berkumpul 5.000.000 Berlian,"Mag-ipon ng 5,000,000 Diamante","Kumpul 5,000,000 Berlian",,
1079,1,13,13,5000,,,20,{rmb=5;gold=2000},,,,,Enjoying Good Food and Drink,Ăn ngon uống sướng,Enjoying Good Food and Drink,กินดีอยู่ดี,Menikmati Makanan dan Minuman enak,Nag-eenjoy ng Masarap na Pagkain at Inumin,Menikmati Makanan dan Minuman Enak,,,"Spend 5,000 Diamonds","Tổng tiêu hao 5,000 kim cương","Spend 5,000 Diamonds","ใช้เพชร 5,000",Habiskan 5.000 Berlian,"Gumastos ng 5,000 Diamante","Belanja 5,000 Berlian",,
1080,1,13,13,10000,,,20,{rmb=10;gold=2000},,2,,,Buy Whatever You Want,Muốn gì mua nấy,Buy Whatever You Want,อยากได้อะไรก็ซื้อ,Membeli Apa Saja yang Diinginkan,Bumili ng Anumang Gusto,Membeli Apa Sahaja Yang Dikehendaki,,,"Spend 10,000 Diamonds","Tổng tiêu hao 10,000 kim cương","Spend 10,000 Diamonds","ใช้เพชร 10,000",Habiskan 10.000 Berlian,"Gumastos ng 10,000 Diamante","Belanja 10,000 Berlian",,
1081,1,13,13,20000,,,20,{rmb=15;gold=2000},,3,,,Shopping Without Looking at Price,Mua sắm không cần nhìn giá,Shopping Without Looking at Price,ช็อปปิ้งไม่ต้องดูราคา,Belanja Tanpa Melihat Harga,Pamimili Nang Hindi Tumingin sa Presyo, Membeli-Belah Tanpa Melihat Harga,,,"Spend 20,000 Diamonds","Tổng tiêu hao 20,000 kim cương","Spend 20,000 Diamonds","ใช้เพชร 20,000",Habiskan 20.000 Berlian,"Gumastos ng 20,000 Diamante","Belanja 20,000 Berlian",,
1082,1,13,13,50000,,,30,{rmb=20;gold=2000},,4,,,Only Choose What You Like,Chỉ chọn thứ thích,Only Choose What You Like,เลือกแค่สิ่งที่ชอบ,Hanya Memilih yang Disukai,Pumili Lang ng Mga Gusto,Milih Sahaja Yang Disukai,,,"Spend 50,000 Diamonds","Tổng tiêu hao 50,000 kim cương","Spend 50,000 Diamonds","ใช้เพชร 50,000",Habiskan 50.000 Berlian,"Gumastos ng 50,000 Diamante","Belanja 50,000 Berlian",,
1083,1,13,13,100000,,,30,{rmb=25;gold=2000},,5,,,Only Choose the Most Expensive,Chỉ chọn thứ đắt nhất,Only Choose the Most Expensive,เลือกแค่ของที่แพงที่สุด,Hanya Memilih yang Paling Mahal,Pumili Lang ng Pinakamahal,Milih Sahaja Yang Paling Mahal,,,"Spend 100,000 Diamonds","Tổng tiêu hao 100,000 kim cương","Spend 100,000 Diamonds","ใช้เพชร 100,000",Habiskan 100.000 Berlian,"Gumastos ng 100,000 Diamante","Belanja 100,000 Berlian",,
1084,1,13,13,200000,,,30,{rmb=30;gold=2000},,6,,,Tycoon Gets What They Like,Đại gia thích thì chiều,Tycoon Gets What They Like,เศรษฐีได้ดั่งใจ,Miliarder Dapat Apa yang Mereka Suka,Tycoon Nakukuha ang Gusto,Najib Tycoon,,,"Spend 200,000 Diamonds","Tổng tiêu hao 200,000 kim cương","Spend 200,000 Diamonds","ใช้เพชร 200,000",Habiskan 200.000 Berlian,"Gumastos ng 200,000 Diamante","Belanja 200,000 Berlian",,
1085,1,13,13,500000,,,50,{rmb=35;gold=2000},,7,,,Mysterious Tycoon,Đại gia bí ẩn,Mysterious Tycoon,เศรษฐีลึกลับ,Miliarder Misterius,Mahiwagang Tycoon,Miliarder Misterius,,,"Spend 500,000 Diamonds","Tổng tiêu hao 500,000 kim cương","Spend 500,000 Diamonds","ใช้เพชร 500,000",Habiskan 500.000 Berlian,"Gumastos ng 500,000 Diamante","Belanja 500,000 Berlian",,
1086,1,13,13,1000000,,,50,{rmb=40;gold=2000},,8,,,Mysterious Tycoon,Đại gia bí ẩn,Mysterious Tycoon,เศรษฐีลึกลับ,Miliarder Misterius,Mahiwagang Tycoon,Miliarder Misterius,,,"Spend 1,000,000 Diamonds","Tổng tiêu hao 1,000,000 kim cương","Spend 1,000,000 Diamonds","ใช้เพชร 1,000,000",Habiskan 1.000.000 Berlian,"Gumastos ng 1,000,000 Diamante","Belanja 1,000,000 Berlian",,
1087,1,13,13,5000000,,,50,{rmb=45;gold=2000},,9,,,Mysterious Tycoon,Đại gia bí ẩn,Mysterious Tycoon,เศรษฐีลึกลับ,Miliarder Misterius,Mahiwagang Tycoon,Miliarder Misterius,,,"Spend 5,000,000 Diamonds",Tổng tiêu hao kim cương đạt 5000000,"Spend 5,000,000 Diamonds","ใช้เพชร 5,000,000",Habiskan 5.000.000 Berlian,"Gumastos ng 5,000,000 Diamante","Belanja 5,000,000 Berlian",,
1088,1,3,3,600,,,50,{453=20;rmb=100},FALSE,5,,,Master Trainer,Huấn luyện tông sư,Master Trainer,ผู้ฝึกสอนปรมาจารย์,Pelatih Master,Master na Tagapagsanay,Pelatih Pakar,,,Exclusive Attribute Level reaches 600,Tổng cấp điểm thuộc tính đặc quyền đạt 600,Exclusive Attribute Level reaches 600,แต้มคุณสมบัติเฉพาะถึง 600,Poin Atribut Khusus mencapai 600,Puntos ng Espesyal na Katangian umabot sa 600,Tahap Atribut Eksklusif mencapai 600,trainer,
1089,1,3,3,1000,,,50,{453=50;rmb=200},FALSE,6,,,Grandmaster Trainer,Huấn luyện đại sư,Grandmaster Trainer,ผู้ฝึกสอนมหาปรมาจารย์,Pelatih Grandmaster,Grandmaster na Tagapagsanay,Pelatih Grandmaster,,,Exclusive Attribute Level reaches 1000,Tổng cấp điểm thuộc tính đặc quyền đạt 1000,Exclusive Attribute Level reaches 1000,แต้มคุณสมบัติเฉพาะถึง 1000,Poin Atribut Khusus mencapai 1000,Puntos ng Espesyal na Katangian umabot sa 1000,Tahap Atribut Eksklusif mencapai 1000,trainer,
1101,1,82,82,1,31,,50,{rmb=50;gold=20000},,,,,Perfect!,Hoàn hảo!,Perfect!,สมบูรณ์แบบ!,Sempurna!,Perpekto!,Sempurna!,,,Any Hero reaches Max Growth Value,Giá trị trưởng thành của bất kỳ anh hùng nào được luyện đến mức hoàn mỹ,Any Hero reaches Max Growth Value,ค่าการเติบโตของฮีโร่ถึงระดับสมบูรณ์,Hero mencapai Nilai Pertumbuhan Maksimum,Ang isang bayani ay umabot sa Perpektong Antas ng Paglago,Mana-mana Hero capai Nilai Pertumbuhan Maksimum,,
1102,1,82,82,10,31,,50,{rmb=100;gold=20000},,2,,,Perfect!,Hoàn hảo!,Perfect!,สมบูรณ์แบบ!,Sempurna!,Perpekto!,Sempurna!,,,Own 10 Heroes with Max Growth Value,Sở hữu tổng cộng 10 anh hùng có điểm trưởng thành hoàn mỹ,Own 10 Heroes with Max Growth Value,มีฮีโร่ 10 ตัวที่มีการเติบโตสมบูรณ์,Punya 10 Hero dengan Nilai Pertumbuhan Maksimum,May 10 Bayani na may Perpektong Paglago,Miliki 10 Hero dengan Pertumbuhan Sempurna,,
