VariableName,_beizhu,npc,gymID,hardDegree,weight,deployType,deployNatureLimit,deployCardNumLimit,deployNum,lastJump,historyJump,_beizhu1,weatherDesc,weatherDesc_vn,weatherDesc_en,weatherDesc_th,weatherDesc_in,weatherDesc_ph,weatherDesc_ma,palce,palce_vn,palce_en,palce_th,palce_in,palce_ph,palce_ma,placeDesc,placeDesc_vn,placeDesc_en,placeDesc_th,placeDesc_in,placeDesc_ph,placeDesc_ma,specialEff,specialEffDesc,specialEffDesc_vn,specialEffDesc_tw,specialEffDesc_en,specialEffDesc_th,specialEffDesc_in,specialEffDesc_ph,specialEffDesc_ma
80103,,,2,11,1,,,,,,,,"Rain (Increases speed for Water element pets, reduces damage from Fire element pets, at the end of each major round removes some negative effects from all pets) /n <Snow> (Doubles defense for Ice element pets, all pets not belonging to Ice element receive Ice elemental damage at the end of each major round and may be Frozen)","Mưa (Tăng tốc độ cho linh thú hệ nước, giảm sát thương của linh thú hệ lửa, vào cuối mỗi vòng lớn sẽ xóa bỏ một phần hiệu ứng xấu của toàn bộ linh thú) /n <Tuyết> (Tăng phòng thủ kép cho linh thú hệ băng, tất cả linh thú không thuộc hệ băng sẽ nhận sát thương nguyên tố băng vào cuối mỗi vòng lớn và có khả năng bị Đóng Băng)","Rain (Increases speed for Water element pets, reduces damage from Fire element pets, at the end of each major round removes some negative effects from all pets) /n <Snow> (Doubles defense for Ice element pets, all pets not belonging to Ice element receive Ice elemental damage at the end of each major round and may be Frozen)",ฝน (เพิ่มความเร็วให้สัตว์เลี้ยงธาตุน้ำ ลดความเสียหายจากสัตว์เลี้ยงธาตุไฟ ในตอนท้ายของแต่ละรอบใหญ่จะลบผลกระทบเชิงลบบางส่วนจากสัตว์เลี้ยงทั้งหมด) /n <หิมะ> (เพิ่มเกราะเป็นสองเท่าสำหรับสัตว์เลี้ยงธาตุน้ำแข็ง สัตว์เลี้ยงทั้งหมดที่ไม่ใช่ธาตุน้ำแข็งจะได้รับความเสียหายธาตุน้ำแข็งในตอนท้ายของแต่ละรอบใหญ่ และอาจถูกแช่แข็ง),"Hujan (Meningkatkan kecepatan untuk hewan peliharaan elemen Air, mengurangi kerusakan dari hewan peliharaan elemen Api, di akhir setiap ronde besar menghapus beberapa efek negatif dari semua hewan peliharaan) /n <Salju> (Menggandakan pertahanan untuk hewan peliharaan elemen Es, semua hewan peliharaan yang bukan elemen Es menerima kerusakan elemen Es di akhir setiap ronde besar dan mungkin Beku)","Ulan (Pinapataas ang bilis para sa mga Water element na alagang hayop, binabawasan ang pinsala mula sa Fire element na alagang hayop, sa katapusan ng bawat malaking round ay tinatanggal ang ilang negatibong epekto mula sa lahat ng alagang hayop) /n <Niyebe> (Dobleng depensa para sa mga Ice element na alagang hayop, lahat ng alagang hayop na hindi kabilang sa Ice element ay tumatanggap ng Ice elemental na pinsala sa katapusan ng bawat malaking round at maaaring mag-Frozen)","Hujan (Meningkatkan kelajuan untuk haiwan peliharaan elemen Air, mengurangkan kerosakan dari haiwan peliharaan elemen Api, pada akhir setiap pusingan besar menghapuskan sebahagian kesan negatif dari semua haiwan peliharaan) /n <Salji> (Menggandakan pertahanan untuk haiwan peliharaan elemen Ais, semua haiwan peliharaan yang bukan elemen Ais akan menerima kerosakan elemen Ais pada akhir setiap pusingan besar dan mungkin akan Beku)",,,,,,,,,,,,,,,<<<3;6>;1;0;5%>>,,,,,,,,
80104,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80105,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80106,,,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80111,,,2,12,1,,,,,,,,"Rain (Increases speed for Water element pets, reduces damage from Fire element pets, at the end of each major round removes some negative effects from all pets)","Mưa (Tăng tốc độ cho linh thú hệ nước, giảm sát thương của linh thú hệ lửa, vào cuối mỗi vòng lớn sẽ xóa bỏ một phần hiệu ứng xấu của toàn bộ linh thú)","Rain (Increases speed for Water element pets, reduces damage from Fire element pets, at the end of each major round removes some negative effects from all pets)",ฝน (เพิ่มความเร็วให้สัตว์เลี้ยงธาตุน้ำ ลดความเสียหายจากสัตว์เลี้ยงธาตุไฟ ในตอนท้ายของแต่ละรอบใหญ่จะลบผลกระทบเชิงลบบางส่วนจากสัตว์เลี้ยงทั้งหมด),"Hujan (Meningkatkan kecepatan untuk hewan peliharaan elemen Air, mengurangi kerusakan dari hewan peliharaan elemen Api, di akhir setiap ronde besar menghapus beberapa efek negatif dari semua hewan peliharaan)","Ulan (Pinapataas ang bilis para sa mga Water element na alagang hayop, binabawasan ang pinsala mula sa Fire element na alagang hayop, sa katapusan ng bawat malaking round ay tinatanggal ang ilang negatibong epekto mula sa lahat ng alagang hayop)","Hujan (Meningkatkan kelajuan untuk haiwan peliharaan elemen Air, mengurangkan kerosakan dari haiwan peliharaan elemen Api, pada akhir setiap pusingan besar menghapuskan sebahagian kesan negatif dari semua haiwan peliharaan)",,,,,,,,,,,,,,,<<<3>;1;0;6%>>,/n Evolution Meaning,/n Tiến hóa の Áo nghĩa,,/n Evolution Meaning,/n ความหมายของวิวัฒนาการ,/n Makna Evolusi,/n Kahulugan ng Ebolusyon,/n Makna Evolusi
80112,,,2,12,1,,,,,,,,"Rain (Increases speed for Water element pets, reduces damage from Fire element pets, at the end of each major round removes some negative effects from all pets) /n Snow (Doubles defense for Ice element pets, all pets not belonging to Ice element receive Ice elemental damage at the end of each major round and may be Frozen)","Mưa (Tăng tốc độ cho linh thú hệ nước, giảm sát thương của linh thú hệ lửa, vào cuối mỗi vòng lớn sẽ xóa bỏ một phần hiệu ứng xấu của toàn bộ linh thú) /n Tuyết (Tăng phòng thủ kép cho linh thú hệ băng, tất cả linh thú không thuộc hệ băng sẽ nhận sát thương nguyên tố băng vào cuối mỗi vòng lớn và có khả năng bị Đóng Băng)","Rain (Increases speed for Water element pets, reduces damage from Fire element pets, at the end of each major round removes some negative effects from all pets) /n Snow (Doubles defense for Ice element pets, all pets not belonging to Ice element receive Ice elemental damage at the end of each major round and may be Frozen)",ฝน (เพิ่มความเร็วให้สัตว์เลี้ยงธาตุน้ำ ลดความเสียหายจากสัตว์เลี้ยงธาตุไฟ ในตอนท้ายของแต่ละรอบใหญ่จะลบผลกระทบเชิงลบบางส่วนจากสัตว์เลี้ยงทั้งหมด) /n หิมะ (เพิ่มเกราะเป็นสองเท่าสำหรับสัตว์เลี้ยงธาตุน้ำแข็ง สัตว์เลี้ยงทั้งหมดที่ไม่ใช่ธาตุน้ำแข็งจะได้รับความเสียหายธาตุน้ำแข็งในตอนท้ายของแต่ละรอบใหญ่ และอาจถูกแช่แข็ง),"Hujan (Meningkatkan kecepatan untuk hewan peliharaan elemen Air, mengurangi kerusakan dari hewan peliharaan elemen Api, di akhir setiap ronde besar menghapus beberapa efek negatif dari semua hewan peliharaan) /n Salju (Menggandakan pertahanan untuk hewan peliharaan elemen Es, semua hewan peliharaan yang bukan elemen Es menerima kerusakan elemen Es di akhir setiap ronde besar dan mungkin Beku)","Ulan (Pinapataas ang bilis para sa mga Water element na alagang hayop, binabawasan ang pinsala mula sa Fire element na alagang hayop, sa katapusan ng bawat malaking round ay tinatanggal ang ilang negatibong epekto mula sa lahat ng alagang hayop) /n Niyebe (Dobleng depensa para sa mga Ice element na alagang hayop, lahat ng alagang hayop na hindi kabilang sa Ice element ay tumatanggap ng Ice elemental na pinsala sa katapusan ng bawat malaking round at maaaring mag-Frozen)","Hujan (Meningkatkan kelajuan untuk haiwan peliharaan elemen Air, mengurangkan kerosakan dari haiwan peliharaan elemen Api, pada akhir setiap pusingan besar menghapuskan sebahagian kesan negatif dari semua haiwan peliharaan) /n Salji (Menggandakan pertahanan untuk haiwan peliharaan elemen Ais, semua haiwan peliharaan yang bukan elemen Ais akan menerima kerosakan elemen Ais pada akhir setiap pusingan besar dan mungkin akan Beku)",,,,,,,,,,,,,,,,/n The Dragon Brave Warrior is truly not an empty title.,/n Đồ long dũng sĩ tuyệt không phải là hư danh,,/n The Dragon Brave Warrior is truly not an empty title.,/n นักรบผู้กล้าหาญแห่งมังกรไม่ใช่ชื่อเสียงเปล่าๆ,/n Pahlawan Naga Perkasa bukan hanya gelar kosong.,/n Ang Matapang na Mandirigmang Dragon ay tunay na hindi walang laman na titulo.,/n Pahlawan Naga Perkasa bukan sekadar gelaran kosong.
80113,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ducks ducks know nothing about anything, unrelated to duck matters /n#C0xFFDEAD# Ducks really come to drop poop.","Vịt vịt cái gì cũng không biết, không liên quan vịt vịt sự tình /n#C0xFFDEAD# Vịt vịt thật là đến đưa phân",,"Ducks ducks know nothing about anything, unrelated to duck matters /n#C0xFFDEAD# Ducks really come to drop poop.",เป็ดเป็ดไม่รู้เรื่องอะไรเลย ไม่เกี่ยวกับเรื่องเป็ด /n#C0xFFDEAD# เป็ดจริงๆ มาเพื่อทิ้งขี้.,"Bebek bebek tidak tahu apa-apa, tidak terkait dengan urusan bebek /n#C0xFFDEAD# Bebek benar-benar datang untuk menjatuhkan kotoran.","Mga pato pato ay walang alam tungkol sa kahit ano, walang kinalaman sa mga bagay ng pato /n#C0xFFDEAD# Talagang dumadating ang mga pato upang magtapon ng dumi.","Itik itik tidak tahu apa-apa, tidak berkaitan dengan perkara itik /n#C0xFFDEAD# Itik benar-benar datang untuk menjatuhkan tahi."
80114,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80115,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80116,,,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80121,,,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80122,,,2,13,1,,,,,,,,"Rain (Increases speed for Water element pets, reduces damage from Fire element pets, at the end of each major round removes some negative effects from all pets) /n Snow (Doubles defense for Ice element pets, all pets not belonging to Ice element receive Ice elemental damage at the end of each major round and may be Frozen)","Mưa (Tăng tốc độ cho linh thú hệ nước, giảm sát thương của linh thú hệ lửa, vào cuối mỗi vòng lớn sẽ xóa bỏ một phần hiệu ứng xấu của toàn bộ linh thú) /n Tuyết (Tăng phòng thủ kép cho linh thú hệ băng, tất cả linh thú không thuộc hệ băng sẽ nhận sát thương nguyên tố băng vào cuối mỗi vòng lớn và có khả năng bị Đóng Băng)","Rain (Increases speed for Water element pets, reduces damage from Fire element pets, at the end of each major round removes some negative effects from all pets) /n Snow (Doubles defense for Ice element pets, all pets not belonging to Ice element receive Ice elemental damage at the end of each major round and may be Frozen)",ฝน (เพิ่มความเร็วให้สัตว์เลี้ยงธาตุน้ำ ลดความเสียหายจากสัตว์เลี้ยงธาตุไฟ ในตอนท้ายของแต่ละรอบใหญ่จะลบผลกระทบเชิงลบบางส่วนจากสัตว์เลี้ยงทั้งหมด) /n หิมะ (เพิ่มเกราะเป็นสองเท่าสำหรับสัตว์เลี้ยงธาตุน้ำแข็ง สัตว์เลี้ยงทั้งหมดที่ไม่ใช่ธาตุน้ำแข็งจะได้รับความเสียหายธาตุน้ำแข็งในตอนท้ายของแต่ละรอบใหญ่ และอาจถูกแช่แข็ง),"Hujan (Meningkatkan kecepatan untuk hewan peliharaan elemen Air, mengurangi kerusakan dari hewan peliharaan elemen Api, di akhir setiap ronde besar menghapus beberapa efek negatif dari semua hewan peliharaan) /n Salju (Menggandakan pertahanan untuk hewan peliharaan elemen Es, semua hewan peliharaan yang bukan elemen Es menerima kerusakan elemen Es di akhir setiap ronde besar dan mungkin Beku)","Ulan (Pinapataas ang bilis para sa mga Water element na alagang hayop, binabawasan ang pinsala mula sa Fire element na alagang hayop, sa katapusan ng bawat malaking round ay tinatanggal ang ilang negatibong epekto mula sa lahat ng alagang hayop) /n Niyebe (Dobleng depensa para sa mga Ice element na alagang hayop, lahat ng alagang hayop na hindi kabilang sa Ice element ay tumatanggap ng Ice elemental na pinsala sa katapusan ng bawat malaking round at maaaring mag-Frozen)","Hujan (Meningkatkan kelajuan untuk haiwan peliharaan elemen Air, mengurangkan kerosakan dari haiwan peliharaan elemen Api, pada akhir setiap pusingan besar menghapuskan sebahagian kesan negatif dari semua haiwan peliharaan) /n Salji (Menggandakan pertahanan untuk haiwan peliharaan elemen Ais, semua haiwan peliharaan yang bukan elemen Ais akan menerima kerosakan elemen Ais pada akhir setiap pusingan besar dan mungkin akan Beku)",,,,,,,,,,,,,,,,Enemy army's entire spirit tribe's damage reflection effectiveness increases widely /n Our side's entire all-kill skill damage increases widely,Địch quân toàn thể tinh linh phản tổn thương hiệu quả tăng lên trên diện rộng /n Bên ta toàn thể tất sát kỹ tổn thương tăng lên trên diện rộng,,Enemy army's entire spirit tribe's damage reflection effectiveness increases widely /n Our side's entire all-kill skill damage increases widely,ประสิทธิภาพการสะท้อนความเสียหายของวิญญาณฝ่ายศัตรูทั้งหมดเพิ่มขึ้นอย่างกว้างขวาง /n ความเสียหายจากสกิลฆ่าทั้งหมดของฝ่ายเราเพิ่มขึ้นอย่างกว้างขวาง,Efektivitas pantulan kerusakan seluruh suku roh musuh meningkat secara luas /n Kerusakan keterampilan pembunuhan semua dari pihak kita meningkat secara luas,Epektibo ng pagbalik ng pinsala ng buong espiritu ng kalaban ay tumataas nang malawakan /n Ang pinsala ng lahat ng skill na pumatay sa aming panig ay tumataas nang malawakan,Keberkesanan pantulan kerosakan suku roh musuh meningkat secara meluas /n Kerosakan kemahiran pembunuhan semua pihak kami meningkat secara meluas
80123,,,2,13,,,,,,,,,"Snow (Doubles defense for Ice element pets, all pets not belonging to Ice element receive Ice elemental damage at the end of each major round and may be Frozen)","Tuyết (Tăng phòng thủ kép cho linh thú hệ băng, tất cả linh thú không thuộc hệ băng sẽ nhận sát thương nguyên tố băng vào cuối mỗi vòng lớn và có khả năng bị Đóng Băng)","Snow (Doubles defense for Ice element pets, all pets not belonging to Ice element receive Ice elemental damage at the end of each major round and may be Frozen)",หิมะ (เพิ่มเกราะเป็นสองเท่าสำหรับสัตว์เลี้ยงธาตุน้ำแข็ง สัตว์เลี้ยงทั้งหมดที่ไม่ใช่ธาตุน้ำแข็งจะได้รับความเสียหายธาตุน้ำแข็งในตอนท้ายของแต่ละรอบใหญ่ และอาจถูกแช่แข็ง),"Salju (Menggandakan pertahanan untuk hewan peliharaan elemen Es, semua hewan peliharaan yang bukan elemen Es menerima kerusakan elemen Es di akhir setiap ronde besar dan mungkin Beku)","Niyebe (Dobleng depensa para sa mga Ice element na alagang hayop, lahat ng alagang hayop na hindi kabilang sa Ice element ay tumatanggap ng Ice elemental na pinsala sa katapusan ng bawat malaking round at maaaring mag-Frozen)","Salji (Menggandakan pertahanan untuk haiwan peliharaan elemen Ais, semua haiwan peliharaan yang bukan elemen Ais akan menerima kerosakan elemen Ais pada akhir setiap pusingan besar dan mungkin akan Beku)",,,,,,,,,,,,,,,<<<6>;1;0;7%>>,"/n The extraordinary Snow Demoness loves and protects their beloved and trusted items, especially their little Snow Children.","/n Tuyết yêu nữ phi thường yêu mến cùng bảo hộ bọn chúng chỗ yêu cùng tín nhiệm đồ vật, nhất là bọn chúng tiểu hài Tuyết Đồng tử",,"/n The extraordinary Snow Demoness loves and protects their beloved and trusted items, especially their little Snow Children.",/n ยมทูตหิมะที่ไม่ธรรมดารักและปกป้องของรักและสิ่งของที่เชื่อถือได้ของพวกเขา โดยเฉพาะพวกเด็กหิมะตัวน้อย,"/n Perempuan Iblis Salju luar biasa mencintai dan melindungi barang kesayangan dan kepercayaan mereka, terutama Anak Salju kecil mereka.","/n Ang pambihirang Babaeng Demonyo ng Snow ay nagmamahal at nagpoprotekta sa kanilang mga minamahal at pinagkakatiwalaang bagay, lalo na ang kanilang maliliit na Snow Children.","/n Wanita Iblis Salji luar biasa sangat menyayangi dan melindungi barang kesayangan dan dipercayai mereka, terutama Anak Salji kecil mereka."
