VariableName,_beizhu,huodongID,periodType,weekParam,taskAttribute,taskType,taskParam,taskSpecialParam,title,title_th,title_en,title_vn,title_kr,desc,desc_th,desc_en,desc_vn,desc_kr,exp,goToPanel
1712,,1002,2,7,4,67,7,,Clear Anbu Training Level 7,ผ่านการฝึกอบรมอันบู ชั้นที่ 7,Clear Anbu Training Level 7,Vượt Huấn luyện Anbu tầng 7,,,,,,,100,
1713,,1002,2,7,,86,6,{6=4},Complete S-rank dispatch mission 6 times,ทำภารกิจส่งกำลังระดับ S ให้สำเร็จ 6 ครั้ง,Complete S-rank dispatch mission 6 times,Hoàn thành nhiệm vụ điều phái bậc S 6 lần,,,,,,,100,
1801,,1002,2,8,4,17,3,,Logged in for a total of 3 days,เข้าสู่ระบบทั้งหมด 3 วัน,Logged in for a total of 3 days,Đăng nhập tổng cộng 3 ngày,,,,,,,50,
1802,,1002,2,8,,36,50,,Upgrade Ninja 50 times.,อัปเกรดนินจา 50 ครั้ง.,Upgrade Ninja 50 times.,Nâng cấp Ninja 50 lần.,,,,,,,50,strengthen-1
1803,,1002,2,8,,21,1000,,Spend 1000 Primogems,ใช้ 1000 เพชร,Spend 1000 Primogems,Tiêu 1000 Nguyên bảo,,,,,,,100,
1804,,1002,2,8,,43,50,,Arena Points: 50 points,คะแนนสนามประลอง: 50 คะแนน,Arena Points: 50 points,Điểm đấu trường: 50 điểm,,,,,,,50,
1805,,1002,2,8,,63,50000,,Accumulate 50000 Anbu Special Training points,สะสมคะแนนฝึกพิเศษ Anbu 50000 คะแนน,Accumulate 50000 Anbu Special Training points,Tích lũy 50000 điểm Đặc huấn Anbu,,,,,,,50,
1806,,1002,2,8,,55,20,,Donate 20 times,บริจาค 20 ครั้ง,Donate 20 times,Quyên góp 20 lần,,,,,,,50,
1807,,1002,2,8,4,50,20,,Draw 20 times in the Gacha Spirit Stone Draw,หมุน 20 ครั้งในการสุ่มบัตรหินวิญญาณ,Draw 20 times in the Gacha Spirit Stone Draw,Rút 20 lần trong Rút thẻ Nguyên bảo,,,,,,,100,
1808,,1002,2,8,,29,300,,Fight in the normal stage 300 times,ต่อสู้ในด่านปกติ 300 ครั้ง,Fight in the normal stage 300 times,Chiến đấu ở ải bình thường 300 lần,,,,,,,100,10000
1809,,1002,2,8,,30,60,,Challenge 60 Hard Levels,ท้าทาย 60 ด่านยาก,Challenge 60 Hard Levels,Thử thách ải khó 60 lần,,,,,,,100,20000
1810,,1002,2,8,4,85,30,,Complete the dispatch mission 30 times,ทำภารกิจส่งกำลัง 30 ครั้งสำเร็จ,Complete the dispatch mission 30 times,Hoàn thành nhiệm vụ điều phái 30 lần,,,,,,,50,
1811,,1002,2,8,,21,3000,,Spend 3000 Primogems,ใช้ 3000 หินอัญมณี,Spend 3000 Primogems,Tiêu 3000 Nguyên bảo,,,,,,,100,
1812,,1002,2,8,4,67,7,,Clear Anbu Training Level 7,ผ่านการฝึกอบรมอันบู ชั้นที่ 7,Clear Anbu Training Level 7,Vượt Huấn luyện Anbu tầng 7,,,,,,,100,
1813,,1002,2,8,,86,6,{6=4},Complete S-rank dispatch mission 6 times,ทำภารกิจส่งกำลังระดับ S ให้สำเร็จ 6 ครั้ง,Complete S-rank dispatch mission 6 times,Hoàn thành nhiệm vụ điều phái bậc S 6 lần,,,,,,,100,
1901,,1002,2,9,4,17,3,,Logged in for a total of 3 days,เข้าสู่ระบบทั้งหมด 3 วัน,Logged in for a total of 3 days,Đăng nhập tổng cộng 3 ngày,,,,,,,50,
1902,,1002,2,9,,36,50,,Upgrade Ninja 50 times.,อัปเกรดนินจา 50 ครั้ง.,Upgrade Ninja 50 times.,Nâng cấp Ninja 50 lần.,,,,,,,50,strengthen-1
1903,,1002,2,9,,21,1000,,Spend 1000 Primogems,ใช้ 1000 เพชร,Spend 1000 Primogems,Tiêu 1000 Nguyên bảo,,,,,,,100,
1904,,1002,2,9,,43,50,,Arena Points: 50 points,คะแนนสนามประลอง: 50 คะแนน,Arena Points: 50 points,Điểm đấu trường: 50 điểm,,,,,,,50,
1905,,1002,2,9,4,63,50000,,Accumulate 50000 Anbu Special Training points,สะสมคะแนนฝึกพิเศษ Anbu 50000 คะแนน,Accumulate 50000 Anbu Special Training points,Tích lũy 50000 điểm Đặc huấn Anbu,,,,,,,50,
1906,,1002,2,9,,55,20,,Donate 20 times,บริจาค 20 ครั้ง,Donate 20 times,Quyên góp 20 lần,,,,,,,50,
1907,,1002,2,9,,50,20,,Draw 20 times in the Gacha Spirit Stone Draw,หมุน 20 ครั้งในการสุ่มบัตรหินวิญญาณ,Draw 20 times in the Gacha Spirit Stone Draw,Rút 20 lần trong Rút thẻ Nguyên bảo,,,,,,,100,
1908,,1002,2,9,,29,300,,Fight in the normal stage 300 times,ต่อสู้ในด่านปกติ 300 ครั้ง,Fight in the normal stage 300 times,Chiến đấu ở ải bình thường 300 lần,,,,,,,100,10000
1909,,1002,2,9,4,30,60,,Challenge 60 Hard Levels,ท้าทาย 60 ด่านยาก,Challenge 60 Hard Levels,Thử thách ải khó 60 lần,,,,,,,100,20000
1910,,1002,2,9,,85,30,,Complete the dispatch mission 30 times,ทำภารกิจส่งกำลัง 30 ครั้งสำเร็จ,Complete the dispatch mission 30 times,Hoàn thành nhiệm vụ điều phái 30 lần,,,,,,,50,
1911,,1002,2,9,,21,3000,,Spend 3000 Primogems,ใช้ 3000 หินอัญมณี,Spend 3000 Primogems,Tiêu 3000 Nguyên bảo,,,,,,,100,
1912,,1002,2,9,4,67,7,,Clear Anbu Training Level 7,ผ่านการฝึกอบรมอันบู ชั้นที่ 7,Clear Anbu Training Level 7,Vượt Huấn luyện Anbu tầng 7,,,,,,,100,
1913,,1002,2,9,,86,6,{6=4},Complete S-rank dispatch mission 6 times,ทำภารกิจส่งกำลังระดับ S ให้สำเร็จ 6 ครั้ง,Complete S-rank dispatch mission 6 times,Hoàn thành nhiệm vụ điều phái bậc S 6 lần,,,,,,,100,
2001,,1002,2,10,4,17,3,,Logged in for a total of 3 days,เข้าสู่ระบบทั้งหมด 3 วัน,Logged in for a total of 3 days,Đăng nhập tổng cộng 3 ngày,,,,,,,50,
2002,,1002,2,10,,36,50,,Upgrade Ninja 50 times.,อัปเกรดนินจา 50 ครั้ง.,Upgrade Ninja 50 times.,Nâng cấp Ninja 50 lần.,,,,,,,50,strengthen-1
2003,,1002,2,10,,21,1000,,Spend 1000 Primogems,ใช้ 1000 เพชร,Spend 1000 Primogems,Tiêu 1000 Nguyên bảo,,,,,,,100,
2004,,1002,2,10,,43,50,,Arena Points: 50 points,คะแนนสนามประลอง: 50 คะแนน,Arena Points: 50 points,Điểm đấu trường: 50 điểm,,,,,,,50,
2005,,1002,2,10,4,63,50000,,Accumulate 50000 Anbu Special Training points,สะสมคะแนนฝึกพิเศษ Anbu 50000 คะแนน,Accumulate 50000 Anbu Special Training points,Tích lũy 50000 điểm Đặc huấn Anbu,,,,,,,50,
2006,,1002,2,10,,55,20,,Donate 20 times,บริจาค 20 ครั้ง,Donate 20 times,Quyên góp 20 lần,,,,,,,50,
2007,,1002,2,10,,50,20,,Draw 20 times in the Gacha Spirit Stone Draw,หมุน 20 ครั้งในการสุ่มบัตรหินวิญญาณ,Draw 20 times in the Gacha Spirit Stone Draw,Rút 20 lần trong Rút thẻ Nguyên bảo,,,,,,,100,
2008,,1002,2,10,4,29,300,,Fight in the normal stage 300 times,ต่อสู้ในด่านปกติ 300 ครั้ง,Fight in the normal stage 300 times,Chiến đấu ở ải bình thường 300 lần,,,,,,,100,10000
2009,,1002,2,10,,30,60,,Challenge 60 Hard Levels,ท้าทาย 60 ด่านยาก,Challenge 60 Hard Levels,Thử thách ải khó 60 lần,,,,,,,100,20000
2010,,1002,2,10,,85,30,,Complete the dispatch mission 30 times,ทำภารกิจส่งกำลัง 30 ครั้งสำเร็จ,Complete the dispatch mission 30 times,Hoàn thành nhiệm vụ điều phái 30 lần,,,,,,,50,
2011,,1002,2,10,,21,3000,,Spend 3000 Primogems,ใช้ 3000 หินอัญมณี,Spend 3000 Primogems,Tiêu 3000 Nguyên bảo,,,,,,,100,
2012,,1002,2,10,4,67,7,,Clear Anbu Training Level 7,ผ่านการฝึกอบรมอันบู ชั้นที่ 7,Clear Anbu Training Level 7,Vượt Huấn luyện Anbu tầng 7,,,,,,,100,
2013,,1002,2,10,,86,6,{6=4},Complete S-rank dispatch mission 6 times,ทำภารกิจส่งกำลังระดับ S ให้สำเร็จ 6 ครั้ง,Complete S-rank dispatch mission 6 times,Hoàn thành nhiệm vụ điều phái bậc S 6 lần,,,,,,,100,
2101,,1002,2,11,4,17,3,,Logged in for a total of 3 days,เข้าสู่ระบบทั้งหมด 3 วัน,Logged in for a total of 3 days,Đăng nhập tổng cộng 3 ngày,,,,,,,50,
2102,,1002,2,11,,36,50,,Upgrade Ninja 50 times.,อัปเกรดนินจา 50 ครั้ง.,Upgrade Ninja 50 times.,Nâng cấp Ninja 50 lần.,,,,,,,50,strengthen-1
2103,,1002,2,11,,21,1000,,Spend 1000 Primogems,ใช้ 1000 เพชร,Spend 1000 Primogems,Tiêu 1000 Nguyên bảo,,,,,,,100,
2104,,1002,2,11,,43,50,,Arena Points: 50 points,คะแนนสนามประลอง: 50 คะแนน,Arena Points: 50 points,Điểm đấu trường: 50 điểm,,,,,,,50,
2105,,1002,2,11,4,63,50000,,Accumulate 50000 Anbu Special Training points,สะสมคะแนนฝึกพิเศษ Anbu 50000 คะแนน,Accumulate 50000 Anbu Special Training points,Tích lũy 50000 điểm Đặc huấn Anbu,,,,,,,50,
2106,,1002,2,11,,55,20,,Donate 20 times,บริจาค 20 ครั้ง,Donate 20 times,Quyên góp 20 lần,,,,,,,50,
2107,,1002,2,11,,50,20,,Draw 20 times in the Gacha Spirit Stone Draw,หมุน 20 ครั้งในการสุ่มบัตรหินวิญญาณ,Draw 20 times in the Gacha Spirit Stone Draw,Rút 20 lần trong Rút thẻ Nguyên bảo,,,,,,,100,
2108,,1002,2,11,,29,300,,Fight in the normal stage 300 times,ต่อสู้ในด่านปกติ 300 ครั้ง,Fight in the normal stage 300 times,Chiến đấu ở ải bình thường 300 lần,,,,,,,100,10000
2109,,1002,2,11,4,30,60,,Challenge 60 Hard Levels,ท้าทาย 60 ด่านยาก,Challenge 60 Hard Levels,Thử thách ải khó 60 lần,,,,,,,100,20000
2110,,1002,2,11,,85,30,,Complete the dispatch mission 30 times,ทำภารกิจส่งกำลัง 30 ครั้งสำเร็จ,Complete the dispatch mission 30 times,Hoàn thành nhiệm vụ điều phái 30 lần,,,,,,,50,
2111,,1002,2,11,,21,3000,,Spend 3000 Primogems,ใช้ 3000 หินอัญมณี,Spend 3000 Primogems,Tiêu 3000 Nguyên bảo,,,,,,,100,
2112,,1002,2,11,,67,7,,Clear Anbu Training Level 7,ผ่านการฝึกอบรมอันบู ชั้นที่ 7,Clear Anbu Training Level 7,Vượt Huấn luyện Anbu tầng 7,,,,,,,100,
2113,,1002,2,11,4,86,6,{6=4},Complete S-rank dispatch mission 6 times,ทำภารกิจส่งกำลังระดับ S ให้สำเร็จ 6 ครั้ง,Complete S-rank dispatch mission 6 times,Hoàn thành nhiệm vụ điều phái bậc S 6 lần,,,,,,,100,
2201,,1002,2,12,4,17,3,,Logged in for a total of 3 days,เข้าสู่ระบบทั้งหมด 3 วัน,Logged in for a total of 3 days,Đăng nhập tổng cộng 3 ngày,,,,,,,50,
2202,,1002,2,12,,36,50,,Upgrade Ninja 50 times.,อัปเกรดนินจา 50 ครั้ง.,Upgrade Ninja 50 times.,Nâng cấp Ninja 50 lần.,,,,,,,50,strengthen-1
2203,,1002,2,12,,21,1000,,Spend 1000 Primogems,ใช้ 1000 เพชร,Spend 1000 Primogems,Tiêu 1000 Nguyên bảo,,,,,,,100,
2204,,1002,2,12,4,43,50,,Arena Points: 50 points,คะแนนสนามประลอง: 50 คะแนน,Arena Points: 50 points,Điểm đấu trường: 50 điểm,,,,,,,50,
2205,,1002,2,12,,63,50000,,Accumulate 50000 Anbu Special Training points,สะสมคะแนนฝึกพิเศษ Anbu 50000 คะแนน,Accumulate 50000 Anbu Special Training points,Tích lũy 50000 điểm Đặc huấn Anbu,,,,,,,50,
2206,,1002,2,12,,55,20,,Donate 20 times,บริจาค 20 ครั้ง,Donate 20 times,Quyên góp 20 lần,,,,,,,50,
2207,,1002,2,12,,50,20,,Draw 20 times in the Gacha Spirit Stone Draw,หมุน 20 ครั้งในการสุ่มบัตรหินวิญญาณ,Draw 20 times in the Gacha Spirit Stone Draw,Rút 20 lần trong Rút thẻ Nguyên bảo,,,,,,,100,
2208,,1002,2,12,4,29,300,,Fight in the normal stage 300 times,ต่อสู้ในด่านปกติ 300 ครั้ง,Fight in the normal stage 300 times,Chiến đấu ở ải bình thường 300 lần,,,,,,,100,10000
2209,,1002,2,12,,30,60,,Challenge 60 Hard Levels,ท้าทาย 60 ด่านยาก,Challenge 60 Hard Levels,Thử thách ải khó 60 lần,,,,,,,100,20000
2210,,1002,2,12,,85,30,,Complete the dispatch mission 30 times,ทำภารกิจส่งกำลัง 30 ครั้งสำเร็จ,Complete the dispatch mission 30 times,Hoàn thành nhiệm vụ điều phái 30 lần,,,,,,,50,
2211,,1002,2,12,,21,3000,,Spend 3000 Primogems,ใช้ 3000 หินอัญมณี,Spend 3000 Primogems,Tiêu 3000 Nguyên bảo,,,,,,,100,
2212,,1002,2,12,4,67,7,,Clear Anbu Training Level 7,ผ่านการฝึกอบรมอันบู ชั้นที่ 7,Clear Anbu Training Level 7,Vượt Huấn luyện Anbu tầng 7,,,,,,,100,
2213,,1002,2,12,,86,6,{6=4},Complete S-rank dispatch mission 6 times,ทำภารกิจส่งกำลังระดับ S ให้สำเร็จ 6 ครั้ง,Complete S-rank dispatch mission 6 times,Hoàn thành nhiệm vụ điều phái bậc S 6 lần,,,,,,,100,
3001,,1003,,,,15,1,,Daily Login,เข้าสู่ระบบรายวัน,Daily Login,Đăng nhập hàng ngày,,,,,,,300,
3002,,1003,,,,29,30,,Fight in the normal stage 30 times,ต่อสู้ในด่านปกติ 30 ครั้ง,Fight in the normal stage 30 times,Chiến đấu ở ải bình thường 30 lần,,,,,,,300,10000
3003,,1003,,,,39,1,,Accessory Breakthrough Once,ทะลวงอุปกรณ์เสริม 1 ครั้ง,Accessory Breakthrough Once,Đột phá phụ kiện 1 lần,,,,,,,300,
3004,,1003,,,,41,5,,Participate in the arena 5 times,เข้าร่วมสนามประลอง 5 ครั้ง,Participate in the arena 5 times,Tham đấu trường 5 lần,,,,,,,300,
3005,,1003,,,,66,2,,Participate in Illusion Challenge 2 times,เข้าร่วมท้าทายมายา 2 ครั้ง,Participate in Illusion Challenge 2 times,Tham gia Khiêu chiến ảo ảnh 2 lần,,,,,,,300,
3006,,1003,,,,20,1000000,,"Spend 1,000,000 Xu coins",ใช้ 1000000 เหรียญทองแดง,"Spend 1,000,000 Xu coins",Tiêu 1000000 Xu đồng,,,,,,,300,
3007,,1003,,,,21,300,,Spend 300 Primogems,ใช้ 300 ตราประทับ,Spend 300 Primogems,Tiêu 300 Nguyên bảo,,,,,,,300,
3008,,1003,,,4,15,1,,Marster daily login.,เข้าสู่ระบบรายวัน (มาสเตอร์),Marster daily login.,Marster đăng nhập hàng ngày.,,,,,,,300,
3101,,1003,2,,,17,3,,Logged in for a total of 3 days,เข้าสู่ระบบสะสม 3 วัน,Logged in for a total of 3 days,Đăng nhập tổng cộng 3 ngày,,,,,,,1000,
3102,,1003,2,,,36,50,,Upgrade Ninja 50 times.,อัปเกรดฮีโร่ 50 ครั้ง,Upgrade Ninja 50 times.,Nâng cấp Ninja 50 lần.,,,,,,,1000,strengthen-1
3103,,1003,2,,,21,1000,,Spend 1000 Primogems,ใช้ 1000 ตราประทับ,Spend 1000 Primogems,Tiêu 1000 Nguyên bảo,,,,,,,1000,
3104,,1003,2,,,43,50,,Arena Points: 50 points,คะแนนสนามประลอง: 50 คะแนน,Arena Points: 50 points,Điểm đấu trường: 50 điểm,,,,,,,1000,
3105,,1003,2,,,63,50000,,Accumulate 50000 Anbu Special Training points,สะสม 50000 แต้มฝึกพิเศษแอนบุ,Accumulate 50000 Anbu Special Training points,Tích lũy 50000 điểm Đặc huấn Anbu,,,,,,,1000,
3106,,1003,2,,,55,20,,Donate 20 times,บริจาค 20 ครั้ง,Donate 20 times,Quyên góp 20 lần,,,,,,,1000,
3107,,1003,2,,,50,20,,Draw 20 times in the Gacha Spirit Stone Draw,สุ่ม 20 ครั้งในการสุ่มบัตรตราประทับ,Draw 20 times in the Gacha Spirit Stone Draw,Rút 20 lần trong Rút thẻ Nguyên bảo,,,,,,,1000,
3108,,1003,2,,,29,300,,Fight in the normal stage 300 times,ต่อสู้ในด่านปกติ 300 ครั้ง,Fight in the normal stage 300 times,Chiến đấu ở ải bình thường 300 lần,,,,,,,1000,10000
3109,,1003,2,,,30,60,,Challenge 60 Hard Levels,ท้าทายด่านยาก 60 ครั้ง,Challenge 60 Hard Levels,Thử thách ải khó 60 lần,,,,,,,1000,20000
3110,,1003,2,,,85,30,,Complete the dispatch mission 30 times,ทำภารกิจมอบหมายสำเร็จ 30 ครั้ง,Complete the dispatch mission 30 times,Hoàn thành nhiệm vụ điều phái 30 lần,,,,,,,1000,
3111,,1003,2,,,21,3000,,Spend 3000 Primogems,ใช้ 3000 ตราประทับ,Spend 3000 Primogems,Tiêu 3000 Nguyên bảo,,,,,,,1000,
3112,,1003,2,,,67,7,,Clear Anbu Training Level 7,ผ่านการฝึกแอนบุ ชั้น 7,Clear Anbu Training Level 7,Vượt Huấn luyện Anbu tầng 7,,,,,,,1000,
3113,,1003,2,,,86,6,{6=4},Complete S-rank dispatch mission 6 times,ทำภารกิจมอบหมายระดับ S สำเร็จ 6 ครั้ง,Complete S-rank dispatch mission 6 times,Hoàn thành nhiệm vụ điều phái bậc S 6 lần,,,,,,,1000,
