VariableName,huodongID,_beizhu,name_cn,name,name_en,name_vn,name_th,limit,levelLimit,item,rechargeID,rmbCost,sort,refresh,status,icon,hot,oldPrice,languages,group,costMap,unlock
2023,23213,,特惠礼包,Special Luggage,Special Luggage,hành lý đặc biệt,Special Luggage,1,,{rmb=600;451=200;452=100},106,,,,,activity/direct_gift/box_khqd2.png,,,,,,
2024,23213,,特惠礼包,Special Luggage,Special Luggage,hành lý đặc biệt,Special Luggage,1,,{rmb=900;519=10},107,,,,,activity/direct_gift/box_khqd2.png,,,,,,
2025,23213,,特惠礼包,Special Luggage,Special Luggage,hành lý đặc biệt,Special Luggage,2,,{520=10;rmb=1680;4000=100},108,,,,,activity/direct_gift/box_khqd2.png,,,,,,
2026,23213,,特惠礼包,Special Luggage,Special Luggage,hành lý đặc biệt,Special Luggage,2,,{501=1;rmb=1680;503=20},108,,,,,activity/direct_gift/box_khqd2.png,,,,,,
2027,23213,,特惠礼包,Special Luggage,Special Luggage,hành lý đặc biệt,Special Luggage,2,,{rmb=2680;2103=100;gold=500000},111,,,,,activity/direct_gift/box_khqd2.png,,,,,,
2028,23213,,特惠礼包,Special Luggage,Special Luggage,hành lý đặc biệt,Special Luggage,2,,{rmb=2680;942=1;gold=500000},111,,,,,activity/direct_gift/box_khqd2.png,,,,,,
2029,23213,,特惠礼包,Special Luggage,Special Luggage,hành lý đặc biệt,Special Luggage,2,,{529=1000;531=30;rmb=2680},111,,,,,activity/direct_gift/box_khqd2.png,,,,,,
2030,23213,,特惠礼包,Special Luggage,Special Luggage,hành lý đặc biệt,Special Luggage,2,,{502=50;13=20;gold=150000;rmb=2680},111,,,,,activity/direct_gift/box_khqd2.png,,,,,,
2031,23213,,特惠礼包,Special Luggage,Special Luggage,hành lý đặc biệt,Special Luggage,2,,{rmb=3980;501=5;6059=2},112,,,,,activity/direct_gift/box_khqd2.png,,,,,,
2032,23213,,特惠礼包,Free Vacation Package,Free Vacation Package,Hành lý đặc biệt,Free Vacation Package,2,,{13=50;gold=500000;521=50;rmb=6480},113,,,,,activity/direct_gift/box_khqd2.png,,,,,,
2041,23214,,节日免费礼包,Three Sacred Birds Three Pick One Gift Package,Three Sacred Birds Three Pick One Gift Package,Gói kỳ nghỉ miễn phí,Three Sacred Birds Three Pick One Gift Package,1,,{19=3;rmb=50;527=1},,0,,,,activity/direct_gift/icon_cjbx.png,,,,,,
2042,23214,,三圣鸟三选一礼包,Mint Character Optional Gift Bag,Mint Character Optional Gift Bag,Ba Con Chim Thiêng Ba Chọn Một Gói Quà,Mint Character Optional Gift Bag,1,,{6212=1;rmb=2280;519=10},111,,,,,activity/direct_gift/icon_zjbx.png,,,,,,
2043,23214,,性格薄荷自选礼包,Free Gift Bag,Free Gift Bag,Nhân vật bạc hà túi quà tặng tùy chọn,Free Gift Bag,1,,{19=150;rmb=6880;937=1},113,,,,,activity/direct_gift/icon_gjbx.png,,,,,,
2051,23215,,免费礼包,Equipment Exchange Package,Equipment Exchange Package,túi quà tặng miễn phí,Equipment Exchange Package,1,,{2103=3;rmb=30;4000=20},,0,,,,activity/direct_gift/icon_cjbx10.png,,,,,,
2052,23215,,装备兑换礼包,Equipment Exchange Package,Equipment Exchange Package,Gói trao đổi thiết bị,Equipment Exchange Package,3,,{rmb=980;6071=20;2103=10},108,,,,,activity/direct_gift/icon_cjbx11.png,,,,,,
2053,23215,,装备兑换礼包,Equipment Exchange Package,Equipment Exchange Package,Gói trao đổi thiết bị,Equipment Exchange Package,3,,{rmb=1980;6071=40;2103=20},111,,,,,activity/direct_gift/icon_gjbx15.png,,,,,,
2054,23215,,装备兑换礼包,Equipment Exchange Package,Equipment Exchange Package,Gói trao đổi thiết bị,Equipment Exchange Package,4,,{rmb=3280;6071=60;2103=30},112,,,,,activity/direct_gift/icon_gjbx16.png,,,,,,
2055,23215,,装备兑换礼包,Equipment Development Gift Package,Equipment Development Gift Package,Gói trao đổi thiết bị,Equipment Development Gift Package,4,,{rmb=6480;6071=120;2103=60},113,,,,,activity/direct_gift/icon_cjbx12.png,,,,,,
2056,23215,,通灵兽养成礼包,Spirit Development Gift Package,Spirit Development Gift Package,gói quà tặng phát triển linh thú,Spirit Development Gift Package,3,,{rmb=980;4000=100;966=2},108,,,,,activity/direct_gift/icon_cjbx12.png,,,,,,
2057,23215,,通灵兽养成礼包,Free Gift Bag,Free Gift Bag,gói quà tặng phát triển linh thú,Free Gift Bag,2,,{rmb=1980;4000=200;967=1},111,,,,,activity/direct_gift/icon_gjbx12.png,,,,,,
2061,23216,,免费礼包,General Gift Bag,General Gift Bag,túi quà tặng miễn phí,General Gift Bag,1,,{502=1;rmb=60;19=2},,0,,,,activity/direct_gift/icon_cjbx.png,,,,,,
2062,23216,,万能礼包,General Gift Bag,General Gift Bag,Túi quà phổ thông,General Gift Bag,2,,{502=10;rmb=300;gold=100000},106,,,,,activity/direct_gift/icon_cjbx.png,,,,,,
2063,23216,,万能礼包,Ascension Gift Package,Ascension Gift Package,Túi quà phổ thông,Ascension Gift Package,2,,{502=20;rmb=980;gold=300000},108,,,,,activity/direct_gift/icon_cjbx.png,,,,,,
2064,23216,,升星礼包,SS Ninja General Gift Package,SS Ninja General Gift Package,Gói quà thăng thiên,SS Ninja General Gift Package,3,,{502=50;rmb=1980;gold=200000},111,,,,,activity/direct_gift/icon_zjbx.png,,,,,,
2065,23216,,SS忍者万能礼包,Ascension Package SS Ninja,Ascension Package SS Ninja,Gói quà phổ thông SS Ninja,Ascension Package SS Ninja,3,,{521=30;rmb=3280;gold=300000},112,,,,,activity/direct_gift/icon_zjbx.png,,,,,,
2066,23216,,SS忍者升星礼包,Character Mint Gift Pack,Character Mint Gift Pack,Gói thăng thiên SS Ninja,Character Mint Gift Pack,3,,{521=50;rmb=6480;gold=600000},113,,,,,activity/direct_gift/icon_gjbx.png,,,,,,
2067,23216,,性格薄荷礼包,Free Gift Bag,Free Gift Bag,Gói quà bạc hà nhân vật,Free Gift Bag,1,,{19=60;rmb=6480;937=1},113,,,,,activity/direct_gift/icon_gjbx.png,,,,,,
2071,23217,,免费礼包,Gift Seal,Gift Seal,túi quà tặng miễn phí,Gift Seal,1,,{529=50;531=1;gold=50000},,0,,,,activity/direct_gift/icon_tehuilibao1.png,,,,,,
2072,23217,,印记礼包,Gift Seal,Gift Seal,Niêm phong gói quà,Gift Seal,1,,{529=100;531=2;rmb=120},102,,,,,activity/direct_gift/icon_tehuilibao1.png,,,,,,
2073,23217,,印记礼包,Gift Seal,Gift Seal,Niêm phong gói quà,Gift Seal,2,,{992=1;531=10;rmb=200},106,,,,,activity/direct_gift/icon_tehuilibao2.png,,,,,,
2074,23217,,印记礼包,Gift Seal,Gift Seal,Niêm phong gói quà,Gift Seal,2,,{993=2;531=30;rmb=500},111,,,,,activity/direct_gift/icon_tehuilibao2.png,,,,,,
2075,23217,,印记礼包,Free Gift Bag,Free Gift Bag,Niêm phong gói quà,Free Gift Bag,2,,{531=80;994=2;rmb=2000},113,,,,,activity/direct_gift/icon_tehuilibao3.png,,,,,,
2081,23218,,免费礼包,Free Gift Bag,Free Gift Bag,túi quà tặng miễn phí,Free Gift Bag,1,,{451=50;2103=5;452=20},,0,,,,activity/direct_gift/icon_tehuilibao1.png,,,,,,
2082,23218,,免费礼包,Gift Cultivation,Gift Cultivation,túi quà tặng miễn phí,Gift Cultivation,1,,{850=100;902=5;gold=100000},,0,,,,activity/direct_gift/icon_tehuilibao1.png,,,,,,
2083,23218,,培养养成礼包,Gift Cultivation,Gift Cultivation,Tu luyện gói quà,Gift Cultivation,1,,{rmb=980;451=400;452=200},108,,,,,activity/direct_gift/icon_tehuilibao1.png,,,,,,
2084,23218,,培养养成礼包,Gift Cultivation,Gift Cultivation,Tu luyện gói quà,Gift Cultivation,1,,{rmb=1980;451=800;452=400},111,,,,,activity/direct_gift/icon_tehuilibao2.png,,,,,,
2085,23218,,培养养成礼包,Gift Development,Gift Development,Tu luyện gói quà,Gift Development,1,,{rmb=3280;451=1200;452=600},112,,,,,activity/direct_gift/icon_tehuilibao3.png,,,,,,
2086,23218,,装备养成礼包,Equipment Development Gift Pack,Equipment Development Gift Pack,Gói quà phát triển thiết bị,Equipment Development Gift Pack,1,,{rmb=980;2103=80;gold=800000},108,,,,,activity/direct_gift/icon_tehuilibao1.png,,,,,,
2087,23218,,装备养成礼包,Equipment Development Gift Pack,Equipment Development Gift Pack,Gói quà phát triển thiết bị,Equipment Development Gift Pack,1,,{rmb=1980;2103=160;gold=1600000},111,,,,,activity/direct_gift/icon_tehuilibao2.png,,,,,,
2088,23218,,装备养成礼包,Promotional Gift Pack,Promotional Gift Pack,Gói quà phát triển thiết bị,Promotional Gift Pack,1,,{rmb=3280;2103=240;gold=2400000},112,,,,,activity/direct_gift/icon_tehuilibao3.png,,,,,,
2089,23218,,好感度礼包,Promotional Gift Pack,Promotional Gift Pack,Gói quà ưu đãi,Promotional Gift Pack,1,,{rmb=980;604=30;902=80},108,,,,,activity/direct_gift/icon_tehuilibao1.png,,,,,,
2090,23218,,好感度礼包,Promotional Gift Pack,Promotional Gift Pack,Gói quà ưu đãi,Promotional Gift Pack,1,,{rmb=1980;604=60;902=160},111,,,,,activity/direct_gift/icon_tehuilibao2.png,,,,,,
2091,23218,,好感度礼包,Potential Gift Pack,Potential Gift Pack,Gói quà ưu đãi,Potential Gift Pack,1,,{rmb=3280;604=90;902=240},112,,,,,activity/direct_gift/icon_tehuilibao3.png,,,,,,
2092,23218,,潜能礼包,Potential Gift Pack,Potential Gift Pack,Gói quà tiềm năng,Potential Gift Pack,1,,{850=800;851=400;rmb=980},108,,,,,activity/direct_gift/icon_tehuilibao1.png,,,,,,
2093,23218,,潜能礼包,Potential Gift Package,Potential Gift Package,Gói quà tiềm năng,Potential Gift Package,1,,{850=1600;851=800;rmb=1980},111,,,,,activity/direct_gift/icon_tehuilibao2.png,,,,,,
2094,23218,,潜能礼包,Potential Gift Package,Potential Gift Package,Gói quà tiềm năng,Potential Gift Package,1,,{850=2400;851=1200;rmb=3280},112,,,,,activity/direct_gift/icon_tehuilibao3.png,,,,,,
2100,23219,,盛典特惠礼包,Grand Package,Grand Package,Gói Đại Lễ,Grand Package,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/box_khqd1.png,,,,,,
2101,23219,,盛典特惠礼包,Grand Package,Grand Package,Gói Đại Lễ,Grand Package,1,,{rmb=120;stamina=100;gold=30000},102,,,,,activity/direct_gift/box_khqd1.png,,,,,,
2102,23219,,盛典特惠礼包,Grand Package,Grand Package,Gói Đại Lễ,Grand Package,1,,{519=1;rmb=120;gold=20000},102,,,,,activity/direct_gift/box_khqd1.png,,,,,,
2103,23219,,盛典特惠礼包,Grand Package,Grand Package,Gói Đại Lễ,Grand Package,1,,{rmb=600;451=200;452=100},106,,,,,activity/direct_gift/box_khqd1.png,,,,,,
2104,23219,,盛典特惠礼包,Grand Package,Grand Package,Gói Đại Lễ,Grand Package,1,,{rmb=900;519=10},107,,,,,activity/direct_gift/box_khqd1.png,,,,,,
2105,23219,,盛典特惠礼包,Grand Package,Grand Package,Gói Đại Lễ,Grand Package,1,,{rmb=1680;6214=1},108,,,,,activity/direct_gift/box_khqd2.png,,,,,,
2106,23219,,盛典特惠礼包,Grand Package,Grand Package,Gói Đại Lễ,Grand Package,2,,{520=10;rmb=1680;4000=100},108,,,,,activity/direct_gift/box_khqd2.png,,,,,,
2107,23219,,盛典特惠礼包,Grand Package,Grand Package,Gói Đại Lễ,Grand Package,2,,{501=1;rmb=1680;503=20},108,,,,,activity/direct_gift/box_khqd2.png,,,,,,
2108,23219,,盛典特惠礼包,Grand Package,Grand Package,Gói Đại Lễ,Grand Package,2,,{rmb=2680;2103=100;gold=500000},111,,,,,activity/direct_gift/box_khqd2.png,,,,,,
2109,23219,,盛典特惠礼包,Grand Package,Grand Package,Gói Đại Lễ,Grand Package,2,,{rmb=2680;942=1;gold=500000},111,,,,,activity/direct_gift/box_khqd2.png,,,,,,
2110,23219,,盛典特惠礼包,Grand Package,Grand Package,Gói Đại Lễ,Grand Package,2,,{502=50;13=20;gold=150000;rmb=2680},111,,,,,activity/direct_gift/box_khqd2.png,,,,,,
2111,23219,,盛典特惠礼包,Grand Package,Grand Package,Gói Đại Lễ,Grand Package,2,,{993=2;531=30;rmb=2680},111,,,,,activity/direct_gift/box_khqd2.png,,,,,,
2112,23219,,盛典特惠礼包,Grand Package,Grand Package,Gói Đại Lễ,Grand Package,2,,{rmb=3980;501=5;6059=2},112,,,,,activity/direct_gift/box_khqd3.png,,,,,,
2113,23219,,盛典特惠礼包,Grand Package,Grand Package,Gói Đại Lễ,Grand Package,2,,{529=20000;994=1;rmb=3980},112,,,,,activity/direct_gift/box_khqd3.png,,,,,,
2114,23219,,盛典特惠礼包,Grand Package,Grand Package,Gói Đại Lễ,Grand Package,4,,{13=50;gold=500000;521=50;rmb=6480},113,,,,,activity/direct_gift/box_khqd3.png,,,,,,
2201,101029,,成长礼包,Growth Gift Package,Growth Gift Package,Gói quà tăng trưởng,Growth Gift Package,1,,{12=10;stamina=100;gold=50000;rmb=60},102,,,TRUE,,common/icon/icon_signin_box3_open.png,activity/double11_shop/logo_ssy_qt.png,299,,,,
2202,101029,,培养礼包,Training Gift Package,Training Gift Package,Gói quà đào tạo,Training Gift Package,1,,{451=100;452=30},106,,,TRUE,,common/icon/icon_signin_box3_open.png,activity/double11_shop/logo_ssy_qt.png,299,,,,
2203,101029,,通灵兽礼包,Spiritual Monster Package,Spiritual Monster Package,Gói quái vật tâm linh,Spiritual Monster Package,1,,{520=10;4000=100},108,,,,1,common/icon/icon_signin_box2_open.png,,299,,,,
2204,101029,,饰品抽卡礼包,Jewelry Draw Gift Package,Jewelry Draw Gift Package,Gói quà bốc thăm trang sức,Jewelry Draw Gift Package,1,,{941=1;503=20},108,,,,1,common/icon/icon_signin_box2_open.png,,299,,,,
2205,101029,,惊喜礼包,Surprise Gift Bag,Surprise Gift Bag,túi quà bất ngờ,Surprise Gift Bag,1,,{rmb=60;451=100;452=30},108,,,,1,common/icon/icon_signin_box2_open.png,,299,,,,
2230,101028,,单品道具,Prop Item,Prop Item,vật phẩm đạo cụ,Prop Item,1,,{452=30},,100,,TRUE,,,activity/double11_shop/logo_ssy_bk.png,200,,,,
2231,101028,,单品道具,Prop Item,Prop Item,vật phẩm đạo cụ,Prop Item,1,,{451=100},,100,,TRUE,,,activity/double11_shop/logo_ssy_bk.png,200,,,,
2232,101028,,单品道具,Prop Item,Prop Item,vật phẩm đạo cụ,Prop Item,5,,{520=10},,200,,TRUE,,,activity/double11_shop/logo_ssy_bk.png,280,,,,
2233,101028,,单品道具,Prop Item,Prop Item,vật phẩm đạo cụ,Prop Item,5,,{4000=100},,200,,,1,,,250,,,,
2234,101028,,单品道具,Prop Item,Prop Item,vật phẩm đạo cụ,Prop Item,1,,{503=20},,300,,,1,,,400,,,,
2235,101028,,单品道具,Prop Item,Prop Item,vật phẩm đạo cụ,Prop Item,1,,{941=1},,300,,,1,,,420,,,,
2250,23220,,双12特惠礼包,Prop Item,Prop Item,Gói đặc biệt Double 12,Prop Item,1,,{rmb=180;stamina=100;gold=300000},102,,,,,common/icon/icon_box5.png,,,,,,
2251,23220,,双12特惠礼包,Double 12 Special Package,Double 12 Special Package,Gói đặc biệt Double 12,Double 12 Special Package,1,,{rmb=300;519=10},106,,,,,common/icon/icon_box5.png,,,,,,
2252,23220,,双12特惠礼包,Double 12 Special Package,Double 12 Special Package,Gói đặc biệt Double 12,Double 12 Special Package,1,,{502=50;rmb=980;gold=200000},108,,,,,common/icon/icon_box5.png,,,,,,
2253,23220,,双12特惠礼包,Double 12 Special Package,Double 12 Special Package,Gói đặc biệt Double 12,Double 12 Special Package,1,,{rmb=980;942=1;gold=500000},108,,,,,common/icon/icon_box4.png,,,,,,
2254,23220,,双12特惠礼包,Double 12 Special Package,Double 12 Special Package,Gói đặc biệt Double 12,Double 12 Special Package,1,,{rmb=1980;501=3;6059=2},111,,,,,common/icon/icon_box4.png,,,,,,
2255,23220,,双12特惠礼包,Double 12 Special Package,Double 12 Special Package,Gói đặc biệt Double 12,Double 12 Special Package,1,,{521=50;rmb=3280;gold=1000000},112,,,,,common/icon/icon_box4.png,,,,,,
2260,23221,,双旦特惠礼包,Double 12 Special Package,Double 12 Special Package,gói quà denim đôi,Double 12 Special Package,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/icon_sdsc1.png,,,,,,
2261,23221,,双旦特惠礼包,Double 12 Special Package,Double 12 Special Package,gói quà denim đôi,Double 12 Special Package,1,,{rmb=120;stamina=100;gold=30000},102,,,,,activity/direct_gift/icon_sdsc1.png,,,,,,
2262,23221,,双旦特惠礼包,Double 12 Special Package,Double 12 Special Package,gói quà denim đôi,Double 12 Special Package,1,,{519=1;rmb=120;gold=20000},102,,,,,activity/direct_gift/icon_sdsc1.png,,,,,,
2263,23221,,双旦特惠礼包,Double 12 Special Package,Double 12 Special Package,gói quà denim đôi,Double 12 Special Package,1,,{rmb=600;451=200;452=100},106,,,,,activity/direct_gift/icon_sdsc1.png,,,,,,
2264,23221,,双旦特惠礼包,Double 12 Special Package,Double 12 Special Package,gói quà denim đôi,Double 12 Special Package,1,,{rmb=900;519=10},107,,,,,activity/direct_gift/icon_sdsc1.png,,,,,,
2265,23221,,双旦特惠礼包,Double 12 Special Package,Double 12 Special Package,gói quà denim đôi,Double 12 Special Package,1,,{rmb=1680;6214=1},108,,,,,activity/direct_gift/icon_sdsc2.png,,,,,,
2266,23221,,双旦特惠礼包,Double denim gift package,Double denim gift package,gói quà denim đôi,Double denim gift package,2,,{520=10;rmb=1680;4000=100},108,,,,,activity/direct_gift/icon_sdsc2.png,,,,,,
2267,23221,,双旦特惠礼包,Double denim gift package,Double denim gift package,gói quà denim đôi,Double denim gift package,2,,{501=1;rmb=1680;503=20},108,,,,,activity/direct_gift/icon_sdsc2.png,,,,,,
2268,23221,,双旦特惠礼包,Double denim gift package,Double denim gift package,gói quà denim đôi,Double denim gift package,2,,{rmb=2680;2103=100;gold=500000},111,,,,,activity/direct_gift/icon_sdsc2.png,,,,,,
2269,23221,,双旦特惠礼包,Double denim gift package,Double denim gift package,gói quà denim đôi,Double denim gift package,2,,{rmb=2680;942=1;gold=500000},111,,,,,activity/direct_gift/icon_sdsc2.png,,,,,,
2270,23221,,双旦特惠礼包,Double denim gift package,Double denim gift package,gói quà denim đôi,Double denim gift package,2,,{502=50;13=20;gold=150000;rmb=2680},111,,,,,activity/direct_gift/icon_sdsc2.png,,,,,,
2271,23221,,双旦特惠礼包,Double denim gift package,Double denim gift package,gói quà denim đôi,Double denim gift package,2,,{993=2;531=30;rmb=2680},111,,,,,activity/direct_gift/icon_sdsc2.png,,,,,,
2272,23221,,双旦特惠礼包,Double denim gift package,Double denim gift package,gói quà denim đôi,Double denim gift package,2,,{rmb=3980;501=5;6059=2},112,,,,,activity/direct_gift/icon_sdsc3.png,,,,,,
2273,23221,,双旦特惠礼包,Denim gift package double,Denim gift package double,gói quà denim đôi,Denim gift package double,2,,{529=20000;994=1;rmb=3980},112,,,,,activity/direct_gift/icon_sdsc3.png,,,,,,
2274,23221,,双旦特惠礼包,double denim gift package,double denim gift package,gói quà denim đôi,double denim gift package,4,,{13=50;gold=500000;521=50;rmb=6480},113,,,,,activity/direct_gift/icon_sdsc3.png,,,,,,
2275,23221,,双旦特惠礼包,double denim gift package,double denim gift package,gói quà denim đôi,double denim gift package,1,,{521=50;8002=1;rmb=6480},113,,,,,activity/direct_gift/icon_sdsc3.png,,,,,,
2280,23222,,春节特惠礼包,double denim gift package,double denim gift package,Gói đặc biệt năm mới của Trung Quốc,double denim gift package,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/icon_year1.png,,,,,,
2281,23222,,春节特惠礼包,double denim gift package,double denim gift package,Gói đặc biệt năm mới của Trung Quốc,double denim gift package,1,,{rmb=120;stamina=100;gold=30000},102,,,,,activity/direct_gift/icon_year1.png,,,,,,
