VariableName,leastLevel,active,type,huodongID,openDuration,beginDate,beginTime,endTime,endDate,desc,desc_en,desc_vn,desc_th,icon1,name,languages,icon,servers,redpoint,paramMap,openType,leastVipLevel,serverDayRange,relativeDayRange,clientParam,clientParam_th,independent,rDesc,rDesc_th,countType,sortWeight,validServerOpenDateRange,roleDayRange,validRoleCreatedDateRange
131,1,1,37,40003,5000000,20250329,0,0,20290101,Luxury Fund,Luxury Fund,Luxury Fund,Luxury Fund,2,Luxury Fund,,,,1,{isSum=2;rechargeID=109;type=2;award={stamina=3000;526=300;rmb=19999;2153=3;521=160}},4,,,<300;329>,,,3,,,,6,,,
132,1,1,37,40003,5000000,20250329,0,0,20290101,Luxury Fund,Luxury Fund,Luxury Fund,Luxury Fund,2,Luxury Fund,,,,1,{isSum=2;rechargeID=109;type=2;award={stamina=3000;526=300;rmb=19999;2153=3;521=160}},4,,,<330;359>,,,3,,,,6,,,
133,1,1,37,40003,5000000,20250329,0,0,20290101,Luxury Fund,Luxury Fund,Luxury Fund,Luxury Fund,2,Luxury Fund,,,,1,{isSum=2;rechargeID=109;type=2;award={stamina=3000;526=300;rmb=19999;2153=3;521=160}},4,,,<360;389>,,,3,,,,6,,,
134,1,1,37,40003,5000000,20250329,0,0,20290101,Luxury Fund,Luxury Fund,Luxury Fund,Luxury Fund,2,Luxury Fund,,,,1,{isSum=2;rechargeID=109;type=2;award={stamina=3000;526=300;rmb=19999;2153=3;521=160}},4,,,<390;419>,,,3,,,,6,,,
135,1,1,37,40003,5000000,20250329,0,0,20290101,Luxury Fund,Luxury Fund,Luxury Fund,Luxury Fund,2,Luxury Fund,,,,1,{isSum=2;rechargeID=109;type=2;award={stamina=3000;526=300;rmb=19999;2153=3;521=160}},4,,,<420;449>,,,3,,,,6,,,
136,1,1,37,40003,5000000,20250329,0,0,20290101,Luxury Fund,Luxury Fund,Luxury Fund,Luxury Fund,2,Luxury Fund,,,,1,{isSum=2;rechargeID=109;type=2;award={stamina=3000;526=300;rmb=19999;2153=3;521=160}},4,,,<450;479>,,,3,,,,6,,,
137,1,1,37,40003,5000000,20250329,0,0,20290101,Luxury Fund,Luxury Fund,Luxury Fund,Luxury Fund,2,Luxury Fund,,,,1,{isSum=2;rechargeID=109;type=2;award={stamina=3000;526=300;rmb=19999;2153=3;521=160}},4,,,<480;509>,,,3,,,,6,,,
138,1,1,37,40003,5000000,20250329,0,0,20290101,Luxury Fund,Luxury Fund,Luxury Fund,Luxury Fund,2,Luxury Fund,,,,1,{isSum=2;rechargeID=109;type=2;award={stamina=3000;526=300;rmb=19999;2153=3;521=160}},4,,,<510;539>,,,3,,,,6,,,
139,1,1,37,40003,5000000,20250329,0,0,20290101,Luxury Fund,Luxury Fund,Luxury Fund,Luxury Fund,2,Luxury Fund,,,,1,{isSum=2;rechargeID=109;type=2;award={stamina=3000;526=300;rmb=19999;2153=3;521=160}},4,,,<540;569>,,,3,,,,6,,,
140,1,1,37,40003,5000000,20250329,0,0,20290101,Luxury Fund,Luxury Fund,Luxury Fund,Luxury Fund,2,Luxury Fund,,,,1,{isSum=2;rechargeID=109;type=2;award={stamina=3000;526=300;rmb=19999;2153=3;521=160}},4,,,<570;599>,,,3,,,,6,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,1,0,35,1002,5000000,20250712,0,0,20250801,S1 Pass,S1 Pass,S1 Pass,S1 Pass,,_BAOHONG_,,city/main/icon_txz.png,,1,{card=1231;taskHuodongID=1002;canBuyExp=1},0,,,,{res=activity/passport/hb_2.png|activity/passport/hb_3.png;version=1},{res=activity/passport/hb_2.png|activity/passport/hb_3.png;version=1},1,"During the event, complete the corresponding objectives to receive rewards!",ในช่วงระยะเวลากิจกรรม ทำเป้าหมายที่กำหนดให้สำเร็จเพื่อรับรางวัล!,,14,,,
502,1,1,35,1003,720,20250817,0,0,20250915,S1 Pass,S1 Pass,S1 Pass,S1 Pass,,BATTLE PASS S1,,city/main/icon_txz.png,,1,{exchangeShop=0;taskHuodongID=1003;canBuyExp=1},0,,,,{res=activity/passport/hb_2.png|activity/passport/hb_3.png;version=1},{res=activity/passport/hb_2.png|activity/passport/hb_3.png;version=1},1,"During the event, complete the corresponding objectives to receive rewards!",ในช่วงระยะเวลากิจกรรม ทำเป้าหมายที่กำหนดให้สำเร็จเพื่อรับรางวัล!,,14,,,
550,1,0,46,1001,5000000,20250329,0,0,20290101,Ninja Returns,Ninja Returns,Ninja Returns,Ninja Returns,,_BAOHONG_,,city/main/icon_xljcj.png,,1,{huodong=<gift;sign;catch;reunion>;duration=9;cd=5;offline=15},0,,,,,,2,,,,40,,,
551,1,0,46,1002,5000000,20250329,0,0,20290101,Ninja Returns,Ninja Returns,Ninja Returns,Ninja Returns,,,,city/main/icon_xljcj.png,,1,{huodong=<gift;sign;catch;reunion;recharge>;duration=9;cd=7;offline=30},0,,,,,,2,,,,40,,,
552,1,0,46,1003,5000000,20250329,0,0,20290101,Ninja Returns,Ninja Returns,Ninja Returns,Ninja Returns,,,,city/main/icon_xljcj.png,,1,{huodong=<gift;sign;catch;reunion;recharge>;duration=9;cd=9;offline=60},0,,,,,,2,,,,40,,,
553,1,0,46,1004,5000000,20250329,0,0,20290101,Ninja Returns,Ninja Returns,Ninja Returns,Ninja Returns,,,,city/main/icon_xljcj.png,,1,{huodong=<gift;sign;catch;reunion;recharge>;duration=9;cd=11;offline=90},0,,,,,,2,,,,40,,,
554,1,0,8,,5000000,20250329,0,0,20290101,Reunion Event Poster,Reunion Event Poster,Reunion Event Poster,Reunion Event Poster,,,,,,,,0,,,,{isReunion=True;res=config/poster/img_hb_cjhd.png},{isReunion=True;res=config/poster/img_hb_cjhd.png},-1,,,,1,,,
556,6,1,14,88888,5000000,20250405,0,0,20290913,First Daily Recharge,First Daily Recharge,First Daily Recharge,First Daily Recharge,0,,,city/main/icon_mrsc.png,,1,{quality={4=10;5=5}},0,0,<1;9999>,<0;9999>,{type=recharge;generalTaskDisappear=true},{type=recharge;generalTaskDisappear=true},1,rDesc,rDesc,0,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,68,1,59,4010,5000000,20250410,0,0,20250508,Faction Pass,Faction Pass,Thẻ thông hành phe phái,Faction Pass,,Faction Pass,,activity/play_passport/icon_dgtxz.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=4;buyUnlock=false},0,,,,{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},1,,,,1,,,
617,68,1,59,4010,5000000,20250329,0,0,20290101,Faction Pass,Faction Pass,Thẻ thông hành phe phái,Faction Pass,,Faction Pass,,activity/play_passport/icon_dgtxz.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=4;buyUnlock=false},3,,,<1;30>,{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},1,,,,1,,,
618,68,1,59,4010,5000000,20250329,0,0,20290101,Faction Pass,Faction Pass,Thẻ thông hành phe phái,Faction Pass,,Faction Pass,,activity/play_passport/icon_dgtxz.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=4;buyUnlock=false},3,,,<31;60>,{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},1,,,,1,,,
619,68,1,59,4010,5000000,20250329,0,0,20290101,Faction Pass,Faction Pass,Thẻ thông hành phe phái,Faction Pass,,Faction Pass,,activity/play_passport/icon_dgtxz.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=4;buyUnlock=false},3,,,<61;90>,{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},1,,,,1,,,
620,68,1,59,4010,5000000,20250329,0,0,20290101,Faction Pass,Faction Pass,Thẻ thông hành phe phái,Faction Pass,,Faction Pass,,activity/play_passport/icon_dgtxz.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=4;buyUnlock=false},3,,,<91;120>,{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},1,,,,1,,,
621,68,1,59,4010,5000000,20250329,0,0,20290101,Faction Pass,Faction Pass,Thẻ thông hành phe phái,Faction Pass,,Faction Pass,,activity/play_passport/icon_dgtxz.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=4;buyUnlock=false},3,,,<121;150>,{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},1,,,,1,,,
622,68,1,59,4010,5000000,20250329,0,0,20290101,Faction Pass,Faction Pass,Thẻ thông hành phe phái,Faction Pass,,Faction Pass,,activity/play_passport/icon_dgtxz.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=4;buyUnlock=false},3,,,<151;180>,{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},1,,,,1,,,
623,68,1,59,4010,5000000,20250329,0,0,20290101,Faction Pass,Faction Pass,Thẻ thông hành phe phái,Faction Pass,,Faction Pass,,activity/play_passport/icon_dgtxz.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=4;buyUnlock=false},3,,,<181;210>,{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},1,,,,1,,,
624,68,1,59,4010,5000000,20250329,0,0,20290101,Faction Pass,Faction Pass,Thẻ thông hành phe phái,Faction Pass,,Faction Pass,,activity/play_passport/icon_dgtxz.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=4;buyUnlock=false},3,,,<211;240>,{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},1,,,,1,,,
625,68,1,59,4010,5000000,20250329,0,0,20290101,Faction Pass,Faction Pass,Thẻ thông hành phe phái,Faction Pass,,Faction Pass,,activity/play_passport/icon_dgtxz.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=4;buyUnlock=false},3,,,<241;270>,{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},1,,,,1,,,
626,68,1,59,4010,5000000,20250329,0,0,20290101,Faction Pass,Faction Pass,Thẻ thông hành phe phái,Faction Pass,,Faction Pass,,activity/play_passport/icon_dgtxz.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=4;buyUnlock=false},3,,,<271;300>,{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},1,,,,1,,,
627,68,1,59,4010,5000000,20250329,0,0,20290101,Faction Pass,Faction Pass,Thẻ thông hành phe phái,Faction Pass,,Faction Pass,,activity/play_passport/icon_dgtxz.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=4;buyUnlock=false},3,,,<301;330>,{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},1,,,,1,,,
628,68,1,59,4010,5000000,20250329,0,0,20290101,Faction Pass,Faction Pass,Thẻ thông hành phe phái,Faction Pass,,Faction Pass,,activity/play_passport/icon_dgtxz.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=4;buyUnlock=false},3,,,<331;360>,{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},1,,,,1,,,
629,68,1,59,4010,5000000,20250329,0,0,20290101,Faction Pass,Faction Pass,Thẻ thông hành phe phái,Faction Pass,,Faction Pass,,activity/play_passport/icon_dgtxz.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=4;buyUnlock=false},3,,,<361;390>,{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},1,,,,1,,,
630,68,1,59,4010,5000000,20250329,0,0,20290101,Faction Pass,Faction Pass,Thẻ thông hành phe phái,Faction Pass,,Faction Pass,,activity/play_passport/icon_dgtxz.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=4;buyUnlock=false},3,,,<391;420>,{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},1,,,,1,,,
631,68,1,59,4010,5000000,20250329,0,0,20290101,Faction Pass,Faction Pass,Thẻ thông hành phe phái,Faction Pass,,Faction Pass,,activity/play_passport/icon_dgtxz.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=4;buyUnlock=false},3,,,<421;450>,{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},1,,,,1,,,
632,68,1,59,4010,5000000,20250329,0,0,20290101,Faction Pass,Faction Pass,Thẻ thông hành phe phái,Faction Pass,,Faction Pass,,activity/play_passport/icon_dgtxz.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=4;buyUnlock=false},3,,,<451;480>,{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},1,,,,1,,,
633,68,1,59,4010,5000000,20250329,0,0,20290101,Faction Pass,Faction Pass,Thẻ thông hành phe phái,Faction Pass,,Faction Pass,,activity/play_passport/icon_dgtxz.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=4;buyUnlock=false},3,,,<481;510>,{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},1,,,,1,,,
634,68,1,59,4010,5000000,20250329,0,0,20290101,Faction Pass,Faction Pass,Thẻ thông hành phe phái,Faction Pass,,Faction Pass,,activity/play_passport/icon_dgtxz.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=4;buyUnlock=false},3,,,<511;540>,{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},1,,,,1,,,
635,68,1,59,4010,5000000,20250329,0,0,20290101,Faction Pass,Faction Pass,Thẻ thông hành phe phái,Faction Pass,,Faction Pass,,activity/play_passport/icon_dgtxz.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=4;buyUnlock=false},3,,,<541;570>,{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},1,,,,1,,,
636,68,1,59,4010,5000000,20250329,0,0,20290101,Faction Pass,Faction Pass,Thẻ thông hành phe phái,Faction Pass,,Faction Pass,,activity/play_passport/icon_dgtxz.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=4;buyUnlock=false},3,,,<571;600>,{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},{banner=activity/play_passport/passport_banner_daoguan.png;buyExpShowDay=7;topText=BATTLE PASS;res=city/adventure/gym_challenge/bg_kf.png;showLastUnlock=true;icon=activity/play_passport/icon_daoguan_passport},1,,,,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,50,1,59,2001,5000000,20250410,0,0,20250508,Team Pass,Team Pass,Thẻ nhóm,Team Pass,,Team Pass,,activity/play_passport/icon_zdtxz.png,,1,{dailyBuyTimes=10;oneKeyReceive=true;type=2;buyUnlock=false},0,,,,{banner=activity/play_passport/passport_banner_zhandui.png;buyExpShowDay=7;topText=BATTLE PASS;res=activity/passport/common/bg.png;showLastUnlock=true;icon=activity/play_passport/icon_zhandui_passport},{banner=activity/play_passport/passport_banner_zhandui.png;buyExpShowDay=7;topText=BATTLE PASS;res=activity/passport/common/bg.png;showLastUnlock=true;icon=activity/play_passport/icon_zhandui_passport},1,,,,1,,,
