VariableName,huodongID,daySum,themeType,themeName,themeName_en,themeName_th,themeName_in,themeName_ph,themeName_ma,themeName_vn,tabIndex,tabName,tabName_vn,tabName_en,tabName_th,tabName_in,tabName_ph,tabName_ma,countType,taskType,taskParam,taskSpecialParam,desc,desc_tw,desc_vn,desc_en,desc_th,desc_in,desc_ph,desc_ma,award,costMap,priceShow,buyMax
49,11001,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,装备进阶,Trang bị. Nâng cao,Equipment - Enhancement,อุปกรณ์ - เสริมพลัง,Peralatan - Peningkatan,Kagamitan - Pagpapahusay,Peralatan - Peningkatan,,11,,{10=3},10件装备升级至绿色+1品质,,Tăng 10 trang bị lên Thường +1,Enhance 10 Equipment to Common +1  ,เสริมพลังอุปกรณ์ 10 ชิ้นเป็นระดับธรรมดา +1  ,Tingkatkan 10 Peralatan ke Umum +1  ,I-enhance ang 10 Kagamitang Karaniwan +1  ,Tingkatkan 10 Peralatan ke Biasa +1  ,{12=20;6109=1;gold=8000},,,
50,11001,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,装备进阶,Trang bị. Nâng cao,Equipment - Enhancement,อุปกรณ์ - เสริมพลัง,Peralatan - Peningkatan,Kagamitan - Pagpapahusay,Peralatan - Peningkatan,,11,,{20=3},20件装备升级至绿色+1品质,,Tăng 20 trang bị lên Thường +1,Enhance 20 Equipment to Common +1  ,เสริมพลังอุปกรณ์ 20 ชิ้นเป็นระดับธรรมดา +1  ,Tingkatkan 20 Peralatan ke Umum +1  ,I-enhance ang 20 Kagamitang Karaniwan +1  ,Tingkatkan 20 Peralatan ke Biasa +1  ,{12=20;6109=1;gold=10000},,,
51,11001,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,装备进阶,Trang bị. Nâng cao,Equipment - Enhancement,อุปกรณ์ - เสริมพลัง,Peralatan - Peningkatan,Kagamitan - Pagpapahusay,Peralatan - Peningkatan,,11,,{10=4},10件装备升级至绿色+2品质,,Tăng 10 trang bị lên Thường +2,Enhance 10 Equipment to Common +2  ,เสริมพลังอุปกรณ์ 10 ชิ้นเป็นระดับธรรมดา +2  ,Tingkatkan 10 Peralatan ke Umum +2  ,I-enhance ang 10 Kagamitang Karaniwan +2  ,Tingkatkan 10 Peralatan ke Biasa +2  ,{12=20;6109=1;gold=12000},,,
52,11001,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,装备进阶,Trang bị. Nâng cao,Equipment - Enhancement,อุปกรณ์ - เสริมพลัง,Peralatan - Peningkatan,Kagamitan - Pagpapahusay,Peralatan - Peningkatan,,11,,{20=4},20件装备升级至绿色+2品质,,Tăng 20 trang bị lên Thường +2,Enhance 20 Equipment to Common +2  ,เสริมพลังอุปกรณ์ 20 ชิ้นเป็นระดับธรรมดา +2  ,Tingkatkan 20 Peralatan ke Umum +2  ,I-enhance ang 20 Kagamitang Karaniwan +2  ,Tingkatkan 20 Peralatan ke Biasa +2  ,{12=20;6109=1;gold=14000},,,
53,11001,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,装备进阶,Trang bị. Nâng cao,Equipment - Enhancement,อุปกรณ์ - เสริมพลัง,Peralatan - Peningkatan,Kagamitan - Pagpapahusay,Peralatan - Peningkatan,,11,,{10=5},10件装备升级至蓝色品质,,Nâng cấp 10 trang bị lên Hiếm,Upgrade 10 Equipment to Rare  ,อัปเกรดอุปกรณ์ 10 ชิ้นเป็นระดับหายาก  ,Upgrade 10 Peralatan ke Langka  ,I-upgrade ang 10 Kagamitang Bihira  ,Naik taraf 10 Peralatan ke Jarang  ,{12=20;6109=1;gold=16000},,,
54,11001,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,装备进阶,Trang bị. Nâng cao,Equipment - Enhancement,อุปกรณ์ - เสริมพลัง,Peralatan - Peningkatan,Kagamitan - Pagpapahusay,Peralatan - Peningkatan,,11,,{20=5},20件装备升级至蓝色品质,,Nâng cấp 20 trang bị lên Hiếm,Upgrade 20 Equipment to Rare  ,อัปเกรดอุปกรณ์ 20 ชิ้นเป็นระดับหายาก  ,Upgrade 20 Peralatan ke Langka  ,I-upgrade ang 20 Kagamitang Bihira  ,Naik taraf 20 Peralatan ke Jarang  ,{12=20;6109=1;gold=18000},,,
55,11001,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,装备进阶,Trang bị. Nâng cao,Equipment - Enhancement,อุปกรณ์ - เสริมพลัง,Peralatan - Peningkatan,Kagamitan - Pagpapahusay,Peralatan - Peningkatan,,11,,{20=6},20件装备升级至蓝色+1品质,,Tăng 20 trang bị lên Hiếm +1,Enhance 20 Equipment to Rare +1  ,เสริมพลังอุปกรณ์ 20 ชิ้นเป็นระดับหายาก +1  ,Tingkatkan 20 Peralatan ke Langka +1  ,I-enhance ang 20 Kagamitang Bihira +1  ,Tingkatkan 20 Peralatan ke Jarang +1  ,{12=20;6109=1;gold=20000},,,
56,11001,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,装备进阶,Trang bị. Nâng cao,Equipment - Enhancement,อุปกรณ์ - เสริมพลัง,Peralatan - Peningkatan,Kagamitan - Pagpapahusay,Peralatan - Peningkatan,,11,,{20=7},20件装备升级至蓝色+2品质,,Tăng 20 trang bị lên Hiếm +2,Enhance 20 Equipment to Rare +2  ,เสริมพลังอุปกรณ์ 20 ชิ้นเป็นระดับหายาก +2  ,Tingkatkan 20 Peralatan ke Langka +2  ,I-enhance ang 20 Kagamitang Bihira +2  ,Tingkatkan 20 Peralatan ke Jarang +2  ,{12=20;6109=1;gold=10000},,,
57,11001,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,装备进阶,Trang bị. Nâng cao,Equipment - Enhancement,อุปกรณ์ - เสริมพลัง,Peralatan - Peningkatan,Kagamitan - Pagpapahusay,Peralatan - Peningkatan,,11,,{20=8},20件装备升级至蓝色+3品质,,Tăng 20 trang bị lên Hiếm +3,Enhance 20 Equipment to Rare +3  ,เสริมพลังอุปกรณ์ 20 ชิ้นเป็นระดับหายาก +3  ,Tingkatkan 20 Peralatan ke Langka +3  ,I-enhance ang 20 Kagamitang Bihira +3  ,Tingkatkan 20 Peralatan ke Jarang +3  ,{12=20;6109=1;gold=4000},,,
58,11001,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,1,装备进阶,Trang bị. Nâng cao,Equipment - Enhancement,อุปกรณ์ - เสริมพลัง,Peralatan - Peningkatan,Kagamitan - Pagpapahusay,Peralatan - Peningkatan,,11,,{20=9},20件装备升级至紫色品质,,Nâng cấp 20 trang bị lên Huyền thoại,Upgrade 20 Equipment to Legendary  ,อัปเกรดอุปกรณ์ 20 ชิ้นเป็นระดับตำนาน  ,Upgrade 20 Peralatan ke Legendaris  ,I-upgrade ang 20 Kagamitang Alamat  ,Naik taraf 20 Peralatan ke Legenda  ,{12=20;6109=1;gold=6000},,,
59,11001,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,2,装备升星,Trang bị. Kích hoạt sao,Equipment - Star Activation,อุปกรณ์ - เปิดใช้งานดาว,Peralatan - Aktivasi Bintang,Kagamitan - Pag-activate ng Bituin,Peralatan - Peningkatan,,12,,{3=1},3件装备升级到1星,,Tăng 1 trang bị lên 3 sao,Enhance 1 Equipment to 3 Stars  ,เสริมพลังอุปกรณ์ 1 ชิ้นเป็นระดับ 3 ดาว  ,Tingkatkan 1 Peralatan ke 3 Bintang  ,I-upgrade ang 1 Kagamitan sa 3-Bituin  ,Tingkatkan 1 Peralatan ke 3 Bintang  ,{12=20;6109=1;gold=8000},,,
60,11001,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,2,装备升星,Trang bị. Kích hoạt sao,Equipment - Star Activation,อุปกรณ์ - เปิดใช้งานดาว,Peralatan - Aktivasi Bintang,Kagamitan - Pag-activate ng Bituin,Peralatan - Pengaktifan Bintang,,12,,{10=1},10件装备升级到1星,,Tăng 1 trang bị lên 10 sao,Enhance 1 Equipment to 10 Stars  ,เสริมพลังอุปกรณ์ 1 ชิ้นเป็นระดับ 10 ดาว  ,Tingkatkan 1 Peralatan ke 10 Bintang  ,I-upgrade ang 1 Kagamitan sa 10-Bituin  ,Tingkatkan 1 Peralatan ke 10 Bintang  ,{12=20;6109=1;gold=10000},,,
61,11001,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,2,装备升星,Trang bị. Kích hoạt sao,Equipment - Star Activation,อุปกรณ์ - เปิดใช้งานดาว,Peralatan - Aktivasi Bintang,Kagamitan - Pag-activate ng Bituin,Peralatan - Pengaktifan Bintang,,12,,{20=1},20件装备升级到1星,,Tăng 1 trang bị lên 20 sao,Enhance 1 Equipment to 20 Stars  ,เสริมพลังอุปกรณ์ 1 ชิ้นเป็นระดับ 20 ดาว  ,Tingkatkan 1 Peralatan ke 20 Bintang  ,I-upgrade ang 1 Kagamitan sa 20-Bituin  ,Tingkatkan 1 Peralatan ke 20 Bintang  ,{12=20;6109=1;gold=12000},,,
62,11001,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,2,装备升星,Trang bị. Kích hoạt sao,Equipment - Star Activation,อุปกรณ์ - เปิดใช้งานดาว,Peralatan - Aktivasi Bintang,Kagamitan - Pag-activate ng Bituin,Peralatan - Pengaktifan Bintang,,12,,{3=2},3件装备升级到2星,,Tăng 2 trang bị lên 3 sao,Enhance 2 Equipment to 3 Stars  ,เสริมพลังอุปกรณ์ 2 ชิ้นเป็นระดับ 3 ดาว  ,Tingkatkan 2 Peralatan ke 3 Bintang  ,I-upgrade ang 2 Kagamitan sa 3-Bituin  ,Tingkatkan 2 Peralatan ke 3 Bintang  ,{12=20;6109=1;gold=14000},,,
63,11001,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,2,装备升星,Trang bị. Kích hoạt sao,Equipment - Star Activation,อุปกรณ์ - เปิดใช้งานดาว,Peralatan - Aktivasi Bintang,Kagamitan - Pag-activate ng Bituin,Peralatan - Pengaktifan Bintang,,12,,{10=2},10件装备升级到2星,,Tăng 2 trang bị lên 10 sao,Enhance 2 Equipment to 10 Stars  ,เสริมพลังอุปกรณ์ 2 ชิ้นเป็นระดับ 10 ดาว  ,Tingkatkan 2 Peralatan ke 10 Bintang  ,I-upgrade ang 2 Kagamitan sa 10-Bituin  ,Tingkatkan 2 Peralatan ke 10 Bintang  ,{12=20;6109=1;gold=16000},,,
64,11001,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,2,装备升星,Trang bị. Kích hoạt sao,Equipment - Star Activation,อุปกรณ์ - เปิดใช้งานดาว,Peralatan - Aktivasi Bintang,Kagamitan - Pag-activate ng Bituin,Peralatan - Pengaktifan Bintang,,12,,{20=2},20件装备升级到2星,,Tăng 2 trang bị lên 20 sao,Enhance 2 Equipment to 20 Stars  ,เสริมพลังอุปกรณ์ 2 ชิ้นเป็นระดับ 20 ดาว  ,Tingkatkan 2 Peralatan ke 20 Bintang  ,I-upgrade ang 2 Kagamitan sa 20-Bituin  ,Tingkatkan 2 Peralatan ke 20 Bintang  ,{12=20;6109=1;gold=18000},,,
65,11001,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,2,装备升星,Trang bị. Kích hoạt sao,Equipment - Star Activation,อุปกรณ์ - เปิดใช้งานดาว,Peralatan - Aktivasi Bintang,Kagamitan - Pag-activate ng Bituin,Peralatan - Pengaktifan Bintang,,12,,{3=3},3件装备升级到3星,,Tăng 3 trang bị lên 3 sao,Enhance 3 Equipment to 3 Stars  ,เสริมพลังอุปกรณ์ 3 ชิ้นเป็นระดับ 3 ดาว  ,Tingkatkan 3 Peralatan ke 3 Bintang  ,I-upgrade ang 3 Kagamitan sa 3-Bituin  ,Tingkatkan 3 Peralatan ke 3 Bintang  ,{12=20;6109=1;gold=20000},,,
66,11001,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,2,装备升星,Trang bị. Kích hoạt sao,Equipment - Star Activation,อุปกรณ์ - เปิดใช้งานดาว,Peralatan - Aktivasi Bintang,Kagamitan - Pag-activate ng Bituin,Peralatan - Pengaktifan Bintang,,12,,{10=3},10件装备升级到3星,,Tăng 3 trang bị lên 10 sao,Enhance 3 Equipment to 10 Stars  ,เสริมพลังอุปกรณ์ 3 ชิ้นเป็นระดับ 10 ดาว  ,Tingkatkan 3 Peralatan ke 10 Bintang  ,I-upgrade ang 3 Kagamitan sa 10-Bituin  ,Tingkatkan 3 Peralatan ke 10 Bintang  ,{12=20;6109=1;gold=10000},,,
67,11001,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,2,装备升星,Trang bị. Kích hoạt sao,Equipment - Star Activation,อุปกรณ์ - เปิดใช้งานดาว,Peralatan - Aktivasi Bintang,Kagamitan - Pag-activate ng Bituin,Peralatan - Pengaktifan Bintang,,12,,{20=3},20件装备升级到3星,,Tăng 3 trang bị lên 20 sao,Enhance 3 Equipment to 20 Stars  ,เสริมพลังอุปกรณ์ 3 ชิ้นเป็นระดับ 20 ดาว  ,Tingkatkan 3 Peralatan ke 20 Bintang  ,I-upgrade ang 3 Kagamitan sa 20-Bituin  ,Tingkatkan 3 Peralatan ke 20 Bintang  ,{12=20;6109=1;gold=10000},,,
68,11001,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,2,装备升星,Trang bị. Kích hoạt sao,Equipment - Star Activation,อุปกรณ์ - เปิดใช้งานดาว,Peralatan - Aktivasi Bintang,Kagamitan - Pag-activate ng Bituin,Peralatan - Pengaktifan Bintang,,12,,{20=4},20件装备升级到4星,,Tăng 4 trang bị lên 20 sao,Enhance 4 Equipment to 20 Stars  ,เสริมพลังอุปกรณ์ 4 ชิ้นเป็นระดับ 20 ดาว  ,Tingkatkan 4 Peralatan ke 20 Bintang  ,I-upgrade ang 4 Kagamitan sa 20-Bituin  ,Tingkatkan 4 Peralatan ke 20 Bintang  ,{12=20;6109=1;gold=10000},,,
69,11001,3,2,Day 3,Day 3,วันที่ 3,Hari ke-3,Araw 3,Hari 3,Ngày 3,3,限时折扣,Giảm giá hạn giờ,Limited-Time Discount,ส่วนลดเวลาจำกัด,Diskon Waktu Terbatas,Diskwento sa Limitadong Oras,Peralatan - Pengaktifan Bintang,3,72,,,限时折扣,,Giảm giá hạn giờ,Limited-time Discount  ,ส่วนลดจำกัดเวลา  ,Diskon Terbatas  ,Diskwentong Limitado  ,Diskaun Masa Terhad  ,{13=10;504=10;gold=30000;6109=1},{rmb=99},{rmb=9999},
70,11001,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,,每日福利,Thưởng hàng ngày,Daily Reward,รางวัลรายวัน,Hadiah Harian,Araw-araw na Gantimpala,Diskaun Masa Terhad,,15,1,,每日登录豪礼,,Đăng nhập hàng ngày,Daily Login  ,ล็อกอินรายวัน  ,Login Harian  ,Araw-araw na Pag-login  ,Log Masuk Harian  ,{13=10;504=10;gold=30000;6109=1},,,
71,11001,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,,每日福利,Thưởng hàng ngày,Daily Reward,รางวัลรายวัน,Hadiah Harian,Araw-araw na Gantimpala,Ganjaran Harian,2,22,300,,当日累积充值300元宝,,Hôm nay mua tổng cộng 300 Kim cương,Purchased a total of 300 Diamonds today  ,ซื้อเพชรครบ 300 เม็ดในวันนี้  ,Telah membeli total 300 Berlian hari ini  ,Nakabili ng kabuuang 300 Diamante ngayon  ,Telah membeli sejumlah 300 Berlian hari ini  ,{13=10;504=10;gold=30000;6109=1},,,
72,11001,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,1,竞技积分,Điểm đấu trường,Arena Points,แต้มอารีนา,Poin Arena,Arena Points,Ganjaran Harian,,43,6,,获得积分6,,Đạt được 6 điểm,Earn 6 Points  ,ได้รับ 6 แต้ม  ,Dapatkan 6 Poin  ,Kumita ng 6 Puntos  ,Dapatkan 6 Mata  ,{12=20;6109=1;gold=4000},,,
73,11001,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,1,竞技积分,Điểm đấu trường,Arena Points,แต้มอารีนา,Poin Arena,Arena Points,Mata Arena,,43,12,,获得积分12,,Đạt được 12 điểm,Earn 12 Points  ,ได้รับ 12 แต้ม  ,Dapatkan 12 Poin  ,Kumita ng 12 Puntos  ,Dapatkan 12 Mata  ,{12=20;6109=1;gold=6000},,,
74,11001,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,1,竞技积分,Điểm đấu trường,Arena Points,แต้มอารีนา,Poin Arena,Arena Points,Mata Arena,,43,24,,获得积分24,,Đạt được 24 điểm,Earn 24 Points  ,ได้รับ 24 แต้ม  ,Dapatkan 24 Poin  ,Kumita ng 24 Puntos  ,Dapatkan 24 Mata  ,{12=20;6109=1;gold=8000},,,
75,11001,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,1,竞技积分,Điểm đấu trường,Arena Points,แต้มอารีนา,Poin Arena,Arena Points,Mata Arena,,43,36,,获得积分36,,Đạt được 36 điểm,Earn 36 Points  ,ได้รับ 36 แต้ม  ,Dapatkan 36 Poin  ,Kumita ng 36 Puntos  ,Dapatkan 36 Mata  ,{12=20;6109=1;gold=10000},,,
76,11001,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,1,竞技积分,Điểm đấu trường,Arena Points,แต้มอารีนา,Poin Arena,Arena Points,Mata Arena,,43,48,,获得积分48,,Đạt được 48 điểm,Earn 48 Points  ,ได้รับ 48 แต้ม  ,Dapatkan 48 Poin  ,Kumita ng 48 Puntos  ,Dapatkan 48 Mata  ,{12=20;6109=1;gold=12000},,,
77,11001,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,1,竞技积分,Điểm đấu trường,Arena Points,แต้มอารีนา,Poin Arena,Arena Points,Mata Arena,,43,60,,获得积分60,,Đạt được 60 điểm,Earn 60 Points  ,ได้รับ 60 แต้ม  ,Dapatkan 60 Poin  ,Kumita ng 60 Puntos  ,Dapatkan 60 Mata  ,{12=20;6109=1;gold=14000},,,
78,11001,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,1,竞技积分,Điểm đấu trường,Arena Points,แต้มอารีนา,Poin Arena,Arena Points,Mata Arena,,43,80,,获得积分80,,Đạt được 80 điểm,Earn 80 Points  ,ได้รับ 80 แต้ม  ,Dapatkan 80 Poin  ,Kumita ng 80 Puntos  ,Dapatkan 80 Mata  ,{12=20;6109=1;gold=4000},,,
79,11001,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,1,竞技积分,Điểm đấu trường,Arena Points,แต้มอารีนา,Poin Arena,Arena Points,Mata Arena,,43,100,,获得积分100,,Đạt được 100 điểm,Earn 100 Points  ,ได้รับ 100 แต้ม  ,Dapatkan 100 Poin  ,Kumita ng 100 Puntos  ,Dapatkan 100 Mata  ,{12=20;6109=1;gold=6000},,,
80,11001,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,2,竞技排名,Xếp hạng đấu trường,Arena Ranking,อันดับอารีนา,Peringkat Arena,Arena Rankings,Mata Arena,,44,3000,,获得排名3000,,Đạt được hạng 3000,Reach Rank 3000  ,ถึงอันดับ 3000  ,Capai Peringkat 3000  ,Umabot sa Rank 3000  ,Capai Peringkat 3000  ,{12=20;6109=1;gold=8000},,,
81,11001,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,2,竞技排名,Xếp hạng đấu trường,Arena Ranking,อันดับอารีนา,Peringkat Arena,Arena Rankings,Peringkat Arena,,44,1000,,获得排名1000,,Đạt được hạng 1000,Reach Rank 1000  ,ถึงอันดับ 1000  ,Capai Peringkat 1000  ,Umabot sa Rank 1000  ,Capai Peringkat 1000  ,{12=20;6109=1;gold=10000},,,
82,11001,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,2,竞技排名,Xếp hạng đấu trường,Arena Ranking,อันดับอารีนา,Peringkat Arena,Arena Rankings,Peringkat Arena,,44,300,,获得排名300,,Đạt được hạng 300,Reach Rank 300  ,ถึงอันดับ 300  ,Capai Peringkat 300  ,Umabot sa Rank 300  ,Capai Peringkat 300  ,{12=20;6109=1;gold=6000},,,
83,11001,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,2,竞技排名,Xếp hạng đấu trường,Arena Ranking,อันดับอารีนา,Peringkat Arena,Arena Rankings,Peringkat Arena,,44,100,,获得排名100,,Đạt được hạng 100,Reach Rank 100  ,ถึงอันดับ 100  ,Capai Peringkat 100  ,Umabot sa Rank 100  ,Capai Peringkat 100  ,{12=20;6109=1;gold=8000},,,
84,11001,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,2,竞技排名,Xếp hạng đấu trường,Arena Ranking,อันดับอารีนา,Peringkat Arena,Arena Rankings,Peringkat Arena,,44,30,,获得排名30,,Đạt được hạng 30,Reach Rank 30  ,ถึงอันดับ 30  ,Capai Peringkat 30  ,Umabot sa Rank 30  ,Capai Peringkat 30  ,{12=20;6109=1;gold=10000},,,
85,11001,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,2,竞技排名,Xếp hạng đấu trường,Arena Ranking,อันดับอารีนา,Peringkat Arena,Arena Rankings,Peringkat Arena,,44,10,,获得排名10,,Đạt được hạng 10,Reach Rank 10  ,ถึงอันดับ 10  ,Capai Peringkat 10  ,Umabot sa Rank 10  ,Capai Peringkat 10  ,{12=20;6109=1;gold=6000},,,
86,11001,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,2,竞技排名,Xếp hạng đấu trường,Arena Ranking,อันดับอารีนา,Peringkat Arena,Arena Rankings,Peringkat Arena,,44,3,,获得排名3,,Đạt được hạng 3,Reach Rank 3  ,ถึงอันดับ 3  ,Capai Peringkat 3  ,Umabot sa Rank 3  ,Capai Peringkat 3  ,{12=20;6109=1;gold=8000},,,
87,11001,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,2,竞技排名,Xếp hạng đấu trường,Arena Ranking,อันดับอารีนา,Peringkat Arena,Arena Rankings,Peringkat Arena,,44,1,,获得排名1,,Đạt được hạng 1,Reach Rank 1  ,ถึงอันดับ 1  ,Capai Peringkat 1  ,Umabot sa Rank 1  ,Capai Peringkat 1  ,{12=20;6109=1;gold=6000},,,
88,11001,4,3,Day 4,Day 4,วันที่ 4,Hari ke-4,Araw 4,Hari 4,Ngày 4,3,限时折扣,Giảm giá hạn giờ,Limited-Time Discount,ส่วนลดเวลาจำกัด,Diskon Waktu Terbatas,Diskwento sa Limitadong Oras,Peringkat Arena,3,72,,,限时折扣,,Giảm giá hạn giờ,Limited-time Discount  ,ส่วนลดจำกัดเวลา  ,Diskon Terbatas  ,Diskwentong Limitado  ,Diskaun Masa Terhad  ,{13=10;504=10;gold=30000;6109=1},{rmb=99},{rmb=9999},
